case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid rootpair_calls rootpair_success rootpair_cold predictor_reject newton_reject branch_reject tmax_reject vfloor_reject newton_iterations newton_pairs_accepted quartic_cold quartic_warm rootpair_ms predictor_nonpositive corrected_nonpositive corrected_tiny_positive tiny_eligible tiny_bracket_pass
0 linear 0 0 50.801183999999999 7.0379226907888537 1 67 49.588149000000001 0.031404000000000001 0.22414200000000004 0.0073229999999999996 0.0016969999999999999 0.0096500000000000006 0.019869000000000001 0.185169 0.35953299999999999 48.719085999999997 0.11109100000000001 2.6999999999999999e-05 0.062819999999999987 0.0084150000000000006 0.013177999999999999 0.15125999999999995 0.031056000000000014 0.0084160000000000016 0 0 0 0 0 0 0 0 0 0 49.38073 49.551301000000002 0.010460000000000001 0.0068539999999999998 0.014085 0.000629 0 0 0 0 0 0 54 13 41 2 10 12 0 6 65 13 5 49 0.11429099999999998 0 0 6 6 5
0 linear 0 7 49.792715999999999 7.165175685042759 1 83 49.347786999999997 0.012871 0.38107900000000017 0.0069049999999999997 0.0013749999999999999 0.0038059999999999999 0.011801000000000001 0.017512 0.35965000000000003 48.820683000000002 0.091150999999999996 2.1999999999999999e-05 0.017883 0.0036089999999999998 0.005411 0.27198900000000009 0.053650999999999963 0.012622000000000005 0 1 15 15 0 0 0 0 0 0 49.274743000000001 49.336039999999997 0.0029039999999999999 0.0068149999999999999 0.013115 0.00022900000000000001 0 2 1 16 0.00115407797797932 2 61 15 46 2 11 13 0 7 71 15 5 63 0.184505 0 0 7 7 5
0 linear 0 15 49.616953000000002 7.2540425509600803 1 91 49.219678000000002 0.012437 0.35334500000000019 0.0071390000000000004 0.0013569999999999999 0.003346 0.011195 0.010189999999999999 0.25977800000000001 48.744447000000001 0.091454000000000008 2.9e-05 0.084195999999999993 0.0021559999999999999 0.0041240000000000001 0.2485720000000001 0.050162999999999992 0.012910000000000003 0 2 13 13 0 0 0 0 0 0 49.089207999999999 49.212269999999997 0.0019599999999999999 0.0056829999999999997 0.013718000000000001 3.8999999999999999e-05 0 1 1 8 0.0027134713756958736 1 63 13 50 2 16 18 0 6 92 13 5 73 0.170484 0 0 6 6 5
0 linear 0 23 50.004727000000003 7.2793514851610421 1 91 49.550808000000004 0.012024999999999999 0.40812099999999996 0.0090899999999999991 0.0016809999999999998 0.0031749999999999999 0.010363000000000001 0.0086829999999999997 0.37221199999999999 49.006426000000005 0.090783000000000003 2.3e-05 0.048887 0.0018339999999999999 0.0038120000000000003 0.28714200000000001 0.053954999999999989 0.014192000000000003 0 3 13 13 0 0 0 0 0 0 49.460208999999999 49.543947000000003 0.0018979999999999999 0.0052009999999999999 0.011966999999999998 3.6999999999999998e-05 0 1 1 8 0.0030160757831446021 1 67 13 54 3 21 24 0 7 119 13 5 73 0.199711 0 0 7 7 5
0 linear 1 0 0.99932200000000004 589.76731831372365 1 105 0.62504400000000004 0.013204 0.30689699999999981 0.0070279999999999995 0.0014840000000000003 0.0032369999999999999 0.010119 0.17628199999999999 0.123922 0 0.0073660000000000002 0.0014959999999999999 0.25151000000000001 0.0019780000000000002 0.0039940000000000002 0.15913800000000003 0.078373000000000095 0.017438000000000009 0 0 0 0 0.0042079999999999999 1 0 0 14 0 0.31666699999999998 0.61685500000000004 0.001276 0.003457 0.021314999999999997 0.0033730000000000001 0 0 0 0 0 0 74 45 29 4 3 8 0 3 232 65 7 53 0.082798999999999998 0 0 3 3 3
0 linear 1 7 0.67576400000000003 593.09247526628167 1 105 0.30620900000000001 0.016768000000000002 0.32354100000000013 0.0063959999999999998 0.001536 0.0028089999999999999 0.0094940000000000007 0.0083499999999999998 0.13866000000000001 0 0.0035869999999999999 0.001122 0.10375200000000001 0.0010920000000000001 0.0038419999999999986 0.16800400000000007 0.076373000000000094 0.01749100000000001 0 1 19 19 0.0030049999999999999 1 0 0 14 0 0.15889700000000001 0.29959200000000002 0.001407 0.0034840000000000001 0.014508 0.001315 0 1 1 8 0.0016863986939356674 1 74 45 29 4 3 8 0 3 232 65 7 53 0.092372000000000065 0 0 3 3 3
0 linear 1 15 0.89416700000000005 596.53003682974679 1 128 0.39560899999999999 0.013242 0.44293399999999977 0.0075020000000000009 0.001787 0.0025709999999999999 0.0085660000000000007 0.0082660000000000008 0.10964400000000001 0 0.0035609999999999999 0.00089999999999999998 0.22520200000000001 0.0010709999999999999 0.0037929999999999995 0.22924800000000006 0.10145400000000009 0.022924000000000024 0 2 19 19 0.0029550000000000002 1 0 0 14 0 0.12917500000000001 0.38882499999999998 0.0012949999999999999 0.003212 0.013978999999999998 0.001279 0 1 1 8 0.18679473719266346 1 85 46 39 6 3 9 2 3 239 65 8 74 0.12241699999999998 0 0 3 3 3
0 linear 1 23 0.738618 599.54254534181996 1 128 0.25934299999999999 0.012939000000000001 0.433388 0.0070299999999999998 0.0014719999999999998 0.0023270000000000001 0.0082520000000000007 0.0082369999999999995 0.12895999999999999 0 0.0035040000000000002 0.00088500000000000004 0.071565000000000004 0.001008 0.0036700000000000005 0.221888 0.099304000000000017 0.022815000000000005 0 3 19 19 0.0029889999999999999 1 0 0 14 0 0.14832899999999999 0.25329499999999999 0.0012899999999999999 0.0032499999999999999 0.013724999999999999 0.001369 0 1 1 8 0.0068439882711387309 1 85 47 38 5 3 8 1 3 243 67 8 73 0.11758199999999999 0 0 3 3 3
0 linear 2 0 35.128563 2.3667291596036724 1 61 34.873071000000003 0.010829999999999999 0.21554299999999998 0.0075849999999999997 0.00097100000000000007 0.0029550000000000002 0.0099729999999999992 0.17105899999999999 0.32537700000000003 34.224385999999996 0.084827 3.0000000000000001e-05 0.041462000000000006 0.0017470000000000001 0.0038300000000000001 0.14645800000000003 0.030962000000000007 0.0078910000000000022 0 0 0 0 0 0 0 0 0 0 34.787458000000001 34.864227999999997 0.001042 0.0055079999999999999 0.012048 8.0000000000000007e-05 0 0 0 0 0 0 47 21 26 2 10 12 0 6 88 21 3 37 0.092363999999999988 0 0 6 6 5
0 linear 2 7 47.714295 2.4102109454225378 1 61 47.435529000000002 0.012081 0.24089700000000003 0.0054729999999999996 0.00096400000000000001 0.003016 0.010196 0.0097949999999999999 0.325241 46.980789000000001 0.084885000000000002 2.5999999999999998e-05 0.010245000000000001 0.00167 0.0038309999999999998 0.17373399999999994 0.030034999999999999 0.0074989999999999987 0 1 16 13 0 0 0 0 0 0 47.383364999999998 47.428527000000003 0.0019239999999999999 0.0055129999999999997 0.012185 4.8999999999999998e-05 0 1 1 8 0.11055858717162853 1 43 16 27 3 9 12 0 5 79 16 3 42 0.11843799999999999 0 0 5 5 5
0 linear 2 15 47.866675999999998 2.4659804224859272 1 61 47.552957999999997 0.012383 0.27270800000000006 0.0065139999999999998 0.00099700000000000006 0.0043270000000000001 0.010187999999999999 0.0099970000000000007 0.25115999999999999 47.170171000000003 0.085785 2.0000000000000002e-05 0.010225 0.0016459999999999999 0.0038739999999999998 0.18692499999999995 0.038334999999999987 0.010344000000000004 0 2 19 18 0 0 0 0 0 0 47.499457 47.546064999999999 0.0016919999999999999 0.0055890000000000002 0.012404999999999999 4.0000000000000003e-05 0 1 1 8 0.0016090859999255856 1 50 19 31 1 14 15 0 6 106 19 3 39 0.13859400000000002 0 0 6 6 5
0 linear 2 23 49.637535999999997 2.5300557252343201 1 61 49.381568999999999 0.012048 0.21860099999999996 0.0054050000000000001 0.00097500000000000006 0.0032450000000000001 0.010742 0.010052999999999999 0.25914300000000001 48.988058000000002 0.089755000000000001 2.8e-05 0.0097839999999999993 0.0017520000000000001 0.0038419999999999999 0.15727699999999997 0.030316000000000006 0.0072939999999999993 0 3 17 16 0 0 0 0 0 0 49.329267000000002 49.374755999999998 0.001934 0.0055370000000000003 0.012376 4.5000000000000003e-05 0 1 1 8 0.0026246619501964687 1 50 17 33 1 15 16 0 7 106 17 3 41 0.12566099999999997 0 0 7 6 6
0 linear 3 0 0.667076 488.05716329461848 1 83 0.46723100000000001 0.018152000000000001 0.15139900000000001 0.0062389999999999998 0.0013980000000000002 0.0043140000000000001 0.010085 0.176899 0.11547300000000001 0 0.003947 0.0022620000000000001 0.111859 0.00070799999999999997 0.0041640000000000002 0.080235999999999988 0.034107000000000012 0.0093150000000000038 0 0 0 0 0.0031489999999999999 1 0 0 14 0 0.30448900000000001 0.460428 0.001256 0.0019780000000000002 0.019338999999999999 3.6000000000000001e-05 0 0 0 0 0 0 74 56 18 4 4 8 0 4 194 56 5 22 0.051417999999999991 0 0 4 4 4
0 linear 3 7 0.59564899999999998 497.79296944733449 1 83 0.36201699999999998 0.015821999999999999 0.18951099999999993 0.0055230000000000001 0.00115 0.0028769999999999998 0.0090460000000000002 0.015741999999999999 0.088639999999999997 0 0.003604 0.001062 0.20206000000000002 0.000687 0.0035029999999999996 0.12266400000000001 0.033207000000000014 0.0092940000000000002 0 1 56 56 0.002967 1 0 0 14 0 0.115609 0.35617599999999999 0.0015 0.0028249999999999998 0.018093999999999999 4.0000000000000003e-05 0 2 1 16 0.0088212496358149681 2 74 56 18 4 4 8 0 4 194 56 5 22 0.09427000000000002 0 0 4 4 4
0 linear 3 15 0.61186099999999999 510.01575430523633 1 83 0.37980599999999998 0.015462999999999999 0.18914199999999998 0.0052499999999999995 0.0011530000000000002 0.002477 0.0083350000000000004 0.0081139999999999997 0.088863999999999999 0 0.0034510000000000001 0.00094300000000000004 0.23120800000000005 0.00061499999999999999 0.0034829999999999996 0.12202899999999992 0.033351999999999979 0.0093100000000000023 0 2 54 54 0.0029480000000000001 1 0 0 14 0 0.10746600000000001 0.37436399999999997 0.001353 0.0025049999999999998 0.017134000000000003 2.4000000000000001e-05 0 1 1 8 0.0009877516298322979 1 74 54 20 6 4 10 0 6 195 54 5 24 0.093754999999999977 2 0 4 4 4
0 linear 3 23 0.55098599999999998 523.73782250076636 1 99 0.28429500000000002 0.015086 0.21906999999999999 0.0062349999999999992 0.001163 0.002349 0.0079159999999999994 0.0080169999999999998 0.088088 0 0.003431 0.0009859999999999999 0.13894100000000004 0.00057300000000000005 0.0033559999999999987 0.14097600000000007 0.038894999999999999 0.011201000000000004 0 3 68 68 0.002947 1 0 0 14 0 0.106267 0.27920200000000001 0.001217 0.0023830000000000001 0.016484000000000002 1.5999999999999999e-05 0 1 1 8 0.0017264993823830933 1 90 68 22 6 6 12 0 8 239 68 5 26 0.110857 2 0 6 6 6
0 linear 4 0 0.48255199999999998 2.6196476657497758 1 52 0.30752000000000002 0.012005999999999999 0.147037 0.0031540000000000001 0.00079299999999999998 0.0028389999999999999 0.0097940000000000006 0.17475599999999999 0.071476999999999999 0 0.013611 0.0010020000000000001 0.00059299999999999989 0.001407 0.003228 0.099328999999999987 0.022130000000000004 0.005673000000000001 0 0 0 0 0.0029250000000000001 1 0 0 10 0 0.26799400000000001 0.30138599999999999 0.00081400000000000005 0.0040969999999999999 0.011936 3.8999999999999999e-05 0 0 0 0 0 0 47 15 32 2 8 10 0 6 63 15 4 33 0.082586000000000007 0 0 6 6 5
0 linear 4 7 0.31973699999999999 2.5174331937787979 1 52 0.14435999999999999 0.011142000000000001 0.14878000000000002 0.0028800000000000002 0.00065699999999999992 0.0026029999999999998 0.0087899999999999992 0.0079760000000000005 0.080016000000000004 0 0.012324999999999999 0.00086399999999999997 0.00057399999999999997 0.0012210000000000001 0.003006 0.10079300000000001 0.022508000000000004 0.005667000000000001 0 1 25 24 0.0029350000000000001 1 0 0 10 0 0.108832 0.13905000000000001 0.001271 0.0041929999999999997 0.010842000000000001 2.4000000000000001e-05 0 1 1 8 0.002527145321730481 1 52 25 27 3 6 9 0 6 86 25 4 23 0.094563000000000008 0 0 6 6 5
0 linear 4 15 0.40557199999999999 2.4212389482948047 1 68 0.16010099999999999 0.013218000000000001 0.21326500000000001 0.0039179999999999996 0.000745 0.002588 0.0079330000000000008 0.007927 0.098645999999999998 0 0.01214 0.00080500000000000005 0.00057800000000000006 0.001029 0.0030130000000000005 0.14950299999999997 0.031195999999999998 0.0074260000000000012 0 2 28 23 0.0029880000000000002 1 0 0 10 0 0.12673400000000001 0.155057 0.0012019999999999999 0.0038440000000000002 0.010542999999999999 1.5999999999999999e-05 0 1 1 8 0.0021007554509754668 1 67 28 39 2 9 11 0 8 103 28 4 36 0.139262 0 0 8 8 5
0 linear 4 23 0.333619 2.3408509317784856 1 61 0.121946 0.010775 0.17987100000000006 0.0039290000000000002 0.0009320000000000001 0.0023860000000000001 0.0078110000000000002 0.0079509999999999997 0.060600000000000001 0 0.012081 0.00080199999999999998 0.00058799999999999998 0.0011379999999999999 0.002983 0.12390599999999999 0.027719000000000004 0.0067290000000000006 0 3 25 23 0.002941 1 0 0 10 0 0.088680999999999996 0.116748 0.0012019999999999999 0.0038649999999999999 0.010194999999999999 1.5999999999999999e-05 0 1 1 8 0.059615655559615663 1 53 25 28 3 8 11 0 6 96 25 3 33 0.10019600000000001 0 0 6 6 5
0 uniform 0 0 49.621848 6.8139867820913782 1 67 49.330677000000001 0.012163 0.25439600000000007 0.0047710000000000009 0.001181 0.0024160000000000002 0.0081200000000000005 0.174925 0.32523299999999999 48.662060999999994 0.090151999999999996 2.0000000000000002e-05 0.057021999999999996 0.0016559999999999999 0.0038850000000000004 0.20308899999999999 0.034871000000000027 0 0 0 0 0 0 0 0 0 0 0 49.233908 49.323698 0.00087200000000000005 0.0057089999999999997 0.012919 4.0000000000000003e-05 0 0 0 0 0 0 54 13 41 2 10 12 0 6 65 13 5 49 0.15198999999999999 0 0 6 6 5
0 uniform 0 7 49.641542000000001 6.9223389959685582 1 83 49.272677999999999 0.012222999999999999 0.32736200000000021 0.0061330000000000004 0.00183 0.0030200000000000001 0.010303 0.017007999999999999 0.37112499999999998 48.753452000000003 0.089578999999999992 2.5999999999999998e-05 0.016404999999999999 0.0017099999999999999 0.003692 0.25816199999999995 0.048911999999999997 0 0 1 15 15 0 0 0 0 0 0 49.213762000000003 49.265841999999999 0.001859 0.0054460000000000003 0.012829 3.6999999999999998e-05 0 2 1 16 0.00115407797797932 2 61 15 46 2 11 13 0 7 71 15 5 63 0.17680199999999996 0 0 7 7 5
0 uniform 0 15 49.764671 7.0045054110051712 1 91 49.405520000000003 0.012125 0.3159829999999999 0.0067380000000000001 0.0013140000000000001 0.0031089999999999998 0.010363000000000001 0.009776 0.25591599999999998 48.943489 0.091641 1.9000000000000001e-05 0.080631000000000008 0.0016620000000000001 0.0038300000000000001 0.24548500000000004 0.051639000000000032 0 0 2 14 13 0 0 0 0 0 0 49.283140000000003 49.398732000000003 0.0017830000000000001 0.0052789999999999998 0.012233999999999998 3.8999999999999999e-05 0 1 1 8 0.0027134713756958736 1 65 14 51 2 16 18 0 6 96 14 5 72 0.17124699999999998 0 0 6 6 5
0 uniform 0 23 49.913339999999998 7.0403829421848272 1 91 49.552214999999997 0.011894999999999999 0.31636900000000001 0.007902000000000001 0.001281 0.0043119999999999999 0.010340999999999999 0.0098910000000000005 0.38312000000000002 48.992322999999999 0.090824000000000002 2.0000000000000002e-05 0.050744000000000011 0.001611 0.003797 0.24696699999999991 0.049946999999999998 0 0 3 13 13 0 0 0 0 0 0 49.458131000000002 49.545588000000002 0.0017639999999999999 0.0056540000000000002 0.012905 3.8999999999999999e-05 0 1 1 8 0.0030160757831446021 1 67 13 54 3 21 24 0 7 119 13 5 73 0.17255100000000007 0 0 7 7 5
0 uniform 1 0 0.94016200000000005 627.72831737403214 1 105 0.62143199999999998 0.013542 0.27443099999999998 0.0067069999999999994 0.00172 0.0041149999999999997 0.010194999999999999 0.17561499999999999 0.12629099999999999 0 0.003797 0.0022550000000000001 0.25412299999999999 0.001268 0.0054609999999999997 0.17199399999999995 0.082457999999999976 0 0 0 0 0 0.0031329999999999999 1 0 0 14 0 0.315274 0.61263000000000001 0.0012290000000000001 0.0035149999999999999 0.016847000000000001 0.001848 0 0 0 0 0 0 74 45 29 4 3 8 0 3 232 65 7 53 0.091891000000000098 0 0 3 3 3
0 uniform 1 7 0.61510299999999996 631.61507920937345 1 105 0.30613499999999999 0.013265000000000001 0.26694399999999996 0.0060809999999999987 0.001521 0.0030379999999999999 0.0097789999999999995 0.0083339999999999994 0.13828299999999999 0 0.0035079999999999998 0.0010139999999999999 0.103784 0.001098 0.0037370000000000003 0.16741500000000001 0.081150000000000097 0 0 1 19 19 0.0029819999999999998 1 0 0 14 0 0.15932499999999999 0.29994399999999999 0.002539 0.0035130000000000001 0.014352999999999999 0.001271 0 1 1 8 0.0016863986939356674 1 74 45 29 4 3 8 0 3 232 65 7 53 0.092067999999999983 0 0 3 3 3
0 uniform 1 15 0.79759999999999998 635.58150147374488 1 128 0.39510000000000001 0.013067 0.35663799999999996 0.0068059999999999996 0.0015930000000000002 0.0025839999999999999 0.0084250000000000002 0.0082620000000000002 0.109504 0 0.0035140000000000002 0.00092400000000000002 0.22536299999999998 0.001072 0.0036879999999999994 0.23018499999999997 0.10321900000000002 0 0 2 19 19 0.002996 1 0 0 14 0 0.129246 0.38889499999999999 0.0015679999999999999 0.0032780000000000001 0.01396 0.001245 0 1 1 8 0.18679473719266346 1 85 46 39 6 3 9 2 3 239 65 8 74 0.11824599999999996 0 0 3 3 3
0 uniform 1 23 0.64771000000000001 638.99054014712431 1 128 0.26044 0.013181 0.34143100000000004 0.0070830000000000008 0.0014040000000000003 0.0025249999999999999 0.0082470000000000009 0.0082939999999999993 0.12950500000000001 0 0.0034680000000000002 0.00094899999999999997 0.071706000000000006 0.0010480000000000001 0.0036620000000000003 0.21861699999999995 0.099911000000000055 0 0 3 19 19 0.0029859999999999999 1 0 0 14 0 0.14880199999999999 0.25459999999999999 0.001217 0.0032179999999999999 0.014179000000000002 0.0013240000000000001 0 1 1 8 0.0068439882711387309 1 85 47 38 5 3 8 1 3 243 67 8 73 0.11480199999999999 0 0 3 3 3
0 uniform 2 0 34.962201999999998 2.3738776878589789 1 45 34.795723000000002 0.011877 0.13595700000000002 0.0030670000000000003 0.00082800000000000007 0.0028549999999999999 0.0099260000000000008 0.17142199999999999 0.32661699999999999 34.148640999999998 0.084857000000000002 2.8e-05 0.041469000000000006 0.0016260000000000001 0.0039379999999999997 0.10404300000000001 0.021801999999999998 0 0 0 0 0 0 0 0 0 0 0 34.712994000000002 34.788558000000002 0.00088000000000000003 0.0054149999999999997 0.012444 3.4e-05 0 0 0 0 0 0 39 17 22 2 8 10 0 6 67 17 3 25 0.078647999999999996 0 0 6 6 5
0 uniform 2 7 47.792487000000001 2.4185459771569833 1 45 47.58699 0.012439 0.17170700000000003 0.0033829999999999997 0.00084199999999999998 0.0031029999999999999 0.010007 0.0098460000000000006 0.329121 47.125701999999997 0.08689100000000001 3.4999999999999997e-05 0.010711000000000002 0.00165 0.0039259999999999989 0.136874 0.023432000000000001 0 0 1 13 12 0 0 0 0 0 0 47.534260000000003 47.580111000000002 0.0018270000000000001 0.0057869999999999996 0.012799999999999999 3.8999999999999999e-05 0 1 1 8 0.11055858717162853 1 35 13 22 3 9 12 0 5 67 13 3 29 0.099235000000000032 0 0 5 5 5
0 uniform 2 15 47.760818999999998 2.4760800094988884 1 45 47.558002000000002 0.012288 0.16850699999999999 0.0033309999999999998 0.00082700000000000004 0.0044070000000000003 0.010621 0.010253 0.26094800000000001 47.158185000000003 0.091778999999999999 3.0000000000000001e-05 0.010411 0.001591 0.0038769999999999998 0.12732500000000002 0.028180999999999998 0 0 2 17 17 0 0 0 0 0 0 47.503917000000001 47.551006000000001 0.0018469999999999999 0.0057239999999999999 0.0124 3.6999999999999998e-05 0 1 1 8 0.0016090859999255856 1 41 17 24 1 10 11 0 5 76 17 3 25 0.10548200000000002 0 0 5 5 5
