# current V2 adaptive value-only kernel; HEAD=49aa241; topology prebuilt outside timer; adaptive RelTol; mu_atol=1e-16; gradient_policy=None; repeats=3 median
# case_id configuration_id profile d_bin_index epoch_index target s q rho x y time u X reference topology_status topology_status_code topology_cells topology_uncertain_cells physical_events v2_mu value_error value_converged stop value_stop numerical_status status_code ms nodes evaluations reused_nodes panels splits setup_ms physics_ms estimator_ms scheduler_ms setup_event_ms event_topology_reuses event_radius_reuses event_qf_refinements
0 0 linear 0 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 0 13 0 6 7.0379165498357859 0.0034275241444218082 1 Converged Converged OK 0 0.33685300000000001 107 107 65 5 0 0.011030999999999999 0.284806 0.0043880000000000004 0.0010990000000000002 0.0082509999999999997 6 6 0
0 0 linear 0 0 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 0 13 0 6 7.0379174403231399 0.00030840025423413078 1 Converged Converged OK 0 0.40026299999999998 139 139 95 5 0 0.0085749999999999993 0.35694399999999987 0.0057499999999999999 0.0014370000000000001 0.0072779999999999989 6 6 0
0 0 linear 0 7 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 0 13 0 6 7.1651437852665421 0.0066178395505034886 1 Converged Converged OK 0 0.299369 107 107 65 5 0 0.0084019999999999997 0.30722399999999983 0.0041860000000000005 0.0010950000000000001 0.007045 6 6 0
0 0 linear 0 7 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 0 13 0 6 7.1651536137622269 0.00057042540114374133 1 Converged Converged OK 0 0.39739600000000003 139 139 95 5 0 0.008345 0.34333000000000008 0.0054229999999999999 0.0013110000000000003 0.006992 6 6 0
0 0 linear 0 15 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 0 13 0 6 7.2540771205942463 0.0072272092864574091 1 Converged Converged OK 0 0.31580599999999998 107 107 65 5 0 0.0086999999999999994 0.28253199999999984 0.0039629999999999995 0.001052 0.0073570000000000007 6 6 0
0 0 linear 0 15 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 0 13 0 6 7.2540774125995977 0.00041651455997825164 1 Converged Converged OK 0 0.55529099999999998 155 155 110 5 0 0.009887 0.41663899999999993 0.0060759999999999998 0.0014300000000000001 0.008515 6 6 0
0 0 linear 0 23 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 0 13 0 6 7.2793538566504319 0.0017056893532439949 1 Converged Converged OK 0 0.36357899999999999 123 123 80 5 0 0.0083920000000000002 0.35193200000000002 0.0046819999999999995 0.0012189999999999998 0.0070190000000000001 6 6 0
0 0 linear 0 23 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 0 13 0 6 7.2793534086778333 0.00037561038179830322 1 Converged Converged OK 0 0.46741199999999999 155 155 110 5 0 0.0088129999999999997 0.41982999999999993 0.0061999999999999989 0.0014649999999999997 0.0071999999999999998 6 6 0
0 0 linear 1 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0.5 0.10924686468716169 589.76910771294774 OK 0 15 0 7 589.7749295239953 0.32342651149738261 1 Converged Converged OK 0 0.41100300000000001 137 137 80 7 0 0.0098440000000000003 0.3521939999999999 0.0052610000000000001 0.0014640000000000002 0.0079069999999999991 7 7 0
0 0 linear 1 0 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0.5 0.10924686468716169 589.76910771294774 OK 0 15 0 7 589.77373817347564 0.021799764000607066 1 Converged Converged OK 0 0.68220199999999998 233 233 172 7 0 0.0096220000000000003 0.6147980000000004 0.010808000000000002 0.0019589999999999998 0.0078539999999999999 7 7 0
0 0 linear 1 7 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0.5 0.10922584478841664 593.08183624951698 OK 0 15 0 8 593.09247514324568 0.4835012325547543 1 Converged Converged OK 0 0.33321499999999998 121 121 65 7 0 0.011159000000000001 0.29718499999999992 0.0045880000000000001 0.0013319999999999999 0.0092060000000000006 8 8 0
0 0 linear 1 7 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0.5 0.10922584478841664 593.08183624951698 OK 0 15 0 8 593.08564090426705 0.058205367312720684 1 Converged Converged OK 0 0.50968999999999998 185 185 126 7 0 0.011153 0.4552830000000001 0.0079450000000000007 0.0016119999999999997 0.0092029999999999994 8 8 0
0 0 linear 1 15 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0.5 0.10920182204699373 596.52004720667082 OK 0 16 0 8 596.53003677507161 0.5468627745134268 1 Converged Converged OK 0 0.44302200000000003 144 144 80 8 0 0.012598 0.41946199999999995 0.0058739999999999999 0.0015349999999999999 0.010332999999999998 8 8 0
0 0 linear 1 15 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0.5 0.10920182204699373 596.52004720667082 OK 0 16 0 8 596.52452977612859 0.041304897969175448 1 Converged Converged OK 0 0.78444100000000005 240 240 172 8 0 0.011294 0.71784300000000012 0.011226999999999999 0.0020479999999999999 0.0091680000000000008 8 8 0
0 0 linear 1 23 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0.5 0.10917779930557081 599.53614633227335 OK 0 16 0 8 599.5425453494812 0.56853850233620606 1 Converged Converged OK 0 0.44291000000000003 144 144 80 8 0 0.011401 0.39882000000000029 0.0052770000000000004 0.0014889999999999999 0.0092339999999999992 8 8 0
0 0 linear 1 23 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0.5 0.10917779930557081 599.53614633227335 OK 0 16 0 8 599.53781278798874 0.034453522439757668 1 Converged Converged OK 0 0.78256000000000003 240 240 172 8 0 0.01123 0.73043100000000016 0.011227000000000003 0.0021060000000000002 0.009186999999999999 8 8 0
0 0 linear 2 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0.5 -1.0577332969973665 2.3667306603356812 OK 0 13 0 6 2.3667291605247809 0.00080039377237651479 1 Converged Converged OK 0 0.208565 77 77 51 3 0 0.0082310000000000005 0.17654099999999995 0.0034939999999999997 0.00077800000000000005 0.0069969999999999997 6 6 0
0 0 linear 2 0 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0.5 -1.0577332969973665 2.3667306603356812 OK 0 13 0 6 2.3667291606556766 4.1075068857149377e-07 1 Converged Converged OK 0 0.24302099999999999 93 93 66 3 0 0.0082019999999999992 0.20708600000000008 0.0042659999999999998 0.00087600000000000004 0.0070260000000000001 6 6 0
0 0 linear 2 7 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410199086685282 0.5 -1.0577543168961114 2.4102124914501046 OK 0 13 0 6 2.4102109463516821 0.0008020692989979298 1 Converged Converged OK 0 0.209754 77 77 51 3 0 0.0082679999999999993 0.17771999999999999 0.0035269999999999998 0.00075700000000000008 0.0070369999999999999 6 6 0
0 0 linear 2 7 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410199086685282 0.5 -1.0577543168961114 2.4102124914501046 OK 0 13 0 6 2.4102109464827262 4.5518264675297978e-07 1 Converged Converged OK 0 0.25886999999999999 93 93 66 3 0 0.0095549999999999993 0.22053799999999998 0.0043639999999999998 0.00095300000000000007 0.008320000000000001 6 6 0
