row	case	u	parameter	cell	k_nodes	accepted_K_nodes	rejected_K_nodes	sample_rejected_nodes	source_invalid_nodes	uniform_contribution	dvK_contribution	v_dK_contribution	LD_total	dvK_abs_sum	v_dK_abs_sum	term_abs_sum	radial_cancel_dvK	radial_cancel_v_dK	term_cancel_after_radial	max_pointwise_residual
100	rand035	0.5	X	2	255	253	2	0	0	-0.26536028557477831	-0.012956758639384459	-1.6761300152207946e-05	-0.012973519939536668	0.012956758639384452	1.6761300152231419e-05	0.012973519939536684	0.99999999999999944	1.0000000000014004	0.99999999999999989	2.6645352591003757e-15
100	rand035	0.5	X	3	255	255	0	0	0	5.3781438200999228	12.953269618878142	-9.5939336875541574	3.3593359313239861	15.827300248301446	9.5939336875541557	25.421233935855604	1.221876847621135	0.99999999999999978	6.7118036919713377	3.5527136788005009e-15
100	rand035	0.5	X	8	255	255	0	0	0	5.1127824008327849	-22.492296289227774	25.838658082835671	3.346361793607898	27.801463865063514	25.838658082835678	53.640121947899189	1.2360438217408001	1.0000000000000002	14.442835937340524	4.8849813083506888e-15
100	rand035	0.5	X	11	255	0	207	0	48	6.3441345063388365e-18	0	0	0	0	0	0	inf	inf	inf	0
100	rand035	0.5	Y	2	255	253	2	0	0	-0.56069336261147529	-0.027416816967218031	4.4010359387035147e-06	-0.027412415931279327	0.027416816967218025	4.4010359387110372e-06	0.027421218003156736	0.99999999999999978	1.0000000000017093	1.0003210979980559	5.3290705182007514e-15
100	rand035	0.5	Y	3	255	255	0	0	0	11.363755905479822	7.1791318861328328	-0.081018692032740647	7.0981131941000921	21.159197943435238	1.0379642140274339	22.197162157462671	2.9473198541325329	12.811416575424099	1.0228282333113772	1.0658141036401503e-14
100	rand035	0.5	Y	8	255	255	0	0	0	10.803061723894169	29.558757687452516	-22.488057195936985	7.0707004915155318	42.758073891367069	22.488057195936982	65.24613108730405	1.4465450254534062	0.99999999999999989	7.3609135255895701	1.0658141036401503e-14
100	rand035	0.5	Y	11	255	0	207	0	48	3.4019439208802117e-19	0	0	0	0	0	0	inf	inf	inf	0
