row	case	parameter	cell	a	b	h_scale	nr	subdivisions	angular	fd_mu0	fd_muhalf	spread_mu0_by_offset	spread_muhalf_by_offset	fail_count	fd_mu0_m2	fd_mu0_m1	fd_mu0_p1	fd_mu0_p2	fd_muhalf_m2	fd_muhalf_m1	fd_muhalf_p1	fd_muhalf_p2
99	rand035	X	2	0.88716938242769516	0.88723369079252823	0.00050000000000000001	48	2	128	-0.40003411047731996	-0.25275521690149716	5.6038482826337472e-05	3.5469316851874947e-05	0	0.00012534623449014594	0.00011411205608378399	8.4512542665397651e-05	6.9307751663808472e-05	7.840028713998305e-05	7.1171173103643101e-05	5.2461403223964592e-05	4.2930970288108104e-05
99	rand035	X	3	0.88723369079252823	0.95630209345982764	0.00050000000000000001	48	2	128	8.8957626776236491	8.69633614101474	0.0013302668414678642	0.0013039317883101198	0	2.652937480204804	2.6532764668258011	2.653945200124562	2.6542677470462719	2.6456761286590873	2.6460061386027909	2.6466603160220132	2.6469800604473974
99	rand035	X	8	1.04569464696713	1.1271804457293775	0.00050000000000000001	48	2	128	8.529761981197046	8.46405751329754	0.0012779219763787708	0.0012707044591184768	0	3.6530584217088471	3.6533916741358867	3.6540331918967341	3.6543363436852259	3.6457517799508437	3.6460779104903023	3.6467148149456068	3.6470224844099621
99	rand035	X	11	3.0353038119173275	3.0353038123352656	0.00050000000000000001	48	2	128	1.0950938854773265e-17	1.0985755946035479e-17	1.6449190932604131e-21	1.6537196351117306e-21	0	7.6986222389307072e-18	7.6991301934443557e-18	7.6999543386143743e-18	7.7002671580239676e-18	7.6977687109817227e-18	7.6982425960577694e-18	7.6990698078324174e-18	7.6994224306168344e-18
99	rand035	X	2	0.88716938242769516	0.88723369079252823	0.00050000000000000001	64	4	256	-0.40003411047721188	-0.25275521690143093	5.6038482826333542e-05	3.5469316851872602e-05	0	0.0001253462344901451	0.00011411205608378254	8.4512542665402801e-05	6.9307751663811562e-05	7.8400287139982562e-05	7.1171173103642233e-05	5.2461403223967763e-05	4.293097028810996e-05
99	rand035	X	3	0.88723369079252823	0.95630209345982764	0.00050000000000000001	64	4	256	8.8830789943595487	8.6887259310535274	0.001329967514029029	0.0013037521918470851	0	2.6529373720675911	2.6532763292737607	2.6539443087575409	2.6542673395816201	2.6456760637767598	2.6460060560715677	2.6466597812018011	2.6469798159686069
99	rand035	X	8	1.04569464696713	1.1271804457293775	0.00050000000000000001	64	4	256	8.4949462909179836	8.4431680991485791	0.0012764750677698444	0.0012698363139524993	0	3.6530562601383609	3.6533882526961725	3.6540276231356765	3.6543327352061308	3.6457504830085528	3.6460758576264736	3.6467114736889727	3.6470203193225053
99	rand035	X	11	3.0353038119173275	3.0353038123352656	0.00050000000000000001	64	4	256	1.0963030406984698e-17	1.0996573929038852e-17	1.6437873459708989e-21	1.6524523536023569e-21	0	7.6986197331136874e-18	7.6991245380201086e-18	7.6999492246760562e-18	7.7002635204596583e-18	7.6977672985927734e-18	7.6982387423885249e-18	7.6990664067736627e-18	7.6994197509463758e-18
99	rand035	X	2	0.88716938242769516	0.88723369079252823	0.00025000000000000001	32	1	64	-0.41240408797340505	-0.26029658838405606	2.9599513418370344e-05	1.8709769879668656e-05	0	0.00011411205608378011	0.00010783210203959293	9.248547115959202e-05	8.4512542665409767e-05	7.1171173103640783e-05	6.7158920623938936e-05	5.7469171102445995e-05	5.2461403223972127e-05
99	rand035	X	3	0.88723369079252823	0.95630209345982764	0.00025000000000000001	32	1	64	9.2103765665295789	8.885333172791384	0.00067421257016730962	0.00065746498206520343	0	2.6532901947122345	2.6534599749188685	2.6538043614634992	2.6539644072824018	2.6460143753346523	2.6461795215862436	2.6465126351414519	2.6466718403167175
99	rand035	X	8	1.04569464696713	1.1271804457293775	0.00025000000000000001	32	1	64	9.5842514177102469	9.0968319096105983	0.00067147049864724195	0.00065487609798609014	0	3.6534423558029778	3.6536114901150194	3.6539660924893713	3.6541138263016251	3.6461083194905548	3.6462728463445462	3.6466116092188421	3.6467631955885409
99	rand035	X	11	3.0353038119173275	3.0353038123352656	0.00025000000000000001	32	1	64	1.0969276072433156e-17	1.1020311013815642e-17	8.2119854971373833e-22	8.2559261590325086e-22	0	7.6992413495767705e-18	7.6995008103575449e-18	7.6999132431787631e-18	7.7000625481264842e-18	7.6983089876018171e-18	7.698548606380378e-18	7.6989630297361472e-18	7.6991345802177203e-18
99	rand035	X	2	0.88716938242769516	0.88723369079252823	0.00025000000000000001	48	2	128	-0.41240408797534728	-0.26029658838528169	2.9599513418386336e-05	1.8709769879678509e-05	0	0.00011411205608378399	0.00010783210203959389	9.248547115953613e-05	8.4512542665397651e-05	7.1171173103643101e-05	6.7158920623939505e-05	5.7469171102410718e-05	5.2461403223964592e-05
99	rand035	X	3	0.88723369079252823	0.95630209345982764	0.00025000000000000001	48	2	128	8.9501725612208087	8.7292107695923633	0.00066873329876093734	0.00065417741922235706	0	2.6532764668258011	2.6534456106907607	2.6537819639128148	2.653945200124562	2.6460061386027909	2.646170903049379	2.6464991966110412	2.6466603160220132
99	rand035	X	8	1.04569464696713	1.1271804457293775	0.00025000000000000001	48	2	128	8.594271111051011	8.5028437257042953	0.00064151776084742096	0.00063690445530451001	0	3.6533916741358867	3.6535571836638994	3.6538800839413419	3.6540331918967341	3.6460779104903023	3.6462402624738721	3.6465600040900248	3.6467148149456068
99	rand035	X	11	3.0353038119173275	3.0353038123352656	0.00025000000000000001	48	2	128	1.1049841134736972e-17	1.107904199976786e-17	8.2414517001855605e-22	8.2721177464803271e-22	0	7.6991301934443557e-18	7.6993703351515877e-18	7.6997854115358961e-18	7.6999543386143743e-18	7.6982425960577694e-18	7.6984691973760099e-18	7.6988854817466662e-18	7.6990698078324174e-18
99	rand035	X	2	0.88716938242769516	0.88723369079252823	0.00025000000000000001	64	4	256	-0.41240408797443862	-0.26029658838471625	2.9599513418379736e-05	1.870976987967447e-05	0	0.00011411205608378254	0.00010783210203959302	9.2485471159561744e-05	8.4512542665402801e-05	7.1171173103642233e-05	6.715892062393899e-05	5.7469171102426676e-05	5.2461403223967763e-05
99	rand035	X	3	0.88723369079252823	0.95630209345982764	0.00025000000000000001	64	4	256	8.9088639353233727	8.7044255940798472	0.00066797948378027883	0.00065372513023342904	0	2.6532763292737607	2.6534454550312554	2.6537805474307494	2.6539443087575409	2.6460060560715677	2.6461708096536758	2.6464983467218026	2.6466597812018011
99	rand035	X	8	1.04569464696713	1.1271804457293775	0.00025000000000000001	64	4	256	8.5092297863962791	8.451818930927967	0.00063937043950401673	0.00063561606249917801	0	3.6533882526961725	3.6535527554680827	3.6538729856808123	3.6540276231356765	3.6460758576264736	3.6462376055563825	3.6465557451337078	3.6467114736889727
99	rand035	X	11	3.0353038119173275	3.0353038123352656	0.00025000000000000001	64	4	256	1.1016350513012951e-17	1.1046062729208039e-17	8.246866559475392e-22	8.2766438513776945e-22	0	7.6991245380201086e-18	7.6993622142081061e-18	7.6997764124704942e-18	7.6999492246760562e-18	7.6982387423885249e-18	7.6984643851766583e-18	7.6988797947570174e-18	7.6990664067736627e-18
99	rand035	Y	2	0.88716938242769516	0.88723369079252823	0.001	32	1	64	-0.75361613846552977	-0.47745009379522202	0.00017791488318474657	0.00011307799469702713	0	0.00017968878543263468	0.00014666017792661353	3.9289412842184534e-05	1.7739022478881105e-06	0.00011415249120281463	9.2274662223920101e-05	2.4205296737022103e-05	1.0744965057875089e-06
99	rand035	Y	3	0.88723369079252823	0.95630209345982764	0.001	32	1	64	18.613988061243312	18.262421876224895	0.005528627287231469	0.0054516976282932283	0	2.6507422050272247	2.6521911527259512	2.654984939491396	2.6562708323144562	2.6435419461632339	2.6449466661036576	2.647691122380627	2.6489936437915271
99	rand035	Y	8	1.04569464696713	1.1271804457293775	0.001	32	1	64	18.059926763896158	17.905214771706142	0.0053770556266585778	0.0053548862825278931	0	3.6508808372533101	3.6523426390279776	3.6550548904207281	3.6562578928799687	3.6436302422245408	3.6450415008044157	3.6477335041618901	3.6489851285070687
99	rand035	Y	11	3.0353038119173275	3.0353038123352656	0.001	32	1	64	6.047669127801632e-19	6.1063123851903963e-19	1.7690767015258835e-22	1.7794209686938351e-22	0	7.6996248238839128e-18	7.6996885749017553e-18	7.6997790051788155e-18	7.6998017315540654e-18	7.6986702202991358e-18	7.6987253549869966e-18	7.6988165770243987e-18	7.6988481623960052e-18
99	rand035	Y	2	0.88716938242769516	0.88723369079252823	0.001	48	2	128	-0.75361613846550679	-0.47745009379520709	0.00017791488318474736	0.00011307799469702761	0	0.00017968878543263544	0.00014666017792661502	3.9289412842188518e-05	1.7739022478880675e-06	0.00011415249120281509	9.2274662223920995e-05	2.4205296737024634e-05	1.0744965057874776e-06
99	rand035	Y	3	0.88723369079252823	0.95630209345982764	0.001	48	2	128	18.590648978555727	18.248418426610773	0.0055193835899038923	0.0054461514098957942	0	2.6507350955027826	2.6521809981626649	2.6549709929925567	2.6562544790926865	2.6435376804485688	2.6449405733656857	2.6476827544813228	2.6489838318584646
99	rand035	Y	8	1.04569464696713	1.1271804457293775	0.001	48	2	128	17.886837706331587	17.801361337157964	0.0053625613275007922	0.0053461897030322447	0	3.6508592445382186	3.6523087380294377	3.6549996248228855	3.6562218058657194	3.6436172865954854	3.645021160205292	3.6477003448031833	3.6489634762985177
99	rand035	Y	11	3.0353038119173275	3.0353038123352656	0.001	48	2	128	5.7411697323702604e-19	5.7271118910899214e-19	1.7781412712610741e-22	1.7833362399801029e-22	0	7.6994939928892151e-18	7.6995510111519104e-18	7.6996380923999328e-18	7.6996718070163412e-18	7.6985914403898123e-18	7.6986439527210053e-18	7.6987309401033037e-18	7.6987697740138103e-18
99	rand035	Y	2	0.88716938242769516	0.88723369079252823	0.001	64	4	256	-0.75361613846565056	-0.47745009379529701	0.00017791488318474926	0.00011307799469702873	0	0.00017968878543263528	0.00014666017792661464	3.9289412842171659e-05	1.7739022478860289e-06	0.00011415249120281498	9.2274662223920765e-05	2.42052967370141e-05	1.074496505786253e-06
99	rand035	Y	3	0.88723369079252823	0.95630209345982764	0.001	64	4	256	18.590661885732004	18.248426170920272	0.0055186110444411796	0.0054456878826179	0	2.6507350710925355	2.6521809367168072	2.6549708364365605	2.6562536821369767	2.643537665802421	2.6449405364981708	2.6476826605477255	2.6489833536850389
