row	case	u	parameter	cell	kind	left_fold_source	right_fold_source	left_fold_used	right_fold_used	a	b	nr	subdivisions	angular	mu0_grad	muhalf_grad	accepted_nodes	rejected_nodes	cell_ok	mu0_partial_sum	muhalf_partial_sum
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	48	1	128	8.9715199109081087	8.7422478778688681	48	0	1	8.9715199109081087	8.7422478778688681
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	80	4	256	8.963572998671161	8.7374797305266974	320	0	1	8.963572998671161	8.7374797305266974
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	512	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	128	16	1024	8.9635727234320992	8.7374795653832606	2048	0	1	8.9635727234320992	8.7374795653832606
99	rand035	0	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	160	32	1024	8.9635727243573058	8.7374795659383828	5120	0	1	8.9635727243573058	8.7374795659383828
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	48	1	128	18.956384540817638	18.471943918590711	48	0	1	18.956384540817638	18.471943918590711
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	80	4	256	18.939593102208327	18.461869055425126	320	0	1	18.939593102208327	18.461869055425126
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	512	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	128	16	1024	18.939592520641593	18.461868706485085	2048	0	1	18.939592520641593	18.461868706485085
99	rand035	0	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	160	32	1024	18.939592522596509	18.461868707658031	5120	0	1	18.939592522596509	18.461868707658031
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	48	1	128	8.9715199109081087	8.7422478778688681	48	0	1	8.9715199109081087	8.7422478778688681
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	80	4	256	8.963572998671161	8.7374797305266974	320	0	1	8.963572998671161	8.7374797305266974
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	512	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	8.963572724001617	8.7374795657249678	896	0	1	8.963572724001617	8.7374795657249678
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	128	16	1024	8.9635727234320992	8.7374795653832606	2048	0	1	8.9635727234320992	8.7374795653832606
100	rand035	0.5	X	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	160	32	1024	8.9635727243573058	8.7374795659383828	5120	0	1	8.9635727243573058	8.7374795659383828
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	48	1	128	18.956384540817638	18.471943918590711	48	0	1	18.956384540817638	18.471943918590711
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	80	4	256	18.939593102208327	18.461869055425126	320	0	1	18.939593102208327	18.461869055425126
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	512	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	112	8	1024	18.939592521844958	18.461868707207095	896	0	1	18.939592521844958	18.461868707207095
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	128	16	1024	18.939592520641593	18.461868706485085	2048	0	1	18.939592520641593	18.461868706485085
100	rand035	0.5	Y	3	arcs	0	1	0	1	0.88723369079252823	0.95630209345982764	160	32	1024	18.939592522596509	18.461868707658031	5120	0	1	18.939592522596509	18.461868707658031
