row	case	parameter	cell	kind	left_fold	right_fold	a	b	nr	subdivisions	angular	mu0_grad	muhalf_grad	accepted_nodes	rejected_nodes	mu0_partial_sum	muhalf_partial_sum
17	caustic-cross	a	1	arcs	1	1	0.55440951894073376	0.56266096077992589	256	1	128	0.31173978050284445	0.31172899916720559	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	2	empty	1	0	0.56266096077992589	0.67004418472761151	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	3	empty	0	0	0.67004418472761151	0.81649658092772603	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	4	empty	0	0	0.81649658092772603	0.83746378957463308	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	5	arcs	0	0	0.83746378957463308	0.84972672439230301	256	1	128	44.586302627504644	49.413983663539163	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	6	arcs	0	0	0.84972672439230301	0.85720378575239498	256	1	128	16.067805719503465	9.297487337865098	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	7	arcs	0	1	0.85720378575239498	0.88965961535403337	256	1	128	-62.509115045339293	-60.807676186746839	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	8	empty	1	0	0.88965961535403337	1	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	9	empty	0	0	1	1.2330836802811773	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	10	empty	0	0	1.2330836802811773	1.2990013190433436	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	11	empty	0	1	1.2990013190433436	1.4027942668116613	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	12	arcs	1	1	1.4027942668116613	1.4148028287947072	256	1	128	-0.8614222734183723	-0.86136515339518349	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	13	empty	1	0	1.4148028287947072	1.6585311203645845	256	1	128	0	0	1280	0	-2.4046891912467099	-2.6458413395705591
17	caustic-cross	a	0	empty	0	1	0	0.55440951894073376	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	1	arcs	1	1	0.55440951894073376	0.56266096077992589	512	1	128	0.31173977946356807	0.31172899854363989	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	2	empty	1	0	0.56266096077992589	0.67004418472761151	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	3	empty	0	0	0.67004418472761151	0.81649658092772603	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	4	empty	0	0	0.81649658092772603	0.83746378957463308	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	5	arcs	0	0	0.83746378957463308	0.84972672439230301	512	1	128	44.58630258393638	49.413983637398204	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	6	arcs	0	0	0.84972672439230301	0.85720378575239498	512	1	128	16.067805719503461	9.2974873377749336	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	7	arcs	0	1	0.85720378575239498	0.88965961535403337	512	1	128	-62.509115103030481	-60.807676202558667	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	8	empty	1	0	0.88965961535403337	1	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	9	empty	0	0	1	1.2330836802811773	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	10	empty	0	0	1.2330836802811773	1.2990013190433436	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	11	empty	0	1	1.2990013190433436	1.4027942668116613	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	12	arcs	1	1	1.4027942668116613	1.4148028287947072	512	1	128	-0.86142223941237361	-0.8613651329915839	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	13	empty	1	0	1.4148028287947072	1.6585311203645845	512	1	128	0	0	2560	0	-2.4046892595394449	-2.6458413618334706
17	caustic-cross	a	0	empty	0	1	0	0.55440951894073376	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	1	arcs	1	1	0.55440951894073376	0.56266096077992589	1024	1	128	0.31173977293051036	0.31172899462380488	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	2	empty	1	0	0.56266096077992589	0.67004418472761151	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	3	empty	0	0	0.67004418472761151	0.81649658092772603	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	4	empty	0	0	0.81649658092772603	0.83746378957463308	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	5	arcs	0	0	0.83746378957463308	0.84972672439230301	1024	1	128	44.586302367275536	49.413983507401703	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	6	arcs	0	0	0.84972672439230301	0.85720378575239498	1024	1	128	16.067805719503461	9.2974873377749621	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	7	arcs	0	1	0.85720378575239498	0.88965961535403337	1024	1	128	-62.50911507900156	-60.807676187595789	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	8	empty	1	0	0.88965961535403337	1	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	9	empty	0	0	1	1.2330836802811773	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	10	empty	0	0	1.2330836802811773	1.2990013190433436	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	11	empty	0	1	1.2990013190433436	1.4027942668116613	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	12	arcs	1	1	1.4027942668116613	1.4148028287947072	1024	1	128	-0.86142210218189608	-0.86136505065329816	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	13	empty	1	0	1.4148028287947072	1.6585311203645845	1024	1	128	0	0	5120	0	-2.4046893214739429	-2.645841398448622
17	caustic-cross	a	0	empty	0	1	0	0.55440951894073376	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	1	arcs	1	1	0.55440951894073376	0.56266096077992589	2048	1	128	0.31173974611221711	0.31172897853282966	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	2	empty	1	0	0.56266096077992589	0.67004418472761151	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	3	empty	0	0	0.67004418472761151	0.81649658092772603	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	4	empty	0	0	0.81649658092772603	0.83746378957463308	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	5	arcs	0	0	0.83746378957463308	0.84972672439230301	2048	1	128	44.586302199035522	49.413983406457689	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	6	arcs	0	0	0.84972672439230301	0.85720378575239498	2048	1	128	16.067805719503461	9.2974873377749727	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	7	arcs	0	1	0.85720378575239498	0.88965961535403337	2048	1	128	-62.509115237307853	-60.807676282578782	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	8	empty	1	0	0.88965961535403337	1	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	9	empty	0	0	1	1.2330836802811773	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	10	empty	0	0	1.2330836802811773	1.2990013190433436	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	11	empty	0	1	1.2990013190433436	1.4027942668116613	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	12	arcs	1	1	1.4027942668116613	1.4148028287947072	2048	1	128	-0.8614215542794198	-0.86136472191181179	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	13	empty	1	0	1.4148028287947072	1.6585311203645845	2048	1	128	0	0	10240	0	-2.4046891269360713	-2.6458412817251005
17	caustic-cross	a	0	empty	0	1	0	0.55440951894073376	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	1	arcs	1	1	0.55440951894073376	0.56266096077992589	4096	1	128	0.31173941079429085	0.31172877734207344	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	2	empty	1	0	0.56266096077992589	0.67004418472761151	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	3	empty	0	0	0.67004418472761151	0.81649658092772603	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	4	empty	0	0	0.81649658092772603	0.83746378957463308	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	5	arcs	0	0	0.83746378957463308	0.84972672439230301	4096	1	128	44.586300321626979	49.413982280012569	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	6	arcs	0	0	0.84972672439230301	0.85720378575239498	4096	1	128	16.067805719503465	9.297487337774955	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	7	arcs	0	1	0.85720378575239498	0.88965961535403337	4096	1	128	-62.509119342878741	-60.807678745921351	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	8	empty	1	0	0.88965961535403337	1	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	9	empty	0	0	1	1.2330836802811773	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	10	empty	0	0	1.2330836802811773	1.2990013190433436	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	11	empty	0	1	1.2990013190433436	1.4027942668116613	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	12	arcs	1	1	1.4027942668116613	1.4148028287947072	4096	1	128	-0.8614197519828094	-0.86136364053384673	20480	0	-2.4046936429368149	-2.6458439913256
17	caustic-cross	a	13	empty	1	0	1.4148028287947072	1.6585311203645845	4096	1	128	0	0	20480	0	-2.4046936429368149	-2.6458439913256
