case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos
0 linear 0 0 54.641359000000001 7.0379226907888537 1 67 53.487352999999999 0.033341000000000003 0.22972899999999996 0.006182 0.0015939999999999999 0.0092060000000000006 0.021856 0.196329 0.352128 52.584879000000001 0.10761799999999999 3.6000000000000001e-05 0.060932 0.0055950000000000001 0.009137000000000001 0.15372999999999998 0.033537999999999991 0.011388999999999998 0 0
0 linear 0 7 53.279663999999997 7.1651756850427599 1 83 52.796244000000002 0.011471 0.40787300000000004 0.0073850000000000009 0.0013370000000000001 0.0033860000000000001 0.012642 0.052455000000000002 0.26422899999999999 52.280049999999996 0.087888999999999995 3.3000000000000003e-05 0.01687 0.0022300000000000002 0.0052810000000000001 0.31155099999999997 0.045268000000000003 0.013952000000000006 0 1
0 linear 0 15 53.564880000000002 7.2540425509600803 1 91 53.087707000000002 0.011395000000000001 0.42914300000000011 0.0070879999999999997 0.0014779999999999999 0.0033140000000000001 0.012330000000000001 0.050720000000000001 0.31264199999999998 52.468323999999996 0.086898000000000003 3.3000000000000003e-05 0.08172900000000001 0.0018209999999999999 0.0036490000000000003 0.31844899999999993 0.055963000000000013 0.015131000000000012 0 2
0 linear 0 23 53.552523000000001 7.2793514851610421 1 91 53.059252000000001 0.011480000000000001 0.44291099999999978 0.0097380000000000001 0.0014990000000000001 0.004522 0.012154 0.050581000000000001 0.26636700000000002 52.516418000000002 0.088344000000000006 3.1999999999999999e-05 0.050108 0.0016659999999999999 0.0037709999999999996 0.32484499999999999 0.049667999999999997 0.016135000000000004 0 3
0 linear 1 0 1.1228860000000001 589.76731831372365 1 105 0.717499 0.012553999999999999 0.33356299999999989 0.0071269999999999997 0.001552 0.0032859999999999999 0.012017 0.18443699999999999 0.13379199999999999 0 0.027130000000000001 0.001255 0.25301600000000002 0.0011310000000000001 0.0042760000000000003 0.17241700000000007 0.08348200000000007 0.023820999999999985 0 0
0 linear 1 7 0.84670800000000002 593.09247526628167 1 105 0.45103500000000002 0.012732 0.34708800000000006 0.0065989999999999998 0.0014570000000000002 0.00298 0.011423000000000001 0.055404000000000002 0.15481800000000001 0 0.027407000000000001 0.00096199999999999996 0.104827 0.001145 0.0038040000000000001 0.18458500000000003 0.077274999999999996 0.023542999999999984 0 1
0 linear 1 15 1.080886 596.53003682974679 1 128 0.54492300000000005 0.012638 0.46572000000000008 0.0075200000000000006 0.0016689999999999999 0.0029220000000000001 0.010838 0.051242999999999997 0.13700100000000001 0 0.026446000000000001 0.00081300000000000003 0.22526599999999997 0.0011150000000000001 0.0037259999999999997 0.24325699999999992 0.10237700000000002 0.030785999999999966 0 2
0 linear 1 23 0.90308299999999997 599.54254534181996 1 128 0.39219300000000001 0.012415000000000001 0.45775900000000008 0.0067349999999999997 0.0014819999999999998 0.0028219999999999999 0.010421 0.051262000000000002 0.141959 0 0.025661 0.00079600000000000005 0.072006000000000001 0.0010510000000000001 0.0036440000000000005 0.23691100000000007 0.10081000000000004 0.030784999999999979 0 3
0 linear 2 0 37.676867000000001 2.3667291596036724 1 61 37.474944000000001 0.01137 0.16184300000000001 0.0054029999999999998 0.00093900000000000006 0.0031229999999999999 0.01204 0.17603099999999999 0.34514800000000001 36.734452999999995 0.084551000000000001 3.4999999999999997e-05 0.045027999999999999 0.001745 0.0038440000000000002 0.102344 0.028271000000000004 0.0090870000000000031 0 0
0 linear 2 7 51.399265 2.4102109454225378 1 61 51.055047999999999 0.011018 0.30105800000000005 0.0079179999999999997 0.00097099999999999997 0.0032799999999999999 0.012286 0.05151 0.271009 50.562404999999998 0.081542000000000003 3.4e-05 0.010054 0.001596 0.00365 0.226908 0.032871999999999998 0.010043999999999999 0 1
0 linear 2 15 51.620890000000003 2.4659804224859272 1 61 51.270003000000003 0.011117999999999999 0.308533 0.0073780000000000009 0.00095300000000000007 0.003454 0.012239 0.052791999999999999 0.32807700000000001 50.717469000000001 0.082923999999999998 2.5999999999999998e-05 0.0098340000000000007 0.0014940000000000001 0.0036799999999999997 0.23409700000000003 0.032318000000000013 0.011125000000000003 0 2
0 linear 2 23 53.676912000000002 2.5300557252343201 1 61 53.283729999999998 0.019503 0.32951400000000014 0.008990999999999999 0.0018620000000000004 0.0050730000000000003 0.014108000000000001 0.053950999999999999 0.27177800000000002 52.737022000000003 0.090608999999999995 0.00011900000000000001 0.014145 0.0040010000000000002 0.0059359999999999994 0.24977500000000002 0.031255000000000012 0.012461000000000005 0 3
0 linear 3 0 0.77857299999999996 488.05716329461848 1 83 0.56471400000000005 0.016233000000000001 0.16131300000000004 0.006071 0.0011849999999999999 0.0033029999999999999 0.012593999999999999 0.186478 0.119107 0 0.025881999999999999 0.0013420000000000001 0.11274500000000001 0.00074200000000000004 0.004346 0.085178000000000018 0.035548000000000003 0.012928999999999991 0 0
0 linear 3 7 0.81582200000000005 497.79296944733449 1 83 0.495583 0.014584 0.27151399999999998 0.0057610000000000005 0.001194 0.0040810000000000004 0.011039999999999999 0.052519000000000003 0.100285 0 0.026476 0.00089400000000000005 0.206318 0.000736 0.0035710000000000004 0.20049699999999998 0.034040000000000015 0.012596000000000006 0 1
0 linear 3 15 0.82928400000000002 510.01575430523633 1 83 0.51554 0.014671999999999999 0.26562200000000002 0.0053360000000000005 0.001108 0.002663 0.010142999999999999 0.051055999999999997 0.098669000000000007 0 0.026006999999999999 0.000803 0.23536500000000002 0.00065099999999999999 0.0034029999999999993 0.19476500000000005 0.033961999999999992 0.012569 0 2
0 linear 3 23 0.80080899999999999 523.73782250076636 1 99 0.415912 0.014193000000000001 0.33045499999999989 0.0067100000000000007 0.001152 0.0025790000000000001 0.0095169999999999994 0.051130000000000002 0.098682000000000006 0 0.024486999999999998 0.00079199999999999995 0.140157 0.00071699999999999997 0.003388 0.24772000000000002 0.039760999999999963 0.015110999999999998 0 3
0 linear 4 0 0.56418999999999997 2.6196476657497758 1 52 0.38630500000000001 0.010914999999999999 0.14784900000000001 0.0030639999999999999 0.00083200000000000006 0.0031189999999999998 0.011705999999999999 0.18018799999999999 0.078099000000000002 0 0.026790000000000001 0.00081400000000000005 0.00061999999999999989 0.0013359999999999999 0.0033169999999999996 0.097499999999999989 0.022984000000000001 0.0076530000000000044 0 0
0 linear 4 7 0.47297 2.5174331937752905 1 52 0.23909900000000001 0.013356 0.20082299999999997 0.0031800000000000001 0.00074300000000000006 0.002872 0.010817 0.050863999999999999 0.067105999999999999 0 0.026335000000000001 0.00075000000000000002 0.00060899999999999995 0.0010939999999999999 0.0032030000000000001 0.14965800000000004 0.024094999999999995 0.0076400000000000053 0 1
0 linear 4 15 0.553041 2.4212389482950818 1 68 0.24788099999999999 0.009887 0.27151199999999992 0.0039480000000000001 0.00076200000000000009 0.002843 0.010403000000000001 0.051244999999999999 0.077927999999999997 0 0.025692 0.00071199999999999996 0.00060800000000000003 0.00099099999999999991 0.0030459999999999997 0.20446799999999993 0.032102000000000006 0.010016000000000004 0 2
0 linear 4 23 0.52882300000000004 2.3408509317784856 1 61 0.24666199999999999 0.010182999999999999 0.24653099999999997 0.0040000000000000001 0.00089999999999999998 0.0025820000000000001 0.0096159999999999995 0.050948 0.076897999999999994 0 0.025672 0.000754 0.000611 0.00098700000000000003 0.0030509999999999999 0.18752299999999997 0.02841200000000001 0.0090620000000000041 0 3
0 uniform 0 0 53.396968999999999 6.8139867820913782 1 67 53.111362 0.011426 0.24517 0.0049430000000000003 0.0012319999999999998 0.0025140000000000002 0.0092919999999999999 0.1799 0.33994400000000002 52.366125000000004 0.086168999999999996 3.3000000000000003e-05 0.058266999999999999 0.0017099999999999999 0.0035549999999999996 0.19497399999999995 0.034279000000000004 0 0 0
0 uniform 0 7 53.079098999999999 6.9223389959685582 1 83 52.650598000000002 0.011422 0.38295299999999993 0.006352 0.0025070000000000001 0.0032499999999999999 0.012232 0.052761000000000002 0.26906999999999998 52.140587000000004 0.086118 3.3000000000000003e-05 0.016791999999999998 0.0018 0.0035850000000000005 0.31698500000000007 0.045118999999999972 0 0 1
0 uniform 0 15 53.530476999999998 7.0045054110051712 1 91 53.062538000000004 0.011462999999999999 0.41843099999999994 0.0078569999999999994 0.0014660000000000003 0.0032209999999999999 0.012213 0.050664000000000001 0.31081799999999998 52.445577999999998 0.087912999999999991 2.5999999999999998e-05 0.081824000000000008 0.0017750000000000001 0.0037010000000000007 0.34589999999999993 0.050974000000000019 0 0 2
0 uniform 0 23 53.511253000000004 7.0403829421848272 1 91 53.104056 0.011509999999999999 0.36036400000000002 0.0067060000000000002 0.0013009999999999999 0.0032420000000000001 0.012172000000000001 0.050390999999999998 0.26657999999999998 52.562222000000006 0.088443999999999995 3.3000000000000003e-05 0.050384000000000005 0.001887 0.0037459999999999998 0.29179399999999994 0.049325000000000015 0 0 3
0 uniform 1 0 1.019509 627.72831737403214 1 105 0.71412799999999999 0.011594999999999999 0.25840399999999991 0.0063489999999999996 0.0015899999999999998 0.0033830000000000002 0.012031999999999999 0.184252 0.13402 0 0.026987000000000001 0.00097799999999999992 0.25279800000000002 0.0011169999999999999 0.0037289999999999997 0.16118999999999997 0.079136000000000054 0 0 0
0 uniform 1 7 0.77502099999999996 631.61507920937345 1 105 0.448967 0.012498 0.27866799999999986 0.006032 0.001438 0.0030950000000000001 0.011331000000000001 0.054096999999999999 0.15501699999999999 0 0.026818999999999999 0.000892 0.10485499999999999 0.0011869999999999999 0.0035609999999999991 0.18361300000000011 0.077068000000000067 0 0 1
0 uniform 1 15 0.96798099999999998 635.58150147374488 1 128 0.54422499999999996 0.012563 0.36783999999999994 0.0069889999999999996 0.0015449999999999999 0.002869 0.010625000000000001 0.051087 0.13376199999999999 0 0.026159999999999999 0.00085300000000000003 0.22534200000000004 0.0010510000000000001 0.0039029999999999998 0.24271199999999998 0.10231199999999993 0 0 2
0 uniform 1 23 0.79961300000000002 638.99054014712431 1 128 0.38445400000000002 0.012248999999999999 0.36237000000000025 0.0065830000000000003 0.0013900000000000002 0.0027430000000000002 0.010204 0.051191 0.13351299999999999 0 0.025451999999999999 0.00082600000000000002 0.072235999999999995 0.001016 0.0038430000000000005 0.23796699999999996 0.10063900000000005 0 0 3
0 uniform 2 0 37.610818999999999 2.3738776878589789 1 45 37.445152999999998 0.013651999999999999 0.13101199999999996 0.0031849999999999999 0.00083199999999999995 0.003006 0.011989 0.176068 0.34820400000000001 36.717019000000001 0.083366999999999997 3.3000000000000003e-05 0.04231 0.0016750000000000001 0.0037480000000000005 0.099815999999999988 0.021178000000000002 0 0 0
