max_level grad_rtol kind name u parameter rounds tol level nodes converged mu grad error quality n h stop grad_reason radial inner geometry
0 0.01 budget caustic-cross 0 4 8 0.001 3 385 1 31.944397276958313 -2.3805652373157331 10.949371728329504 2 0 0 Converged 2 10.949358958071219 0 1.1838058707040301e-10
0 0.01 budget caustic-cross 0 4 32 0.001 3 1395 1 31.944397276958313 -2.22847389048734 4.6010171331123262 2 0 0 Converged 2 4.6010043627901931 0 1.8222901953732894e-10
0 0.01 budget caustic-cross 0 4 64 0.001 3 2650 1 31.944397276958313 -2.4170614926489549 1.4031903437400799 2 0 0 Converged 2 1.4031775641584132 0 2.4555238673383045e-10
0 0.001 budget caustic-cross 0 4 8 0.001 3 385 1 31.944397276958313 -2.3805652373157331 10.949371728329504 2 0 0 Converged 2 10.949358958071219 0 1.1838058707040301e-10
0 0.001 budget caustic-cross 0 4 32 0.001 3 1395 1 31.944397276958313 -2.22847389048734 4.6010171331123262 2 0 0 Converged 2 4.6010043627901931 0 1.8222901953732894e-10
0 0.001 budget caustic-cross 0 4 64 0.001 3 2650 1 31.944397276958313 -2.4170614926489549 1.4031903437400799 2 0 0 Converged 2 1.4031775641584132 0 2.4555238673383045e-10
4 0.01 budget caustic-cross 0 4 8 0.001 3 165 1 31.944397276958313 -0.84174124998309108 15.638865038005321 2 0 0 Converged 2 15.638852267753691 0 1.1172635004403087e-10
4 0.01 budget caustic-cross 0 4 32 0.001 3 341 1 31.944397276958313 -2.7586112457274172 4.7757114491806592 2 0 0 Converged 2 4.7756986789211355 0 1.1961959411478874e-10
4 0.01 budget caustic-cross 0 4 64 0.001 3 577 1 31.944397276958313 -2.402568899035352 0.74086663387983642 2 0 0 Converged 2 0.74085385435028295 0 1.9343923085634094e-10
4 0.001 budget caustic-cross 0 4 8 0.001 3 165 1 31.944397276958313 -0.84174124998309108 15.638865038005321 2 0 0 Converged 2 15.638852267753691 0 1.1172635004403087e-10
4 0.001 budget caustic-cross 0 4 32 0.001 3 341 1 31.944397276958313 -2.7586112457274172 4.7757114491806592 2 0 0 Converged 2 4.7756986789211355 0 1.1961959411478874e-10
4 0.001 budget caustic-cross 0 4 64 0.001 3 577 1 31.944397276958313 -2.402568899035352 0.74086663387983642 2 0 0 Converged 2 0.74085385435028295 0 1.9343923085634094e-10
5 0.01 budget caustic-cross 0 4 8 0.001 3 183 1 31.944397276958313 -2.7996719723236962 12.712297358582459 2 0 0 Converged 2 12.71228458833056 0 1.1199482166814279e-10
5 0.01 budget caustic-cross 0 4 32 0.001 3 411 1 31.944397276958313 -2.2358881049378545 5.2836771903701747 2 0 0 Converged 2 5.2836644201044409 0 1.2582972458648286e-10
5 0.01 budget caustic-cross 0 4 64 0.001 3 715 1 31.944397276958313 -2.2288778346232117 1.4901896355000717 2 0 0 Converged 2 1.4901768559661985 0 1.9775892340683198e-10
5 0.001 budget caustic-cross 0 4 8 0.001 3 183 1 31.944397276958313 -2.7996719723236962 12.712297358582459 2 0 0 Converged 2 12.71228458833056 0 1.1199482166814279e-10
5 0.001 budget caustic-cross 0 4 32 0.001 3 411 1 31.944397276958313 -2.2358881049378545 5.2836771903701747 2 0 0 Converged 2 5.2836644201044409 0 1.2582972458648286e-10
5 0.001 budget caustic-cross 0 4 64 0.001 3 715 1 31.944397276958313 -2.2288778346232117 1.4901896355000717 2 0 0 Converged 2 1.4901768559661985 0 1.9775892340683198e-10
0 0.01 budget caustic-cross 0.5 0 8 0.001 3 361 1 33.289335638821051 84.191725845820642 99.238086566910013 2 0 0 Converged 2 99.235821070965088 0.0022517424357517048 2.0307602540746132e-10
0 0.01 budget caustic-cross 0.5 0 32 0.001 3 1363 1 33.289335638821051 84.089646970642633 44.604289267170699 2 0 0 Converged 2 44.548020063793651 0.05625544948229351 5.8864095690317008e-10
0 0.01 budget caustic-cross 0.5 0 64 0.001 3 2651 1 33.289335638821051 77.734212550986143 15.383128953052578 2 0 0 Converged 2 15.326857782568554 0.056257416239109105 9.3880272284742618e-10
0 0.001 budget caustic-cross 0.5 0 8 0.001 3 361 1 33.289335638821051 84.191725845820642 99.238086566910013 2 0 0 Converged 2 99.235821070965088 0.0022517424357517048 2.0307602540746132e-10
0 0.001 budget caustic-cross 0.5 0 32 0.001 3 1363 1 33.289335638821051 84.089646970642633 44.604289267170699 2 0 0 Converged 2 44.548020063793651 0.05625544948229351 5.8864095690317008e-10
0 0.001 budget caustic-cross 0.5 0 64 0.001 3 2651 1 33.289335638821051 77.734212550986143 15.383128953052578 2 0 0 Converged 2 15.326857782568554 0.056257416239109105 9.3880272284742618e-10
4 0.01 budget caustic-cross 0.5 0 8 0.001 3 165 1 33.289335638821051 90.262158554310489 122.660301733678 2 0 0 Converged 2 122.65804040262142 0.0022474915655307736 1.6277250072725362e-10
4 0.01 budget caustic-cross 0.5 0 32 0.001 3 343 1 33.289335638821051 77.027682496891515 29.890989706031313 2 0 0 Converged 2 29.834721280151619 0.056254672357273203 2.1630924228447818e-10
4 0.01 budget caustic-cross 0.5 0 64 0.001 3 586 1 33.289335638821051 77.414318661267586 9.0640185804839337 2 0 0 Converged 2 8.9011270136300613 0.16287781299019455 5.5756603030695139e-10
4 0.001 budget caustic-cross 0.5 0 8 0.001 3 165 1 33.289335638821051 90.262158554310489 122.660301733678 2 0 0 Converged 2 122.65804040262142 0.0022474915655307736 1.6277250072725362e-10
