name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
plan15,0.5,1,1.2500000000000001e-05,128,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352260849889944,5.47456942e-08
plan15,0.5,1,1.2500000000000001e-05,256,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352260849889944,5.47456942e-08
plan15,0.5,2,0.000125,128,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.441460681034243,6.84638896e-06
plan15,0.5,2,0.000125,256,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.441460681034243,6.84638896e-06
plan15,0.5,2,3.7499999999999997e-05,128,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.441454451031065,6.1638578e-07
plan15,0.5,2,3.7499999999999997e-05,256,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.441454451031065,6.1638578e-07
plan15,0.5,2,1.2500000000000001e-05,128,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.44145390338025,6.87349644e-08
plan15,0.5,2,1.2500000000000001e-05,256,TopologyUnresolved,-11.441453834645285,3.22796031e-06,-11.44145390338025,6.87349644e-08
plan15,0.5,3,0.00050000000000000001,128,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831788781424251,3.18577837e-06
plan15,0.5,3,0.00050000000000000001,256,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831788781433133,3.18577748e-06
plan15,0.5,3,0.00014999999999999999,128,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831817769921782,2.86928612e-07
plan15,0.5,3,0.00014999999999999999,256,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831817769951394,2.86925651e-07
plan15,0.5,3,5.0000000000000002e-05,128,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831820318135271,3.21072635e-08
plan15,0.5,3,5.0000000000000002e-05,256,TopologyUnresolved,-5.4831820639207907,1.5268711e-06,-5.4831820318135271,3.21072635e-08
plan15,0.5,4,0.0011999999999999999,128,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006818748310482,5.81113397e-06
plan15,0.5,4,0.0011999999999999999,256,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006818748310482,5.81113397e-06
plan15,0.5,4,0.00035999999999999997,128,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006765873235795,5.23626502e-07
plan15,0.5,4,0.00035999999999999997,256,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006765873223458,5.23625268e-07
plan15,0.5,4,0.00012,128,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006761224991041,5.88020266e-08
plan15,0.5,4,0.00012,256,TopologyUnresolved,1.3006760636970776,7.09745363e-07,1.3006761224991041,5.88020266e-08
paper_highA,0,0,8.1133264861482079e-08,128,EventLocationLimited,-133429878.91086249,462.067128,-133429900.88207006,21.9712076
paper_highA,0,0,8.1133264861482079e-08,256,EventLocationLimited,-133429878.91086249,462.067128,-133429900.94622426,22.0353618
paper_highA,0,0,2.4339979458444623e-08,128,EventLocationLimited,-133429878.91086249,462.067128,nan,nan
paper_highA,0,0,2.4339979458444623e-08,256,EventLocationLimited,-133429878.91086249,462.067128,-133429879.91504206,1.00417957
paper_highA,0,0,8.1133264861482083e-09,128,EventLocationLimited,-133429878.91086249,462.067128,-133429878.87431617,0.0365463197
paper_highA,0,0,8.1133264861482083e-09,256,EventLocationLimited,-133429878.91086249,462.067128,-133429878.58308332,0.327779174
paper_highA,0,1,8.1133264861482079e-08,128,EventLocationLimited,-32496657.878891479,541.661239,-32496685.626989599,27.7480981
paper_highA,0,1,8.1133264861482079e-08,256,EventLocationLimited,-32496657.878891479,541.661239,nan,nan
paper_highA,0,1,2.4339979458444623e-08,128,EventLocationLimited,-32496657.878891479,541.661239,nan,nan
paper_highA,0,1,2.4339979458444623e-08,256,EventLocationLimited,-32496657.878891479,541.661239,nan,nan
paper_highA,0,1,8.1133264861482083e-09,128,EventLocationLimited,-32496657.878891479,541.661239,nan,nan
paper_highA,0,1,8.1133264861482083e-09,256,EventLocationLimited,-32496657.878891479,541.661239,nan,nan
paper_highA,0,2,8.1133264861482079e-08,128,EventLocationLimited,-6947009.3724882733,2063.66114,-6946721.3269337974,288.045554
paper_highA,0,2,8.1133264861482079e-08,256,EventLocationLimited,-6947009.3724882733,2063.66114,nan,nan
paper_highA,0,2,2.4339979458444623e-08,128,EventLocationLimited,-6947009.3724882733,2063.66114,-6946983.6677295286,25.7047587
paper_highA,0,2,2.4339979458444623e-08,256,EventLocationLimited,-6947009.3724882733,2063.66114,nan,nan
paper_highA,0,2,8.1133264861482083e-09,128,EventLocationLimited,-6947009.3724882733,2063.66114,-6947005.5261116838,3.84637659
paper_highA,0,2,8.1133264861482083e-09,256,EventLocationLimited,-6947009.3724882733,2063.66114,nan,nan
paper_highA,0,3,5.8095075817158435,128,EventLocationLimited,-4.5853632196298468,1.29934247e-05,-4.5853663734914036,3.15386156e-06
paper_highA,0,3,5.8095075817158435,256,EventLocationLimited,-4.5853632196298468,1.29934247e-05,nan,nan
paper_highA,0,3,1.7428522745147528,128,EventLocationLimited,-4.5853632196298468,1.29934247e-05,-4.5853634972309099,2.77601063e-07
paper_highA,0,3,1.7428522745147528,256,EventLocationLimited,-4.5853632196298468,1.29934247e-05,nan,nan
paper_highA,0,3,0.58095075817158437,128,EventLocationLimited,-4.5853632196298468,1.29934247e-05,-4.5853632545667562,3.49369094e-08
paper_highA,0,3,0.58095075817158437,256,EventLocationLimited,-4.5853632196298468,1.29934247e-05,-4.585363257517777,3.78879301e-08
paper_highA,0,4,0.0016869965260211354,128,EventLocationLimited,29310.413092104533,48.0444982,29310.530504639075,0.117412535
paper_highA,0,4,0.0016869965260211354,256,EventLocationLimited,29310.413092104533,48.0444982,nan,nan
paper_highA,0,4,0.0005060989578063405,128,EventLocationLimited,29310.413092104533,48.0444982,nan,nan
paper_highA,0,4,0.0005060989578063405,256,EventLocationLimited,29310.413092104533,48.0444982,29310.423270626408,0.0101785219
paper_highA,0,4,0.00016869965260211354,128,EventLocationLimited,29310.413092104533,48.0444982,29310.413788622333,0.0006965178
paper_highA,0,4,0.00016869965260211354,256,EventLocationLimited,29310.413092104533,48.0444982,29310.413764426597,0.000672322065
paper_highA,0.5,0,8.1133264861482079e-08,128,InnerAccuracyLimited,-144429215.86086613,1068.70189,-144429300.62155169,84.7606856
paper_highA,0.5,0,8.1133264861482079e-08,256,InnerAccuracyLimited,-144429215.86086613,1068.70189,-144429300.67964131,84.8187752
paper_highA,0.5,0,2.4339979458444623e-08,128,InnerAccuracyLimited,-144429215.86086613,1068.70189,nan,nan
paper_highA,0.5,0,2.4339979458444623e-08,256,InnerAccuracyLimited,-144429215.86086613,1068.70189,-144429331.33949959,115.478633
paper_highA,0.5,0,8.1133264861482083e-09,128,InnerAccuracyLimited,-144429215.86086613,1068.70189,-144429334.52445257,118.663586
paper_highA,0.5,0,8.1133264861482083e-09,256,InnerAccuracyLimited,-144429215.86086613,1068.70189,-144429334.34868157,118.487815
