name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,event_topology_reuses,event_radius_reuses,event_direct_qf_failures,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
resonant,0.5,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.960822824509576,0.012731107,0.861184,0.409811,0.021975,0.000026,0.001392,0.018951,0.001507,143,143,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.960820125801241,0.0011646163,1.111284,0.414777,0.021976,0.000018,0.001365,0.018818,0.001572,215,215,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.1331861615733274,0.0074880942,0.818913,0.647978,0.024917,0.000019,0.001890,0.019671,0.003233,88,88,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.1331871350959766,0.00034427416,0.858659,0.634724,0.022409,0.000019,0.001447,0.019303,0.001535,136,136,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.0874897495427014,0.0073473169,0.748814,0.573983,0.024951,0.000016,0.001422,0.021721,0.001684,88,88,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0874907246957317,0.0003330452,0.813326,0.566583,0.024050,0.000018,0.001324,0.021301,0.001306,136,136,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331861615733274,0.0074880942,19.276241,0.627419,0.022718,0.000019,0.001665,0.018821,0.002099,3322,3322,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331871350959766,0.00034427416,10.972068,0.740006,0.031912,0.000309,0.002713,0.024331,0.004043,3322,3322,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874897495427014,0.0073473169,12.577557,0.733194,0.040969,0.000233,0.003265,0.031372,0.005004,3322,3322,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874907246957317,0.0003330452,12.432556,0.628795,0.028913,0.000336,0.002612,0.023004,0.002409,3322,3322,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.1331861615733274,0.0074880942,0.992910,0.693089,0.033892,0.000151,0.003348,0.023668,0.006374,120,120,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.1331871350959766,0.00034427416,1.022819,0.644604,0.024938,0.000017,0.001773,0.021349,0.001690,168,168,8,0,0,0,0,0,0,0,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.0874897495427014,0.0073473169,0.837692,0.572908,0.032302,0.000017,0.001517,0.026911,0.003742,120,120,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.0874907246957317,0.0003330452,0.933261,0.576421,0.024555,0.000025,0.001407,0.021576,0.001446,168,168,8,0,0,0,0,0,0,0,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.0833951022848645,0.0030327108,0.930491,0.643221,0.024755,0.000017,0.001713,0.020587,0.002335,120,120,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.0833997168360252,0.00059138924,0.936825,0.636208,0.023343,0.000017,0.001436,0.020417,0.001362,136,136,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.036982527855697,0.0030296107,0.856607,0.573814,0.022780,0.000024,0.001419,0.019839,0.001380,120,120,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0369871411537464,0.00059108031,0.899871,0.580821,0.024043,0.000026,0.001361,0.021208,0.001341,136,136,8,0,0,0,0,0,0,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,Strict,0,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833951022848645,0.0030327108,1.083619,0.655775,0.024752,0.000019,0.001702,0.020716,0.002201,128,128,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,0,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833997168360252,0.00059138924,1.060617,0.642919,0.021933,0.000017,0.001428,0.019024,0.001355,136,136,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.036982527855697,0.0030296107,1.005285,0.584511,0.025500,0.000021,0.001715,0.021990,0.001654,128,128,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0369871411537464,0.00059108031,1.011696,0.575913,0.024634,0.000028,0.001501,0.021537,0.001463,136,136,8,0,0,0,0,0,0,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
