case	profile	db	epoch	trajectory_pos	qf_base	qf_candidate	delta
172	uniform	3	15	2	0.0	0.0	0.0
172	uniform	3	7	1	0.0	0.0	0.0
173	linear	4	15	2	0.0	0.0	0.0
175	uniform	4	15	2	0.0	0.0	0.0
176	uniform	4	7	1	0.0	0.0	0.0
176	uniform	4	0	0	0.0	0.0	0.0
176	uniform	3	23	3	0.0	0.0	0.0
175	uniform	3	15	2	0.0	0.0	0.0
175	uniform	3	7	1	0.0	0.0	0.0
175	uniform	3	0	0	0.0	0.0	0.0
175	linear	4	23	3	0.0	0.0	0.0
175	linear	4	15	2	0.0	0.0	0.0
176	linear	4	7	1	0.0	0.0	0.0
176	linear	4	0	0	0.0	0.0	0.0
176	linear	3	23	3	0.0	0.0	0.0
171	linear	3	15	2	0.0	0.0	0.0
171	linear	3	23	3	0.0	0.0	0.0
171	linear	3	0	0	0.0	0.0	0.0
170	uniform	4	23	3	0.0	0.0	0.0
170	uniform	4	15	2	0.0	0.0	0.0
171	uniform	4	7	1	0.0	0.0	0.0
171	uniform	4	0	0	0.0	0.0	0.0
171	uniform	3	23	3	0.0	0.0	0.0
174	uniform	3	15	2	0.0	0.0	0.0
174	uniform	3	7	1	0.0	0.0	0.0
174	uniform	3	0	0	0.0	0.0	0.0
174	linear	4	23	3	0.0	0.0	0.0
174	linear	4	15	2	0.0	0.0	0.0
171	linear	4	7	1	0.0	0.0	0.0
171	linear	4	0	0	0.0	0.0	0.0
171	linear	3	7	1	0.0	0.0	0.0
167	uniform	3	23	3	0.0	0.0	0.0
170	uniform	3	15	2	0.0	0.0	0.0
170	uniform	3	7	1	0.0	0.0	0.0
170	uniform	3	0	0	0.0	0.0	0.0
170	linear	4	23	3	0.0	0.0	0.0
170	linear	4	15	2	0.0	0.0	0.0
167	linear	4	7	1	0.0	0.0	0.0
167	linear	4	0	0	0.0	0.0	0.0
167	linear	3	23	3	0.0	0.0	0.0
170	linear	3	15	2	0.0	0.0	0.0
170	linear	3	7	1	0.0	0.0	0.0
170	linear	3	0	0	0.0	0.0	0.0
169	uniform	4	23	3	0.0	0.0	0.0
172	uniform	3	0	0	0.0	0.0	0.0
170	uniform	4	7	1	0.0	0.0	0.0
170	uniform	4	0	0	0.0	0.0	0.0
170	uniform	3	23	3	0.0	0.0	0.0
169	uniform	3	15	2	0.0	0.0	0.0
169	uniform	3	7	1	0.0	0.0	0.0
169	uniform	3	0	0	0.0	0.0	0.0
169	linear	4	23	3	0.0	0.0	0.0
169	linear	4	15	2	0.0	0.0	0.0
170	linear	4	7	1	0.0	0.0	0.0
170	linear	4	0	0	0.0	0.0	0.0
170	linear	3	23	3	0.0	0.0	0.0
165	linear	3	15	2	0.0	0.0	0.0
165	linear	3	7	1	0.0	0.0	0.0
169	uniform	4	15	2	0.0	0.0	0.0
172	linear	4	23	3	0.0	0.0	0.0
172	linear	4	15	2	0.0	0.0	0.0
169	linear	4	7	1	0.0	0.0	0.0
169	linear	4	0	0	0.0	0.0	0.0
169	linear	3	23	3	0.0	0.0	0.0
172	linear	3	15	2	0.0	0.0	0.0
172	linear	3	7	1	0.0	0.0	0.0
172	linear	3	0	0	0.0	0.0	0.0
171	uniform	4	23	3	0.0	0.0	0.0
171	uniform	4	15	2	0.0	0.0	0.0
172	uniform	4	7	1	0.0	0.0	0.0
172	uniform	4	0	0	0.0	0.0	0.0
172	uniform	3	23	3	0.0	0.0	0.0
167	uniform	4	0	0	0.0	0.0	0.0
171	uniform	3	7	1	0.0	0.0	0.0
171	uniform	3	0	0	0.0	0.0	0.0
171	linear	4	23	3	0.0	0.0	0.0
171	linear	4	15	2	0.0	0.0	0.0
172	linear	4	7	1	0.0	0.0	0.0
172	linear	4	0	0	0.0	0.0	0.0
172	linear	3	23	3	0.0	0.0	0.0
167	linear	3	15	2	0.0	0.0	0.0
167	linear	3	7	1	0.0	0.0	0.0
167	linear	3	0	0	0.0	0.0	0.0
166	uniform	4	23	3	0.0	0.0	0.0
166	uniform	4	15	2	0.0	0.0	0.0
167	uniform	4	7	1	0.0	0.0	0.0
171	uniform	3	15	2	0.0	0.0	0.0
177	linear	3	15	2	0.0	0.0	0.0
177	linear	3	7	1	0.0	0.0	0.0
177	linear	3	0	0	0.0	0.0	0.0
176	uniform	4	23	3	0.0	0.0	0.0
176	uniform	4	15	2	0.0	0.0	0.0
177	uniform	4	7	1	0.0	0.0	0.0
177	uniform	4	0	0	0.0	0.0	0.0
177	uniform	3	23	3	0.0	0.0	0.0
180	uniform	3	15	2	0.0	0.0	0.0
180	uniform	3	7	1	0.0	0.0	0.0
180	uniform	3	0	0	0.0	0.0	0.0
180	linear	4	23	3	0.0	0.0	0.0
180	linear	4	15	2	0.0	0.0	0.0
175	uniform	4	23	3	0.0	0.0	0.0
177	linear	4	0	0	0.0	0.0	0.0
177	linear	3	23	3	0.0	0.0	0.0
180	linear	3	15	2	0.0	0.0	0.0
180	linear	3	7	1	0.0	0.0	0.0
180	linear	3	0	0	0.0	0.0	0.0
179	uniform	4	23	3	0.0	0.0	0.0
179	uniform	4	15	2	0.0	0.0	0.0
180	uniform	4	7	1	0.0	0.0	0.0
180	uniform	4	0	0	0.0	0.0	0.0
180	uniform	3	23	3	0.0	0.0	0.0
179	uniform	3	15	2	0.0	0.0	0.0
179	uniform	3	7	1	0.0	0.0	0.0
179	uniform	3	0	0	0.0	0.0	0.0
177	linear	4	7	1	0.0	0.0	0.0
178	uniform	4	15	2	0.0	0.0	0.0
179	uniform	4	7	1	0.0	0.0	0.0
179	uniform	4	0	0	0.0	0.0	0.0
179	uniform	3	23	3	0.0	0.0	0.0
182	uniform	3	15	2	0.0	0.0	0.0
182	uniform	3	7	1	0.0	0.0	0.0
182	uniform	3	0	0	0.0	0.0	0.0
182	linear	4	23	3	0.0	0.0	0.0
182	linear	4	15	2	0.0	0.0	0.0
179	linear	4	7	1	0.0	0.0	0.0
179	linear	4	0	0	0.0	0.0	0.0
179	linear	3	23	3	0.0	0.0	0.0
182	linear	3	15	2	0.0	0.0	0.0
182	linear	3	23	3	0.0	0.0	0.0
182	linear	3	0	0	0.0	0.0	0.0
181	uniform	4	23	3	0.0	0.0	0.0
181	uniform	4	15	2	0.0	0.0	0.0
182	uniform	4	7	1	0.0	0.0	0.0
182	uniform	4	0	0	0.0	0.0	0.0
182	uniform	3	23	3	0.0	0.0	0.0
181	uniform	3	15	2	0.0	0.0	0.0
181	uniform	3	7	1	0.0	0.0	0.0
181	uniform	3	0	0	0.0	0.0	0.0
181	linear	4	23	3	0.0	0.0	0.0
181	linear	4	15	2	0.0	0.0	0.0
182	linear	4	7	1	0.0	0.0	0.0
182	linear	4	0	0	0.0	0.0	0.0
182	linear	3	7	1	0.0	0.0	0.0
177	uniform	3	15	2	0.0	0.0	0.0
177	uniform	3	7	1	0.0	0.0	0.0
177	uniform	3	0	0	0.0	0.0	0.0
177	linear	4	23	3	0.0	0.0	0.0
177	linear	4	15	2	0.0	0.0	0.0
178	linear	4	7	1	0.0	0.0	0.0
178	linear	4	0	0	0.0	0.0	0.0
178	linear	3	23	3	0.0	0.0	0.0
173	linear	3	15	2	0.0	0.0	0.0
173	linear	3	7	1	0.0	0.0	0.0
173	linear	3	0	0	0.0	0.0	0.0
172	uniform	4	23	3	0.0	0.0	0.0
172	uniform	4	15	2	0.0	0.0	0.0
179	linear	4	23	3	0.0	0.0	0.0
173	uniform	4	0	0	0.0	0.0	0.0
173	uniform	3	23	3	0.0	0.0	0.0
176	uniform	3	15	2	0.0	0.0	0.0
176	uniform	3	7	1	0.0	0.0	0.0
176	uniform	3	0	0	0.0	0.0	0.0
176	linear	4	23	3	0.0	0.0	0.0
176	linear	4	15	2	0.0	0.0	0.0
173	linear	4	7	1	0.0	0.0	0.0
173	linear	4	0	0	0.0	0.0	0.0
173	linear	3	23	3	0.0	0.0	0.0
176	linear	3	15	2	0.0	0.0	0.0
176	linear	3	7	1	0.0	0.0	0.0
176	linear	3	0	0	0.0	0.0	0.0
173	uniform	4	7	1	0.0	0.0	0.0
179	linear	4	15	2	0.0	0.0	0.0
180	linear	4	7	1	0.0	0.0	0.0
180	linear	4	0	0	0.0	0.0	0.0
180	linear	3	23	3	0.0	0.0	0.0
175	linear	3	15	2	0.0	0.0	0.0
175	linear	3	7	1	0.0	0.0	0.0
175	linear	3	0	0	0.0	0.0	0.0
174	uniform	4	23	3	0.0	0.0	0.0
174	uniform	4	15	2	0.0	0.0	0.0
175	uniform	4	7	1	0.0	0.0	0.0
175	uniform	4	0	0	0.0	0.0	0.0
175	uniform	3	23	3	0.0	0.0	0.0
178	uniform	3	15	2	0.0	0.0	0.0
178	uniform	3	23	3	0.0	0.0	0.0
178	uniform	3	0	0	0.0	0.0	0.0
178	linear	4	23	3	0.0	0.0	0.0
178	linear	4	15	2	0.0	0.0	0.0
175	linear	4	7	1	0.0	0.0	0.0
175	linear	4	0	0	0.0	0.0	0.0
175	linear	3	23	3	0.0	0.0	0.0
178	linear	3	15	2	0.0	0.0	0.0
178	linear	3	7	1	0.0	0.0	0.0
178	linear	3	0	0	0.0	0.0	0.0
177	uniform	4	23	3	0.0	0.0	0.0
177	uniform	4	15	2	0.0	0.0	0.0
178	uniform	4	7	1	0.0	0.0	0.0
178	uniform	4	0	0	0.0	0.0	0.0
178	uniform	3	7	1	0.0	0.0	0.0
158	uniform	3	23	3	0.0	0.0	0.0
160	linear	3	15	2	0.0	0.0	0.0
160	linear	3	7	1	0.0	0.0	0.0
160	linear	3	0	0	0.0	0.0	0.0
159	uniform	4	23	3	0.0	0.0	0.0
159	uniform	4	15	2	0.0	0.0	0.0
160	uniform	4	7	1	0.0	0.0	0.0
160	uniform	4	0	0	0.0	0.0	0.0
160	uniform	3	23	3	0.0	0.0	0.0
159	uniform	3	15	2	0.0	0.0	0.0
159	uniform	3	7	1	0.0	0.0	0.0
159	uniform	3	0	0	0.0	0.0	0.0
159	uniform	2	23	3	0.0	0.0	0.0
165	linear	3	0	0	0.0	0.0	0.0
160	linear	4	7	1	0.0	0.0	0.0
160	linear	4	0	0	0.0	0.0	0.0
160	linear	3	23	3	0.0	0.0	0.0
158	linear	0	15	2	0.0	0.0	0.0
158	linear	0	7	1	0.0	0.0	0.0
158	linear	0	0	0	0.0	0.0	0.0
157	uniform	4	23	3	0.0	0.0	0.0
157	uniform	4	15	2	0.0	0.0	0.0
158	linear	3	7	1	0.0	0.0	0.0
158	linear	3	0	0	0.0	0.0	0.0
158	linear	2	23	3	0.0	0.0	0.0
159	linear	4	15	2	0.0	0.0	0.0
159	linear	4	7	1	0.0	0.0	0.0
159	uniform	2	15	2	0.0	0.0	0.0
161	uniform	4	23	3	0.0	0.0	0.0
161	uniform	4	15	2	0.0	0.0	0.0
162	uniform	4	7	1	0.0	0.0	0.0
162	uniform	4	0	0	0.0	0.0	0.0
162	uniform	3	23	3	0.0	0.0	0.0
161	uniform	3	15	2	0.0	0.0	0.0
161	uniform	3	7	1	0.0	0.0	0.0
161	uniform	3	0	0	0.0	0.0	0.0
161	linear	4	23	3	0.0	0.0	0.0
161	linear	4	15	2	0.0	0.0	0.0
162	linear	4	7	1	0.0	0.0	0.0
162	linear	4	0	0	0.0	0.0	0.0
162	linear	3	23	3	0.0	0.0	0.0
158	uniform	4	0	0	0.0	0.0	0.0
158	uniform	3	7	1	0.0	0.0	0.0
158	uniform	3	0	0	0.0	0.0	0.0
158	uniform	2	23	3	0.0	0.0	0.0
158	uniform	2	15	2	0.0	0.0	0.0
159	linear	1	7	1	0.0	0.0	0.0
159	linear	1	0	0	0.0	0.0	0.0
159	linear	0	23	3	0.0	0.0	0.0
160	uniform	3	15	2	0.0	0.0	0.0
160	uniform	3	7	1	0.0	0.0	0.0
160	uniform	3	0	0	0.0	0.0	0.0
160	linear	4	23	3	0.0	0.0	0.0
160	linear	4	15	2	0.0	0.0	0.0
158	uniform	4	7	1	0.0	0.0	0.0
158	uniform	3	15	2	0.0	0.0	0.0
157	linear	4	23	3	0.0	0.0	0.0
158	uniform	1	15	2	0.0	0.0	0.0
158	uniform	1	7	1	0.0	0.0	0.0
158	uniform	1	0	0	0.0	0.0	0.0
158	uniform	0	23	3	0.0	0.0	0.0
158	uniform	0	15	2	0.0	0.0	0.0
157	linear	3	7	1	0.0	0.0	0.0
157	linear	3	0	0	0.0	0.0	0.0
157	linear	2	23	3	0.0	0.0	0.0
158	linear	4	15	2	0.0	0.0	0.0
158	linear	4	7	1	0.0	0.0	0.0
158	linear	4	0	0	0.0	0.0	0.0
158	linear	3	23	3	0.0	0.0	0.0
159	linear	4	0	0	0.0	0.0	0.0
158	uniform	2	7	1	0.0	0.0	0.0
158	uniform	2	0	0	0.0	0.0	0.0
158	uniform	1	23	3	0.0	0.0	0.0
158	linear	2	15	2	0.0	0.0	0.0
158	linear	2	7	1	0.0	0.0	0.0
158	linear	2	0	0	0.0	0.0	0.0
158	linear	1	23	3	0.0	0.0	0.0
158	linear	1	15	2	0.0	0.0	0.0
158	uniform	0	7	1	0.0	0.0	0.0
158	uniform	0	0	0	0.0	0.0	0.0
158	linear	4	23	3	0.0	0.0	0.0
156	linear	4	0	0	0.0	0.0	0.0
156	linear	3	23	3	0.0	0.0	0.0
158	linear	3	15	2	0.0	0.0	0.0
159	linear	3	23	3	0.0	0.0	0.0
159	linear	3	15	2	0.0	0.0	0.0
158	linear	1	7	1	0.0	0.0	0.0
158	linear	1	0	0	0.0	0.0	0.0
158	linear	0	23	3	0.0	0.0	0.0
159	linear	2	15	2	0.0	0.0	0.0
159	linear	2	7	1	0.0	0.0	0.0
159	linear	2	0	0	0.0	0.0	0.0
159	linear	1	23	3	0.0	0.0	0.0
159	linear	1	15	2	0.0	0.0	0.0
159	uniform	0	7	1	0.0	0.0	0.0
159	uniform	0	0	0	0.0	0.0	0.0
159	linear	4	23	3	0.0	0.0	0.0
157	uniform	0	0	0	0.0	0.0	0.0
159	linear	0	7	1	0.0	0.0	0.0
159	linear	0	0	0	0.0	0.0	0.0
158	uniform	4	23	3	0.0	0.0	0.0
158	uniform	4	15	2	0.0	0.0	0.0
159	linear	3	7	1	0.0	0.0	0.0
159	linear	3	0	0	0.0	0.0	0.0
159	linear	2	23	3	0.0	0.0	0.0
157	linear	2	15	2	0.0	0.0	0.0
157	linear	2	7	1	0.0	0.0	0.0
157	linear	2	0	0	0.0	0.0	0.0
157	linear	1	23	3	0.0	0.0	0.0
157	linear	1	15	2	0.0	0.0	0.0
157	uniform	0	7	1	0.0	0.0	0.0
159	linear	0	15	2	0.0	0.0	0.0
168	linear	3	23	3	0.0	0.0	0.0
163	linear	3	15	2	0.0	0.0	0.0
163	linear	3	7	1	0.0	0.0	0.0
163	linear	3	0	0	0.0	0.0	0.0
162	uniform	4	23	3	0.0	0.0	0.0
162	uniform	4	15	2	0.0	0.0	0.0
163	uniform	4	7	1	0.0	0.0	0.0
163	uniform	4	0	0	0.0	0.0	0.0
163	uniform	3	23	3	0.0	0.0	0.0
166	uniform	3	15	2	0.0	0.0	0.0
166	uniform	3	7	1	0.0	0.0	0.0
166	uniform	3	0	0	0.0	0.0	0.0
166	linear	4	23	3	0.0	0.0	0.0
162	linear	3	0	0	0.0	0.0	0.0
163	linear	4	7	1	0.0	0.0	0.0
163	linear	4	0	0	0.0	0.0	0.0
163	linear	3	23	3	0.0	0.0	0.0
166	linear	3	15	2	0.0	0.0	0.0
166	linear	3	7	1	0.0	0.0	0.0
166	linear	3	0	0	0.0	0.0	0.0
165	uniform	4	23	3	0.0	0.0	0.0
165	uniform	4	15	2	0.0	0.0	0.0
166	uniform	4	7	1	0.0	0.0	0.0
166	uniform	4	0	0	0.0	0.0	0.0
166	uniform	3	23	3	0.0	0.0	0.0
165	uniform	3	15	2	0.0	0.0	0.0
165	uniform	3	7	1	0.0	0.0	0.0
166	linear	4	15	2	0.0	0.0	0.0
164	uniform	4	23	3	0.0	0.0	0.0
164	uniform	4	15	2	0.0	0.0	0.0
165	uniform	4	7	1	0.0	0.0	0.0
165	uniform	4	0	0	0.0	0.0	0.0
165	uniform	3	23	3	0.0	0.0	0.0
168	uniform	3	15	2	0.0	0.0	0.0
168	uniform	3	7	1	0.0	0.0	0.0
168	uniform	3	0	0	0.0	0.0	0.0
168	linear	4	23	3	0.0	0.0	0.0
168	linear	4	15	2	0.0	0.0	0.0
165	linear	4	7	1	0.0	0.0	0.0
165	linear	4	0	0	0.0	0.0	0.0
165	linear	3	23	3	0.0	0.0	0.0
168	linear	4	0	0	0.0	0.0	0.0
168	linear	3	7	1	0.0	0.0	0.0
168	linear	3	0	0	0.0	0.0	0.0
167	uniform	4	23	3	0.0	0.0	0.0
167	uniform	4	15	2	0.0	0.0	0.0
168	uniform	4	7	1	0.0	0.0	0.0
168	uniform	4	0	0	0.0	0.0	0.0
168	uniform	3	23	3	0.0	0.0	0.0
167	uniform	3	15	2	0.0	0.0	0.0
167	uniform	3	7	1	0.0	0.0	0.0
167	uniform	3	0	0	0.0	0.0	0.0
167	linear	4	23	3	0.0	0.0	0.0
167	linear	4	15	2	0.0	0.0	0.0
168	linear	4	7	1	0.0	0.0	0.0
168	linear	3	15	2	0.0	0.0	0.0
164	uniform	3	23	3	0.0	0.0	0.0
163	uniform	3	15	2	0.0	0.0	0.0
163	uniform	3	7	1	0.0	0.0	0.0
163	uniform	3	0	0	0.0	0.0	0.0
163	linear	4	23	3	0.0	0.0	0.0
163	linear	4	15	2	0.0	0.0	0.0
164	linear	4	7	1	0.0	0.0	0.0
164	linear	4	0	0	0.0	0.0	0.0
164	linear	3	23	3	0.0	0.0	0.0
159	uniform	1	15	2	0.0	0.0	0.0
159	uniform	1	7	1	0.0	0.0	0.0
159	uniform	1	0	0	0.0	0.0	0.0
159	uniform	0	23	3	0.0	0.0	0.0
165	uniform	3	0	0	0.0	0.0	0.0
159	uniform	4	7	1	0.0	0.0	0.0
159	uniform	4	0	0	0.0	0.0	0.0
159	uniform	3	23	3	0.0	0.0	0.0
162	uniform	3	15	2	0.0	0.0	0.0
162	uniform	3	7	1	0.0	0.0	0.0
162	uniform	3	0	0	0.0	0.0	0.0
162	linear	4	23	3	0.0	0.0	0.0
162	linear	4	15	2	0.0	0.0	0.0
159	uniform	2	7	1	0.0	0.0	0.0
159	uniform	2	0	0	0.0	0.0	0.0
159	uniform	1	23	3	0.0	0.0	0.0
162	linear	3	15	2	0.0	0.0	0.0
162	linear	3	7	1	0.0	0.0	0.0
159	uniform	0	15	2	0.0	0.0	0.0
165	linear	4	23	3	0.0	0.0	0.0
165	linear	4	15	2	0.0	0.0	0.0
166	linear	4	7	1	0.0	0.0	0.0
166	linear	4	0	0	0.0	0.0	0.0
166	linear	3	23	3	0.0	0.0	0.0
161	linear	3	15	2	0.0	0.0	0.0
161	linear	3	7	1	0.0	0.0	0.0
161	linear	3	0	0	0.0	0.0	0.0
160	uniform	4	23	3	0.0	0.0	0.0
160	uniform	4	15	2	0.0	0.0	0.0
161	uniform	4	7	1	0.0	0.0	0.0
161	uniform	4	0	0	0.0	0.0	0.0
161	uniform	3	23	3	0.0	0.0	0.0
164	uniform	4	0	0	0.0	0.0	0.0
164	uniform	3	7	1	0.0	0.0	0.0
164	uniform	3	0	0	0.0	0.0	0.0
164	linear	4	23	3	0.0	0.0	0.0
164	linear	4	15	2	0.0	0.0	0.0
161	linear	4	7	1	0.0	0.0	0.0
161	linear	4	0	0	0.0	0.0	0.0
161	linear	3	23	3	0.0	0.0	0.0
164	linear	3	15	2	0.0	0.0	0.0
164	linear	3	7	1	0.0	0.0	0.0
164	linear	3	0	0	0.0	0.0	0.0
163	uniform	4	23	3	0.0	0.0	0.0
163	uniform	4	15	2	0.0	0.0	0.0
164	uniform	4	7	1	0.0	0.0	0.0
164	uniform	3	15	2	0.0	0.0	0.0
202	linear	3	15	2	0.0	0.0	0.0
202	linear	3	7	1	0.0	0.0	0.0
202	linear	3	0	0	0.0	0.0	0.0
201	uniform	4	23	3	0.0	0.0	0.0
201	uniform	4	15	2	0.0	0.0	0.0
202	uniform	4	7	1	0.0	0.0	0.0
202	uniform	4	0	0	0.0	0.0	0.0
202	uniform	3	23	3	0.0	0.0	0.0
201	uniform	3	15	2	0.0	0.0	0.0
201	uniform	3	7	1	0.0	0.0	0.0
201	uniform	3	0	0	0.0	0.0	0.0
201	linear	4	23	3	0.0	0.0	0.0
201	linear	4	15	2	0.0	0.0	0.0
178	uniform	4	23	3	0.0	0.0	0.0
202	linear	4	0	0	0.0	0.0	0.0
202	linear	3	23	3	0.0	0.0	0.0
197	linear	3	15	2	0.0	0.0	0.0
197	linear	3	7	1	0.0	0.0	0.0
197	linear	3	0	0	0.0	0.0	0.0
196	uniform	4	23	3	0.0	0.0	0.0
196	uniform	4	15	2	0.0	0.0	0.0
197	uniform	4	7	1	0.0	0.0	0.0
197	uniform	4	0	0	0.0	0.0	0.0
197	uniform	3	23	3	0.0	0.0	0.0
200	uniform	3	15	2	0.0	0.0	0.0
200	uniform	3	7	1	0.0	0.0	0.0
200	uniform	3	0	0	0.0	0.0	0.0
202	linear	4	7	1	0.0	0.0	0.0
203	uniform	4	15	2	0.0	0.0	0.0
204	uniform	4	7	1	0.0	0.0	0.0
204	uniform	4	0	0	0.0	0.0	0.0
204	uniform	3	23	3	0.0	0.0	0.0
203	uniform	3	23	3	0.0	0.0	0.0
203	uniform	3	15	2	0.0	0.0	0.0
203	uniform	3	7	1	0.0	0.0	0.0
203	linear	4	23	3	0.0	0.0	0.0
203	linear	4	15	2	0.0	0.0	0.0
204	linear	4	7	1	0.0	0.0	0.0
204	linear	4	0	0	0.0	0.0	0.0
204	linear	3	23	3	0.0	0.0	0.0
199	linear	3	15	2	0.0	0.0	0.0
199	linear	3	23	3	0.0	0.0	0.0
199	linear	3	0	0	0.0	0.0	0.0
198	uniform	4	23	3	0.0	0.0	0.0
198	uniform	4	15	2	0.0	0.0	0.0
199	uniform	4	7	1	0.0	0.0	0.0
199	uniform	4	0	0	0.0	0.0	0.0
199	uniform	3	23	3	0.0	0.0	0.0
202	uniform	3	15	2	0.0	0.0	0.0
202	uniform	3	7	1	0.0	0.0	0.0
202	uniform	3	0	0	0.0	0.0	0.0
202	linear	4	23	3	0.0	0.0	0.0
202	linear	4	15	2	0.0	0.0	0.0
199	linear	4	7	1	0.0	0.0	0.0
199	linear	4	0	0	0.0	0.0	0.0
199	linear	3	7	1	0.0	0.0	0.0
198	uniform	3	15	2	0.0	0.0	0.0
198	uniform	3	7	1	0.0	0.0	0.0
198	uniform	3	0	0	0.0	0.0	0.0
198	linear	4	23	3	0.0	0.0	0.0
198	linear	4	15	2	0.0	0.0	0.0
195	linear	4	7	1	0.0	0.0	0.0
195	linear	4	0	0	0.0	0.0	0.0
195	linear	3	23	3	0.0	0.0	0.0
198	linear	3	15	2	0.0	0.0	0.0
198	linear	3	7	1	0.0	0.0	0.0
198	linear	3	0	0	0.0	0.0	0.0
197	uniform	4	23	3	0.0	0.0	0.0
197	uniform	4	15	2	0.0	0.0	0.0
200	linear	4	23	3	0.0	0.0	0.0
198	uniform	4	0	0	0.0	0.0	0.0
198	uniform	3	23	3	0.0	0.0	0.0
197	uniform	3	15	2	0.0	0.0	0.0
197	uniform	3	7	1	0.0	0.0	0.0
197	uniform	3	0	0	0.0	0.0	0.0
197	linear	4	23	3	0.0	0.0	0.0
197	linear	4	15	2	0.0	0.0	0.0
198	linear	4	7	1	0.0	0.0	0.0
198	linear	4	0	0	0.0	0.0	0.0
198	linear	3	23	3	0.0	0.0	0.0
193	linear	3	15	2	0.0	0.0	0.0
193	linear	3	7	1	0.0	0.0	0.0
193	linear	3	0	0	0.0	0.0	0.0
198	uniform	4	7	1	0.0	0.0	0.0
200	linear	4	15	2	0.0	0.0	0.0
197	linear	4	7	1	0.0	0.0	0.0
197	linear	4	0	0	0.0	0.0	0.0
197	linear	3	23	3	0.0	0.0	0.0
200	linear	3	15	2	0.0	0.0	0.0
200	linear	3	7	1	0.0	0.0	0.0
200	linear	3	0	0	0.0	0.0	0.0
199	uniform	4	23	3	0.0	0.0	0.0
199	uniform	4	15	2	0.0	0.0	0.0
200	uniform	4	7	1	0.0	0.0	0.0
200	uniform	4	0	0	0.0	0.0	0.0
200	uniform	3	23	3	0.0	0.0	0.0
199	uniform	3	15	2	0.0	0.0	0.0
195	uniform	3	23	3	0.0	0.0	0.0
199	uniform	3	0	0	0.0	0.0	0.0
199	linear	4	23	3	0.0	0.0	0.0
199	linear	4	15	2	0.0	0.0	0.0
200	linear	4	7	1	0.0	0.0	0.0
200	linear	4	0	0	0.0	0.0	0.0
200	linear	3	23	3	0.0	0.0	0.0
195	linear	3	15	2	0.0	0.0	0.0
195	linear	3	7	1	0.0	0.0	0.0
195	linear	3	0	0	0.0	0.0	0.0
194	uniform	4	23	3	0.0	0.0	0.0
194	uniform	4	15	2	0.0	0.0	0.0
195	uniform	4	7	1	0.0	0.0	0.0
195	uniform	4	0	0	0.0	0.0	0.0
199	uniform	3	7	1	0.0	0.0	0.0
209	uniform	3	7	1	0.0	0.0	0.0
209	uniform	3	0	0	0.0	0.0	0.0
209	linear	4	23	3	0.0	0.0	0.0
0	linear	3	0	0	0.0	0.0	0.0
210	uniform	4	7	1	0.0	0.0	0.0
0	linear	1	23	3	0.0	0.0	0.0
0	linear	1	15	2	0.0	0.0	0.0
0	linear	1	7	1	0.0	0.0	0.0
208	uniform	4	7	1	0.0	0.0	0.0
208	uniform	4	0	0	0.0	0.0	0.0
208	uniform	3	23	3	0.0	0.0	0.0
208	uniform	3	15	2	0.0	0.0	0.0
208	uniform	3	7	1	0.0	0.0	0.0
203	uniform	4	23	3	0.0	0.0	0.0
208	linear	4	23	3	0.0	0.0	0.0
208	linear	4	15	2	0.0	0.0	0.0
208	linear	4	7	1	0.0	0.0	0.0
208	linear	4	0	0	0.0	0.0	0.0
208	linear	3	23	3	0.0	0.0	0.0
208	linear	3	15	2	0.0	0.0	0.0
208	linear	3	7	1	0.0	0.0	0.0
208	linear	3	0	0	0.0	0.0	0.0
207	uniform	4	23	3	0.0	0.0	0.0
207	uniform	4	15	2	0.0	0.0	0.0
207	uniform	4	7	1	0.0	0.0	0.0
207	uniform	4	0	0	0.0	0.0	0.0
207	uniform	3	23	3	0.0	0.0	0.0
208	uniform	3	0	0	0.0	0.0	0.0
210	uniform	4	23	3	0.0	0.0	0.0
205	linear	4	0	0	0.0	0.0	0.0
205	linear	3	23	3	0.0	0.0	0.0
205	linear	3	15	2	0.0	0.0	0.0
205	linear	3	7	1	0.0	0.0	0.0
205	linear	3	0	0	0.0	0.0	0.0
204	uniform	4	23	3	0.0	0.0	0.0
209	uniform	4	15	2	0.0	0.0	0.0
0	linear	3	7	1	0.0	0.0	0.0
210	uniform	4	0	0	0.0	0.0	0.0
210	uniform	3	23	3	0.0	0.0	0.0
210	uniform	3	15	2	0.0	0.0	0.0
210	uniform	3	7	1	0.0	0.0	0.0
209	uniform	3	15	2	0.0	0.0	0.0
210	linear	4	23	3	0.0	0.0	0.0
209	linear	4	15	2	0.0	0.0	0.0
210	linear	4	7	1	0.0	0.0	0.0
210	linear	4	0	0	0.0	0.0	0.0
210	linear	3	23	3	0.0	0.0	0.0
210	linear	3	15	2	0.0	0.0	0.0
210	linear	3	7	1	0.0	0.0	0.0
210	linear	3	0	0	0.0	0.0	0.0
209	uniform	4	23	3	0.0	0.0	0.0
208	uniform	4	15	2	0.0	0.0	0.0
209	uniform	4	7	1	0.0	0.0	0.0
209	uniform	4	0	0	0.0	0.0	0.0
209	uniform	3	23	3	0.0	0.0	0.0
210	uniform	3	0	0	0.0	0.0	0.0
204	uniform	4	15	2	0.0	0.0	0.0
205	uniform	4	7	1	0.0	0.0	0.0
205	uniform	4	0	0	0.0	0.0	0.0
