case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid endpoint_cache_hits endpoint_cache_evaluations
0 linear 0 0 54.718890000000002 7.0379226907888537 1 67 53.493133 0.034335999999999998 0.23230799999999996 0.0072219999999999993 0.0017659999999999998 0.0089840000000000007 0.018803 0.19140099999999999 0.33499600000000002 52.590706999999995 0.110596 2.9e-05 0.061994 0.0086879999999999995 0.012528999999999998 0.15587499999999999 0.032729000000000022 0.0088710000000000021 0 0 0 0 0 0 0 0 0 0 53.283273000000001 53.457425000000001 0.011525000000000001 0.011279000000000001 0.013730999999999997 0.00079500000000000003 0.042778999999999998 0 0 0 0 0 0 0
0 linear 0 7 49.654769999999999 7.165175685042759 1 83 49.208075999999998 0.012406 0.37952999999999998 0.0081659999999999996 0.001364 0.0090600000000000003 0.025062000000000001 0.020145 0.36521100000000001 48.603590999999994 0.092099999999999987 0.00018200000000000001 0.01719 0.0019980000000000002 0.004893999999999999 0.26895599999999992 0.053060999999999969 0.013222000000000005 0 1 15 15 0 0 0 0 0 0 49.117021999999999 49.195976999999999 0.006143 0.0080289999999999997 0.012905 0.00040299999999999998 0.040868000000000002 2 1 16 0.00115407797797932 2 0 0
0 linear 0 15 49.579486000000003 7.2540425509600803 1 91 49.223452999999999 0.011951 0.31231200000000009 0.0080000000000000002 0.0015760000000000001 0.0033080000000000002 0.010618000000000001 0.010246999999999999 0.25744899999999998 48.717967000000002 0.090093000000000006 2.0000000000000002e-05 0.083000999999999991 0.0018959999999999999 0.0036949999999999991 0.22417400000000004 0.046575000000000019 0.011068000000000005 0 2 13 13 0 0 0 0 0 0 49.097073000000002 49.216144999999997 0.001933 0.0058989999999999997 0.012594000000000001 4.0000000000000003e-05 0.03814 1 1 8 0.0027134713756958736 1 0 0
0 linear 0 23 49.875003999999997 7.2793514851610421 1 91 49.400849000000001 0.012465 0.42726299999999984 0.0080249999999999991 0.0018119999999999998 0.0043509999999999998 0.010068000000000001 0.0086960000000000006 0.36788999999999999 48.820914000000002 0.090209999999999999 2.0000000000000002e-05 0.048951000000000001 0.0018220000000000001 0.003978999999999999 0.2967729999999999 0.054198999999999969 0.016773000000000003 0 3 13 13 0 0 0 0 0 0 49.308210000000003 49.393504 0.001707 0.0054219999999999997 0.012314 4.0000000000000003e-05 0.038449999999999998 1 1 8 0.0030160757831446021 1 0 0
0 linear 1 0 1.06453 589.76731831372365 1 105 0.66429400000000005 0.019258000000000001 0.32196500000000006 0.0074599999999999996 0.0016909999999999998 0.0033909999999999999 0.010271000000000001 0.18515899999999999 0.12779299999999999 0 0.0083929999999999994 0.001255 0.25144899999999998 0.0015989999999999999 0.0039529999999999999 0.16633099999999992 0.082812000000000024 0.01847 0 0 0 0 0.0048939999999999999 1 0 0 14 0 0.36215199999999997 0.65688400000000002 0.0013810000000000001 0.0036459999999999999 0.015698 0.0033270000000000001 0.031577000000000001 0 0 0 0 0 0 0
0 linear 1 7 0.70946200000000004 593.09247526628167 1 105 0.33857799999999999 0.013620999999999999 0.32811799999999991 0.0065330000000000006 0.0014300000000000001 0.0028289999999999999 0.0092879999999999994 0.0084169999999999991 0.14002400000000001 0 0.0036679999999999998 0.001129 0.103727 0.0011130000000000001 0.0037079999999999999 0.172566 0.076586000000000071 0.017488000000000007 0 1 19 19 0.0030100000000000001 1 0 0 14 0 0.19134300000000001 0.332175 0.0014350000000000001 0.0035040000000000002 0.014449999999999999 0.0013159999999999999 0.030665999999999999 1 1 8 0.0016863986939356674 1 0 0
0 linear 1 15 0.93252599999999997 596.53003682974679 1 128 0.42910199999999998 0.013498 0.44241299999999983 0.0076750000000000004 0.0016299999999999999 0.0025609999999999999 0.0086639999999999998 0.0083879999999999996 0.111539 0 0.003604 0.00098900000000000008 0.224879 0.0010499999999999999 0.0036929999999999992 0.22605400000000023 0.10439900000000003 0.022823 0 2 19 19 0.0030330000000000001 1 0 0 14 0 0.16255600000000001 0.42249900000000001 0.001315 0.003339 0.014243999999999998 0.001173 0.031009999999999999 1 1 8 0.18679473719266346 1 0 0
0 linear 1 23 0.79956899999999997 599.54254534181996 1 128 0.307504 0.014401000000000001 0.4414539999999999 0.008147999999999999 0.0017819999999999999 0.0033730000000000001 0.0089460000000000008 0.0087889999999999999 0.13228100000000001 0 0.0043239999999999997 0.0010560000000000001 0.072439000000000003 0.001621 0.0041740000000000006 0.223695 0.099846000000000046 0.027503 0 3 19 19 0.003424 1 0 0 14 0 0.187079 0.29922799999999999 0.0020309999999999998 0.0033530000000000001 0.014454 0.0017619999999999999 0.031623999999999999 1 1 8 0.0068439882711387309 1 0 0
0 linear 2 0 35.051464000000003 2.3667291596036724 1 61 34.806502999999999 0.012370000000000001 0.20392099999999999 0.0077250000000000001 0.00099299999999999996 0.002983 0.0097680000000000006 0.17136299999999999 0.32506800000000002 34.116492000000001 0.085953000000000002 2.8e-05 0.041530999999999998 0.001977 0.0039550000000000002 0.13835799999999998 0.029588000000000007 0.0072180000000000005 0 0 0 0 0 0 0 0 0 0 34.719786999999997 34.796348999999999 0.001077 0.0055970000000000004 0.012133 5.8e-05 0.039118 0 0 0 0 0 0 0
0 linear 2 7 47.780171000000003 2.4102109454225378 1 61 47.506238000000003 0.012548 0.23606399999999991 0.0053270000000000001 0.0010119999999999999 0.0031159999999999998 0.010076999999999999 0.010129000000000001 0.32459399999999999 47.014583000000002 0.086080000000000004 3.0000000000000001e-05 0.010459999999999999 0.0016590000000000001 0.0038980000000000004 0.16435100000000002 0.034860000000000016 0.0081060000000000021 0 1 16 13 0 0 0 0 0 0 47.453271000000001 47.499237000000001 0.002493 0.0056470000000000001 0.012623999999999998 5.0000000000000002e-05 0.035101 1 1 8 0.11055858717162853 1 0 0
