name,u,policy,warm,rtol,stop,value_stop,gradient_stop,value_converged,mu,value_error,nodes,evaluations,event_count,refinement_count,topology_ms,setup_ms,physics_ms,estimator_ms,scheduler_ms,event_double_checks,event_dd_checks,event_dd_accepts,event_qf_refinements,qf_family_constructions,event_topology_reuses,event_radius_reuses,event_direct_qf_failures
paper_highA,0,None,0,0.001,Converged,Converged,Converged,1,12363.403508000911,7.8671040983344449,231,231,8,18,17.849197,0.042646999999999997,0.48599800000000026,0.027307000000000001,0.0029179999999999996,0,8,8,0,0,8,8,0
paper_highA,0,None,0,0.0001,Converged,Converged,Converged,1,12363.402164717998,0.37493600260213639,263,263,8,21,17.379476,0.019872999999999998,0.59305699999999972,0.028723000000000002,0.0072739999999999992,0,8,8,0,0,8,8,0
paper_highA,0,None,1,0.001,Converged,Converged,Converged,1,12254.514935581936,8.1125097916150644,231,231,8,18,0.57361099999999998,0.015136999999999999,0.647173,0.020419000000000007,0.0020439999999999998,0,8,8,0,0,8,8,0
paper_highA,0,None,1,0.0001,Converged,Converged,Converged,1,12254.513556069523,1.2162223106290047,255,255,8,20,0.55195300000000003,0.014108000000000001,0.70318399999999937,0.021992000000000001,0.0030370000000000002,0,8,8,0,0,8,8,0
paper_highA,0,ValueFirst,0,0.001,Converged,Converged,BudgetExceeded,1,12363.403508000911,7.8671040983344449,399,399,8,21,15.725609,0.024206999999999999,0.8367760000000003,0.341756,0.010435,0,8,8,0,0,8,8,0
paper_highA,0,ValueFirst,0,0.0001,Converged,Converged,EventLocationLimited,1,12363.402164717998,0.37493600260213639,423,423,8,23,15.892396,0.024535999999999999,0.89091299999999973,0.35503899999999999,0.011536000000000001,0,8,8,0,0,8,8,0
paper_highA,0,ValueFirst,1,0.001,Converged,Converged,BudgetExceeded,1,12254.514935581936,8.1125097916150644,373,373,8,21,0.56893899999999997,0.016621,1.1047950000000004,0.32536099999999996,0.0091219999999999999,0,8,8,0,0,8,8,0
paper_highA,0,ValueFirst,1,0.0001,Converged,Converged,BudgetExceeded,1,12254.513556069523,1.2162223106290047,397,397,8,23,0.60999800000000004,0.015188,1.2394620000000001,0.32578099999999999,0.0091720000000000013,0,8,8,0,0,8,8,0
paper_highA,0.5,None,0,0.001,Converged,Converged,Converged,1,12152.919086255804,8.7711865806124063,231,231,8,18,16.179010000000002,0.027501999999999999,0.71884500000000018,0.027703000000000002,0.0031550000000000007,0,8,8,0,0,8,8,0
paper_highA,0.5,None,0,0.0001,Converged,Converged,Converged,1,12152.917783913772,0.9072248956737945,263,263,8,21,16.375789000000001,0.021510000000000001,0.65048600000000034,0.027889999999999998,0.003516,0,8,8,0,0,8,8,0
paper_highA,0.5,None,1,0.001,Converged,Converged,Converged,1,12035.296321522308,9.0048176130725963,231,231,8,18,0.54457,0.016995,0.82206699999999988,0.022456,0.0021090000000000002,0,8,8,0,0,8,8,0
paper_highA,0.5,None,1,0.0001,Converged,Converged,Converged,1,12035.295005883954,0.90298979942953039,263,263,8,21,0.53403699999999998,0.013805,0.86832600000000026,0.024280999999999997,0.002493,0,8,8,0,0,8,8,0
paper_highA,0.5,ValueFirst,0,0.001,Converged,Converged,BudgetExceeded,1,12152.919086255804,8.7711865806122997,407,407,8,21,15.764378000000001,0.021558999999999998,1.4467770000000009,0.35645900000000003,0.011394000000000001,0,8,8,0,0,8,8,0
paper_highA,0.5,ValueFirst,0,0.0001,Converged,Converged,BudgetExceeded,1,12152.917783913772,0.90722489567367259,439,439,8,24,15.754597,0.021350000000000001,1.5660709999999993,0.36901799999999996,0.013722999999999999,0,8,8,0,0,8,8,0
paper_highA,0.5,ValueFirst,1,0.001,TopologyUnresolved,Converged,TopologyUnresolved,1,12035.296321522308,9.0048176130726212,359,359,8,18,0.56284800000000001,0.015904999999999999,1.5804190000000005,0.121782,0.0071380000000000002,0,8,8,0,0,8,8,0
paper_highA,0.5,ValueFirst,1,0.0001,TopologyUnresolved,Converged,TopologyUnresolved,1,12035.295005883954,0.90298979942953961,391,391,8,21,0.61768199999999995,0.020959999999999999,1.854428,0.12876799999999999,0.0092250000000000006,0,8,8,0,0,8,8,0
