case_id	profile	d_bin_index	epoch_index	target	warm_nodes	warm_panels	warm_splits	other_ms
5	linear	1	7	0.0001	103	9	0	0.024272999999999878
5	linear	1	15	0.0001	103	9	0	0.024678000000000005
5	linear	1	23	0.0001	103	9	0	0.02451200000000006
5	linear	2	0	0.001	51	5	0	0.019097000000000017
5	linear	2	7	0.001	51	5	0	0.017307000000000003
5	linear	2	15	0.001	51	5	0	0.017825000000000035
5	linear	2	23	0.001	59	5	0	0.019299999999999984
5	linear	2	0	0.0001	67	5	0	0.023262999999999992
5	linear	2	7	0.0001	67	5	0	0.020712000000000022
5	linear	2	15	0.0001	67	5	0	0.02058699999999994
5	linear	2	23	0.0001	67	5	0	0.02074300000000001
5	linear	3	0	0.001	67	5	0	0.022467000000000015
5	linear	3	7	0.001	67	5	0	0.01995399999999993
5	linear	3	15	0.001	67	5	0	0.019852999999999982
5	linear	3	23	0.001	67	5	0	0.020041000000000003
5	linear	3	0	0.0001	107	5	0	0.032755000000000034
5	linear	3	7	0.0001	107	5	0	0.028292000000000095
5	linear	3	15	0.0001	107	5	0	0.02807399999999996
5	linear	3	23	0.0001	107	5	0	0.028112000000000054
5	linear	4	0	0.001	52	4	0	0.019998999999999996
5	linear	4	7	0.001	52	4	0	0.018615
5	linear	4	15	0.001	52	4	0	0.017875999999999982
5	linear	4	23	0.001	52	4	0	0.017662000000000004
5	linear	4	0	0.0001	76	4	0	0.025398000000000018
5	linear	4	7	0.0001	60	4	0	0.019362000000000004
5	linear	4	15	0.0001	60	4	0	0.019444999999999997
5	linear	4	23	0.0001	60	4	0	0.01983599999999997
5	uniform	0	0	0.001	86	10	0	0.02386200000000005
5	uniform	0	7	0.001	94	10	0	0.022861000000000006
5	uniform	0	15	0.001	94	10	0	0.028618000000000046
5	uniform	0	23	0.001	101	11	0	0.028499000000000038
5	uniform	0	0	0.0001	102	10	0	0.02708300000000001
5	uniform	0	7	0.0001	118	10	0	0.027485000000000023
5	uniform	0	15	0.0001	110	10	0	0.032216000000000036
5	uniform	0	23	0.0001	133	11	0	0.03540200000000002
5	uniform	1	0	0.001	87	9	0	0.022968000000000044
5	uniform	1	7	0.001	87	9	0	0.019495000000000012
5	uniform	1	15	0.001	79	9	0	0.018109999999999987
5	uniform	1	23	0.001	79	9	0	0.01821099999999999
5	uniform	1	0	0.0001	95	9	0	0.024769000000000027
5	uniform	1	7	0.0001	103	9	0	0.022485000000000047
5	uniform	1	15	0.0001	103	9	0	0.021910999999999972
5	uniform	1	23	0.0001	103	9	0	0.022580999999999962
5	uniform	2	0	0.001	51	5	0	0.01947000000000003
5	uniform	2	7	0.001	51	5	0	0.016842999999999997
5	uniform	2	15	0.001	51	5	0	0.01714200000000002
5	uniform	2	23	0.001	59	5	0	0.018805000000000016
5	uniform	2	0	0.0001	67	5	0	0.022517999999999982
5	uniform	2	7	0.0001	67	5	0	0.020523000000000027
5	uniform	2	15	0.0001	67	5	0	0.02055700000000002
5	uniform	2	23	0.0001	67	5	0	0.020772999999999958
5	uniform	3	0	0.001	91	5	0	0.027380000000000043
5	uniform	3	7	0.001	67	5	0	0.019645999999999983
5	uniform	3	15	0.001	67	5	0	0.019741999999999996
5	uniform	3	23	0.001	67	5	0	0.01974300000000001
5	uniform	3	0	0.0001	107	5	0	0.03040300000000004
5	uniform	3	7	0.0001	107	5	0	0.027359000000000022
5	uniform	3	15	0.0001	107	5	0	0.028015000000000068
5	uniform	3	23	0.0001	107	5	0	0.027885999999999994
5	uniform	4	0	0.001	52	4	0	0.02042300000000001
5	uniform	4	7	0.001	52	4	0	0.018495000000000004
5	uniform	4	15	0.001	52	4	0	0.017342000000000024
