case_id	profile	d_bin_index	epoch_index	target	warm_nodes	warm_panels	warm_splits	other_ms
48	uniform	1	23	0.0001	105	7	0	0.031939999999999996
48	uniform	2	0	0.001	105	7	0	0.034242999999999996
48	uniform	2	7	0.001	80	8	0	0.04056599999999992
48	uniform	2	15	0.001	105	7	0	0.030429999999999915
48	uniform	2	23	0.001	105	7	0	0.030543999999999988
48	uniform	2	0	0.0001	169	7	0	0.04993200000000009
48	uniform	2	7	0.0001	144	8	0	0.05327900000000016
48	uniform	2	15	0.0001	169	7	0	0.046377
48	uniform	2	23	0.0001	137	7	0	0.0387620000000001
48	uniform	3	0	0.001	60	4	0	0.020334999999999964
48	uniform	3	7	0.001	60	4	0	0.020115999999999995
48	uniform	3	15	0.001	75	5	0	0.024946999999999997
48	uniform	3	23	0.001	59	5	0	0.01860600000000004
48	uniform	3	0	0.0001	76	4	0	0.023955000000000004
48	uniform	3	7	0.0001	76	4	0	0.02382000000000012
48	uniform	3	15	0.0001	91	5	0	0.026768999999999876
48	uniform	3	23	0.0001	75	5	0	0.022670000000000023
48	uniform	4	0	0.001	37	3	0	0.01861400000000002
48	uniform	4	7	0.001	37	3	0	0.01703499999999998
48	uniform	4	15	0.001	37	3	0	0.016948999999999964
48	uniform	4	23	0.001	37	3	0	0.01687900000000002
48	uniform	4	0	0.0001	61	3	0	0.024725000000000025
48	uniform	4	7	0.0001	61	3	0	0.022966000000000014
48	uniform	4	15	0.0001	61	3	0	0.02284599999999995
48	uniform	4	23	0.0001	61	3	0	0.02285000000000005
49	linear	0	0	0.001	109	11	0	0.045554999999999846
49	linear	0	7	0.001	109	11	0	0.038327
49	linear	0	15	0.001	109	11	0	0.033994999999999886
49	linear	0	23	0.001	109	11	0	0.03361699999999995
49	linear	0	0	0.0001	125	11	0	0.05078199999999994
49	linear	0	7	0.0001	125	11	0	0.03959900000000016
49	linear	0	15	0.0001	125	11	0	0.03815300000000005
49	linear	0	23	0.0001	125	11	0	0.03747199999999995
49	linear	1	0	0.001	80	8	0	0.043727999999999434
49	linear	1	7	0.001	80	8	0	0.04119499999999998
49	linear	1	15	0.001	88	8	0	0.02554800000000007
49	linear	1	23	0.001	88	8	0	0.023440999999999934
49	linear	1	0	0.0001	120	8	0	0.05013100000000137
49	linear	1	7	0.0001	112	8	0	0.02959400000000012
49	linear	1	15	0.0001	112	8	0	0.028384000000000076
49	linear	1	23	0.0001	112	8	0	0.02736899999999992
49	linear	2	0	0.001	88	8	0	0.02746699999999988
49	linear	2	7	0.001	81	7	0	0.023719000000000018
49	linear	2	15	0.001	81	7	0	0.02256700000000003
49	linear	2	23	0.001	81	7	0	0.022781999999999997
49	linear	2	0	0.0001	88	8	0	0.02824999999999983
49	linear	2	7	0.0001	81	7	0	0.022748000000000018
49	linear	2	15	0.0001	81	7	0	0.022963999999999957
49	linear	2	23	0.0001	81	7	0	0.030169
49	linear	3	0	0.001	65	7	0	0.03051499999999957
49	linear	3	7	0.001	65	7	0	0.025224999999999997
49	linear	3	15	0.001	65	7	0	0.02180499999999999
49	linear	3	23	0.001	72	8	0	0.02546399999999996
49	linear	3	0	0.0001	97	7	0	0.04355700000000129
49	linear	3	7	0.0001	89	7	0	0.031010999999999928
49	linear	3	15	0.0001	89	7	0	0.027334999999999998
49	linear	3	23	0.0001	104	8	0	0.02936499999999989
49	linear	4	0	0.001	74	6	0	0.032962999999999965
49	linear	4	7	0.001	67	5	0	0.028027999999999983
49	linear	4	15	0.001	67	5	0	0.026871999999999993
49	linear	4	23	0.001	67	5	0	0.026542000000000024
49	linear	4	0	0.0001	74	6	0	0.03437699999999966
49	linear	4	7	0.0001	67	5	0	0.029147999999999993
49	linear	4	15	0.0001	67	5	0	0.02680400000000001
49	linear	4	23	0.0001	67	5	0	0.02640900000000003
49	uniform	0	0	0.001	93	11	0	0.039404000000000244
49	uniform	0	7	0.001	93	11	0	0.032379000000000074
49	uniform	0	15	0.001	93	11	0	0.03162200000000004
49	uniform	0	23	0.001	93	11	0	0.028932000000000027
49	uniform	0	0	0.0001	133	11	0	0.05523799999999998
49	uniform	0	7	0.0001	125	11	0	0.04164499999999996
49	uniform	0	15	0.0001	125	11	0	0.036415
49	uniform	0	23	0.0001	125	11	0	0.03487099999999996
49	uniform	1	0	0.001	96	8	0	0.034309000000000894
49	uniform	1	7	0.001	80	8	0	0.025410000000000016
49	uniform	1	15	0.001	88	8	0	0.02308400000000002
49	uniform	1	23	0.001	88	8	0	0.022076000000000012
49	uniform	1	0	0.0001	120	8	0	0.040106000000000336
49	uniform	1	7	0.0001	104	8	0	0.028517000000000042
49	uniform	1	15	0.0001	112	8	0	0.026296999999999987
49	uniform	1	23	0.0001	112	8	0	0.02602699999999991
49	uniform	2	0	0.001	72	8	0	0.020965999999999957
49	uniform	2	7	0.001	65	7	0	0.018401999999999995
49	uniform	2	15	0.001	65	7	0	0.017979000000000023
49	uniform	2	23	0.001	65	7	0	0.018174999999999983
49	uniform	2	0	0.0001	88	8	0	0.026421
49	uniform	2	7	0.0001	81	7	0	0.02151099999999999
49	uniform	2	15	0.0001	81	7	0	0.021854
49	uniform	2	23	0.0001	81	7	0	0.022005999999999984
49	uniform	3	0	0.001	65	7	0	0.02920500000000048
49	uniform	3	7	0.001	65	7	0	0.02415899999999996
49	uniform	3	15	0.001	65	7	0	0.022490999999999997
49	uniform	3	23	0.001	80	8	0	0.026938000000000045
49	uniform	3	0	0.0001	97	7	0	0.046077999999999064
49	uniform	3	7	0.0001	89	7	0	0.032013000000000014
49	uniform	3	15	0.0001	81	7	0	0.025676999999999978
49	uniform	3	23	0.0001	88	8	0	0.026346999999999926
49	uniform	4	0	0.001	58	6	0	0.02764499999999981
49	uniform	4	7	0.001	51	5	0	0.02379200000000002
49	uniform	4	15	0.001	51	5	0	0.02094400000000001
49	uniform	4	23	0.001	51	5	0	0.021483000000000002
49	uniform	4	0	0.0001	74	6	0	0.03337400000000004
49	uniform	4	7	0.0001	67	5	0	0.027298999999999976
49	uniform	4	15	0.0001	67	5	0	0.025939000000000004
49	uniform	4	23	0.0001	67	5	0	0.02583000000000002
50	linear	0	0	0.001	90	6	0	0.033896999999999955
50	linear	0	7	0.001	90	6	0	0.02713500000000002
50	linear	0	15	0.001	105	7	0	0.03406799999999993
50	linear	0	23	0.001	105	7	0	0.037744999999999806
50	linear	0	0	0.0001	130	6	0	0.03796499999999994
50	linear	0	7	0.0001	146	6	0	0.03975700000000004
50	linear	0	15	0.0001	129	7	0	0.04109399999999991
50	linear	0	23	0.0001	129	7	0	0.04022799999999982
50	linear	1	0	0.001	89	7	0	0.03063799999999997
50	linear	1	7	0.001	89	7	0	0.02711800000000003
50	linear	1	15	0.001	89	7	0	0.026757000000000003
50	linear	1	23	0.001	89	7	0	0.027074000000000042
50	linear	1	0	0.0001	129	7	0	0.040899000000000074
50	linear	1	7	0.0001	129	7	0	0.03590500000000002
50	linear	1	15	0.0001	129	7	0	0.035721
50	linear	1	23	0.0001	153	7	0	0.040764999999999996
50	linear	2	0	0.001	128	8	0	0.03954799999999992
50	linear	2	7	0.001	144	8	0	0.03539999999999999
50	linear	2	15	0.001	144	8	0	0.03557899999999986
50	linear	2	23	0.001	144	8	0	0.04082199999999997
50	linear	2	0	0.0001	176	8	0	0.04750300000000013
50	linear	2	7	0.0001	176	8	0	0.042271
50	linear	2	15	0.0001	176	8	0	0.04475800000000002
50	linear	2	23	0.0001	240	8	0	0.06900499999999998
50	linear	3	0	0.001	61	3	0	0.02624200000000003
50	linear	3	7	0.001	61	3	0	0.024265999999999954
50	linear	3	15	0.001	61	3	0	0.023898000000000016
50	linear	3	23	0.001	61	3	0	0.023887999999999993
50	linear	3	0	0.0001	93	3	0	0.03502700000000003
50	linear	3	7	0.0001	93	3	0	0.03248399999999996
50	linear	3	15	0.0001	93	3	0	0.03237100000000001
50	linear	3	23	0.0001	93	3	0	0.032190000000000024
50	linear	4	0	0.001	61	3	0	0.02567699999999999
50	linear	4	7	0.001	61	3	0	0.024222999999999995
50	linear	4	15	0.001	61	3	0	0.02419000000000003
50	linear	4	23	0.001	61	3	0	0.02388399999999996
50	linear	4	0	0.0001	93	3	0	0.035081999999999974
50	linear	4	7	0.0001	93	3	0	0.03228900000000001
50	linear	4	15	0.0001	93	3	0	0.03214200000000003
50	linear	4	23	0.0001	93	3	0	0.03211499999999998
50	uniform	0	0	0.001	90	6	0	0.029325999999999963
50	uniform	0	7	0.001	90	6	0	0.024930999999999953
50	uniform	0	15	0.001	81	7	0	0.02907600000000002
50	uniform	0	23	0.001	89	7	0	0.02970299999999995
50	uniform	0	0	0.0001	130	6	0	0.03737600000000005
50	uniform	0	7	0.0001	162	6	0	0.04194300000000001
50	uniform	0	15	0.0001	113	7	0	0.03729500000000002
50	uniform	0	23	0.0001	113	7	0	0.036082000000000114
50	uniform	1	0	0.001	89	7	0	0.030633000000000007
50	uniform	1	7	0.001	89	7	0	0.02662800000000004
50	uniform	1	15	0.001	89	7	0	0.026695000000000052
50	uniform	1	23	0.001	89	7	0	0.026755
50	uniform	1	0	0.0001	113	7	0	0.03394999999999998
50	uniform	1	7	0.0001	113	7	0	0.030535000000000007
50	uniform	1	15	0.0001	113	7	0	0.030320999999999987
50	uniform	1	23	0.0001	129	7	0	0.03456799999999993
50	uniform	2	0	0.001	120	8	0	0.032865999999999895
50	uniform	2	7	0.001	152	8	0	0.037797000000000025
50	uniform	2	15	0.001	152	8	0	0.03558699999999998
50	uniform	2	23	0.001	152	8	0	0.035628999999999855
50	uniform	2	0	0.0001	176	8	0	0.04592799999999991
50	uniform	2	7	0.0001	208	8	0	0.04863799999999974
50	uniform	2	15	0.0001	240	8	0	0.06469099999999989
50	uniform	2	23	0.0001	240	8	0	0.060865000000000224
50	uniform	3	0	0.001	45	3	0	0.02190199999999997
50	uniform	3	7	0.001	45	3	0	0.020178000000000015
50	uniform	3	15	0.001	45	3	0	0.019862999999999964
50	uniform	3	23	0.001	45	3	0	0.020125999999999977
50	uniform	3	0	0.0001	61	3	0	0.025579000000000005
50	uniform	3	7	0.0001	61	3	0	0.02392999999999998
50	uniform	3	15	0.0001	61	3	0	0.023767000000000038
50	uniform	3	23	0.0001	61	3	0	0.023781999999999998
50	uniform	4	0	0.001	45	3	0	0.021789000000000003
50	uniform	4	7	0.001	45	3	0	0.019957000000000003
50	uniform	4	15	0.001	45	3	0	0.020059000000000007
50	uniform	4	23	0.001	45	3	0	0.020017999999999994
50	uniform	4	0	0.0001	61	3	0	0.02581400000000003
50	uniform	4	7	0.0001	61	3	0	0.024279999999999996
50	uniform	4	15	0.0001	61	3	0	0.023908999999999972
50	uniform	4	23	0.0001	61	3	0	0.023973999999999954
51	linear	0	0	0.001	90	6	0	0.03555
51	linear	0	7	0.001	105	7	0	0.03455600000000006
51	linear	0	15	0.001	89	7	0	0.03049199999999999
51	linear	0	23	0.001	97	7	0	0.03227299999999991
51	linear	0	0	0.0001	122	6	0	0.042627999999999944
51	linear	0	7	0.0001	129	7	0	0.03941999999999993
51	linear	0	15	0.0001	121	7	0	0.03888299999999997
51	linear	0	23	0.0001	121	7	0	0.03871000000000013
51	linear	1	0	0.001	104	8	0	0.03450000000000006
51	linear	1	7	0.001	104	8	0	0.027295000000000014
51	linear	1	15	0.001	104	8	0	0.027531000000000028
51	linear	1	23	0.001	104	8	0	0.027280999999999958
51	linear	1	0	0.0001	136	8	0	0.03901499999999998
51	linear	1	7	0.0001	136	8	0	0.033576999999999996
51	linear	1	15	0.0001	136	8	0	0.03388199999999997
51	linear	1	23	0.0001	136	8	0	0.03434500000000007
51	linear	2	0	0.001	82	6	0	0.03365499999999999
51	linear	2	7	0.001	82	6	0	0.03081499999999998
51	linear	2	15	0.001	60	4	0	0.02179800000000004
51	linear	2	23	0.001	60	4	0	0.02107000000000002
51	linear	2	0	0.0001	98	6	0	0.037170999999999954
51	linear	2	7	0.0001	106	6	0	0.03613600000000003
51	linear	2	15	0.0001	60	4	0	0.02067299999999997
51	linear	2	23	0.0001	60	4	0	0.02079200000000002
51	linear	3	0	0.001	122	6	0	0.047371999999999984
51	linear	3	7	0.001	106	6	0	0.04006999999999994
51	linear	3	15	0.001	106	6	0	0.040332000000000034
51	linear	3	23	0.001	90	6	0	0.036201000000000025
51	linear	3	0	0.0001	154	6	0	0.057170999999999916
51	linear	3	7	0.0001	154	6	0	0.05228699999999997
51	linear	3	15	0.0001	154	6	0	0.05257700000000001
51	linear	3	23	0.0001	154	6	0	0.05341599999999999
51	linear	4	0	0.001	98	6	0	0.038277000000000005
51	linear	4	7	0.001	98	6	0	0.03498200000000001
51	linear	4	15	0.001	98	6	0	0.034687000000000065
51	linear	4	23	0.001	98	6	0	0.034698999999999994
51	linear	4	0	0.0001	154	6	0	0.05374099999999998
51	linear	4	7	0.0001	154	6	0	0.04797499999999996
51	linear	4	15	0.0001	154	6	0	0.04824999999999999
51	linear	4	23	0.0001	162	6	0	0.05036600000000002
51	uniform	0	0	0.001	74	6	0	0.02897199999999997
51	uniform	0	7	0.001	89	7	0	0.031110999999999986
51	uniform	0	15	0.001	89	7	0	0.029735000000000053
51	uniform	0	23	0.001	81	7	0	0.027599000000000026
51	uniform	0	0	0.0001	106	6	0	0.03798300000000002
51	uniform	0	7	0.0001	113	7	0	0.039400999999999964
51	uniform	0	15	0.0001	113	7	0	0.035154999999999936
51	uniform	0	23	0.0001	105	7	0	0.03358599999999992
51	uniform	1	0	0.001	96	8	0	0.028432999999999986
51	uniform	1	7	0.001	96	8	0	0.025752999999999984
51	uniform	1	15	0.001	96	8	0	0.02610400000000007
51	uniform	1	23	0.001	96	8	0	0.02627499999999998
51	uniform	1	0	0.0001	120	8	0	0.033208
51	uniform	1	7	0.0001	120	8	0	0.02964700000000002
51	uniform	1	15	0.0001	120	8	0	0.029409000000000005
51	uniform	1	23	0.0001	120	8	0	0.029571999999999946
51	uniform	2	0	0.001	82	6	0	0.03458500000000002
51	uniform	2	7	0.001	82	6	0	0.030065000000000022
51	uniform	2	15	0.001	60	4	0	0.021151000000000003
51	uniform	2	23	0.001	52	4	0	0.019533999999999982
51	uniform	2	0	0.0001	98	6	0	0.03659699999999995
51	uniform	2	7	0.0001	98	6	0	0.034885000000000055
51	uniform	2	15	0.0001	60	4	0	0.021319999999999992
51	uniform	2	23	0.0001	60	4	0	0.020577000000000012
51	uniform	3	0	0.001	90	6	0	0.038912
51	uniform	3	7	0.001	90	6	0	0.03542799999999999
51	uniform	3	15	0.001	90	6	0	0.035464999999999955
51	uniform	3	23	0.001	90	6	0	0.035774000000000014
51	uniform	3	0	0.0001	138	6	0	0.05299699999999992
51	uniform	3	7	0.0001	138	6	0	0.04796600000000009
51	uniform	3	15	0.0001	138	6	0	0.04796400000000009
51	uniform	3	23	0.0001	138	6	0	0.048206999999999944
51	uniform	4	0	0.001	82	6	0	0.03373400000000004
51	uniform	4	7	0.001	82	6	0	0.030204000000000022
51	uniform	4	15	0.001	82	6	0	0.030356999999999995
51	uniform	4	23	0.001	82	6	0	0.030483000000000038
51	uniform	4	0	0.0001	138	6	0	0.04721100000000006
51	uniform	4	7	0.0001	130	6	0	0.04108300000000001
51	uniform	4	15	0.0001	130	6	0	0.04075899999999999
51	uniform	4	23	0.0001	130	6	0	0.040930999999999995
52	linear	0	0	0.001	75	5	0	0.02888199999999992
52	linear	0	7	0.001	75	5	0	0.026167999999999997
52	linear	0	15	0.001	75	5	0	0.025591000000000003
52	linear	0	23	0.001	75	5	0	0.026132000000000016
52	linear	0	0	0.0001	123	5	0	0.042285000000000045
52	linear	0	7	0.0001	123	5	0	0.038575000000000054
52	linear	0	15	0.0001	107	5	0	0.033593999999999985
52	linear	0	23	0.0001	107	5	0	0.03403400000000009
52	linear	1	0	0.001	98	6	0	0.037470000000000114
52	linear	1	7	0.001	75	5	0	0.030166999999999916
52	linear	1	15	0.001	75	5	0	0.02898600000000004
52	linear	1	23	0.001	75	5	0	0.02944299999999994
52	linear	1	0	0.0001	130	6	0	0.04673800000000017
52	linear	1	7	0.0001	123	5	0	0.04487800000000003
52	linear	1	15	0.0001	139	5	0	0.04907499999999981
52	linear	1	23	0.0001	123	5	0	0.04229300000000008
52	linear	2	0	0.001	83	5	0	0.031207000000000026
52	linear	2	7	0.001	83	5	0	0.031427999999999956
52	linear	2	15	0.001	91	5	0	0.030037999999999954
52	linear	2	23	0.001	91	5	0	0.029842999999999897
52	linear	2	0	0.0001	99	5	0	0.035108000000000014
52	linear	2	7	0.0001	107	5	0	0.035284999999999955
52	linear	2	15	0.0001	107	5	0	0.03375500000000009
52	linear	2	23	0.0001	107	5	0	0.033691000000000026
52	linear	3	0	0.001	45	3	0	0.022194000000000005
52	linear	3	7	0.001	45	3	0	0.02019500000000002
52	linear	3	15	0.001	45	3	0	0.021764000000000006
52	linear	3	23	0.001	45	3	0	0.018458000000000044
52	linear	3	0	0.0001	45	3	0	0.022368
52	linear	3	7	0.0001	45	3	0	0.02010000000000002
52	linear	3	15	0.0001	45	3	0	0.020320999999999992
52	linear	3	23	0.0001	45	3	0	0.018172000000000035
52	linear	4	0	0.001	61	3	0	0.025209999999999996
52	linear	4	7	0.001	61	3	0	0.02303300000000004
52	linear	4	15	0.001	61	3	0	0.02343999999999999
52	linear	4	23	0.001	61	3	0	0.022990000000000024
52	linear	4	0	0.0001	77	3	0	0.028635000000000063
52	linear	4	7	0.0001	77	3	0	0.027175999999999978
52	linear	4	15	0.0001	77	3	0	0.027340000000000003
52	linear	4	23	0.0001	77	3	0	0.026693999999999996
52	uniform	0	0	0.001	75	5	0	0.03222599999999996
52	uniform	0	7	0.001	75	5	0	0.02577100000000003
52	uniform	0	15	0.001	75	5	0	0.02526200000000002
52	uniform	0	23	0.001	75	5	0	0.025821999999999998
52	uniform	0	0	0.0001	107	5	0	0.03818299999999998
52	uniform	0	7	0.0001	107	5	0	0.03396900000000008
52	uniform	0	15	0.0001	107	5	0	0.03325500000000012
52	uniform	0	23	0.0001	107	5	0	0.033951999999999954
52	uniform	1	0	0.001	82	6	0	0.032898999999999984
52	uniform	1	7	0.001	75	5	0	0.02974799999999994
52	uniform	1	15	0.001	75	5	0	0.03201200000000001
52	uniform	1	23	0.001	75	5	0	0.03598099999999993
52	uniform	1	0	0.0001	130	6	0	0.0445310000000001
52	uniform	1	7	0.0001	107	5	0	0.03854600000000005
52	uniform	1	15	0.0001	107	5	0	0.0372600000000001
52	uniform	1	23	0.0001	91	5	0	0.0333770000000001
52	uniform	2	0	0.001	67	5	0	0.02738099999999999
52	uniform	2	7	0.001	67	5	0	0.024535000000000085
52	uniform	2	15	0.001	67	5	0	0.02444499999999998
52	uniform	2	23	0.001	67	5	0	0.023496000000000045
52	uniform	2	0	0.0001	99	5	0	0.03482099999999999
52	uniform	2	7	0.0001	107	5	0	0.03489999999999999
52	uniform	2	15	0.0001	107	5	0	0.03381000000000006
52	uniform	2	23	0.0001	107	5	0	0.033430000000000015
52	uniform	3	0	0.001	29	3	0	0.017700000000000077
52	uniform	3	7	0.001	29	3	0	0.016272999999999996
52	uniform	3	15	0.001	29	3	0	0.016122999999999964
52	uniform	3	23	0.001	29	3	0	0.014135999999999954
52	uniform	3	0	0.0001	45	3	0	0.022194000000000033
52	uniform	3	7	0.0001	45	3	0	0.020239999999999966
52	uniform	3	15	0.0001	45	3	0	0.02045200000000004
52	uniform	3	23	0.0001	45	3	0	0.018108
52	uniform	4	0	0.001	45	3	0	0.020517999999999995
52	uniform	4	7	0.001	45	3	0	0.01896400000000001
52	uniform	4	15	0.001	45	3	0	0.019245000000000012
52	uniform	4	23	0.001	45	3	0	0.018805000000000002
52	uniform	4	0	0.0001	77	3	0	0.029555999999999985
52	uniform	4	7	0.0001	77	3	0	0.026890999999999957
52	uniform	4	15	0.0001	77	3	0	0.027159999999999962
52	uniform	4	23	0.0001	77	3	0	0.03159000000000001
53	linear	0	0	0.001	167	9	0	0.06190199999999968
53	linear	0	7	0.001	167	9	0	0.057179000000000035
53	linear	0	15	0.001	167	9	0	0.05425500000000005
53	linear	0	23	0.001	166	10	0	0.048794999999999755
53	linear	0	0	0.0001	175	9	0	0.06446199999999996
53	linear	0	7	0.0001	175	9	0	0.05694099999999991
53	linear	0	15	0.0001	207	9	0	0.06968400000000052
53	linear	0	23	0.0001	214	10	0	0.0643309999999997
53	linear	1	0	0.001	158	10	0	0.04457900000000009
53	linear	1	7	0.001	159	9	0	0.042012999999999856
53	linear	1	15	0.001	159	9	0	0.04326199999999997
53	linear	1	23	0.001	159	9	0	0.04260799999999987
53	linear	1	0	0.0001	190	10	0	0.05263299999999982
53	linear	1	7	0.0001	191	9	0	0.05045999999999995
53	linear	1	15	0.0001	183	9	0	0.0485259999999999
53	linear	1	23	0.0001	183	9	0	0.049561999999999884
53	linear	2	0	0.001	90	6	0	0.03391300000000011
53	linear	2	7	0.001	61	3	0	0.023478999999999958
53	linear	2	15	0.001	61	3	0	0.02407199999999997
53	linear	2	23	0.001	61	3	0	0.023449000000000025
53	linear	2	0	0.0001	114	6	0	0.04112099999999999
53	linear	2	7	0.0001	77	3	0	0.028268999999999975
53	linear	2	15	0.0001	77	3	0	0.027539000000000008
53	linear	2	23	0.0001	77	3	0	0.02721899999999995
53	linear	3	0	0.001	61	3	0	0.024912000000000004
53	linear	3	7	0.001	61	3	0	0.023033000000000053
53	linear	3	15	0.001	61	3	0	0.02307499999999997
53	linear	3	23	0.001	61	3	0	0.023020000000000027
53	linear	3	0	0.0001	77	3	0	0.029702000000000048
53	linear	3	7	0.0001	77	3	0	0.026779999999999998
53	linear	3	15	0.0001	77	3	0	0.026699000000000014
53	linear	3	23	0.0001	77	3	0	0.027033
53	linear	4	0	0.001	61	3	0	0.02534600000000002
53	linear	4	7	0.001	61	3	0	0.02326799999999997
53	linear	4	15	0.001	61	3	0	0.02269699999999998
53	linear	4	23	0.001	61	3	0	0.023381
53	linear	4	0	0.0001	77	3	0	0.029800999999999953
53	linear	4	7	0.0001	77	3	0	0.02703400000000003
53	linear	4	15	0.0001	77	3	0	0.027332999999999955
53	linear	4	23	0.0001	77	3	0	0.027350999999999986
53	uniform	0	0	0.001	167	9	0	0.05997600000000003
53	uniform	0	7	0.001	167	9	0	0.05493400000000015
53	uniform	0	15	0.001	167	9	0	0.053412000000000015
53	uniform	0	23	0.001	174	10	0	0.04900499999999963
53	uniform	0	0	0.0001	175	9	0	0.06085300000000021
53	uniform	0	7	0.0001	175	9	0	0.05697799999999986
53	uniform	0	15	0.0001	207	9	0	0.0703830000000002
53	uniform	0	23	0.0001	214	10	0	0.06548199999999982
53	uniform	1	0	0.001	158	10	0	0.044584999999999986
53	uniform	1	7	0.001	151	9	0	0.03870800000000013
53	uniform	1	15	0.001	151	9	0	0.039654999999999774
53	uniform	1	23	0.001	151	9	0	0.04101199999999994
53	uniform	1	0	0.0001	190	10	0	0.05172799999999983
53	uniform	1	7	0.0001	183	9	0	0.0482660000000002
53	uniform	1	15	0.0001	183	9	0	0.04844000000000004
53	uniform	1	23	0.0001	183	9	0	0.047798000000000174
53	uniform	2	0	0.001	74	6	0	0.02831500000000002
53	uniform	2	7	0.001	45	3	0	0.019157000000000014
53	uniform	2	15	0.001	45	3	0	0.01948500000000001
53	uniform	2	23	0.001	45	3	0	0.02023399999999998
53	uniform	2	0	0.0001	98	6	0	0.03666100000000004
53	uniform	2	7	0.0001	61	3	0	0.023215999999999987
53	uniform	2	15	0.0001	61	3	0	0.026486999999999997
53	uniform	2	23	0.0001	61	3	0	0.023017000000000037
53	uniform	3	0	0.001	45	3	0	0.020866000000000037
53	uniform	3	7	0.001	45	3	0	0.01883
53	uniform	3	15	0.001	45	3	0	0.018914000000000028
53	uniform	3	23	0.001	45	3	0	0.018813999999999977
53	uniform	3	0	0.0001	77	3	0	0.029491999999999963
53	uniform	3	7	0.0001	77	3	0	0.026934
53	uniform	3	15	0.0001	77	3	0	0.026623999999999995
53	uniform	3	23	0.0001	77	3	0	0.027090000000000017
53	uniform	4	0	0.001	45	3	0	0.020554999999999997
53	uniform	4	7	0.001	45	3	0	0.018809000000000006
53	uniform	4	15	0.001	45	3	0	0.018866000000000015
53	uniform	4	23	0.001	45	3	0	0.018978000000000002
53	uniform	4	0	0.0001	77	3	0	0.029532000000000017
53	uniform	4	7	0.0001	77	3	0	0.02669200000000002
53	uniform	4	15	0.0001	77	3	0	0.02691200000000002
53	uniform	4	23	0.0001	77	3	0	0.026819000000000023
54	linear	0	0	0.001	101	11	0	0.02686299999999983
54	linear	0	7	0.001	101	11	0	0.02518400000000004
54	linear	0	15	0.001	94	10	0	0.024978000000000056
54	linear	0	23	0.001	109	11	0	0.027781
54	linear	0	0	0.0001	125	11	0	0.034625999999999935
54	linear	0	7	0.0001	117	11	0	0.02824099999999996
54	linear	0	15	0.0001	110	10	0	0.02780999999999989
54	linear	0	23	0.0001	133	11	0	0.03194700000000017
54	linear	1	0	0.001	86	10	0	0.02080899999999998
54	linear	1	7	0.001	86	10	0	0.016669000000000017
54	linear	1	15	0.001	79	9	0	0.014843000000000078
54	linear	1	23	0.001	79	9	0	0.014637999999999957
54	linear	1	0	0.0001	118	10	0	0.027316999999999966
54	linear	1	7	0.0001	118	10	0	0.022847999999999896
54	linear	1	15	0.0001	103	9	0	0.01895099999999994
54	linear	1	23	0.0001	103	9	0	0.018752999999999992
54	linear	2	0	0.001	52	4	0	0.021091
54	linear	2	7	0.001	59	5	0	0.01834900000000001
54	linear	2	15	0.001	79	9	0	0.020994999999999986
54	linear	2	23	0.001	94	10	0	0.01792600000000001
54	linear	2	0	0.0001	84	4	0	0.028375999999999985
54	linear	2	7	0.0001	83	5	0	0.022081000000000003
54	linear	2	15	0.0001	95	9	0	0.021644000000000024
54	linear	2	23	0.0001	110	10	0	0.02339600000000007
54	linear	3	0	0.001	67	5	0	0.02646799999999999
54	linear	3	7	0.001	75	5	0	0.02333200000000002
54	linear	3	15	0.001	59	5	0	0.020795999999999995
54	linear	3	23	0.001	59	5	0	0.020494
54	linear	3	0	0.0001	75	5	0	0.028973999999999944
54	linear	3	7	0.0001	83	5	0	0.024393000000000012
54	linear	3	15	0.0001	83	5	0	0.024114000000000024
54	linear	3	23	0.0001	67	5	0	0.02256800000000002
54	linear	4	0	0.001	65	7	0	0.01951599999999999
54	linear	4	7	0.001	58	6	0	0.016197000000000003
54	linear	4	15	0.001	58	6	0	0.016750999999999988
54	linear	4	23	0.001	73	7	0	0.020742999999999998
54	linear	4	0	0.0001	81	7	0	0.021806999999999965
54	linear	4	7	0.0001	74	6	0	0.020445999999999936
54	linear	4	15	0.0001	74	6	0	0.020298999999999998
54	linear	4	23	0.0001	89	7	0	0.024163000000000018
54	uniform	0	0	0.001	101	11	0	0.027074000000000042
54	uniform	0	7	0.001	93	11	0	0.022280999999999954
54	uniform	0	15	0.001	94	10	0	0.022729000000000027
54	uniform	0	23	0.001	101	11	0	0.024359000000000006
54	uniform	0	0	0.0001	133	11	0	0.03322100000000007
54	uniform	0	7	0.0001	117	11	0	0.026897000000000004
54	uniform	0	15	0.0001	110	10	0	0.026112999999999997
54	uniform	0	23	0.0001	133	11	0	0.03191599999999997
54	uniform	1	0	0.001	86	10	0	0.020509000000000013
54	uniform	1	7	0.001	86	10	0	0.016232000000000003
54	uniform	1	15	0.001	79	9	0	0.014557
54	uniform	1	23	0.001	79	9	0	0.014637000000000018
54	uniform	1	0	0.0001	102	10	0	0.02331700000000002
54	uniform	1	7	0.0001	102	10	0	0.019812000000000038
54	uniform	1	15	0.0001	103	9	0	0.01885800000000004
54	uniform	1	23	0.0001	95	9	0	0.017285000000000036
54	uniform	2	0	0.001	60	4	0	0.022174
54	uniform	2	7	0.001	59	5	0	0.01800999999999997
54	uniform	2	15	0.001	79	9	0	0.019884000000000027
