case_id configuration_id profile d_bin_index epoch_index rep lane root_index source_root_index role role_hint physical_real v_re v_im final_v_re final_v_im d14real_updates cluster_id double_seed_index double_seed_v_re double_seed_v_im double_seed_valid expanded_seed_source_index expanded_seed_displacement expanded_seed_match_valid cluster_size freeze_count reactivation_count d14real_newton d14real_nearest_sep d14real_rel_correction d14real_position_error qf_escalated qf_source_match_valid qf_displacement qf_displacement_valid qf_newton qf_nearest_sep qf_position_error qf_expanded_relative_residual
0 0 linear 0 0 0 cold 0 1 1 1 1 20.008564484513812 -1.5435678054491516e-64 20.008564484513812 -3.3950435904320089e-70 25 1 1 20.008564484433247 1.0487764861735045e-28 1 1 8.0566140925696577e-11 1 1 0 0 1.7178991773049807e-26 0.0029400703784077109 5.8430546082211949e-24 1.9202585628610886e-27 1 1 8.273764226208455e-28 1 4.5331168607087682e-29 0.0029400703784099994 5.0670939151865155e-30 2.9404306900931643e-19
0 0 linear 0 0 0 cold 1 2 1 1 1 0.021778820159177471 -7.3469411138512051e-296 0.021778820159177471 -8.2412667565563161e-49 25 2 2 0.021779488997509647 2.3771715595410858e-14 1 2 6.6883833217606086e-07 1 1 0 0 0 5.3244616074182155e-05 0 0 1 1 4.1290457891474204e-21 1 1.1824095070289407e-21 5.3244616074181505e-05 4.0060903792528964e-21 2.158771937809546e-46
0 0 linear 0 0 0 cold 2 3 2 2 -1 2.5771170040621523 1.8704542427123023 2.5771170040621523 1.8704542427123023 25 3 3 2.5771170040621523 1.8704542427123019 1 3 3.8035277763404147e-16 1 1 0 0 5.1569742434265618e-32 3.1667144163986292 1.6284936263028642e-32 1.6061936271147223e-32 1 1 5.7451171382219894e-32 1 3.8324096897859616e-34 3.1667144163986296 1.1936441272851551e-34 4.2435590310311065e-29
0 0 linear 0 0 0 cold 3 4 1 1 1 0.021832064775251653 4.6006863811066948e-296 0.021832064775251653 0 25 4 4 0.021831298106096665 2.0415171811427129e-13 1 4 7.6666915498774134e-07 1 1 0 0 0 5.3244616074182155e-05 0 0 1 1 3.2097474570670599e-20 1 0 5.3244616074181505e-05 0 6.4735347478353578e-47
0 0 linear 0 0 0 cold 4 5 2 2 -1 0.018553962439703187 1.985237921831114e-05 0.018553962500129331 1.9852403136328694e-05 25 5 5 0.018928848107665656 0.00019860987617254146 1 5 0.00041532331129395117 0 1 0 0 3.3799953065837167e-11 3.9704797526618684e-05 8.5128133554080402e-07 1.240702807649954e-10 1 1 6.4987615474813239e-11 1 1.7603988274309438e-13 3.9704806272657388e-05 6.4619372694579964e-13 8.414277967342635e-47
0 0 linear 0 0 0 cold 5 6 1 2 1 0.018516125730377669 -6.6721470370002634e-21 0.018516125879892716 -0 25 6 6 0.018666028643387327 0.00055513927936094731 1 11 0.00054121995681816627 0 1 0 0 6.6721463964961108e-21 3.7928291375540666e-05 1.7591476321548376e-16 2.451661519479948e-20 1 1 1.495150438677828e-10 1 0 3.7928508108548427e-05 0 1.0038437632786205e-46
0 0 linear 0 0 0 cold 6 7 2 2 -1 0.018453317932008245 0.00014017171410625237 0.018453317931545539 0.0001401717138662849 25 7 7 0.01820399410078884 0.0005511191535813592 1 7 0.00048066638200686438 0 1 0 0 0 0.00013720213829677906 0 0 1 1 5.2123216749937918e-13 1 1.2056406938351017e-14 0.00013720195189655427 4.4376257245755726e-14 1.4882359962824731e-46
0 0 linear 0 0 0 cold 7 8 2 2 -1 0.018478571504606304 5.3137005355228493e-06 0.018478571460882609 5.3138818347487026e-06 25 8 8 0.017891195640475727 0.00022474307064068152 1 6 0.0005809028860639697 0 1 0 0 1.5775275375317907e-10 1.0627567501211963e-05 1.4843731054654701e-05 5.8024680262145112e-10 1 1 1.8649710652251534e-10 1 4.3817999770230477e-12 1.0627763669497405e-05 1.6117154020527996e-11 2.2992460148191474e-46
0 0 linear 0 0 0 cold 8 9 1 2 1 0.018293131556313586 -3.2083888217016516e-158 0.018293131556218381 -0 25 9 9 0.017909914373007558 -0.00021713390830720028 1 8 0.00046050182210810841 0 1 0 0 3.2083888217219799e-158 0.00018551602817273242 1.7294402286009895e-154 1.1860772342393337e-157 1 1 9.5204221120823115e-14 1 0 0.00018551602513538332 0 1.3439197189785867e-46
0 0 linear 0 0 0 cold 9 11 2 2 -1 0.018478571464442494 -5.3138669656132184e-06 0.018478571460882609 -5.3138818347487026e-06 25 11 11 0.018657693323490324 -0.00052237697170864591 1 9 0.00060682666982040637 0 1 0 0 2.5122402852373216e-10 1.0627567501211963e-05 2.3638902175411511e-05 9.2405321607933171e-10 1 1 1.5289341597004059e-11 1 4.3817999770230477e-12 1.0627763669497405e-05 1.6117154020527996e-11 2.2992460148191474e-46
