# V2 adaptive trajectory benchmark; value-only; radial-only topology prebuilt; full-cold D14/topology per epoch; full-warm L2 D14 warm seed; repeats median; n_r=adaptive
case_id configuration_id profile d_bin_index epoch_index trajectory_id trajectory_pos target s q rho x y time u X reference topology_status topology_cells topology_events cold_ms warm_ms radial_ms cold_topology_ms warm_topology_ms radial_topology_ms cold_adaptive_ms warm_adaptive_ms radial_adaptive_ms cold_setup_ms warm_setup_ms radial_setup_ms cold_physical_ms warm_physical_ms radial_physical_ms cold_estimator_ms warm_estimator_ms radial_estimator_ms cold_scheduler_ms warm_scheduler_ms radial_scheduler_ms cold_mu warm_mu radial_mu cold_error warm_error radial_error cold_value_converged warm_value_converged radial_value_converged cold_stop warm_stop radial_stop cold_status warm_status radial_status cold_nodes warm_nodes radial_nodes cold_evaluations warm_evaluations radial_evaluations cold_panels warm_panels radial_panels cold_splits warm_splits radial_splits warm_l1 warm_l2 warm_l3 warm_rescreen_fail warm_seed_used
0 0 linear 0 0 0 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 13 12 53.365786999999997 53.378711000000003 0.25470999999999999 53.097338999999998 53.092106000000001 0 0.26844799999999935 0.28660500000000155 0.25470999999999999 0.012928 0.012644000000000001 0.011328 0.22637799999999997 0.24229800000000001 0.21709499999999998 0.0054590000000000003 0.0064480000000000006 0.0040540000000000003 0.0012130000000000001 0.0012010000000000002 0.0009459999999999999 7.0379226907888537 7.0379226907888537 7.0379226907888537 0.0069709170379530783 0.0069709170379530783 0.0069709170379530783 1 1 1 Converged Converged Converged OK OK OK 67 67 67 67 67 67 5 5 5 0 0 0 0 0 1 0 0
0 0 linear 0 7 0 1 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 13 12 53.400863999999999 53.150680000000001 0.26638600000000001 53.047536999999998 52.773269999999997 0 0.35332700000000017 0.37741000000000469 0.26638600000000001 0.011809 0.011743 0.0094450000000000003 0.30792699999999995 0.33001799999999998 0.23415999999999998 0.0065269999999999989 0.0063829999999999998 0.004385 0.0021280000000000001 0.002349 0.00093199999999999999 7.165175685042759 7.165175685042759 7.165175685042759 0.0042243841136257428 0.0042243841136257428 0.0042243841136257428 1 1 1 Converged Converged Converged OK OK OK 83 83 83 83 83 83 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 15 0 2 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 13 12 53.680790000000002 53.514915000000002 0.288267 53.284669000000001 53.125861999999998 0 0.39612100000000083 0.38905300000000409 0.288267 0.011799 0.011679999999999999 0.0092659999999999999 0.35002 0.34487900000000005 0.25433199999999989 0.0072080000000000009 0.0073010000000000011 0.0048170000000000001 0.0024199999999999998 0.0015089999999999999 0.0011350000000000002 7.2540425509600803 7.2540425509600803 7.2540425509600803 0.004735134095598682 0.004735134095598682 0.004735134095598682 1 1 1 Converged Converged Converged OK OK OK 91 91 91 91 91 91 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 23 0 3 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 13 12 53.571722000000001 53.425700999999997 0.29520600000000002 53.167397000000001 53.048566000000001 0 0.40432500000000005 0.37713499999999556 0.29520600000000002 0.011693 0.011833 0.0092940000000000002 0.35769200000000007 0.33285199999999993 0.26299299999999992 0.0095270000000000007 0.0084749999999999999 0.0046819999999999995 0.0016849999999999999 0.001536 0.0010970000000000001 7.2793514851610421 7.2793514851610421 7.2793514851610421 0.0045131773167344669 0.0045131773167344669 0.0045131773167344669 1 1 1 Converged Converged Converged OK OK OK 91 91 91 91 91 91 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 0 0 0 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0.5 -1.0576909932376057 7.037894869661673 OK 13 12 53.467137999999998 53.448604000000003 0.33093 53.056128999999999 53.012414 0 0.41100899999999996 0.43619000000000341 0.33093 0.012854000000000001 0.012664999999999999 0.011058 0.34859599999999991 0.37157800000000002 0.28030299999999986 0.0098750000000000001 0.010836 0.0069119999999999997 0.0018470000000000001 0.002366 0.0014839999999999999 7.037916549943767 7.037916549943767 7.037916549943767 0.00061097229468194767 0.00061097229468194767 0.00061097229468194767 1 1 1 Converged Converged Converged OK OK OK 107 107 107 107 107 107 5 5 5 0 0 0 0 0 1 0 0
0 0 linear 0 7 0 1 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0.5 -1.0577120131363507 7.1651902970737442 OK 13 12 53.470351000000001 53.155501999999998 0.37660100000000002 52.962639000000003 52.736657999999998 0 0.50771199999999794 0.41884399999999999 0.37660100000000002 0.011913 0.010557 0.012751999999999999 0.44309499999999985 0.3595509999999999 0.32857800000000004 0.010606000000000001 0.0097390000000000011 0.007358 0.0027560000000000002 0.001704 0.001371 7.1651536136369565 7.1651536136369565 7.1651536136369565 0.00032612592464725321 0.00032612592464725321 0.00032612592464725321 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 15 0 2 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0.5 -1.0577360358777737 7.2540663721087535 OK 13 12 53.699019 53.648701000000003 0.37033700000000003 53.190252000000001 53.114969000000002 0 0.50876699999999886 0.53373200000000054 0.37033700000000003 0.011698999999999999 0.011702000000000001 0.0095010000000000008 0.44725899999999996 0.47757499999999986 0.32882900000000015 0.010710000000000001 0.010089000000000001 0.0064419999999999998 0.003016 0.0028530000000000001 0.001433 7.2540771215429531 7.2540771215429531 7.2540771215429531 0.00044980356117735841 0.00044980356117735841 0.00044980356117735841 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 0 23 0 3 0.0001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0.5 -1.0577600586191964 7.2792531935334868 OK 13 12 53.694374000000003 53.498725 0.37823099999999998 53.17812 52.966475000000003 0 0.51625400000000354 0.53224999999999767 0.37823099999999998 0.011667 0.011618 0.0093200000000000002 0.45568299999999995 0.47517499999999974 0.33782499999999993 0.012171999999999999 0.010853 0.0061459999999999996 0.0018699999999999999 0.0017719999999999999 0.0013179999999999999 7.2793538566257574 7.2793538566257574 7.2793538566257574 0.00042741280698359362 0.00042741280698359362 0.00042741280698359362 1 1 1 Converged Converged Converged OK OK OK 123 123 123 123 123 123 5 5 5 0 0 0 0 1 0 0 1
0 0 linear 1 0 1 0 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0.5 0.10924686468716169 589.76910771294774 OK 15 15 0.96308099999999996 0.95111699999999999 0.32328899999999999 0.62778100000000003 0.623699 0 0.33529999999999993 0.32741799999999999 0.32328899999999999 0.013247999999999999 0.012017 0.011499000000000001 0.28569000000000011 0.27913499999999991 0.27630500000000002 0.0047850000000000002 0.0054469999999999996 0.0048020000000000007 0.0013429999999999998 0.0013079999999999999 0.0013249999999999998 589.76731831372365 589.76731831372365 589.76731831372365 0.37759342414534319 0.37759342414534319 0.37759342414534319 1 1 1 Converged Converged Converged OK OK OK 105 105 105 105 105 105 7 7 7 0 0 0 0 0 1 0 0
0 0 linear 1 7 1 1 0.001 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0.5 0.10922584478841664 593.08183624951698 OK 15 15 0.81767999999999996 0.71746299999999996 0.31657600000000002 0.49647599999999997 0.37529899999999999 0 0.32120399999999999 0.34216399999999997 0.31657600000000002 0.012338999999999999 0.012335 0.011754000000000001 0.28240600000000005 0.30412600000000012 0.27958700000000009 0.0049800000000000001 0.0045840000000000004 0.0045009999999999998 0.0012949999999999999 0.0012149999999999999 0.0012380000000000002 593.09247526628167 593.09247526628167 593.09247526628167 0.32958847976942346 0.32958847976942346 0.32958847976942346 1 1 1 Converged Converged Converged OK OK OK 105 105 105 105 105 105 7 7 7 0 0 0 0 1 0 0 1
