case	config	profile	d_bin	epoch	rep	lane	index	role_hint	matched_final_role	matched_physical_real	role_match_valid	dominant_sweep_count	step_first	step_median	step_last	step_max	step_min	newton_step_last	aberth_to_newton_ratio_median	p_abs_last	nearest_sep_last
149	149	uniform	1	15	0	warm	1	1	1	1	True	0	8.670081721860704230815663866262688781E-27	2.302369333260245138125894048E-28	1.469075465849457481126745265746773583E-28	8.670081721860704230815663866262688781E-27	2.540631501936084123884623920970430994E-29	1.469075465849457481126740596826102183E-28	1.000000000000000000000001042	+4.675886566639754840513099054533086019e-20	+4.621903635517900816726481433469621222e-05
149	149	uniform	1	15	0	warm	2	2	2	-1	True	0	1.322499298626174817119278985997721136E-32	3.750079358567591301873221484E-34	3.686297434333037511179804994794087408E-34	1.322499298626174817119278985997721136E-32	2.387964042165351086334607179908114760E-34	3.686297434333037511179804994794090376E-34	1.000000000000000000000000000	+2.717261951235046177814747107685211108e-24	+1.442131447026939592646512443586667657e+00
149	149	uniform	1	15	0	warm	3	1	1	1	True	0	4.047005420784315562740531921697118516E-28	2.379864192763038783649173373E-30	3.358596220089829625409655789979791999E-30	4.047005420784315562740531921697118516E-28	3.296781565732348098561625320377584938E-31	3.358596220089829625409655952048756690E-30	0.9999999999999999999999999935	+3.139265809351194440481244046413431529e-32	+6.945811679978146766239661118070783567e-05
149	149	uniform	1	15	0	warm	4	2	2	-1	True	1	3.103761245410756471575847567884650821E-15	0E-36	0E-36	3.103761245410756471575847567884650821E-15	0E-36	0E-36	1.000000000000000666455673866	+0.000000000000000000000000000000000000e+00	+2.046588190773992769209753874612203955e-05
149	149	uniform	1	15	0	warm	5	2	1	1	True	1	1.149092106764476830968663701983826326E-14	2.732499811580398404829095400E-178	2.392734787196061587307370653274313799E-350	1.149092106764476830968663701983826326E-14	2.392734787196061587307370653274313799E-350	2.392734787196061587307370653274313799E-350	1	+2.005165444724088670347183014743913279e-370	+2.046588190772475989618877994292533905e-05
149	149	uniform	1	15	0	warm	6	2	2	-1	True	0	6.079051553235372169261856463790305060E-19	2.657870270401807631515732926E-21	8.926577677783173878877067023598917096E-22	6.079051553235372169261856463790305060E-19	8.874928771683117325471002440903659469E-22	8.926577677783173923456620978183734955E-22	0.999999999999999994962269832	+7.581710750398528849601175615598037376e-37	+8.486041326988749164381831283879790964e-04
149	149	uniform	1	15	0	warm	7	2	1	1	True	0	1.122942147119964038011503335183202676E-19	2.592279574549178117518186097E-239	8.058871532286927976270267193624836403E-469	1.122942147119964038011503335183202676E-19	8.058871532286927976270267193624836403E-469	8.058871532286927976270267193624836403E-469	1	+4.373230712878459750386955043728337639e-484	+7.518092192569625701894545095034887123e-04
149	149	uniform	1	15	0	warm	8	2	2	-1	True	10	2.618792077162108599954491509038750853E-15	4.849613557888797845967181124E-17	0E-36	2.618792077162108599954491509038750853E-15	0E-36	0E-36	1.000000000007243656209049192	+0.000000000000000000000000000000000000e+00	+2.046588190772475989618877994292533905e-05
149	149	uniform	1	15	0	warm	9	2	2	-1	True	0	9.585620098971466588697682226915729548E-20	0E-36	0E-36	9.585620098971466588697682226915729548E-20	0E-36	0E-36	0.9999999999999999999125900827	+0.000000000000000000000000000000000000e+00	+8.486041326988749133750116090787600236e-04
149	149	uniform	1	15	0	warm	10	2	1	1	True	12	1.619007461671954140357751503585107198E-17	5.908786356466193944196386065E-19	7.090543627759425964692910993446359961E-19	1.619007461671954140357751503585107198E-17	2.363514542586470641085016999285681029E-19	7.090543627759467888069557474457009409E-19	0.9999999999999980291414007455	+4.513898307157584030599948302933423403e-36	+3.373989538444355613450289188409623923e-04
149	149	uniform	1	15	0	warm	11	2	1	1	True	0	3.098914317793707292510520570272611752E-15	3.774746727590493235424990814E-146	5.997628424915244463246112766766619830E-324	3.098914317793707292510520570272611752E-15	5.997628424915244463246112766766619830E-324	5.997628424915244463246112766766619830E-324	1	+2.184045928819175595679873430802843380e-343	+4.987447981759279038553100330303931912e-05
149	149	uniform	1	15	0	warm	12	2	2	-1	True	0	4.526454958359480308964273942855063955E-32	3.813861282802145092566637974E-34	3.813861282802145092566637974579149328E-34	4.526454958359480308964273942855063955E-32	1.061345961709230379407560107081069672E-34	3.813861282802145092566637974579145248E-34	1.000000000000000000000000000	+2.811292451478967444929150225940860744e-24	+1.442131447026939592646512443586668042e+00
149	149	uniform	1	15	0	warm	13	1	1	1	True	0	5.011316716812549627522725627968675063E-28	2.251607158060704050772403370E-30	2.837641897829928392754261716315263229E-30	5.011316716812549627522725627968675063E-28	2.673140918245584717811985507730492891E-31	2.837641897829928392754261600148250109E-30	1.000000000000000000000000004	+2.657783323254385477217249560767199700e-32	+6.945811679978146766239661453933706569e-05
149	149	uniform	1	23	0	warm	0	1	1	1	True	0	5.904876308508495419225352812332752290E-27	2.585269950170102133243342856E-28	2.914561330121006103897693110929787256E-28	5.904876308508495419225352812332752290E-27	2.519577982957674320915830823819691053E-29	2.914561330121006103897711492164411874E-28	0.9999999999999999999999998985	+9.277657750394758401357719890256703366e-20	+4.621921260837639866887576273870972121e-05
149	149	uniform	1	23	0	warm	1	1	1	1	True	0	1.487140818435250716149545403359080792E-27	2.389097296812362428597901322E-28	3.320327545913621789636076269972064790E-28	1.487140818435250716149545403359080792E-27	8.316412137541945622131730552339493411E-31	3.320327545913621789636052419966562059E-28	1.000000000000000000000001604	+1.056805950597748157415711744988584542e-19	+4.621921260837639866887605419508080918e-05
149	149	uniform	1	23	0	warm	2	2	2	-1	True	0	5.158954360599345167094209905517436271E-32	3.308161251506986693786998588E-35	3.308161251506986693786998588575206116E-35	5.158954360599345167094209905517436271E-32	3.308161251506986693786998588575206116E-35	3.308161251506986693786998588575205189E-35	1.000000000000000000000000000	+2.438626966133839690478674994005749738e-25	+1.442126292106924566281477807468626259e+00
149	149	uniform	1	23	0	warm	3	1	1	1	True	0	3.094774668470524690561542118058386436E-29	1.864694457367393372142606074E-30	3.028840720806705256408431690104868316E-30	3.094774668470524690561542118058386436E-29	8.241743457977429269138590080072909182E-32	3.028840720806705256408431821911189080E-30	0.9999999999999999999999999905	+2.831117018249236703992287575599843158e-32	+6.945826078057606823827411125873072225e-05
149	149	uniform	1	23	0	warm	4	2	1	1	True	10	1.165070635214365836335909236065961316E-14	7.42083206488028735577627942E-17	8.575638350130181407369232098744112465E-141	1.165070635214365836335909236065961316E-14	8.575638350130181407369232098744112465E-141	8.575638350130181407369232098744112465E-141	1	+8.693894676979343552985241775039500018e-161	+2.080297708945870460730433112271009489e-05
149	149	uniform	1	23	0	warm	5	2	1	1	True	0	8.681216768426520241878001055237152067E-18	1.471392672614580728224479098E-19	1.471392672614580727020772992620921180E-19	8.681216768426520241878001055237152067E-18	7.356963363072907119427336641276639836E-20	1.471392672614579307986842650476380959E-19	0.9999999999999997588961198545	+1.504632769052528010199982767644474468e-36	+4.045287572661553149824875336483333825e-04
149	149	uniform	1	23	0	warm	6	2	1	1	True	0	6.460060420407166276703882390750260429E-15	6.11703812695462651125366001E-190	1.828200751810619582122028499649066416E-371	6.460060420407166276703882390750260429E-15	1.828200751810619582122028499649066416E-371	1.828200751810619582122028499649066416E-371	1	+9.878836649755146466799220702665986466e-391	+5.565941006506598391248643010187488791e-05
149	149	uniform	1	23	0	warm	7	2	2	-1	True	13	2.988368136339918777134321860369170024E-15	8.788899093637441130252931275E-17	1.171854330047363611754527094817452618E-16	2.988368136339918777134321860369170024E-15	5.721934057221690519571660235549436806E-20	1.171854330056617535085709433644699412E-16	0.999999999998024005354857663	+1.504635638909046041582440739502511522e-36	+2.080297708945870460730433112271009489e-05
149	149	uniform	1	23	0	warm	8	2	2	-1	True	1	2.402299853207454120026291143995440135E-15	0E-36	0E-36	2.402299853207454120026291143995440135E-15	0E-36	0E-36	1.000000000076984157827595296	+0.000000000000000000000000000000000000e+00	+2.080297708957144147110211293007304558e-05
149	149	uniform	1	23	0	warm	9	2	1	1	True	0	5.842992493585043328187833136899095756E-19	6.221952245912970438038688315E-201	1.582733819635899963400946681011659192E-425	5.842992493585043328187833136899095756E-19	1.582733819635899963400946681011659192E-425	1.582733819635899963400946681011659192E-425	1	+5.298420499468941261106109688703355242e-441	+6.091160173968378872362445045691128397e-04
149	149	uniform	1	23	0	warm	10	2	2	-1	True	0	2.124608299071582755776507963550643793E-19	0E-36	0E-36	2.124608299071582755776507963550643793E-19	0E-36	0E-36	1.000000000000000000069386969	+0.000000000000000000000000000000000000e+00	+8.486430234647117552310544745184517437e-04
149	149	uniform	1	23	0	warm	11	2	2	-1	True	0	3.066849642976950913598273485632914198E-19	1.594559569515297085099246976E-21	7.164306713253103717343333472930661760E-21	3.066849642976950913598273485632914198E-19	4.973294655935334509153602743560052906E-23	7.164306713253103411603412411797127369E-21	0.999999999999999997641991818	+6.773459166700711587430680185087414935e-36	+8.486430234647117545953793824519834700e-04
149	149	uniform	1	23	0	warm	12	2	2	-1	True	0	5.158954360599345167094209905517436271E-32	3.308161251506986693786998588E-35	3.308161251506986693786998588575206116E-35	5.158954360599345167094209905517436271E-32	3.308161251506986693786998588575206116E-35	3.308161251506986693786998588575205189E-35	1.000000000000000000000000000	+2.438626966133839690478674994005749738e-25	+1.442126292106924566281477807468626259e+00
149	149	uniform	1	23	0	warm	13	1	1	1	True	0	4.683223305482098344461539384640721686E-28	1.758059328322442081363974983E-30	1.192601649622241411919421638811389788E-30	4.683223305482098344461539384640721686E-28	1.439346818509601704040681219515534904E-31	1.192601649622241411919421659330454199E-30	0.999999999999999999999999995	+1.117039367744596794772467206699257845e-32	+6.945826078057606823827411428754444929e-05
0	0	linear	0	0	0	cold	0	1	1	1	True	0	5.826816892444010762517654212917121005E-27	9.82618312381617274963896863E-29	2.406879044177183414378315730225295077E-29	5.826816892444010762517654212917121005E-27	1.586980954251609158380399541595816804E-29	2.406879044177183414378315710557015062E-29	1.000000000000000000000000002	+2.773603569039551075547933578491210938e-10	+2.940070378409999613320544607452336952e-03
0	0	linear	0	0	0	cold	1	1	1	1	True	0	7.899605493742785348669154660763255552E-28	5.08481320176950103634265139E-29	1.993197582573810880091278765611636300E-28	7.899605493742785348669154660763255552E-28	3.409393988774963341610053956305289314E-31	1.993197582573810880091278900982708649E-28	0.999999999999999999999999995	+2.301039803143112294492311775684356689e-09	+2.940070378409999613320544583382834879e-03
0	0	linear	0	0	0	cold	2	1	1	1	True	0	3.547228521086822370038249902458014166E-21	1.682982344918454751681672983E-237	5.411108222898264728999216870870382401E-466	3.547228521086822370038249902458014166E-21	5.411108222898264728999216870870382401E-466	5.411108222898264728999216870870382401E-466	1	+2.065713452233696194814557135812757161e-480	+5.324461607418150545690701494799731800e-05
0	0	linear	0	0	0	cold	3	2	2	-1	True	0	5.725499452715079045100847285220538089E-32	3.832409689785961430585409385E-34	3.832409689785961430585409384788088972E-34	5.725499452715079045100847285220538089E-32	3.413508349281203566640344201758279221E-34	3.832409689785961430585409384788084150E-34	1.000000000000000000000000000	+5.642323949517845086745644434016557352e-20	+3.166714416398629428018600403226320254e+00
0	0	linear	0	0	0	cold	4	1	1	1	True	0	3.052332848719441543264595514701665954E-20	2.081136033217799585925097050E-21	2.081136033217799585973432530000572860E-21	3.052332848719441543264595514701665954E-20	1.040568016608899815807266538860533048E-21	2.081136033217799677629496726478004182E-21	0.999999999999999963298865486	+9.027796614315168061199896605866846806e-36	+5.324461607418150545690701494799731800e-05
0	0	linear	0	0	0	cold	5	2	2	-1	True	0	6.513456993922527988594048531449252641E-11	0E-36	0E-36	6.513456993922527988594048531449252641E-11	0E-36	0E-36	0.9999956195552285127937340232	+0.000000000000000000000000000000000000e+00	+3.970480608061091519342643785416642590e-05
0	0	linear	0	0	0	cold	6	2	1	1	True	6	1.489608397823606290978706979458062990E-10	9.997341078374448135206194595E-13	1.304884715000875082646051113441356803E-125	1.489608397823606290978706979458062990E-10	1.304884715000875082646051113441356803E-125	1.304884715000875082646051113441356803E-125	1	+9.819471453287886366080185083783148614e-150	+3.792850558969491747465349199322650463e-05
0	0	linear	0	0	0	cold	7	2	2	-1	True	0	5.208557515210291304979116308026223107E-13	3.634198287408922041647352248E-15	7.237375451061705404101498909881897049E-15	5.208557515210291304979116308026223107E-13	7.535254336733344206045565300739759975E-17	7.237375451544467863713893132743474460E-15	1.000000000008398692913968904	+2.258050910614674362335408453674969360e-36	+1.372019572681637141142102081308148132e-04
0	0	linear	0	0	0	cold	8	2	2	-1	True	3	1.840402243655121568447850360476878154E-10	0E-36	0E-36	1.840402243655121568447850360476878154E-10	0E-36	0E-36	0.9999999223123770693291418975	+0.000000000000000000000000000000000000e+00	+1.062775777299678864397412247319594963e-05
0	0	linear	0	0	0	cold	9	2	1	1	True	0	9.520861662097404956226268566917280590E-14	1.182570114285682475911215285E-87	1.193789113044857317484995637609109679E-244	9.520861662097404956226268566917280590E-14	1.193789113044857317484995637609109679E-244	1.193789113044857317484995637609109679E-244	1	+1.763979310835241485873355523325418490e-265	+1.855160252694222757275655707903494533e-04
0	0	linear	0	0	0	cold	10	2	2	-1	True	0	6.197356069461347092630302272410319299E-13	0E-36	0E-36	6.197356069461347092630302272410319299E-13	0E-36	0E-36	1.000000000014078732597003564	+0.000000000000000000000000000000000000e+00	+1.372019525774695357125547854858996990e-04
0	0	linear	0	0	0	cold	11	2	2	-1	True	5	7.303053703865300953832949130983302025E-12	1.460602051395409443843437835E-12	0E-36	7.303053703865300953832949130983302025E-12	0E-36	0E-36	0.9999998446802913996820801435	+0.000000000000000000000000000000000000e+00	+1.062775777299678864397412247319594963e-05
0	0	linear	0	0	0	cold	12	2	2	-1	True	10	3.961039371437106469825453063945753334E-11	3.520945370714172980850932846E-13	8.801929941128282072392458264402547869E-13	3.961039371437106469825453063945753334E-11	1.760385326108447793915068466129748194E-13	8.801930462141675941940086596145526103E-13	1.000000011842541901379030649	+3.761583070574846838135516091506871173e-36	+3.970480608061091519342643785416642590e-05
0	0	linear	0	0	0	cold	13	2	2	-1	True	0	6.714515480625589231996257359469936926E-33	3.622959019533582498612876794E-34	3.413508349281203566640344201758279221E-34	6.714515480625589231996257359469936926E-33	3.413508349281203566640344201758279221E-34	3.413508349281203566640344201758282930E-34	1.000000000000000000000000000	+5.025590025607134514469074116037867282e-20	+3.166714416398629428016921093107683763e+00
0	0	linear	0	7	0	cold	0	1	1	1	True	0	6.479292191976038626192150750144003050E-27	5.37840326300436180936640647E-29	2.063058310841634449490953897929408268E-29	6.479292191976038626192150750144003050E-27	2.387671410608272713849472323502602369E-30	2.063058310841634449490953883478997242E-29	1.000000000000000000000000002	+2.377489316529590723803266882896423340e-10	+2.940074734250344644996760384546819662e-03
0	0	linear	0	7	0	cold	1	1	1	1	True	0	5.195400828679478186760331898432232412E-27	1.134616696870488881425336110E-28	1.095130931300399293028242378280387259E-28	5.195400828679478186760331898432232412E-27	1.515795957621631956412328763317414712E-29	1.095130931300399293028242337414906565E-28	1.000000000000000000000000014	+1.264319315907869167858734726905822754e-09	+2.940074734250344644996760363916258098e-03
0	0	linear	0	7	0	cold	2	1	1	1	True	0	4.646250191151266225549157915424550728E-20	7.94230801906199957511536834E-22	7.942308019061999575213261641196607535E-22	4.646250191151266225549157915424550728E-20	3.971154009530999813117045394761929472E-22	7.942308019061999472168389454293812691E-22	1.000000000000000009730629176	+3.009265538105056020399965535288948935e-36	+5.331227643759335957583883201559757828e-05
0	0	linear	0	7	0	cold	3	2	2	-1	True	0	2.514655429127605562818133618979681944E-32	1.505478224159062515019150505E-34	1.391865923220142625861892841808447164E-34	2.514655429127605562818133618979681944E-32	1.391865923220142625861892841808447164E-34	1.391865923220142625861892841808446978E-34	1.000000000000000000000000000	+2.049246504910673697388166004671292398e-20	+3.166721712539433863036536842747416428e+00
0	0	linear	0	7	0	cold	4	1	1	1	True	0	2.725114570703622137695766635127216774E-20	6.98747325821441119560277660E-22	6.987473258214411195602776598969827617E-22	2.725114570703622137695766635127216774E-20	3.493736629107205675165239240002828990E-22	6.987473258214411298822298937739455059E-22	0.999999999999999992613959401	+3.009265538105056020399965535288948935e-36	+5.331227643759335878160803010939815549e-05
0	0	linear	0	7	0	cold	5	2	1	1	True	0	6.893760725249360327793745991599453892E-10	2.629146261724097806953714232E-114	2.759986240006218605182583387081637480E-228	6.893760725249360327793745991599453892E-10	2.759986240006218605182583387081637480E-228	2.759986240006218605182583387081637480E-228	1	+1.963786000691732151270140728422637992e-252	+3.895269362328478989913626388773012023e-05
0	0	linear	0	7	0	cold	6	2	2	-1	True	13	4.806260285063715370722892685806126983E-11	5.767220055116242595122578085E-12	7.509389849173560117405522090673807287E-15	4.806260285063715370722892685806126983E-11	1.877346494873648722745083936493060074E-15	7.509389848020660697492890009241841971E-15	1.000000128842304368069791310	+2.938735877055718769921841343055614195e-39	+8.009382061491259896594929677764429241e-06
0	0	linear	0	7	0	cold	7	2	2	-1	True	0	1.292713498678299990625216216983255685E-13	0E-36	0E-36	1.292713498678299990625216216983255685E-13	0E-36	0E-36	1.000000000000000000060029433	+0.000000000000000000000000000000000000e+00	+1.434298215257644099280528877140724115e-04
0	0	linear	0	7	0	cold	8	2	2	-1	True	10	7.440456109106704857722513004059226475E-10	4.806013190383184556772296874E-12	1.877350140664767978820298605195643262E-15	7.440456109106704857722513004059226475E-10	1.877349173340319889658167294705602953E-15	1.877350140736824409005492343974356521E-15	1.000000000076763801514292052	+7.346839692639296924804603357639035486e-40	+8.009382062797169834498800430420246624e-06
0	0	linear	0	7	0	cold	9	2	1	1	True	0	2.052067141923110615900611265563695364E-13	1.846021208127326538404454294E-101	1.367915467557516658782636177473076161E-255	2.052067141923110615900611265563695364E-13	1.367915467557516658782636177473076161E-255	1.367915467557516658782636177473076161E-255	1	+1.745209068000335159007887852544005707e-276	+1.802145331112634846400682420417583844e-04
0	0	linear	0	7	0	cold	10	2	2	-1	True	0	6.255689292973495276287610806325455545E-13	6.40923909714825509372494595E-17	0E-36	6.255689292973495276287610806325455545E-13	0E-36	0E-36	0.9999999999844292442496377355	+0.000000000000000000000000000000000000e+00	+1.434298268475948177369918123023244900e-04
0	0	linear	0	7	0	cold	11	2	2	-1	True	1	2.246949802782621778246968904342206446E-12	2.042723041542192195086883436E-13	0E-36	2.246949802782621778246968904342206446E-12	0E-36	0E-36	1.000000013773189064503659922	+0.000000000000000000000000000000000000e+00	+3.895269397155496705370142101350276207e-05
0	0	linear	0	7	0	cold	12	2	2	-1	True	0	8.783437327876966007358270495469899278E-12	4.085321274429676337701586156E-13	0E-36	8.783437327876966007358270495469899278E-12	0E-36	0E-36	1.000000013848111886481330074	+0.000000000000000000000000000000000000e+00	+3.895269362328478989913626388773012023e-05
0	0	linear	0	7	0	cold	13	2	2	-1	True	0	3.934619877289711007222356934325659914E-32	1.448672073689602570440521674E-34	1.391865923220142625861892841808447164E-34	3.934619877289711007222356934325659914E-32	1.391865923220142625861892841808447164E-34	1.391865923220142625861892841808446978E-34	1.000000000000000000000000000	+2.049246504910673697388166004671292398e-20	+3.166721712539433863035973008542269284e+00
0	0	linear	0	15	0	cold	0	1	1	1	True	0	1.818090658590701978404415833555579399E-26	7.74007044804160134629569383E-29	5.107269552595107561711537446936461113E-29	1.818090658590701978404415833555579399E-26	1.327248724241733754736836811036827593E-29	5.107269552595107561711537358377189641E-29	1.000000000000000000000000006	+5.885931742000138910952955484390258789e-10	+2.940079712433325199285255038515612794e-03
0	0	linear	0	15	0	cold	1	1	1	1	True	0	1.820414313131811976001269986910083330E-26	4.826737377065359832310216955E-29	5.470929332071137606344521947774993509E-29	1.820414313131811976001269986910083330E-26	1.300100197591029739149824693996650757E-30	5.470929332071137606344521845787717173E-29	1.000000000000000000000000003	+6.316422940244592609815299510955810547e-10	+2.940079712433325199285254987443032156e-03
0	0	linear	0	15	0	cold	2	1	1	1	True	0	6.488979714449247622470111669283614226E-20	1.201662910083192748553406470E-21	1.602217213444256997799652344582546473E-21	6.488979714449247622470111669283614226E-20	8.011086067221284989503552409588195332E-22	1.602217213444256955942402235525123220E-21	0.9999999999999999967344276295	+6.018531076210112040799931070577897870e-36	+5.338991547655755615290454636948449592e-05
0	0	linear	0	15	0	cold	3	2	2	-1	True	0	4.023559716593530601821264338604962922E-32	3.632117638021937624963542980E-34	3.828696961367067278989532707878075505E-34	4.023559716593530601821264338604962922E-32	3.163244625163039104710475621506935008E-34	3.828696961367067278989532707878079214E-34	1.000000000000000000000000000	+5.637155801925891570802650351059428296e-20	+3.166730053669092753324503271180771825e+00
0	0	linear	0	15	0	cold	4	1	1	1	True	0	2.219356659900734005789896808419446513E-20	3.047811077177032368311666641E-181	1.350173889367937726739371830323865073E-407	2.219356659900734005789896808419446513E-20	1.350173889367937726739371830323865073E-407	1.350173889367937726739371830323865073E-407	1	+5.766783799005831149170538097996852881e-422	+5.338991547655755455068733292522636672e-05
0	0	linear	0	15	0	cold	5	2	2	-1	True	0	1.725642201953535224343159217728060439E-10	0E-36	0E-36	1.725642201953535224343159217728060439E-10	0E-36	0E-36	0.9999994342036474390276629813	+0.000000000000000000000000000000000000e+00	+5.338865285752092046158381269770276259e-06
0	0	linear	0	15	0	cold	6	2	2	-1	True	21	7.164524864177047749700200987305901090E-10	8.77411370355867700603251162E-12	8.774108276350581907044526517887502425E-12	7.164524864177047749700200987305901090E-10	2.856156615762328933916875800478988873E-15	8.774123165228168662755313481499848281E-12	0.999999999969694301380657655	+2.256949183473159056246836502272664244e-36	+5.338865285752092046158381269770276259e-06
0	0	linear	0	15	0	cold	7	2	2	-1	True	1	1.621087788968034456477572264857639391E-10	4.934955824633599549561230912E-13	1.480469421839591948184325264316267072E-12	1.621087788968034456477572264857639391E-10	1.927684155424799508420085581743317614E-15	1.480469568734081476641653732822639196E-12	0.9999999999271497363861800425	+4.513922222588021087048471552561061529e-36	+3.493141002977945710265039226324652938e-05
0	0	linear	0	15	0	cold	8	2	1	1	True	2	1.396482882974537420858603236637266996E-11	8.133390225210715993588043835E-76	7.693239936580014903977360469478356070E-191	1.396482882974537420858603236637266996E-11	7.693239936580014903977360469478356070E-191	7.693239936580014903977360469478356070E-191	1	+4.973423714799428341011553277298298278e-215	+3.493141136349615810694303799539834381e-05
0	0	linear	0	15	0	cold	9	2	2	-1	True	0	1.169557925605709782683252556236868421E-10	4.934895270030932271067763879E-13	9.638420412002746510416071634133480904E-16	1.169557925605709782683252556236868421E-10	9.638420412002746510416071634133480904E-16	9.638420411651665854613522447429276729E-16	1.000000000054637695584750980	+2.938735877055718769921841343055614195e-39	+3.493141161840577558297301983254675266e-05
0	0	linear	0	15	0	cold	10	2	2	-1	True	0	1.486725775970220616627844065051716714E-13	3.461101073878018629679802420E-15	0E-36	1.486725775970220616627844065051716714E-13	0E-36	0E-36	1.000000000009095012901445012	+0.000000000000000000000000000000000000e+00	+1.501748727969279409813515334159623525e-04
0	0	linear	0	15	0	cold	11	2	1	1	True	0	8.465517833022303035682914425006227326E-15	1.410919639433238240147677622E-15	9.566605838584132223804668408803571875E-35	8.465517833022303035682914425006227326E-15	9.566605838584132223804668408803571875E-35	9.566605838584132223804668408803571875E-35	1.000000000022236185627556014	+1.020201876234902901888781050532449021e-55	+1.740095402606359867886472388239118336e-04
0	0	linear	0	15	0	cold	12	2	2	-1	True	0	7.691574761020229901867669788904890857E-13	5.18603035068537004152722191E-15	5.185608425240085809601074645470447246E-15	7.691574761020229901867669788904890857E-13	1.729286129910534071422825556113127715E-15	5.185608425559781162985620668141502557E-15	1.000000000015396325694241640	+2.257071597585586506283299078549904263e-36	+1.501748655005620546032516457791902303e-04
0	0	linear	0	15	0	cold	13	2	2	-1	True	0	4.023559716593530601821264338604962922E-32	3.632117638021937624963542980E-34	3.828696961367067278989532707878075505E-34	4.023559716593530601821264338604962922E-32	3.163244625163039104710475621506935008E-34	3.828696961367067278989532707878079214E-34	1.000000000000000000000000000	+5.637155801925891570802650351059428296e-20	+3.166730053669092753324503271180771825e+00
0	0	linear	0	23	0	cold	0	1	1	1	True	0	3.127994430278499242872659364450313150E-27	5.838670992096126576508500205E-29	8.379570630420632056079348400971204891E-30	3.127994430278499242872659364450313150E-27	6.430185394991167643454513523106718008E-30	8.379570630420632056079348377131589361E-30	1.000000000000000000000000002	+9.657563637688326707575470209121704102e-11	+2.940084690701349615246854538186642499e-03
0	0	linear	0	23	0	cold	1	1	1	1	True	0	7.194088404336705379717590553984421790E-27	9.465982366492105834849757625E-29	5.277963686543544243698555164113951749E-29	7.194088404336705379717590553984421790E-27	2.497081081817280676720872361227171362E-30	5.277963686543544243698555259033539607E-29	0.999999999999999999999999997	+6.093907600757120235357433557510375977e-10	+2.940084690701349615246854529808076869e-03
0	0	linear	0	23	0	cold	2	1	1	1	True	0	8.444235498842936185746724383310471677E-20	1.616121626572808532517724226E-21	1.616121626572808532517724226034033252E-21	8.444235498842936185746724383310471677E-20	4.040304066432021304185222448333851742E-22	1.616121626572808490009967373116031645E-21	1.000000000000000013151162683	+6.018531076210112040799931070577897870e-36	+5.346789045922566998060358985616314411e-05
0	0	linear	0	23	0	cold	3	2	2	-1	True	0	2.937246449597231793100285184169116725E-32	4.026187045346390298858866212E-34	4.072237427433576523157653732413615788E-34	2.937246449597231793100285184169116725E-32	2.821364040211093707552600243129161254E-34	4.072237427433576523157653732413618755E-34	1.000000000000000000000000000	+5.995899979961335119593866209637470474e-20	+3.166738397670544642770756637764704697e+00
0	0	linear	0	23	0	cold	4	1	1	1	True	0	8.169923503242293414076272382719007550E-21	1.065642196075081893389776677E-21	7.104281307167212888509339554363078862E-22	8.169923503242293414076272382719007550E-21	3.552140653583606418197044441975963533E-22	7.104281307167212782056908151233901923E-22	1.000000000000000014984264671	+3.009265538105056020399965535288948935e-36	+5.346789045922566836448196328335500614e-05
0	0	linear	0	23	0	cold	5	2	2	-1	True	0	1.185902707103823698066388831539702387E-13	4.425715806254328754772092146E-15	5.903194562854433594997254125464988879E-15	1.185902707103823698066388831539702387E-13	4.609620509497154936322576250305446347E-17	5.903194562361279215732322977310013176E-15	1.000000000001495147478482702	+3.010734547486232483113877938233292480e-36	+1.565324713272546952481640766806652263e-04
0	0	linear	0	23	0	cold	6	2	1	1	True	0	2.696918229255784330346877823445960323E-10	1.231420639527046259624323788E-90	4.359045570210887188308097030011681699E-201	2.696918229255784330346877823445960323E-10	4.359045570210887188308097030011681699E-201	4.359045570210887188308097030011681699E-201	1	+2.480591696406017735756180673915616778e-225	+3.122542904552185768087068167428865930e-05
0	0	linear	0	23	0	cold	7	2	2	-1	True	1	9.010741112574278978653930156978362142E-14	2.216571971188738514319435692E-15	4.425475767711609581213374425815969889E-15	9.010741112574278978653930156978362142E-14	4.609620509933715293856366829176166317E-17	4.425475767975655126571410098203311573E-15	0.999999999983600378758434268	+2.257071597585586506283299078549904263e-36	+1.565324870125075429331006101612584812e-04
0	0	linear	0	23	0	cold	8	2	2	-1	True	11	9.270575936681197183532781949262068100E-10	5.326262845536034063750315185E-12	0E-36	9.270575936681197183532781949262068100E-10	0E-36	0E-36	0.9999999998582439065146047312	+0.000000000000000000000000000000000000e+00	+3.050240211258227328412046505686892797e-06
0	0	linear	0	23	0	cold	9	2	1	1	True	0	7.790425582811361119101864516130795791E-14	3.210562934014162521625734316E-112	4.664863076668140978111597449927467137E-262	7.790425582811361119101864516130795791E-14	4.664863076668140978111597449927467137E-262	4.664863076668140978111597449927467137E-262	1	+4.099393717590597118471485063694377493e-283	+1.676218333025895849566674187130915083e-04
0	0	linear	0	23	0	cold	10	2	2	-1	True	6	2.591907038764252183897458455191441784E-11	6.098660790506653885181850515E-13	6.099183978494787748374188177592900091E-13	2.591907038764252183897458455191441784E-11	1.191135644285375106556743758911701057E-15	6.099183740225147436890822553701493025E-13	1.000000019197609708142544456	+1.504773385585310556353751334651658153e-36	+3.122542987518996900649656881719773263e-05
