case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid endpoint_cache_hits endpoint_cache_evaluations
0 linear 0 0 50.999999000000003 7.0379226907888537 1 67 49.761885999999997 0.030598 0.22896399999999997 0.0074399999999999996 0.0017420000000000001 0.0086540000000000002 0.021641000000000001 0.18892400000000001 0.33850400000000003 48.879550000000002 0.10283200000000001 3.4e-05 0.059602999999999996 0.0066880000000000004 0.012025999999999998 0.15365599999999999 0.032739000000000004 0.0088170000000000002 0 0 0 0 0 0 0 0 0 0 49.567683000000002 49.725915000000001 0.011531 0.0065209999999999999 0.012650999999999999 0.00080699999999999999 0.043935000000000002 0 0 0 0 0 0 0
0 linear 0 7 49.671447000000001 7.165175685042759 1 83 49.217717 0.012817 0.37603099999999989 0.0078900000000000012 0.0013670000000000002 0.0035279999999999999 0.011138 0.018696000000000001 0.36063400000000001 48.649865999999996 0.090472999999999998 2.8e-05 0.016282999999999999 0.0029139999999999999 0.0053680000000000004 0.26758800000000005 0.052584999999999972 0.012262000000000006 0 1 15 15 0 0 0 0 0 0 49.147201000000003 49.204977999999997 0.0029859999999999999 0.0062859999999999999 0.012580000000000001 0.00024499999999999999 0.042500000000000003 2 1 16 0.00115407797797932 2 0 0
0 linear 0 15 49.744945999999999 7.2540425509600803 1 91 49.332588999999999 0.012090999999999999 0.36833599999999977 0.0073050000000000007 0.001462 0.0034099999999999998 0.010515 0.010215999999999999 0.26339499999999999 48.82161 0.09326000000000001 2.0000000000000002e-05 0.079753999999999992 0.0022049999999999999 0.0037919999999999998 0.26501199999999986 0.051057999999999999 0.01187400000000001 0 2 13 13 0 0 0 0 0 0 49.209100999999997 49.325226000000001 0.001792 0.0055360000000000001 0.012559000000000001 5.7000000000000003e-05 0.038018000000000003 1 1 8 0.0027134713756958736 1 0 0
0 linear 0 23 49.984414000000001 7.2793514851610421 1 91 49.593024 0.014088 0.34559200000000007 0.0075129999999999997 0.001346 0.0043730000000000002 0.010097 0.010165 0.38688 48.983711 0.091786000000000006 2.0000000000000002e-05 0.051091000000000004 0.0022409999999999999 0.0038870000000000003 0.23955599999999994 0.048749000000000035 0.012680000000000006 0 3 13 13 0 0 0 0 0 0 49.495902999999998 49.58567 0.001637 0.0056709999999999998 0.013145999999999998 5.0000000000000002e-05 0.041213 1 1 8 0.0030160757831446021 1 0 0
0 linear 1 0 1.0481389999999999 589.76731831372365 1 105 0.65566599999999997 0.013572000000000001 0.30930399999999991 0.0070959999999999999 0.001709 0.003202 0.0099310000000000006 0.181949 0.124094 0 0.0066340000000000001 0.00142 0.25135200000000002 0.001993 0.0039060000000000002 0.16078900000000002 0.078392000000000114 0.017380000000000003 0 0 0 0 0.0042570000000000004 1 0 0 14 0 0.35357100000000002 0.64738899999999999 0.0011820000000000001 0.00362 0.015747999999999998 0.0028909999999999999 0.031759000000000003 0 0 0 0 0 0 0
0 linear 1 7 0.71062899999999996 593.09247526628167 1 105 0.34434300000000001 0.013620999999999999 0.32400799999999996 0.0064689999999999999 0.001519 0.0029740000000000001 0.0093299999999999998 0.0084419999999999999 0.14554900000000001 0 0.0036740000000000002 0.0010610000000000001 0.10373599999999999 0.001253 0.0036579999999999998 0.16865999999999995 0.076471999999999984 0.017486000000000012 0 1 19 19 0.0030100000000000001 1 0 0 14 0 0.19664899999999999 0.33782099999999998 0.001472 0.0034580000000000001 0.014685999999999999 0.001237 0.030620000000000001 1 1 8 0.0016863986939356674 1 0 0
0 linear 1 15 0.93308199999999997 596.53003682974679 1 128 0.43204100000000001 0.013419 0.43960099999999985 0.0077900000000000009 0.00166 0.0027309999999999999 0.0088409999999999999 0.0083590000000000001 0.111793 0 0.003699 0.00099599999999999992 0.227349 0.00124 0.0039309999999999996 0.22581099999999998 0.10134899999999999 0.022837000000000014 0 2 19 19 0.0030109999999999998 1 0 0 14 0 0.162554 0.42521599999999998 0.0012999999999999999 0.00329 0.014175999999999999 0.001111 0.030825000000000002 1 1 8 0.18679473719266346 1 0 0
0 linear 1 23 0.81984599999999996 599.54254534181996 1 128 0.32345299999999999 0.016313999999999999 0.44013200000000013 0.0079600000000000018 0.001578 0.0052630000000000003 0.011985000000000001 0.0094590000000000004 0.13163800000000001 0 0.003967 0.001235 0.073272999999999991 0.0024729999999999999 0.0048779999999999995 0.22326000000000004 0.10105800000000008 0.023053000000000011 0 3 19 19 0.002977 1 0 0 14 0 0.19020599999999999 0.31362299999999999 0.0027299999999999998 0.003908 0.016165000000000002 0.0017520000000000001 0.033144 1 1 8 0.0068439882711387309 1 0 0
0 linear 2 0 35.122860000000003 2.3667291596036724 1 61 34.870987999999997 0.012543 0.21079799999999999 0.0079380000000000006 0.00094800000000000006 0.0032030000000000001 0.0097319999999999993 0.17141100000000001 0.324187 34.183358999999996 0.086126999999999995 2.6999999999999999e-05 0.041527999999999995 0.0037490000000000002 0.0037839999999999996 0.14499699999999996 0.029334000000000016 0.0074620000000000008 0 0 0 0 0 0 0 0 0 0 34.781708999999999 34.860681 0.001173 0.0062740000000000001 0.012676999999999999 5.1e-05 0.033966000000000003 0 0 0 0 0 0 0
0 linear 2 7 47.962288999999998 2.4102109454225378 1 61 47.652397000000001 0.011998999999999999 0.26946500000000007 0.007672 0.00095200000000000005 0.0029870000000000001 0.009946 0.009887 0.31920199999999999 47.172243000000002 0.084126999999999993 2.8e-05 0.009895000000000001 0.0016069999999999999 0.0038380000000000003 0.19459799999999997 0.032895000000000001 0.008322000000000003 0 1 16 13 0 0 0 0 0 0 47.600920000000002 47.645119000000001 0.0019269999999999999 0.0053200000000000001 0.012189999999999998 5.1999999999999997e-05 0.033156999999999999 1 1 8 0.11055858717162853 1 0 0
0 linear 2 15 47.943961000000002 2.4659804224859272 1 61 47.648166000000003 0.011995 0.25699100000000002 0.0066649999999999991 0.00094899999999999997 0.002983 0.0099489999999999995 0.0097529999999999995 0.25328699999999998 47.234647000000002 0.084634000000000001 2.0000000000000002e-05 0.0095740000000000009 0.001578 0.0038689999999999996 0.17691599999999996 0.03764399999999999 0.0084200000000000021 0 2 19 18 0 0 0 0 0 0 47.597495000000002 47.641074000000003 0.001586 0.0053140000000000001 0.012099 5.1999999999999997e-05 0.033472000000000002 1 1 8 0.0016090859999255856 1 0 0
0 linear 2 23 49.773180000000004 2.5300557252343201 1 61 49.453623999999998 0.012681 0.27751800000000004 0.0067259999999999993 0.0011050000000000001 0.0030539999999999999 0.0098499999999999994 0.0097199999999999995 0.259189 49.017920000000004 0.092083999999999999 2.0999999999999999e-05 0.010060999999999999 0.0018289999999999999 0.0040270000000000002 0.196551 0.03395299999999999 0.010758000000000004 0 3 17 16 0 0 0 0 0 0 49.400525999999999 49.446066999999999 0.001488 0.0057250000000000001 0.012926999999999999 5.3000000000000001e-05 0.039461000000000003 1 1 8 0.0026246619501964687 1 0 0
0 linear 3 0 0.68142499999999995 488.05716329461848 1 83 0.48777599999999999 0.017749000000000001 0.14697100000000002 0.0059229999999999994 0.001431 0.0033340000000000002 0.010913000000000001 0.17586199999999999 0.108968 0 0.0043750000000000004 0.001212 0.11172700000000001 0.00073300000000000004 0.003716000000000001 0.078631000000000006 0.034168000000000018 0.0092800000000000018 0 0 0 0 0.0031719999999999999 1 0 0 14 0 0.32574700000000001 0.48075699999999999 0.0013179999999999999 0.0019449999999999999 0.019422999999999996 3.6999999999999998e-05 0.029357000000000001 0 0 0 0 0 0 0
0 linear 3 7 0.62683199999999994 497.79296944733449 1 83 0.390712 0.017988000000000001 0.18968400000000002 0.0055300000000000002 0.0010790000000000001 0.0027399999999999998 0.0087279999999999996 0.015737000000000001 0.090133000000000005 0 0.0035720000000000001 0.0010139999999999999 0.20224700000000001 0.00079600000000000005 0.0034840000000000006 0.12297800000000002 0.033131000000000015 0.009303000000000004 0 1 56 56 0.00298 1 0 0 14 0 0.14438999999999999 0.38469500000000001 0.001379 0.0027850000000000001 0.018024999999999999 3.6999999999999998e-05 0.027373000000000001 2 1 16 0.0088212496358149681 2 0 0
0 linear 3 15 0.63948899999999997 510.01575430523633 1 83 0.40664400000000001 0.015934 0.18918100000000007 0.0054190000000000002 0.0011969999999999999 0.0026329999999999999 0.0085939999999999992 0.0081220000000000007 0.090660000000000004 0 0.0035300000000000002 0.00096599999999999995 0.22863100000000003 0.00064700000000000001 0.0034519999999999998 0.122252 0.033298999999999995 0.0093190000000000009 0 2 54 54 0.0029970000000000001 1 0 0 14 0 0.13592599999999999 0.40094999999999997 0.0013600000000000001 0.0025820000000000001 0.017215999999999999 4.5000000000000003e-05 0.026360999999999999 1 1 8 0.0009877516298322979 1 0 0
0 linear 3 23 0.581951 523.73782250076636 1 99 0.31478899999999999 0.015272000000000001 0.21907699999999999 0.0063210000000000002 0.001188 0.0024250000000000001 0.0077939999999999997 0.0080180000000000008 0.091532000000000002 0 0.0034269999999999999 0.00095699999999999995 0.13858800000000002 0.00060400000000000004 0.0033559999999999992 0.14126900000000003 0.03908600000000001 0.011181000000000003 0 3 68 68 0.002911 1 0 0 14 0 0.13619899999999999 0.309452 0.001372 0.0024169999999999999 0.016794 3.0000000000000001e-05 0.026193000000000001 1 1 8 0.0017264993823830933 1 0 0
0 linear 4 0 0.51718600000000003 2.6196476657497758 1 52 0.342555 0.012029 0.14548599999999998 0.0034610000000000001 0.0009189999999999999 0.0029459999999999998 0.0097230000000000007 0.17475399999999999 0.072040000000000007 0 0.013984999999999999 0.00097000000000000005 0.0005840000000000001 0.001384 0.0033849999999999991 0.098119999999999999 0.022012999999999994 0.005638999999999999 0 0 0 0 0.003006 1 0 0 10 0 0.302894 0.336142 0.00084500000000000005 0.0041640000000000002 0.011813000000000001 2.1999999999999999e-05 0.033760999999999999 0 0 0 0 0 0 0
0 linear 4 7 0.353238 2.5174331937787979 1 52 0.178731 0.011377999999999999 0.14702299999999996 0.0031250000000000002 0.00072800000000000013 0.0028930000000000002 0.0092460000000000007 0.0082719999999999998 0.080643999999999993 0 0.012945 0.00094499999999999998 0.00057800000000000006 0.001261 0.0033279999999999998 0.099476999999999996 0.022530999999999995 0.0056670000000000019 0 1 25 24 0.0028969999999999998 1 0 0 10 0 0.14188999999999999 0.17295199999999999 0.0012620000000000001 0.0042589999999999998 0.010884999999999999 2.3e-05 0.031253000000000003 1 1 8 0.002527145321730481 1 0 0
0 linear 4 15 0.43187500000000001 2.4212389482948047 1 68 0.190912 0.010767000000000001 0.21055300000000005 0.0044639999999999992 0.00077399999999999995 0.002604 0.0083940000000000004 0.0079699999999999997 0.097729999999999997 0 0.012345999999999999 0.00080900000000000004 0.00058 0.001155 0.0031740000000000002 0.14743600000000004 0.031282000000000011 0.007424 0 2 28 23 0.002947 1 0 0 10 0 0.15656800000000001 0.18554599999999999 0.0011670000000000001 0.0037850000000000002 0.010553 1.5999999999999999e-05 0.030442 1 1 8 0.0021007554509754668 1 0 0
