case_id	profile	d_bin_index	epoch_index	target	vbm_ms	cold_ms	warm_ms	radial_ms	warm_topology_ms	warm_without_topology_ms	warm_physical_ms
1	linear	1	15	0.001	1.2191860005259514	0.624085	0.504494	0.114326	0.362029	0.142465	0.120442
1	linear	1	23	0.001	1.2278840295039117	0.554422	0.426318	0.113012	0.285285	0.14103299999999996	0.11929000000000003
1	linear	1	0	0.0001	5.063056014478207	0.709115	0.70993	0.204042	0.504072	0.20585799999999999	0.1690860000000001
1	linear	1	7	0.0001	5.306831968482584	0.694469	0.568706	0.198738	0.323733	0.24497300000000005	0.21256199999999997
1	linear	1	15	0.0001	5.499175982549787	0.705349	0.60388	0.201461	0.359466	0.24441399999999996	0.21251899999999999
1	linear	1	23	0.0001	5.448496027383953	0.641375	0.532419	0.19791	0.286241	0.24617799999999995	0.21352199999999996
1	linear	2	0	0.001	0.5469979951158166	0.865873	0.863641	0.156466	0.704168	0.15947299999999998	0.128524
1	linear	2	7	0.001	0.4616349469870329	1.029216	0.857959	0.172399	0.653	0.204959	0.1702240000000001
1	linear	2	15	0.001	0.32632402144372463	1.024422	0.880632	0.177078	0.672642	0.20799	0.173885
1	linear	2	23	0.001	0.35237398697063327	0.898262	0.755776	0.178146	0.545991	0.209785	0.17488800000000004
1	linear	2	0	0.0001	3.860960016027093	0.929879	0.926052	0.218326	0.70603	0.22002199999999994	0.18130200000000002
1	linear	2	7	0.0001	2.1462609875015914	1.094717	0.93749	0.241633	0.650894	0.2865960000000001	0.24006599999999997
1	linear	2	15	0.0001	1.6555830370634794	1.08952	0.963195	0.245436	0.675645	0.28755	0.2443080000000001
