# Per-epoch chart_p4 candidate audit; diagnostic-only, outside benchmark timers
case_id configuration_id profile d_bin_index epoch_index event_index radius decision contact_relative angular_curvature_relative radial_crossing_relative d14_delta d14_match_budget topology_status topology_cells topology_events
4 4 uniform 0 15 2 0.0049161461463012755 no_coincident_d14_event 4.7464903094741442e-06 0.50227598682487773 0.014624439133656521 7.6655666903641869e-10 3.0571076262322783e-31 OK 13 14
4 4 uniform 0 23 1 0.0049131636935796945 no_coincident_d14_event 4.7462889368951659e-06 0.50227458961602489 0.014632615006159649 7.6606536794830616e-10 2.2225399256936812e-30 OK 13 14
4 4 uniform 0 23 2 0.0049159519560997697 no_coincident_d14_event 4.74630116863943e-06 0.50227588313505211 0.014624428782395329 7.6649627864832273e-10 1.7379896082579232e-30 OK 13 14
4 4 uniform 2 0 5 0.11071827529668714 no_coincident_d14_event 0.00041169524045372562 0.008819596301421621 0.28732179004589897 1.4729917056498728e-05 6.2088959820873065e-30 OK 16 15
4 4 uniform 2 0 8 0.11096687784723121 no_coincident_d14_event 0.00013126824969636022 0.0083238533823163895 0.28269500212454252 1.9569455522459469e-06 1.4154714983466171e-29 OK 16 15
4 4 uniform 2 7 5 0.11068099836097703 no_coincident_d14_event 0.00045553463120191886 0.0089379530289005159 0.28868648573019445 1.726012367093637e-05 7.1941254928675001e-30 OK 16 15
4 4 uniform 2 7 8 0.11092952828530968 no_coincident_d14_event 0.00017326962187654428 0.0083057790977735767 0.28406716974259061 3.5405242957754823e-06 1.281538615854485e-29 OK 16 15
4 4 uniform 2 15 5 0.11063840950492958 no_coincident_d14_event 0.00050610706960293452 0.0090862190400099168 0.29025397823735177 2.0236966200131236e-05 5.6529062639982233e-30 OK 16 15
4 4 uniform 2 15 8 0.11088685641659786 no_coincident_d14_event 0.00022174453360060273 0.0082731587749395492 0.28565057199059807 6.1846415898385093e-06 3.0851537063347686e-30 OK 16 15
4 4 uniform 2 23 5 0.11059583489744709 no_coincident_d14_event 0.00055718464879773056 0.0092485472730545765 0.29182983564472004 2.3276522232275086e-05 5.7448990025938418e-30 OK 16 15
4 4 uniform 2 23 7 0.11084419878445037 no_coincident_d14_event 0.0002707318493991256 0.0082275821210939428 0.28725043973162295 1.0253903150345851e-05 1.792116364852326e-29 OK 16 15
5 5 linear 0 0 1 0.094151925479623783 no_coincident_d14_event 0.16218430490546817 0.33395808226266116 11.324347689452379 0.0016394893582824101 3.3027070852466713e-31 OK 15 14
5 5 linear 0 0 8 0.73331269858314263 no_coincident_d14_event 0.29903997489483125 0.15714955902360345 2.4069684123536517 0.033058221626443687 5.4638087772049023e-31 OK 15 14
5 5 linear 0 7 2 0.084447188060539483 no_coincident_d14_event 0.23890847856464698 0.24501116851157215 17.272781862261098 0.0027654685932441596 3.2192466639604192e-31 OK 15 14
5 5 linear 0 7 8 0.67374278164013601 no_coincident_d14_event 0.34881876214980545 0.1934164640299704 3.1664789345686648 0.063320689570499869 5.3103071917217356e-31 OK 15 14
5 5 linear 0 15 2 0.075299780838111674 no_coincident_d14_event 0.45148699841781098 0.080573006064243863 34.408143735867249 0.0063074820670121724 3.3981651329626422e-31 OK 16 15
5 5 linear 0 15 8 0.60690528457392234 no_coincident_d14_event 0.29116778465184334 0.52318353963961528 3.0926344431170083 0.0059792267803509633 6.0821836207036777e-31 OK 16 15
5 5 linear 0 23 1 0.067773049258097906 no_coincident_d14_event 0.22818296870720906 0.31906757851960055 18.461822648107351 0.0019941291181886007 3.2602103423789998e-31 OK 16 15
5 5 linear 0 23 7 0.54172596029783815 no_coincident_d14_event 0.18909645065740674 0.5774335198150029 2.4156177854387888 0.0062449022694431901 4.9579131456158144e-31 OK 16 15
5 5 linear 1 0 1 0.16651369624931497 no_coincident_d14_event 0.31698805601245744 0.21103354058075752 4.1242703780424037 0.016527326477938847 3.5043152246910143e-31 OK 14 13
5 5 linear 1 0 7 0.77036291184995487 no_coincident_d14_event 0.40491712179895256 0.23763700396134704 0.4035573914011818 0.31944169674033973 6.4873169609278878e-31 OK 14 13
5 5 linear 1 7 1 0.14406949181030759 no_coincident_d14_event 0.33571902956363031 0.18693870113922376 3.481334184770581 0.022990675507024289 3.5652092930074197e-31 OK 14 13
5 5 linear 1 7 7 0.71026592144221534 no_coincident_d14_event 0.44551132235057084 0.17988625167631433 0.49673516919480831 0.35102091612892444 5.783020359341941e-31 OK 14 13
5 5 linear 1 15 1 0.12319682831941878 no_coincident_d14_event 0.37361842562026487 0.14383395494942824 3.484357313601838 0.030605600569630242 3.4962404696554618e-31 OK 14 13
5 5 linear 1 15 7 0.64268477709750804 no_coincident_d14_event 0.50675662633428831 0.098206824763493253 0.65334271380342035 0.32337748277845152 5.1176107957109668e-31 OK 14 13
5 5 linear 1 23 1 0.10652866511556669 no_coincident_d14_event 0.42965994585430128 0.083224370193190733 3.9102398780863674 0.038985729480268454 3.3567235724385167e-31 OK 14 13
5 5 linear 1 23 7 0.57656442225917059 no_coincident_d14_event 0.58148629546425268 0.010197432951112315 0.88749639555976878 0.2326288689042868 4.88758463907638e-31 OK 14 13
5 5 linear 2 0 6 0.41216841206009053 no_coincident_d14_event 0.31163169857640949 0.27348528188044424 0.23660091751787046 0.097024962553785024 4.5116409678402356e-31 OK 14 13
5 5 linear 2 0 7 0.68832215712903644 no_coincident_d14_event 0.36587339619847392 0.2781149582928899 0.11230460151611127 0.37317870762273098 5.3285668177724652e-31 OK 14 13
5 5 linear 2 7 6 0.36250676783280095 no_coincident_d14_event 0.32470441577147396 0.24901988388534588 0.33965259682074633 0.074855200512720307 4.1650029313891781e-31 OK 14 13
5 5 linear 2 7 7 0.62949051505640652 no_coincident_d14_event 0.38417051961243998 0.24563700361322896 0.13453892090602107 0.34183894773632595 4.9704601135256203e-31 OK 14 13
5 5 linear 2 15 6 0.30982182106921824 no_coincident_d14_event 0.34083906926074914 0.22118288036295192 0.59193778626565174 0.04850947829286479 4.1497867576291863e-31 OK 14 13
5 5 linear 2 15 7 0.56370177107624164 no_coincident_d14_event 0.40892665092579022 0.20493071225660026 0.17047016500454934 0.30238942829988824 4.9254158550476213e-31 OK 14 13
5 5 linear 2 23 6 0.26235042753282745 no_coincident_d14_event 0.35213057215994858 0.20072544579878038 1.4316735650416761 0.021992397384200425 3.9660979702666382e-31 OK 14 13
5 5 linear 2 23 7 0.49985719014244351 no_coincident_d14_event 0.43922685186059696 0.15911397532372232 0.22546236212859547 0.25949915999381656 4.6053249608719723e-31 OK 14 13
5 5 linear 3 0 6 0.4693905547837377 no_coincident_d14_event 0.010892299802443545 0.57820272500879322 0.60915487744148777 8.4165402497283703e-05 4.3713307412055975e-31 OK 13 12
5 5 linear 3 0 7 1.4756549181008458 no_coincident_d14_event 0.017413461311523198 0.76827005647171975 0.29643659319017712 0.00049109478883556368 1.687986791365052e-30 OK 13 12
5 5 linear 3 7 6 0.41680566290320503 no_coincident_d14_event 0.01128216235127245 0.56537718814186577 0.80825538832496624 6.9596833600345126e-05 4.7960016512854477e-31 OK 13 12
5 5 linear 3 7 7 1.4113034379167171 no_coincident_d14_event 0.018564453281052839 0.75215286501112022 0.3178387974966127 0.0005085404263595806 8.7390141045062462e-31 OK 13 12
5 5 linear 3 15 6 0.35999302309401904 no_coincident_d14_event 0.011720294448609246 0.55143197995062221 1.2094944496777174 5.1458904641969565e-05 4.1749523551993813e-31 OK 13 12
5 5 linear 3 15 7 1.3379830045761678 no_coincident_d14_event 0.020121566179549043 0.73242798067487747 0.34702596102361644 0.00053271677790807143 9.8184845668776155e-31 OK 13 12
5 5 linear 3 23 6 0.30752729750785834 no_coincident_d14_event 0.011988273359877592 0.53840231432042762 2.0735765309668444 3.2162988441648865e-05 3.9149373923811594e-31 OK 13 12
5 5 linear 3 23 7 1.2649304609293421 no_coincident_d14_event 0.022022220857889848 0.71103708176527414 0.38298130445643014 0.00056306646228785305 9.5186156970755583e-31 OK 13 12
5 5 uniform 0 0 1 0.094151925479623783 no_coincident_d14_event 0.16218430490546817 0.33395808226266116 11.324347689452379 0.0016394893582824101 3.3027070852466713e-31 OK 15 14
5 5 uniform 0 0 8 0.73331269858314263 no_coincident_d14_event 0.29903997489483125 0.15714955902360345 2.4069684123536517 0.033058221626443687 5.4638087772049023e-31 OK 15 14
5 5 uniform 0 7 2 0.084447188060539483 no_coincident_d14_event 0.23890847856464698 0.24501116851157215 17.272781862261098 0.0027654685932441596 3.2192466639604192e-31 OK 15 14
5 5 uniform 0 7 8 0.67374278164013601 no_coincident_d14_event 0.34881876214980545 0.1934164640299704 3.1664789345686648 0.063320689570499869 5.3103071917217356e-31 OK 15 14
5 5 uniform 0 15 2 0.075299780838111674 no_coincident_d14_event 0.45148699841781098 0.080573006064243863 34.408143735867249 0.0063074820670121724 3.3981651329626422e-31 OK 16 15
5 5 uniform 0 15 8 0.60690528457392234 no_coincident_d14_event 0.29116778465184334 0.52318353963961528 3.0926344431170083 0.0059792267803509633 6.0821836207036777e-31 OK 16 15
5 5 uniform 0 23 1 0.067773049258097906 no_coincident_d14_event 0.22818296870720906 0.31906757851960055 18.461822648107351 0.0019941291181886007 3.2602103423789998e-31 OK 16 15
5 5 uniform 0 23 7 0.54172596029783815 no_coincident_d14_event 0.18909645065740674 0.5774335198150029 2.4156177854387888 0.0062449022694431901 4.9579131456158144e-31 OK 16 15
5 5 uniform 1 0 1 0.16651369624931497 no_coincident_d14_event 0.31698805601245744 0.21103354058075752 4.1242703780424037 0.016527326477938847 3.5043152246910143e-31 OK 14 13
5 5 uniform 1 0 7 0.77036291184995487 no_coincident_d14_event 0.40491712179895256 0.23763700396134704 0.4035573914011818 0.31944169674033973 6.4873169609278878e-31 OK 14 13
5 5 uniform 1 7 1 0.14406949181030759 no_coincident_d14_event 0.33571902956363031 0.18693870113922376 3.481334184770581 0.022990675507024289 3.5652092930074197e-31 OK 14 13
5 5 uniform 1 7 7 0.71026592144221534 no_coincident_d14_event 0.44551132235057084 0.17988625167631433 0.49673516919480831 0.35102091612892444 5.783020359341941e-31 OK 14 13
5 5 uniform 1 15 1 0.12319682831941878 no_coincident_d14_event 0.37361842562026487 0.14383395494942824 3.484357313601838 0.030605600569630242 3.4962404696554618e-31 OK 14 13
5 5 uniform 1 15 7 0.64268477709750804 no_coincident_d14_event 0.50675662633428831 0.098206824763493253 0.65334271380342035 0.32337748277845152 5.1176107957109668e-31 OK 14 13
5 5 uniform 1 23 1 0.10652866511556669 no_coincident_d14_event 0.42965994585430128 0.083224370193190733 3.9102398780863674 0.038985729480268454 3.3567235724385167e-31 OK 14 13
5 5 uniform 1 23 7 0.57656442225917059 no_coincident_d14_event 0.58148629546425268 0.010197432951112315 0.88749639555976878 0.2326288689042868 4.88758463907638e-31 OK 14 13
5 5 uniform 2 0 6 0.41216841206009053 no_coincident_d14_event 0.31163169857640949 0.27348528188044424 0.23660091751787046 0.097024962553785024 4.5116409678402356e-31 OK 14 13
5 5 uniform 2 0 7 0.68832215712903644 no_coincident_d14_event 0.36587339619847392 0.2781149582928899 0.11230460151611127 0.37317870762273098 5.3285668177724652e-31 OK 14 13
5 5 uniform 2 7 6 0.36250676783280095 no_coincident_d14_event 0.32470441577147396 0.24901988388534588 0.33965259682074633 0.074855200512720307 4.1650029313891781e-31 OK 14 13
5 5 uniform 2 7 7 0.62949051505640652 no_coincident_d14_event 0.38417051961243998 0.24563700361322896 0.13453892090602107 0.34183894773632595 4.9704601135256203e-31 OK 14 13
5 5 uniform 2 15 6 0.30982182106921824 no_coincident_d14_event 0.34083906926074914 0.22118288036295192 0.59193778626565174 0.04850947829286479 4.1497867576291863e-31 OK 14 13
5 5 uniform 2 15 7 0.56370177107624164 no_coincident_d14_event 0.40892665092579022 0.20493071225660026 0.17047016500454934 0.30238942829988824 4.9254158550476213e-31 OK 14 13
5 5 uniform 2 23 6 0.26235042753282745 no_coincident_d14_event 0.35213057215994858 0.20072544579878038 1.4316735650416761 0.021992397384200425 3.9660979702666382e-31 OK 14 13
5 5 uniform 2 23 7 0.49985719014244351 no_coincident_d14_event 0.43922685186059696 0.15911397532372232 0.22546236212859547 0.25949915999381656 4.6053249608719723e-31 OK 14 13
5 5 uniform 3 0 6 0.4693905547837377 no_coincident_d14_event 0.010892299802443545 0.57820272500879322 0.60915487744148777 8.4165402497283703e-05 4.3713307412055975e-31 OK 13 12
5 5 uniform 3 0 7 1.4756549181008458 no_coincident_d14_event 0.017413461311523198 0.76827005647171975 0.29643659319017712 0.00049109478883556368 1.687986791365052e-30 OK 13 12
5 5 uniform 3 7 6 0.41680566290320503 no_coincident_d14_event 0.01128216235127245 0.56537718814186577 0.80825538832496624 6.9596833600345126e-05 4.7960016512854477e-31 OK 13 12
5 5 uniform 3 7 7 1.4113034379167171 no_coincident_d14_event 0.018564453281052839 0.75215286501112022 0.3178387974966127 0.0005085404263595806 8.7390141045062462e-31 OK 13 12
5 5 uniform 3 15 6 0.35999302309401904 no_coincident_d14_event 0.011720294448609246 0.55143197995062221 1.2094944496777174 5.1458904641969565e-05 4.1749523551993813e-31 OK 13 12
5 5 uniform 3 15 7 1.3379830045761678 no_coincident_d14_event 0.020121566179549043 0.73242798067487747 0.34702596102361644 0.00053271677790807143 9.8184845668776155e-31 OK 13 12
5 5 uniform 3 23 6 0.30752729750785834 no_coincident_d14_event 0.011988273359877592 0.53840231432042762 2.0735765309668444 3.2162988441648865e-05 3.9149373923811594e-31 OK 13 12
5 5 uniform 3 23 7 1.2649304609293421 no_coincident_d14_event 0.022022220857889848 0.71103708176527414 0.38298130445643014 0.00056306646228785305 9.5186156970755583e-31 OK 13 12
6 6 linear 0 0 1 0.001826742139119298 no_coincident_d14_event 0.14174659113058716 0.35772752593658402 242.52216090289477 5.6247834654258067e-05 2.9744990169476908e-31 OK 15 14
6 6 linear 0 0 8 0.41623452349469553 no_coincident_d14_event 0.29186716918483058 0.014724035498677254 2.5882970952735871 0.042922999101570325 4.2313692161808454e-31 OK 15 14
6 6 linear 0 7 1 0.001513696421994005 no_coincident_d14_event 0.18005865316569039 0.31924597220368373 369.57265957476983 6.4864768988610007e-05 2.9665972342123448e-31 OK 15 14
6 6 linear 0 7 8 0.3796980249039959 no_coincident_d14_event 0.27220240227187376 0.19997675796639844 2.6591822489320998 0.062846133317101774 4.1621425215357219e-31 OK 15 14
6 6 linear 0 15 1 0.0012652323685070257 no_coincident_d14_event 0.26090130835700182 0.23806019802588463 638.14381872189131 9.2770295740392578e-05 2.9626465007847039e-31 OK 14 13
6 6 linear 0 15 7 0.3380453882354475 no_coincident_d14_event 0.25711964086225059 0.38948773223942135 2.8386006328965832 0.094688278806583717 3.9978347400093512e-31 OK 14 13
6 6 linear 0 23 1 0.0010865715960162719 no_coincident_d14_event 0.47415152487231882 0.023921314598476625 1347.1910879631059 0.00017059773994047625 2.9629140274657957e-31 OK 15 14
6 6 linear 0 23 7 0.29651377190189537 no_coincident_d14_event 0.24832630409124798 0.56945485603667267 3.1470021425742081 0.0085171572243847304 7.9585049360648325e-31 OK 15 14
6 6 linear 1 0 1 0.0001335537128550727 no_coincident_d14_event 0.0071995145999395873 0.49285318390906091 262.77063146308882 9.9753600975740172e-08 2.960109422700457e-31 OK 15 14
6 6 linear 1 0 2 0.0001778973749996522 no_coincident_d14_event 0.0071997678656187652 0.49287042806112891 197.29351763203675 1.329634729954118e-07 2.9609306662192652e-31 OK 15 14
6 6 linear 1 7 1 0.00013154727405361756 no_coincident_d14_event 0.0070779371645758619 0.49297385682899103 262.27270976300969 9.6573176330849141e-08 2.9610095977506267e-31 OK 15 14
6 6 linear 1 7 2 0.00017435516911159854 no_coincident_d14_event 0.007078176945846895 0.49299047176437755 197.90070979419946 1.2808430148777854e-07 2.9588521376615767e-31 OK 15 14
6 6 linear 1 15 1 0.00012932677235701374 no_coincident_d14_event 0.0069439241805239367 0.49310687329566005 261.72387800524518 9.3121411166148873e-08 2.9589467247630425e-31 OK 15 14
6 6 linear 1 15 2 0.00017047580316772047 no_coincident_d14_event 0.0069441497010823252 0.49312281045379147 198.57006246760625 1.2283044608589785e-07 2.958824463454272e-31 OK 15 14
6 6 linear 1 23 1 0.00012717998606584318 no_coincident_d14_event 0.0068148916158011844 0.49323494689217595 261.19546268465746 8.9851678702683008e-08 2.9598945194280603e-31 OK 15 14
6 6 linear 1 23 2 0.00016676529498876999 no_coincident_d14_event 0.0068151039873901196 0.49325024696811748 199.21459237671195 1.178938417401752e-07 2.9592409845773849e-31 OK 15 14
6 6 linear 2 0 1 0.00012387408668025699 no_coincident_d14_event 0.049664564361739987 0.45038293913055388 96.539898484894351 8.2710066514754444e-06 2.9592633987466644e-31 OK 13 12
6 6 linear 2 0 2 0.00013776590190475697 no_coincident_d14_event 0.049665093778094568 0.45038773697008017 86.807893303238529 9.8563305273820384e-06 2.9680358822094263e-31 OK 13 12
6 6 linear 2 7 1 0.00012214605620616126 no_coincident_d14_event 0.049006831784470746 0.45103994485866461 96.608823912036087 8.0405356234048408e-06 2.9589303814213784e-31 OK 14 13
6 6 linear 2 7 2 0.00013563192258539875 no_coincident_d14_event 0.049007338217304498 0.45104460292204113 87.005647833964716 9.5570856113689565e-06 2.9665388136184634e-31 OK 14 13
6 6 linear 2 15 1 0.00012022926986406322 no_coincident_d14_event 0.048276151693408501 0.45176982072364025 96.685399844797672 7.7887314381333386e-06 2.9591124701661628e-31 OK 13 12
6 6 linear 2 15 2 0.0001332726277327878 no_coincident_d14_event 0.048276633458502687 0.45177432638000686 87.225343715727305 9.2314673442287224e-06 2.9599689788322605e-31 OK 13 12
6 6 linear 2 23 1 0.00011837171004428651 no_coincident_d14_event 0.04756694010600318 0.45247825496452271 96.75973204141539 7.5485619707869935e-06 2.9587535092440786e-31 OK 13 12
6 6 linear 2 23 2 0.00013099400420200566 no_coincident_d14_event 0.047567398778651251 0.45248261555897695 87.438593470475439 8.9221969636502714e-06 2.9652807213491439e-31 OK 13 12
6 6 linear 3 0 1 0.00010712303088630271 no_coincident_d14_event 0.019508371447358515 0.48053256609533568 231.41870290087022 8.2130160975216302e-07 2.9586316920327487e-31 OK 15 14
6 6 linear 3 0 2 0.00013176777410132614 no_coincident_d14_event 0.019508739677088577 0.48054161596091338 188.14596604048381 1.0180200926792309e-06 2.9630756495798821e-31 OK 15 14
6 6 linear 3 7 1 0.00010582829436985735 no_coincident_d14_event 0.01925855289048577 0.48078183789157913 231.24985028079814 8.0062027132589556e-07 2.9592327934378552e-31 OK 15 14
6 6 linear 3 7 2 0.00012981424314762222 no_coincident_d14_event 0.019258906204170076 0.48079063913288156 188.53106074658669 9.8953368645823617e-07 2.9590957924084264e-31 OK 15 14
6 6 linear 3 15 1 0.00010438639551953577 no_coincident_d14_event 0.01898076745981378 0.4810590160000493 231.06210244460559 7.779273277056654e-07 2.9594328945347077e-31 OK 15 14
6 6 linear 3 15 2 0.00012765137877904147 no_coincident_d14_event 0.018981104697858339 0.48106754544676317 188.95928231927206 9.5841884490720634e-07 2.9590428523284271e-31 OK 15 14
6 6 linear 3 23 1 0.00010298325863586179 no_coincident_d14_event 0.018710881597608003 0.48132831246553176 230.87970142588773 7.5618617882102067e-07 2.958560551985653e-31 OK 14 13
6 6 linear 3 23 2 0.0001255594016525684 no_coincident_d14_event 0.018711203721672058 0.48133658251987455 189.37534230442913 9.2874978247492264e-07 2.9586686266883651e-31 OK 14 13
6 6 uniform 0 0 1 0.001826742139119298 no_coincident_d14_event 0.14174659113058716 0.35772752593658402 242.52216090289477 5.6247834654258067e-05 2.9744990169476908e-31 OK 15 14
6 6 uniform 0 0 8 0.41623452349469553 no_coincident_d14_event 0.29186716918483058 0.014724035498677254 2.5882970952735871 0.042922999101570325 4.2313692161808454e-31 OK 15 14
6 6 uniform 0 7 1 0.001513696421994005 no_coincident_d14_event 0.18005865316569039 0.31924597220368373 369.57265957476983 6.4864768988610007e-05 2.9665972342123448e-31 OK 15 14
6 6 uniform 0 7 8 0.3796980249039959 no_coincident_d14_event 0.27220240227187376 0.19997675796639844 2.6591822489320998 0.062846133317101774 4.1621425215357219e-31 OK 15 14
6 6 uniform 0 15 1 0.0012652323685070257 no_coincident_d14_event 0.26090130835700182 0.23806019802588463 638.14381872189131 9.2770295740392578e-05 2.9626465007847039e-31 OK 14 13
6 6 uniform 0 15 7 0.3380453882354475 no_coincident_d14_event 0.25711964086225059 0.38948773223942135 2.8386006328965832 0.094688278806583717 3.9978347400093512e-31 OK 14 13
6 6 uniform 0 23 1 0.0010865715960162719 no_coincident_d14_event 0.47415152487231882 0.023921314598476625 1347.1910879631059 0.00017059773994047625 2.9629140274657957e-31 OK 15 14
