case_id configuration_id profile target d_bin_index epoch_index method nbin ms mu reference relerr converged point_images estimated_evaluations
94 94 uniform 0.001 0 23 cartesian 13 0.10719099999999999 6.1450548409193395 6.149469535622397 0.00071789845896205815 1 3 2704
94 94 uniform 0.0001 0 0 cartesian 75 0.68037199999999998 5.2957793396583019 5.2955678916187354 3.9929247229778184e-05 1 3 90000
94 94 uniform 0.0001 0 7 cartesian 75 0.71130899999999997 5.5562251403195519 5.5561095593670586 2.0802497009522112e-05 1 3 90000
94 94 uniform 0.0001 0 15 cartesian 38 0.34968100000000002 5.8540361415193383 5.8544013801044246 6.2387007889060713e-05 1 3 23104
94 94 uniform 0.0001 0 23 cartesian 75 0.77511600000000003 6.1495680858190509 6.149469535622397 1.6025804515831548e-05 1 3 90000
94 94 linear 0.001 0 0 cartesian 13 0.11042299999999999 5.4418245211299077 5.4417837518937606 7.4918883229886848e-06 1 3 2704
94 94 linear 0.001 0 7 cartesian 13 0.105999 5.7284479426604928 5.7256842127789191 0.00048268988977866444 1 3 2704
94 94 linear 0.001 0 15 cartesian 13 0.117211 6.0535792929823833 6.0507519580146489 0.00046727001657857525 1 3 2704
94 94 linear 0.001 0 23 cartesian 13 0.119057 6.3681143690976061 6.370775612434457 0.00041772674141225607 1 3 2704
94 94 linear 0.0001 0 0 cartesian 75 0.85622699999999996 5.4419501815705154 5.4417837518937606 3.0583662332560198e-05 1 3 90000
94 94 linear 0.0001 0 7 cartesian 38 0.34706500000000001 5.7252823293158741 5.7256842127789191 7.0189596231676798e-05 1 3 23104
94 94 linear 0.0001 0 15 cartesian 38 0.41466399999999998 6.050305675131467 6.0507519580146489 7.3756598564712826e-05 1 3 23104
94 94 linear 0.0001 0 23 cartesian 38 0.39902799999999999 6.3712709670475984 6.370775612434457 7.775420816495225e-05 1 3 23104
95 95 uniform 0.001 0 0 polar 27 8.687068 1802.5497353968906 1802.6137290504298 3.5500480501132226e-05 1 5 9288
95 95 uniform 0.001 0 7 polar 27 8.6765190000000008 1777.2227946478906 1777.2821211397991 3.3380458399257059e-05 1 5 9288
95 95 uniform 0.001 0 15 polar 27 8.6267619999999994 1747.6970846577813 1747.7710805625268 4.233729781230847e-05 1 5 9288
95 95 uniform 0.001 0 23 polar 27 8.4427050000000001 1717.6688516369995 1717.737830818271 4.0156990219314429e-05 1 3 9288
95 95 uniform 0.0001 0 0 polar 100 85.719479000000007 1802.6125150752798 1802.6137290504298 6.7345273722836354e-07 1 5 126400
95 95 uniform 0.0001 0 7 polar 100 85.220596999999998 1777.2807829432188 1777.2821211397991 7.5294550276884431e-07 1 5 126400
95 95 uniform 0.0001 0 15 polar 100 83.806481000000005 1747.7694567748727 1747.7710805625268 9.2906197624164024e-07 1 5 126400
95 95 uniform 0.0001 0 23 polar 100 82.246289000000004 1717.7364458562254 1717.737830818271 8.0627091097887834e-07 1 3 126400
95 95 linear 0.001 0 0 polar 27 9.8807720000000003 1893.3540116676288 1893.3881577446809 1.8034377638022887e-05 1 5 9288
95 95 linear 0.001 0 7 polar 27 9.8343749999999996 1866.0360607447146 1866.0959250392978 3.2079966404653563e-05 1 5 9288
95 95 linear 0.001 0 15 polar 27 9.8048649999999995 1834.0211898971472 1834.0951267675723 4.0312451271485325e-05 1 5 9288
95 95 linear 0.001 0 23 polar 27 9.5430379999999992 1801.3036885115678 1801.3622034944226 3.2483740772021923e-05 1 3 9288
95 95 linear 0.0001 0 0 polar 100 100.56199100000001 1893.3751728110096 1893.3881577446809 6.858041029881646e-06 1 5 126400
95 95 linear 0.0001 0 7 polar 100 101.22163399999999 1866.0719670469086 1866.0959250392978 1.283856422794005e-05 1 5 126400
95 95 linear 0.0001 0 15 polar 100 98.463690999999997 1834.0753306045938 1834.0951267675723 1.0793422156584522e-05 1 5 126400
95 95 linear 0.0001 0 23 polar 100 96.410799999999995 1801.3457804040545 1801.3622034944226 9.1170395027987754e-06 1 3 126400
96 96 uniform 0.001 0 0 cartesian 25 0.24049100000000001 4.8230367230482116 4.822558536553788 9.9156182511653547e-05 1 5 10000
96 96 uniform 0.001 0 7 cartesian 13 0.115052 4.8102784291392426 4.8085662118674684 0.00035607646777298385 1 5 2704
96 96 uniform 0.001 0 15 cartesian 25 0.23619299999999999 4.7873495675218365 4.7878151607878197 9.724545546293696e-05 1 5 10000
96 96 uniform 0.001 0 23 cartesian 13 0.117245 4.7628810198780878 4.7627859434063495 1.996236506699533e-05 1 5 2704
96 96 uniform 0.0001 0 0 cartesian 75 0.66649000000000003 4.8222844513274072 4.822558536553788 5.6833986420948439e-05 1 5 90000
96 96 uniform 0.0001 0 7 cartesian 38 0.25221900000000003 4.8086916075104362 4.8085662118674684 2.6077553566466281e-05 1 5 23104
96 96 uniform 0.0001 0 15 cartesian 38 0.25700400000000001 4.7880237992730743 4.7878151607878197 4.3576971593097634e-05 1 5 23104
96 96 uniform 0.0001 0 23 cartesian 38 0.24560299999999999 4.7631654827096375 4.7627859434063495 7.9688507482342932e-05 1 5 23104
96 96 linear 0.001 0 0 cartesian 25 0.28456199999999998 4.9210475172954853 4.9207747093624237 5.5440037224740418e-05 1 5 10000
96 96 linear 0.001 0 7 cartesian 13 0.129719 4.910914752740327 4.9097943382816043 0.00022819987590657874 1 5 2704
96 96 linear 0.001 0 15 cartesian 13 0.121798 4.8866792276471855 4.8895785918598635 0.00059296811743753195 1 5 2704
96 96 linear 0.001 0 23 cartesian 13 0.118037 4.8627677911633036 4.862213320685381 0.00011403664161826726 1 5 2704
96 96 linear 0.0001 0 0 cartesian 75 0.81270100000000001 4.9206378174105332 4.9207747093624237 2.7819187013383924e-05 1 5 90000
96 96 linear 0.0001 0 7 cartesian 38 0.29056300000000002 4.9098278623212313 4.9097943382816043 6.8279926443331555e-06 1 5 23104
96 96 linear 0.0001 0 15 cartesian 38 0.297066 4.889967774407916 4.8895785918598635 7.9594292379374588e-05 1 5 23104
96 96 linear 0.0001 0 23 cartesian 38 0.29367599999999999 4.8622011205561542 4.862213320685381 2.5091719392413362e-06 1 5 23104
97 97 uniform 0.001 0 0 cartesian 13 0.050120999999999999 2.6806015626239565 2.6803436841760835 9.6210963316195383e-05 1 3 2704
97 97 uniform 0.001 0 7 cartesian 50 0.19464500000000001 2.6842814991367123 2.6844433667326104 6.0298383606844041e-05 1 3 40000
97 97 uniform 0.001 0 15 cartesian 25 0.085055000000000006 2.6714358422711397 2.6710746413060731 0.00013522683323069831 1 3 10000
97 97 uniform 0.001 0 23 polar 27 0.10348300000000001 2.6332837965192848 2.6353298844669677 0.00077640676400433115 1 3 9288
97 97 uniform 0.0001 0 0 cartesian 38 0.13733500000000001 2.6806017109673417 2.6803436841760835 9.6266308228121049e-05 1 3 23104
97 97 uniform 0.0001 0 7 cartesian 298 3.7297120000000001 2.684539570338671 2.6844433667326104 3.5837450419990391e-05 1 3 1420864
97 97 uniform 0.0001 0 15 cartesian 224 2.1708189999999998 2.6709904485374922 2.6710746413060731 3.1520185650701582e-05 1 3 802816
97 97 uniform 0.0001 0 23 cartesian 149 1.068765 2.6353708279249974 2.6353298844669677 1.5536369192740414e-05 1 3 355216
97 97 linear 0.001 0 0 cartesian 13 0.053338999999999998 2.7232509607658799 2.7235620674584409 0.0001142278695529327 1 3 2704
97 97 linear 0.001 0 7 cartesian 25 0.094534999999999994 2.7183785617065856 2.7192386942978741 0.00031631375101131686 1 3 10000
97 97 linear 0.001 0 15 polar 27 0.102766 2.6908346711561597 2.6899553321624663 0.00032689724739276929 1 3 9288
97 97 linear 0.001 0 23 polar 27 0.097470000000000001 2.6308252835449344 2.6321364682577477 0.00049814465496966526 1 3 9288
97 97 linear 0.0001 0 0 cartesian 38 0.160884 2.7237088377318854 2.7235620674584409 5.3889087088632189e-05 1 3 23104
97 97 linear 0.0001 0 7 cartesian 224 2.9289900000000002 2.7194406499110499 2.7192386942978741 7.4269174530103413e-05 1 3 802816
97 97 linear 0.0001 0 15 cartesian 187 2.0741000000000001 2.6900991124194458 2.6899553321624663 5.3450797215985722e-05 1 3 559504
97 97 linear 0.0001 0 23 cartesian 75 0.43715799999999999 2.6322907355861105 2.6321364682577477 5.8609167960382799e-05 1 3 90000
98 98 uniform 0.001 0 0 polar 27 33.086083000000002 4507.4510470126943 4507.5240279713835 1.6190919501771628e-05 1 5 9288
98 98 uniform 0.001 0 7 polar 27 32.400280000000002 4439.1079938937137 4439.1850768061986 1.7364203373194189e-05 1 3 9288
98 98 uniform 0.001 0 15 polar 27 30.616921000000001 4297.9055710975435 4297.9980680963426 2.1520949366102144e-05 1 3 9288
98 98 uniform 0.001 0 23 polar 27 29.539998000000001 4089.3062439317605 4089.4440862381284 3.3706856839490411e-05 1 3 9288
98 98 uniform 0.0001 0 0 polar 100 324.763668 4507.5236693382067 4507.5240279713835 7.9563231294268299e-08 1 5 126400
98 98 uniform 0.0001 0 7 polar 100 318.23679900000002 4439.1854079971517 4439.1850768061986 7.4606250340405978e-08 1 3 126400
98 98 uniform 0.0001 0 15 polar 100 303.06311099999999 4297.9975592570827 4297.9980680963426 1.1838982984698322e-07 1 3 126400
98 98 uniform 0.0001 0 23 polar 100 288.029314 4089.4427015981641 4089.4440862381284 3.385887996197927e-07 1 3 126400
98 98 linear 0.001 0 0 polar 27 37.994677000000003 4594.1867398301947 4594.2254347346498 8.4225088656923712e-06 1 5 9288
98 98 linear 0.001 0 7 polar 27 36.273471999999998 4516.9805404438757 4517.0027992738997 4.9277875204123281e-06 1 3 9288
98 98 linear 0.001 0 15 polar 27 34.856506000000003 4346.7023163052263 4346.7305944081427 6.5056028438368688e-06 1 3 9288
98 98 linear 0.001 0 23 polar 27 33.329405999999999 4091.3997980729846 4091.4357387777809 8.7843747503265475e-06 1 3 9288
98 98 linear 0.0001 0 0 polar 100 382.89693999999997 4594.2210974708078 4594.2254347346498 9.440685712106623e-07 1 5 126400
98 98 linear 0.0001 0 7 polar 100 370.48914500000001 4517.0428650374142 4517.0027992738997 8.8699886395945449e-06 1 3 126400
98 98 linear 0.0001 0 15 polar 100 351.99165599999998 4346.7499286776692 4346.7305944081427 4.4480027244903132e-06 1 3 126400
98 98 linear 0.0001 0 23 polar 100 337.52804700000002 4091.4651290729958 4091.4357387777809 7.1833696265341968e-06 1 3 126400
99 99 uniform 0.001 0 0 polar 27 1.082104 204.94304618212618 204.9523296605486 4.5295793601340262e-05 1 5 9288
99 99 uniform 0.001 0 7 polar 27 1.0797669999999999 204.024118842261 204.03039836435681 3.0777384870834042e-05 1 5 9288
99 99 uniform 0.001 0 15 polar 27 1.0927290000000001 202.78838793515519 202.79471521434354 3.1200414575238037e-05 1 5 9288
99 99 uniform 0.001 0 23 polar 27 1.052554 201.38175602269123 201.3958691440921 7.0076518753076287e-05 1 5 9288
99 99 uniform 0.0001 0 0 polar 100 10.149006999999999 204.95228944528415 204.9523296605486 1.9621764980624057e-07 1 5 126400
99 99 uniform 0.0001 0 7 polar 100 9.9475899999999999 204.03025869227264 204.03039836435681 6.8456507115451862e-07 1 5 126400
99 99 uniform 0.0001 0 15 polar 100 9.9366920000000007 202.79452992440608 202.79471521434354 9.1368227848907716e-07 1 5 126400
99 99 uniform 0.0001 0 23 polar 100 9.7915550000000007 201.3958783097772 201.3958691440921 4.5510789961784834e-08 1 5 126400
99 99 linear 0.001 0 0 polar 27 1.265903 210.42433915477073 210.42787248492863 1.6791169896687992e-05 1 5 9288
99 99 linear 0.001 0 7 polar 27 1.1938219999999999 209.36818648204158 209.37259604164129 2.1060824974586411e-05 1 5 9288
99 99 linear 0.001 0 15 polar 27 1.1869270000000001 207.86058596786523 207.86357395229788 1.437473808343083e-05 1 5 9288
99 99 linear 0.001 0 23 polar 27 1.182183 206.06476644097364 206.0747536278304 4.8463902933003628e-05 1 5 9288
99 99 linear 0.0001 0 0 polar 100 11.803610000000001 210.42835265635856 210.42787248492863 2.2818813128570399e-06 1 5 126400
99 99 linear 0.0001 0 7 polar 100 11.776045 209.37266159065769 209.37259604164129 3.1307352364702184e-07 1 5 126400
99 99 linear 0.0001 0 15 polar 100 11.686213 207.8641410669122 207.86357395229788 2.7283020470102149e-06 1 5 126400
99 99 linear 0.0001 0 23 polar 100 11.624472000000001 206.07476541224818 206.0747536278304 5.7185160102939666e-08 1 5 126400
100 100 uniform 0.001 0 0 cartesian 13 0.083678000000000002 4.7409183268562991 4.7393746082973598 0.00032572199636565514 1 5 2704
100 100 uniform 0.001 0 7 polar 27 0.12862000000000001 4.8130289689187489 4.8154866928695936 0.00051037913872422692 1 5 9288
100 100 uniform 0.001 0 15 polar 27 0.12460499999999999 4.8496533973365139 4.8530707551035412 0.00070416401067996176 1 3 9288
100 100 uniform 0.001 0 23 polar 27 0.12845400000000001 4.832253833142671 4.8348847932019705 0.00054416189254369697 1 3 9288
100 100 uniform 0.0001 0 0 cartesian 149 1.794001 4.7392620974839144 4.7393746082973598 2.3739590714871181e-05 1 5 355216
100 100 uniform 0.0001 0 7 polar 100 1.029255 4.8157473865439711 4.8154866928695936 5.413651641140171e-05 1 5 126400
100 100 uniform 0.0001 0 15 polar 100 1.0390349999999999 4.8532670386356243 4.8530707551035412 4.044522365073582e-05 1 3 126400
100 100 uniform 0.0001 0 23 polar 100 1.036513 4.8346783837448264 4.8348847932019705 4.2691701244740784e-05 1 3 126400
100 100 linear 0.001 0 0 cartesian 13 0.099905999999999995 4.9103143767079684 4.9099878727523274 6.6497914883447616e-05 1 5 2704
100 100 linear 0.001 0 7 cartesian 13 0.097725999999999993 4.9934449988586875 4.9963410894773137 0.00057964229558417498 1 5 2704
100 100 linear 0.001 0 15 polar 27 0.138789 5.0220532158797209 5.0245310155195364 0.00049314048060649339 1 3 9288
100 100 linear 0.001 0 23 polar 27 0.14260700000000001 4.9719182545131009 4.9739476599487684 0.00040800699452644512 1 3 9288
100 100 linear 0.0001 0 0 cartesian 38 0.26427099999999998 4.9102422350819479 4.9099878727523274 5.1805083069975279e-05 1 5 23104
100 100 linear 0.0001 0 7 polar 100 1.19648 4.9965670645867357 4.9963410894773137 4.5228119012518517e-05 1 5 126400
100 100 linear 0.0001 0 15 polar 100 1.2006840000000001 5.0246382657408519 5.0245310155195364 2.1345319788902722e-05 1 3 126400
100 100 linear 0.0001 0 23 polar 100 1.224823 4.9738609485547887 4.9739476599487684 1.7433113476036846e-05 1 3 126400
101 101 uniform 0.001 0 0 polar 27 7.1771130000000003 1453.4484606418664 1453.4943979236896 3.1604718868399192e-05 1 5 9288
101 101 uniform 0.001 0 7 polar 27 7.1117330000000001 1442.193384572867 1442.2238074971547 2.109445436244281e-05 1 5 9288
101 101 uniform 0.001 0 15 polar 27 7.2496770000000001 1427.5430760203103 1427.5822196845404 2.7419551525897909e-05 1 5 9288
101 101 uniform 0.001 0 23 polar 27 6.8835379999999997 1411.1055083892884 1411.1484491768035 3.0429674170839451e-05 1 5 9288
101 101 uniform 0.0001 0 0 polar 100 69.748254000000003 1453.4937016895865 1453.4943979236896 4.7900707707100035e-07 1 5 126400
101 101 uniform 0.0001 0 7 polar 100 69.372445999999997 1442.2228596889361 1442.2238074971547 6.571852535444478e-07 1 5 126400
101 101 uniform 0.0001 0 15 polar 100 68.606500999999994 1427.5815827301467 1427.5822196845404 4.461770291964944e-07 1 5 126400
101 101 uniform 0.0001 0 23 polar 100 67.610106000000002 1411.1479168692133 1411.1484491768035 3.7721587018732074e-07 1 5 126400
101 101 linear 0.001 0 0 polar 27 8.4457699999999996 1496.8779514080948 1496.8880758078362 6.7636317671963368e-06 1 5 9288
101 101 linear 0.001 0 7 polar 27 7.9645869999999999 1487.701169461526 1487.715978664658 9.9543214863565059e-06 1 5 9288
101 101 linear 0.001 0 15 polar 27 7.8094989999999997 1474.8079139281685 1474.8321732831091 1.6448891867177535e-05 1 5 9288
101 101 linear 0.001 0 23 polar 27 7.7348100000000004 1459.455923233312 1459.4835480674478 1.8927814686522904e-05 1 5 9288
101 101 linear 0.0001 0 0 polar 100 82.442412000000004 1496.8945804420114 1496.8880758078362 4.3454378989782637e-06 1 5 126400
101 101 linear 0.0001 0 7 polar 100 81.047028999999995 1487.7172432083084 1487.715978664658 8.4998996353117767e-07 1 5 126400
101 101 linear 0.0001 0 15 polar 100 79.454553000000004 1474.8310265132461 1474.8321732831091 7.7755956492713372e-07 1 5 126400
101 101 linear 0.0001 0 23 polar 100 79.535512999999995 1459.4839432296164 1459.4835480674478 2.7075479483055369e-07 1 5 126400
102 102 uniform 0.001 0 0 polar 27 2.640914 439.80411732116704 439.89201083102728 0.00019980701557682722 1 5 9288
102 102 uniform 0.001 0 7 polar 27 2.4756070000000001 409.87027449947908 409.98827537308972 0.00028781523935839202 1 3 9288
102 102 uniform 0.001 0 15 polar 27 2.344509 371.70377085272554 371.82192100504619 0.00031776005029850993 1 3 9288
102 102 uniform 0.001 0 23 polar 27 2.0602119999999999 329.59906181508046 329.7023905710538 0.00031340008118948843 1 3 9288
102 102 uniform 0.0001 0 0 polar 100 26.980193 439.89045536978796 439.89201083102728 3.5360070222274503e-06 1 5 126400
102 102 uniform 0.0001 0 7 polar 100 25.409516 409.98691334163067 409.98827537308972 3.3221229504992784e-06 1 3 126400
102 102 uniform 0.0001 0 15 polar 100 23.256269 371.81935066364059 371.82192100504619 6.9128291270546171e-06 1 3 126400
102 102 uniform 0.0001 0 23 polar 100 20.964955 329.7004484798772 329.7023905710538 5.8904370491162591e-06 1 3 126400
102 102 linear 0.001 0 0 polar 27 3.100066 452.37062017790106 452.43279560433496 0.00013742466734942486 1 5 9288
102 102 linear 0.001 0 7 polar 27 3.035628 418.54835458151138 418.61975892719943 0.00017057089199764558 1 3 9288
102 102 linear 0.001 0 15 polar 27 2.6901679999999999 374.92936315795089 374.99856254789563 0.00018453241386999774 1 3 9288
102 102 linear 0.001 0 23 polar 27 2.3398940000000001 326.87914563609462 326.94082860297385 0.00018866706597277816 1 3 9288
102 102 linear 0.0001 0 0 polar 100 31.411221000000001 452.42310213661648 452.43279560433496 2.1425210136523534e-05 1 5 126400
102 102 linear 0.0001 0 7 polar 100 30.052240000000001 418.62167111668856 418.61975892719943 4.567843367052544e-06 1 3 126400
102 102 linear 0.0001 0 15 polar 100 27.061886000000001 375.0024758842431 374.99856254789563 1.0435603595057346e-05 1 3 126400
102 102 linear 0.0001 0 23 polar 100 24.240407000000001 326.94259975629018 326.94082860297385 5.4173512800303088e-06 1 3 126400
103 103 uniform 0.001 0 0 polar 27 2.3539080000000001 506.59743146818096 506.77572705505889 0.0003518234543592609 1 5 9288
103 103 uniform 0.001 0 7 polar 27 2.231287 488.57945447499054 488.74417835898925 0.00033703497922324519 1 5 9288
103 103 uniform 0.001 0 15 polar 27 2.1231149999999999 461.17762454824668 461.39745272505087 0.00047643994457676809 1 5 9288
103 103 uniform 0.001 0 23 polar 27 2.0323869999999999 427.47418556374197 427.6853890046649 0.00049382898353028811 1 5 9288
103 103 uniform 0.0001 0 0 cartesian 38 19.957792000000001 506.76094946036392 506.77572705505889 2.9160028600523119e-05 1 5 23104
103 103 uniform 0.0001 0 7 cartesian 38 19.297747999999999 488.70432289678536 488.74417835898925 8.1546674044707116e-05 1 5 23104
103 103 uniform 0.0001 0 15 polar 100 21.685728999999998 461.39375420784944 461.39745272505087 8.0159029478480803e-06 1 5 126400
103 103 uniform 0.0001 0 23 cartesian 38 16.988992 427.69577963494532 427.6853890046649 2.4295032160457698e-05 1 5 23104
103 103 linear 0.001 0 0 polar 27 2.6481279999999998 522.46484503312979 522.57874822505869 0.00021796368933059553 1 5 9288
103 103 linear 0.001 0 7 polar 27 2.5536080000000001 505.83634091384505 505.94151334268145 0.00020787467733481341 1 5 9288
103 103 linear 0.001 0 15 polar 27 2.384528 477.4634578344677 477.60854256368413 0.00030377331284244294 1 5 9288
103 103 linear 0.001 0 23 polar 27 2.255954 440.3810710929115 440.52445537146201 0.00032548539996402249 1 5 9288
103 103 linear 0.0001 0 0 cartesian 38 23.777362 522.56989768450705 522.57874822505869 1.6936281051794151e-05 1 5 23104
103 103 linear 0.0001 0 7 cartesian 38 22.742266000000001 505.91799900820598 505.94151334268145 4.647638878278426e-05 1 5 23104
103 103 linear 0.0001 0 15 polar 100 25.199269999999999 477.60756078343576 477.60854256368413 2.0556170186922351e-06 1 5 126400
103 103 linear 0.0001 0 23 polar 100 23.574591999999999 440.51467658746299 440.52445537146201 2.2198050255300633e-05 1 5 126400
104 104 uniform 0.001 0 0 cartesian 13 0.51411200000000001 47.501723812133307 47.511322223842001 0.00020202367055736442 1 3 2704
104 104 uniform 0.001 0 7 cartesian 13 0.50361999999999996 48.272281982658171 48.260404441795963 0.00024611357902176918 1 3 2704
104 104 uniform 0.001 0 15 cartesian 13 0.53151300000000001 48.649745592250071 48.649386675485388 7.3776215736571329e-06 1 3 2704
104 104 uniform 0.001 0 23 cartesian 13 0.48779899999999998 48.562963581534603 48.556981676298072 0.0001231935147124523 1 3 2704
104 104 uniform 0.0001 0 0 cartesian 38 1.8524210000000001 47.507411081412123 47.511322223842001 8.2320218567089948e-05 1 3 23104
104 104 uniform 0.0001 0 7 polar 100 3.89961 48.260404136178892 48.260404441795963 6.3326670122351553e-09 1 3 126400
104 104 uniform 0.0001 0 15 cartesian 38 1.850141 48.649694611211537 48.649386675485388 6.3296939014355667e-06 1 3 23104
104 104 uniform 0.0001 0 23 cartesian 38 2.0131320000000001 48.559723163300177 48.556981676298072 5.6459172449817633e-05 1 3 23104
104 104 linear 0.001 0 0 cartesian 13 0.53847199999999995 50.225363132236836 50.229183495106504 7.6058629741413105e-05 1 3 2704
104 104 linear 0.001 0 7 cartesian 13 0.54853499999999999 51.371565684518764 51.3605936018552 0.00021362842393564995 1 3 2704
104 104 linear 0.001 0 15 cartesian 13 0.54322800000000004 51.956403726445529 51.955099337105025 2.5106088856468969e-05 1 3 2704
104 104 linear 0.001 0 23 cartesian 13 0.52948499999999998 51.81507343412251 51.814026048459624 2.0214326945115874e-05 1 3 2704
104 104 linear 0.0001 0 0 cartesian 38 2.3128929999999999 50.227198046961576 50.229183495106504 3.9527780600336746e-05 1 3 23104
104 104 linear 0.0001 0 7 polar 100 4.4482929999999996 51.361021330187121 51.3605936018552 8.3279475941594895e-06 1 3 126400
104 104 linear 0.0001 0 15 cartesian 38 2.370943 51.955738222980607 51.955099337105025 1.2296884881999943e-05 1 3 23104
104 104 linear 0.0001 0 23 cartesian 38 2.2335639999999999 51.815735775100272 51.814026048459624 3.2997371002381034e-05 1 3 23104
105 105 uniform 0.001 0 0 cartesian 13 0.84891499999999998 135.52269371416895 135.52987570741192 5.2991956241965536e-05 1 3 2704
105 105 uniform 0.001 0 7 cartesian 13 0.72085900000000003 122.09131244213009 122.09536663627223 3.3205143273126793e-05 1 3 2704
105 105 uniform 0.001 0 15 cartesian 13 0.636297 105.04931235834152 105.05692607757322 7.247232063574054e-05 1 3 2704
105 105 uniform 0.001 0 23 cartesian 13 0.59052700000000002 86.34046429354207 86.34209950672134 1.8938770178304197e-05 1 3 2704
105 105 uniform 0.0001 0 0 cartesian 38 5.2264220000000003 135.53004109678437 135.52987570741192 1.2203167131370223e-06 1 3 23104
105 105 uniform 0.0001 0 7 cartesian 38 4.6671170000000002 122.092861043767 122.09536663627223 2.0521601877770238e-05 1 3 23104
105 105 uniform 0.0001 0 15 cartesian 38 4.0405829999999998 105.05793442824124 105.05692607757322 9.5981360359955687e-06 1 3 23104
105 105 uniform 0.0001 0 23 cartesian 38 3.361523 86.34138805183018 86.34209950672134 8.2399535710249664e-06 1 3 23104
105 105 linear 0.001 0 0 polar 27 0.72136999999999996 138.8582725265436 138.90120052867357 0.0003090542195933523 1 3 9288
105 105 linear 0.001 0 7 polar 27 0.65318699999999996 123.52099912168057 123.55271328290786 0.00025668526724027986 1 3 9288
105 105 linear 0.001 0 15 polar 27 0.57386800000000004 104.03982494610771 104.10009195501321 0.00057893329173563587 1 3 9288
105 105 linear 0.001 0 23 polar 27 0.52658700000000003 83.023214579308785 83.068221581780776 0.00054180770473918449 1 3 9288
105 105 linear 0.0001 0 0 cartesian 38 6.1765460000000001 138.90223642883782 138.90120052867357 7.4578200930689721e-06 1 3 23104
105 105 linear 0.0001 0 7 cartesian 38 5.5258050000000001 123.5530986773891 123.55271328290786 3.1192716938518992e-06 1 3 23104
105 105 linear 0.0001 0 15 cartesian 38 4.8408470000000001 104.10176427689875 104.10009195501321 1.606455723649902e-05 1 3 23104
105 105 linear 0.0001 0 23 cartesian 38 4.0200779999999998 83.068273322732836 83.068221581780776 6.2287299612875587e-07 1 3 23104
106 106 uniform 0.001 0 0 cartesian 13 0.041756000000000001 1.005596609845703 1.0060714582252877 0.00047198275599856775 1 3 2704
106 106 uniform 0.001 0 7 cartesian 13 0.038122999999999997 1.0055548610546141 1.0060495334026589 0.00049169780574492101 1 3 2704
106 106 uniform 0.001 0 15 cartesian 13 0.038074999999999998 1.0054720968493256 1.006002750640915 0.00052748741616399962 1 3 2704
106 106 uniform 0.001 0 23 cartesian 13 0.041439999999999998 1.0053572678633296 1.005932702433407 0.00057204082210018904 1 3 2704
106 106 uniform 0.0001 0 0 cartesian 75 0.17807799999999999 1.0061139716942689 1.0060714582252877 4.2256907929982285e-05 1 3 90000
106 106 uniform 0.0001 0 7 cartesian 75 0.17404500000000001 1.006083288906136 1.0060495334026589 3.3552526348175141e-05 1 3 90000
106 106 uniform 0.0001 0 15 cartesian 224 0.82672800000000002 1.006045965713541 1.006002750640915 4.2957211198890091e-05 1 3 802816
106 106 uniform 0.0001 0 23 cartesian 187 0.60281499999999999 1.0058511749786248 1.005932702433407 8.1046629247735579e-05 1 3 559504
106 106 linear 0.001 0 0 cartesian 13 0.050999999999999997 1.0063323434819402 1.0062218958819409 0.00010976465573981132 1 3 2704
106 106 linear 0.001 0 7 cartesian 13 0.049368000000000002 1.0056960071181693 1.0062080404493434 0.00050887421943622286 1 3 2704
106 106 linear 0.001 0 15 cartesian 13 0.039461000000000003 1.0063285746974608 1.0061579954166735 0.00016953528328987835 1 3 2704
106 106 linear 0.001 0 23 cartesian 13 0.042938999999999998 1.0060458571382702 1.0060715580028152 2.5545761969484691e-05 1 3 2704
106 106 linear 0.0001 0 0 cartesian 75 0.22123000000000001 1.0062507813279591 1.0062218958819409 2.8706835079237801e-05 1 3 90000
106 106 linear 0.0001 0 7 cartesian 75 0.221749 1.006235752302322 1.0062080404493434 2.7540878093348546e-05 1 3 90000
106 106 linear 0.0001 0 15 cartesian 75 0.22092000000000001 1.0061802063710306 1.0061579954166735 2.207501650658976e-05 1 3 90000
106 106 linear 0.0001 0 23 cartesian 75 0.22609099999999999 1.0060893696974034 1.0060715580028152 1.7704202495796652e-05 1 3 90000
107 107 uniform 0.001 0 0 polar 27 8.7621880000000001 1218.574038563718 1218.988717379294 0.00034018265277103792 1 3 9288
107 107 uniform 0.001 0 7 polar 27 8.0238479999999992 1123.7541014786191 1124.157872750694 0.00035917666180365426 1 3 9288
107 107 uniform 0.001 0 15 polar 27 7.3573919999999999 1007.6360808164085 1008.0698919306122 0.0004303383303839646 1 3 9288
107 107 uniform 0.001 0 23 polar 27 6.7528810000000004 884.31179142914482 884.74968660904415 0.00049493680136540911 1 3 9288
107 107 uniform 0.0001 0 0 cartesian 38 65.747169999999997 1218.8598328305318 1218.988717379294 0.0001057307150794086 1 3 23104
107 107 uniform 0.0001 0 7 polar 100 80.275011000000006 1124.1518219639968 1124.157872750694 5.3825061798320881e-06 1 3 126400
107 107 uniform 0.0001 0 15 polar 100 72.427802 1008.0627583870611 1008.0698919306122 7.0764374655619814e-06 1 3 126400
107 107 uniform 0.0001 0 23 polar 100 63.619183 884.7430840337471 884.74968660904415 7.4626477940413639e-06 1 3 126400
