case_id configuration_id profile target d_bin_index epoch_index method nbin ms mu reference relerr converged point_images estimated_evaluations nested_error boundary_backstop
2 2 linear 0.001 0 0 cartesian 13 0.20710200000000001 7.3012012267500515 7.3041753419112512 0.00040718014313461103 1 5 2704 0.00019149500711446166 0
2 2 linear 0.001 0 7 cartesian 13 0.89573100000000005 7.3382972570882181 7.3383054628708386 1.1182121897249423e-06 1 5 121 0.0070215203998120757 1
2 2 linear 0.001 0 15 cartesian 13 0.82205899999999998 7.3462031279830313 7.3461980917565866 6.8555549167901735e-07 1 3 121 0.003626010587993278 1
2 2 linear 0.001 0 23 cartesian 13 0.202625 7.3223050274750356 7.3204056335162262 0.00025946567087937555 1 3 2704 0.0014046121784518917 0
2 2 linear 0.0001 0 0 cartesian 38 1.4275370000000001 7.3041461891407815 7.3041753419112512 3.991247348949392e-06 1 5 129 0.00097101696155288408 1
2 2 linear 0.0001 0 7 cartesian 38 1.3326089999999999 7.3382972783410985 7.3383054628708386 1.1153160333231651e-06 1 5 129 0.00025075564131604722 1
2 2 linear 0.0001 0 15 cartesian 75 2.3551890000000002 7.3462035878293959 7.3461980917565866 7.4815200198252046e-07 1 3 129 0.00045040842460508657 1
2 2 linear 0.0001 0 23 cartesian 38 1.314619 7.3204293821213167 7.3204056335162262 3.2441651841990368e-06 1 3 129 0.00024731359126306529 1
3 3 uniform 0.001 0 0 cartesian 25 0.68588499999999997 1.3256965519987083 1.325696589946822 2.8625036867580684e-08 1 3 81 0.0068502304224515864 1
3 3 uniform 0.001 0 7 cartesian 25 0.69086400000000003 1.3213734680071749 1.3213735326496301 4.8920652313083713e-08 1 3 97 0.0032577310995340891 1
3 3 uniform 0.001 0 15 cartesian 13 0.63873899999999995 1.3130744925238726 1.3130745633955572 5.3973846190236176e-08 1 3 97 0.0050323400016110131 1
3 3 uniform 0.001 0 23 cartesian 25 0.67041099999999998 1.3007096109358423 1.3007094436091542 1.2864263335904029e-07 1 3 97 0.0037592983993037787 1
