case_id configuration_id profile target d_bin_index epoch_index method nbin ms mu reference relerr converged point_images estimated_evaluations nested_error boundary_backstop
67 67 uniform 0.0001 0 7 cartesian 149 1.3884179999999999 1.6372720415496003 1.6372709799090879 6.484207717703037e-07 1 5 136 0.00045420930186290676 1
67 67 uniform 0.0001 0 15 cartesian 149 1.3279190000000001 1.5947216295744187 1.594721600794816 1.8046788032867391e-08 1 3 152 0.00052714151279298349 1
67 67 uniform 0.0001 0 23 cartesian 149 1.2592730000000001 1.5506919975853883 1.5506923176236291 2.0638410157855214e-07 1 3 145 0.00035724952286608769 1
67 67 linear 0.001 0 0 cartesian 13 0.63264600000000004 1.6974093728869035 1.6974182967313289 5.257304249987699e-06 1 5 95 0.0073729464611351769 1
67 67 linear 0.001 0 7 cartesian 13 0.47343299999999999 1.6597583187947451 1.659768597444464 6.1928209358497228e-06 1 5 88 0.0052831298848368125 1
67 67 linear 0.001 0 15 polar 27 0.521532 1.6135159105339478 1.6135208891501291 3.0855604131281722e-06 1 3 88 0.001677424309790565 1
67 67 linear 0.001 0 23 cartesian 13 0.44068000000000002 1.5644629425839653 1.5644725919306173 6.1677952696008531e-06 1 3 81 0.0021829159770043738 1
67 67 linear 0.0001 0 0 cartesian 38 0.78073499999999996 1.6974093896170512 1.6974182967313289 5.2474480184719569e-06 1 5 127 0.00053043337947555891 1
67 67 linear 0.0001 0 7 polar 100 1.088603 1.6597528350241324 1.659768597444464 9.4967577744888149e-06 1 5 136 0.00031524557047535318 1
67 67 linear 0.0001 0 15 cartesian 149 1.6933050000000001 1.6135165298076155 1.6135208891501291 2.7017577168982569e-06 1 3 152 0.00032220754158052145 1
67 67 linear 0.0001 0 23 cartesian 149 1.610001 1.5644739706788711 1.5644725919306173 8.8128629475519285e-07 1 3 145 0.00024008325781266215 1
68 68 uniform 0.001 0 0 cartesian 13 0.65449000000000002 3.5935896241015621 3.5935903715897362 2.080059485727346e-07 1 3 120 0.019209312652072708 1
68 68 uniform 0.001 0 7 cartesian 13 0.68501699999999999 3.9298036461132968 3.9298035363513582 2.7930642749410529e-08 1 3 128 0.01391762752302661 1
68 68 uniform 0.001 0 15 cartesian 13 0.65425900000000003 4.1534512565175925 4.1534512817643954 6.0785118586492024e-09 1 3 120 0.0075449430355831737 1
68 68 uniform 0.001 0 23 cartesian 25 0.77834899999999996 4.3072180200092838 4.307218192827639 4.0122962767402701e-08 1 3 120 0.0044070683866657134 1
68 68 uniform 0.0001 0 0 cartesian 149 2.6212209999999998 3.5935901123416265 3.5935903715897362 7.2141808842755315e-08 1 3 168 0.00075442609367293301 1
68 68 uniform 0.0001 0 7 cartesian 149 2.7616510000000001 3.9298036441714492 3.9298035363513582 2.7436509250453936e-08 1 3 160 0.00045464206616108171 1
68 68 uniform 0.0001 0 15 cartesian 75 1.3615159999999999 4.1534513133055162 4.1534512817643954 7.593954686489777e-09 1 3 160 0.00043753834817206183 1
68 68 uniform 0.0001 0 23 cartesian 75 1.3913759999999999 4.3072181474191771 4.307218192827639 1.0542410401942865e-08 1 3 160 0.00087826053502126911 1
68 68 linear 0.001 0 0 cartesian 13 0.74744200000000005 3.5187427283865333 3.5187516632438047 2.5392122339046464e-06 1 3 136 0.012024584657684301 1
68 68 linear 0.001 0 7 cartesian 13 0.76441000000000003 3.8763577102146938 3.8763337935605744 6.1699160580838525e-06 1 3 128 0.007617696502628224 1
68 68 linear 0.001 0 15 cartesian 13 0.74277899999999997 4.1603718326149295 4.1603577547230097 3.383817630534224e-06 1 3 120 0.0051710903796760022 1
68 68 linear 0.001 0 23 cartesian 25 0.87601200000000001 4.3702278324471298 4.370206102652884 4.9722584553986565e-06 1 3 120 0.0044659587736219919 1
68 68 linear 0.0001 0 0 cartesian 149 3.2044380000000001 3.5187430326999647 3.5187516632438047 2.4527288839934376e-06 1 3 184 0.00049581948222554573 1
68 68 linear 0.0001 0 7 cartesian 75 1.6406339999999999 3.8763577073563913 3.8763337935605744 6.1691786854436697e-06 1 3 176 0.00067871315694967294 1
68 68 linear 0.0001 0 15 cartesian 38 1.119985 4.1603717270664502 4.1603577547230097 3.3584475817276797e-06 1 3 176 0.00096093843748779051 1
68 68 linear 0.0001 0 23 cartesian 75 1.710348 4.3702279247772271 4.370206102652884 4.9933856277051049e-06 1 3 176 0.00041190630525544947 1
69 69 uniform 0.001 0 0 polar 27 5.5262370000000001 347.64039786067775 347.64082732520569 1.2353685015781466e-06 1 3 9288 0.0023784111493796445 0
69 69 uniform 0.001 0 7 polar 27 5.7050049999999999 347.32853607952211 347.32898485585412 1.2920785525382395e-06 1 3 9288 0.0023805638625162828 0
69 69 uniform 0.001 0 15 polar 27 5.4894360000000004 343.1317712495466 343.13227060540032 1.4552867698464401e-06 1 3 9288 0.0027622455724554129 0
69 69 uniform 0.001 0 23 polar 27 5.3926299999999996 334.59440900658029 334.59503905242218 1.8830101117818372e-06 1 3 9288 0.0036395902285448756 0
69 69 uniform 0.0001 0 0 cartesian 38 30.605467000000001 347.64084997524333 347.64082732520569 6.51535603857512e-08 1 3 23104 0.0028399196699524509 0
69 69 uniform 0.0001 0 7 cartesian 38 38.404218999999998 347.32926050157369 347.32898485585412 7.936156542855915e-07 1 3 362 0.11281501479271583 1
69 69 uniform 0.0001 0 15 cartesian 38 31.141656999999999 343.13254876877198 343.13227060540032 8.1065931563386116e-07 1 3 362 0.033339727769600813 1
69 69 uniform 0.0001 0 23 cartesian 38 31.117239999999999 334.59532350579093 334.59503905242218 8.5014221835134827e-07 1 3 369 0.051607118972924582 1
69 69 linear 0.001 0 0 polar 27 5.9605030000000001 361.6386550709849 361.63621151592389 6.7569424277603547e-06 1 3 9288 0.013996211094365663 0
69 69 linear 0.001 0 7 polar 27 6.2335469999999997 361.29710051692672 361.29814586313864 2.8933063285644615e-06 1 3 9288 0.0011230557509520622 0
69 69 linear 0.001 0 15 polar 27 5.9643199999999998 355.41143835320122 355.41409950602463 7.4874711698429831e-06 1 3 9288 0.0013392692452498522 0
69 69 linear 0.001 0 23 polar 27 5.9137930000000001 343.51981812489578 343.51893443147497 2.5724736898882344e-06 1 3 9288 0.0099900534725634316 0
69 69 linear 0.0001 0 0 cartesian 38 33.911583 361.6361520542755 361.63621151592389 1.6442393349279168e-07 1 3 23104 0.0023005775734645795 0
69 69 linear 0.0001 0 7 cartesian 38 41.603155999999998 361.30003308202157 361.29814586313864 5.2234391583139805e-06 1 3 378 0.080095335326177519 1
69 69 linear 0.0001 0 15 cartesian 38 34.673940000000002 355.41564464372357 355.41409950602463 4.3474293819178888e-06 1 3 378 0.029135219640807009 1
69 69 linear 0.0001 0 23 cartesian 38 34.366140999999999 343.52000150271465 343.51893443147497 3.1062952656177152e-06 1 3 385 0.039680467762650551 1
70 70 uniform 0.001 0 0 cartesian 13 0.90166599999999997 11.658800196242376 11.658802354524491 1.8512039651896725e-07 1 3 89 0.038241118317136724 1
70 70 uniform 0.001 0 7 cartesian 50 1.562819 11.787882311989128 11.787884652906683 1.985867375467959e-07 1 5 89 0.0095242462631546232 1
70 70 uniform 0.001 0 15 cartesian 50 1.540918 11.792127242342326 11.792129588758971 1.9898158575355667e-07 1 5 89 0.009559379009022706 1
70 70 uniform 0.001 0 23 cartesian 13 0.76485700000000001 11.643270158652703 11.643272266285093 1.810171867658049e-07 1 3 89 0.035875712776455515 1
70 70 uniform 0.0001 0 0 cartesian 38 1.379753 11.658802125886194 11.658802354524491 1.9610787684315808e-08 1 3 129 0.0064188302958569921 1
70 70 uniform 0.0001 0 7 cartesian 149 6.4512460000000003 11.787884243777722 11.787884652906683 3.4707581034849322e-08 1 5 129 0.0011747153518868458 1
70 70 uniform 0.0001 0 15 cartesian 149 6.4398780000000002 11.792129177497552 11.792129588758971 3.487592436044639e-08 1 5 129 0.0012472522918756113 1
70 70 uniform 0.0001 0 23 cartesian 149 6.2277380000000004 11.643272091125809 11.643272266285093 1.5043819332245915e-08 1 3 129 0.00094224455021141296 1
70 70 linear 0.001 0 0 cartesian 13 0.965256 12.090889676221234 12.090823836574254 5.4454227330175732e-06 1 3 105 0.032041055964436183 1
70 70 linear 0.001 0 7 cartesian 25 1.1125799999999999 12.274716738390248 12.274858648292756 1.15610213179858e-05 1 5 105 0.015748849668492326 1
70 70 linear 0.001 0 15 cartesian 25 1.119699 12.279371436685473 12.279505492953263 1.091707380778054e-05 1 5 105 0.014930669035141619 1
70 70 linear 0.001 0 23 cartesian 13 0.86400299999999997 12.064643170446452 12.064523431206862 9.9249042262592407e-06 1 3 105 0.026824027059078048 1
70 70 linear 0.0001 0 0 cartesian 38 1.6471469999999999 12.090898852359857 12.090823836574254 6.2043568425794461e-06 1 3 145 0.0055178080420628106 1
70 70 linear 0.0001 0 7 cartesian 38 1.5689709999999999 12.274725974703991 12.274858648292756 1.080856346841516e-05 1 5 145 0.0032460829457772178 1
70 70 linear 0.0001 0 15 cartesian 38 1.5746659999999999 12.279380692338776 12.279505492953263 1.016332575915976e-05 1 5 145 0.0038477415082684985 1
70 70 linear 0.0001 0 23 cartesian 75 3.0397959999999999 12.064652373069427 12.064523431206862 1.0687688021843302e-05 1 3 145 0.0012583659296776517 1
71 71 uniform 0.001 0 0 cartesian 25 0.72031500000000004 2.745328274824391 2.7453283578281491 3.0234546571569793e-08 1 3 74 0.0093273734175567391 1
71 71 uniform 0.001 0 7 cartesian 50 0.293072 2.8184835459741016 2.8196669759435151 0.00041970558208121882 1 3 40000 0.00070044423276671708 0
71 71 uniform 0.001 0 15 cartesian 25 0.70735000000000003 2.8732241129634768 2.8732240965786802 5.7025822142051485e-09 1 3 82 0.0047842352693754364 1
71 71 uniform 0.001 0 23 cartesian 13 0.62812800000000002 2.8951784181925322 2.8951785020228864 2.8955159122421779e-08 1 3 82 0.012323601148882535 1
71 71 uniform 0.0001 0 0 cartesian 149 1.957538 2.7453282684610483 2.7453283578281491 3.2552426953155981e-08 1 3 122 0.00021270407511098099 1
71 71 uniform 0.0001 0 7 cartesian 149 2.046891 2.8196670090768721 2.8196669759435151 1.1750805052395745e-08 1 3 106 0.00063729931301947929 1
71 71 uniform 0.0001 0 15 cartesian 187 2.6884769999999998 2.8732241129707248 2.8732240965786802 5.705104808945529e-09 1 3 98 0.00018568001313790106 1
71 71 uniform 0.0001 0 23 cartesian 149 2.0700949999999998 2.8951784181997069 2.8951785020228864 2.8952680965973282e-08 1 3 98 0.00077517656673231627 1
71 71 linear 0.001 0 0 cartesian 25 0.73103700000000005 2.775470241010662 2.7754599668789188 3.7017762337614521e-06 1 3 90 0.005263501419542127 1
71 71 linear 0.001 0 7 cartesian 25 0.76371599999999995 2.8751237503246454 2.8751291388131426 1.8741726847812424e-06 1 3 90 0.011113486552638552 1
71 71 linear 0.001 0 15 cartesian 25 0.75514800000000004 2.9481659247038006 2.9481662876298143 1.2310228741470492e-07 1 3 98 0.0036930274458968348 1
71 71 linear 0.001 0 23 cartesian 13 0.68362000000000001 2.9780790709319573 2.9781421794364871 2.119056133903952e-05 1 3 98 0.008298776185141854 1
71 71 linear 0.0001 0 0 cartesian 75 1.2691269999999999 2.7754702369389994 2.7754599668789188 3.7003092111377229e-06 1 3 122 0.00028910597194853338 1
71 71 linear 0.0001 0 7 cartesian 149 2.52399 2.8751237564333127 2.8751291388131426 1.872048026355549e-06 1 3 130 0.0004045379808075289 1
71 71 linear 0.0001 0 15 cartesian 75 1.2913250000000001 2.9481659248056529 2.9481662876298143 1.2306773973508598e-07 1 3 114 0.0017709940710335381 1
71 71 linear 0.0001 0 23 cartesian 149 2.5147300000000001 2.9780790710340046 2.9781421794364871 2.1190527073630623e-05 1 3 114 0.00046503574960610194 1
72 72 uniform 0.001 0 0 polar 27 6.3705379999999998 675.24480779765156 675.25816561542706 1.9781793772646309e-05 1 5 9288 0.067348189494964572 0
72 72 uniform 0.001 0 7 polar 27 6.4479069999999998 683.49785547766783 683.50508389439312 1.0575512743975785e-05 1 5 9288 0.10656843841991304 0
72 72 uniform 0.001 0 15 polar 27 6.3683959999999997 680.90969408700323 680.91744146614406 1.1377853861610921e-05 1 5 9288 0.087733516935827538 0
72 72 uniform 0.001 0 23 polar 27 6.3715299999999999 665.41875468034584 665.42772346017284 1.3478217860181198e-05 1 5 9288 0.12106985197499398 0
72 72 uniform 0.0001 0 0 cartesian 38 44.315277000000002 675.25725340705947 675.25816561542706 1.3509031271963599e-06 1 5 23104 0.015675949536444023 0
72 72 uniform 0.0001 0 7 cartesian 38 45.422154999999997 683.50509892018022 683.50508389439312 2.1983431355286432e-08 1 5 99 0.022392890574792546 1
72 72 uniform 0.0001 0 15 cartesian 38 45.399436000000001 680.91745931704088 680.91744146614406 2.62159488619871e-08 1 5 99 0.019104692870769213 1
72 72 uniform 0.0001 0 23 cartesian 38 43.904164000000002 665.41936938421236 665.42772346017284 1.2554445307812601e-05 1 5 23104 0.01215367382826571 0
72 72 linear 0.001 0 0 polar 27 7.1364850000000004 700.97925368030201 700.98140726791053 3.072246405096234e-06 1 5 9288 0.039661856569182419 0
72 72 linear 0.001 0 7 polar 27 7.2666339999999998 712.73404252995078 712.73541428344947 1.9246321582984874e-06 1 5 9288 0.066101825106443357 0
72 72 linear 0.001 0 15 polar 27 7.131189 709.51862129533868 709.52102340897181 3.3855425757467345e-06 1 5 9288 0.060269704924735379 0
72 72 linear 0.001 0 23 polar 27 7.0373749999999999 688.54561951198366 688.54773463998333 3.0718683589582555e-06 1 5 9288 0.077380445697940559 0
72 72 linear 0.0001 0 0 cartesian 38 51.011014000000003 700.98415969184009 700.98140726791053 3.9265291504550148e-06 1 5 23104 0.013223811680177278 0
72 72 linear 0.0001 0 7 cartesian 38 51.483780000000003 712.72946408791324 712.73541428344947 8.3483932704696263e-06 1 5 23104 0.017752593837258246 0
72 72 linear 0.0001 0 15 cartesian 38 52.152194000000001 709.52268903544643 709.52102340897181 2.3475364642702053e-06 1 5 23104 0.010205503828956353 0
72 72 linear 0.0001 0 23 cartesian 38 49.666857 688.54458535141885 688.54773463998333 4.5738129777352984e-06 1 5 23104 0.0054457007252040057 0
73 73 uniform 0.001 0 0 cartesian 13 0.77856899999999996 8.4037570023852179 8.4037572354654504 2.7735241025800174e-08 1 3 121 0.010362050377114684 1
73 73 uniform 0.001 0 7 cartesian 25 0.998139 9.2609196422425786 9.2609199787620557 3.6337586108605305e-08 1 3 105 0.011756815178182833 1
73 73 uniform 0.001 0 15 cartesian 25 0.94096400000000002 10.350234195308587 10.350234511759769 3.0574300644470202e-08 1 3 105 0.026051479856080917 1
73 73 uniform 0.001 0 23 cartesian 25 1.0366629999999999 11.773397214018557 11.773397380367266 1.4129201933433168e-08 1 5 105 0.019954009438086118 1
73 73 uniform 0.0001 0 0 cartesian 75 2.0977190000000001 8.4037571877524559 8.4037572354654504 5.6775788623360441e-09 1 3 153 0.0015885581555235007 1
73 73 uniform 0.0001 0 7 cartesian 149 5.2268379999999999 9.2609201485803645 9.2609199787620557 1.8337088446703573e-08 1 3 153 0.0013068784367824549 1
73 73 uniform 0.0001 0 15 cartesian 149 5.7506389999999996 10.350234998502565 10.350234511759769 4.7027223861399159e-08 1 3 169 0.0012876081439792131 1
73 73 uniform 0.0001 0 23 cartesian 149 6.5391199999999996 11.773396959297676 11.773397380367266 3.5764493141483067e-08 1 5 137 0.00096487449368254374 1
73 73 linear 0.001 0 0 cartesian 13 0.82879100000000006 8.3681928176825302 8.3681775042624036 1.8299588074962485e-06 1 3 129 0.007834209037589801 1
73 73 linear 0.001 0 7 cartesian 13 0.83643199999999995 9.2919890592506054 9.2919121644352174 8.2754565505137026e-06 1 3 121 0.047670169074748969 1
73 73 linear 0.001 0 15 cartesian 25 1.096614 10.426948995728317 10.426901172444936 4.5865288824026079e-06 1 3 121 0.016620330631505809 1
73 73 linear 0.001 0 23 cartesian 25 1.1658109999999999 11.841019285729743 11.841076535757008 4.8348667531844178e-06 1 5 105 0.012261923225981519 1
73 73 linear 0.0001 0 0 cartesian 75 2.4499529999999998 8.3681923559808364 8.3681775042624036 1.7747853012542224e-06 1 3 153 0.00096634289026198417 1
73 73 linear 0.0001 0 7 cartesian 75 2.6486109999999998 9.2919894385646131 9.2919121644352174 8.3162785041704394e-06 1 3 169 0.0029484647317659096 1
73 73 linear 0.0001 0 15 cartesian 75 2.8386339999999999 10.426949530129221 10.426901172444936 4.6377810133219474e-06 1 3 169 0.00040360092393498803 1
73 73 linear 0.0001 0 23 cartesian 38 1.6277919999999999 11.841017425347246 11.841076535757008 4.9919793680151157e-06 1 5 145 0.0020961049123737752 1
74 74 uniform 0.001 0 0 polar 27 16.897967000000001 607.50571976106437 607.51256496190467 1.1267587265017417e-05 1 3 9288 0.029399225681686403 0
74 74 uniform 0.001 0 7 polar 27 17.014835000000001 609.25890237997373 609.26589634244124 1.1479327022061635e-05 1 3 9288 0.027982721497096463 0
74 74 uniform 0.001 0 15 polar 27 17.030158 611.26059836150034 611.26788006258289 1.1912454948233051e-05 1 3 9288 0.025443305922181025 0
74 74 uniform 0.001 0 23 polar 27 16.951172 613.2602456253926 613.26781855125444 1.2348480766081077e-05 1 3 9288 0.021936420427778103 0
74 74 uniform 0.0001 0 0 polar 100 169.334777 607.5116105970593 607.51256496190467 1.570938447058922e-06 1 3 126400 0.00093541642286254501 0
74 74 uniform 0.0001 0 7 polar 100 170.03190000000001 609.26493536135661 609.26589634244124 1.577276999090821e-06 1 3 126400 0.00089998327644025267 0
74 74 uniform 0.0001 0 15 polar 100 170.34596199999999 611.26690859798782 611.26788006258289 1.5892616424873613e-06 1 3 126400 0.00087021132412701263 0
74 74 uniform 0.0001 0 23 polar 100 170.499133 613.26684696367522 613.26781855125444 1.5842794123953154e-06 1 3 126400 0.000960474970611358 0
74 74 linear 0.001 0 0 polar 27 19.537559000000002 635.71625101689926 635.71049642745197 9.0522171328487213e-06 1 3 9288 0.015730355970276833 0
74 74 linear 0.001 0 7 polar 27 19.089838 637.64631460677458 637.64613035799107 2.8895146498973255e-07 1 3 9288 0.010507986772950062 0
74 74 linear 0.001 0 15 polar 27 19.153891000000002 639.84359720532507 639.85424725393045 1.6644491540208705e-05 1 3 9288 0.0074026262484494509 0
74 74 linear 0.001 0 23 polar 27 19.363012999999999 642.0362951308141 642.05915771371917 3.5608218698238679e-05 1 3 9288 0.0021229869636272269 0
74 74 linear 0.0001 0 0 polar 100 197.463415 635.71002265595109 635.71049642745197 7.4526298297915702e-07 1 3 126400 0.0041129981146923456 0
74 74 linear 0.0001 0 7 polar 100 197.650431 637.64306465089726 637.64613035799107 4.8078502289182257e-06 1 3 126400 0.0079733342397503293 0
74 74 linear 0.0001 0 15 polar 100 198.30306100000001 639.84906446764967 639.85424725393045 8.0999482351286701e-06 1 3 126400 0.0028619465838346514 0
74 74 linear 0.0001 0 23 polar 100 198.71176500000001 642.05215968717073 642.05915771371917 1.0899348548136257e-05 1 3 126400 0.0039061490555241107 0
75 75 uniform 0.001 0 0 cartesian 13 0.54317300000000002 30.836381679416046 30.838548757420558 7.027172457296225e-05 1 3 2704 0.0030293420662310666 0
75 75 uniform 0.001 0 7 cartesian 13 0.57212700000000005 30.777585082671141 30.779322405661485 5.6444484626619525e-05 1 3 2704 0.0031901532341045424 0
75 75 uniform 0.001 0 15 cartesian 13 0.54559999999999997 30.406228979565974 30.40880959549407 8.4864089138119364e-05 1 3 2704 0.0023237946489942374 0
75 75 uniform 0.001 0 23 cartesian 13 1.3141119999999999 29.69633792272564 29.696337656452016 8.9665475478899043e-09 1 3 97 0.031732933733255919 1
75 75 uniform 0.0001 0 0 cartesian 38 1.7997399999999999 30.838146544039979 30.838548757420558 1.3042552155815964e-05 1 3 23104 0.00010286107321633153 0
75 75 uniform 0.0001 0 7 cartesian 38 2.56141 30.779322527822597 30.779322405661485 3.9689343981898083e-09 1 3 113 0.0016138294079688364 1
75 75 uniform 0.0001 0 15 cartesian 75 5.6225620000000003 30.408809597564264 30.40880959549407 6.8078780783751581e-11 1 3 113 0.0030946768537205571 1
75 75 uniform 0.0001 0 23 cartesian 38 2.6587260000000001 29.696337437243994 29.696337656452016 7.3816517355291156e-09 1 3 113 0.00112503958553134 1
75 75 linear 0.001 0 0 cartesian 13 0.58382900000000004 32.652984501478642 32.660051875999322 0.00021639201760956044 1 3 2704 0.0020242362292108851 0
75 75 linear 0.001 0 7 cartesian 13 0.62845600000000001 32.569817129149335 32.570834737716183 3.1242937893429644e-05 1 3 2704 0.003742457621228823 0
75 75 linear 0.001 0 15 cartesian 13 0.62075499999999995 32.014089840808289 32.017180877447352 9.6543060767731464e-05 1 3 2704 0.0058801027604005185 0
75 75 linear 0.001 0 23 cartesian 13 1.4329190000000001 30.970103391648735 30.969949706309539 4.9624019623389854e-06 1 3 97 0.014867892245472802 1
75 75 linear 0.0001 0 0 cartesian 38 2.1174590000000002 32.659704518193131 32.660051875999322 1.063555586225814e-05 1 3 23104 0.00019277178662235883 0
75 75 linear 0.0001 0 7 cartesian 38 2.1196790000000001 32.57232559891257 32.570834737716183 4.5772888794315999e-05 1 3 23104 0.00057514995579310835 0
75 75 linear 0.0001 0 15 polar 100 5.4800579999999997 32.017387445537878 32.017180877447352 6.4517888478935263e-06 1 3 145 0.0048684365014750597 1
75 75 linear 0.0001 0 23 cartesian 38 2.132002 30.971149406775947 30.969949706309539 3.8737565859325365e-05 1 3 23104 6.6028450564914465e-05 0
76 76 uniform 0.001 0 0 polar 27 0.78990899999999997 6.3345484278801534 6.334551568609359 4.9580924104575158e-07 1 3 120 0.0022431999427592331 1
76 76 uniform 0.001 0 7 polar 27 0.76463700000000001 6.323369890936184 6.3233729798014346 4.8848379821268283e-07 1 3 112 0.0021092773272544107 1
76 76 uniform 0.001 0 15 polar 27 0.72773100000000002 6.2380330775388613 6.2380340180320157 1.5076755781515367e-07 1 3 121 0.002761191874427027 1
76 76 uniform 0.001 0 23 polar 27 0.73586300000000004 6.0686913107379263 6.0686942866257203 4.9036706306394967e-07 1 3 121 0.0030595430811395374 1
76 76 uniform 0.0001 0 0 cartesian 75 1.5735809999999999 6.3345500653964786 6.334551568609359 2.3730375609268166e-07 1 3 136 0.0015309944826222832 1
76 76 uniform 0.0001 0 7 polar 100 2.4892059999999998 6.3233715561041119 6.3233729798014346 2.2514840216568817e-07 1 3 136 0.00035928177316968402 1
76 76 uniform 0.0001 0 15 polar 100 2.4519929999999999 6.2380324478665443 6.2380340180320157 2.5170838550764991e-07 1 3 201 0.00016008357916419413 1
76 76 uniform 0.0001 0 23 polar 100 2.380684 6.0686924206370385 6.0686942866257203 3.0747778577431047e-07 1 3 169 0.00047245123275452272 1
76 76 linear 0.001 0 0 polar 27 0.85675599999999996 6.4621550242926089 6.4621476345051505 1.1435497726703455e-06 1 3 112 0.0065755020141420317 1
76 76 linear 0.001 0 7 cartesian 13 0.75922800000000001 6.4348365714050102 6.4348152711025932 3.310165330252356e-06 1 3 104 0.0065153426456925345 1
76 76 linear 0.001 0 15 cartesian 13 0.75485400000000002 6.3080860034923836 6.3080692481502876 2.6561759925052766e-06 1 3 129 0.020252383733363466 1
76 76 linear 0.001 0 23 cartesian 13 0.74151900000000004 6.0744760685553825 6.0744631060087393 2.1339411264771895e-06 1 3 129 0.01877566779961537 1
76 76 linear 0.0001 0 0 cartesian 75 1.948485 6.4621548777130489 6.4621476345051505 1.1208669792190485e-06 1 3 136 0.00091285496042825542 1
76 76 linear 0.0001 0 7 polar 100 2.850657 6.4348336128069752 6.4348152711025932 2.8503855369933023e-06 1 3 128 0.00039752226163614068 1
76 76 linear 0.0001 0 15 polar 100 2.959667 6.3080849572921105 6.3080692481502876 2.490324884674268e-06 1 3 201 0.0002122072241208528 1
76 76 linear 0.0001 0 23 cartesian 75 1.911157 6.0744760777772902 6.0744631060087393 2.1354592701420694e-06 1 3 137 0.00047022898051274353 1
77 77 uniform 0.001 0 0 cartesian 25 0.97273900000000002 7.6606958713166664 7.6606935368064146 3.0473876034351957e-07 1 5 97 0.010067119028930982 1
77 77 uniform 0.001 0 7 polar 27 0.55720199999999998 7.6408709957365444 7.6368244978074644 0.0005298665604063198 1 3 9288 0.0014835193913107503 0
77 77 uniform 0.001 0 15 cartesian 13 0.72266300000000006 7.5163558084401281 7.5163549411956954 1.1538098446610074e-07 1 3 89 0.065265972747207357 1
77 77 uniform 0.001 0 23 cartesian 25 0.94583799999999996 7.2865474028869768 7.2865468093825863 8.1452079571944084e-08 1 3 89 0.013172654150199747 1
77 77 uniform 0.0001 0 0 cartesian 149 4.4258420000000003 7.6606944585291012 7.6606935368064146 1.2031843881906252e-07 1 5 145 0.0017169654738662388 1
77 77 uniform 0.0001 0 7 cartesian 75 1.895796 7.6368255191807819 7.6368244978074644 1.3374319624226236e-07 1 3 145 0.0027248712866656533 1
77 77 uniform 0.0001 0 15 cartesian 75 1.8317110000000001 7.5163556037965247 7.5163549411956954 8.8154542261404417e-08 1 3 145 0.00097527741228553566 1
77 77 uniform 0.0001 0 23 cartesian 75 1.9217569999999999 7.2865473938729854 7.2865468093825863 8.0215006433331497e-08 1 3 145 0.0029751791097050173 1
77 77 linear 0.001 0 0 cartesian 13 0.93204200000000004 7.9636456343463031 7.9636411349398983 5.6499361643118648e-07 1 5 113 0.021182457426059287 1
77 77 linear 0.001 0 7 cartesian 13 0.89437599999999995 7.9143648846525609 7.9143432564036438 2.7327913658104981e-06 1 3 113 0.055751862716682865 1
77 77 linear 0.001 0 15 cartesian 13 0.89968899999999996 7.7269229879347785 7.7269036600945169 2.5013693856977028e-06 1 3 121 0.04166803189248558 1
77 77 linear 0.001 0 23 cartesian 25 1.0867990000000001 7.39269250688446 7.3926560047216485 4.9376249602533381e-06 1 3 113 0.0077713056078891896 1
77 77 linear 0.0001 0 0 cartesian 149 5.7415750000000001 7.9636448849679597 7.9636411349398983 4.7089365252260532e-07 1 5 161 0.0010268875042696024 1
77 77 linear 0.0001 0 7 cartesian 75 2.3043879999999999 7.9143650093109237 7.9143432564036438 2.748542307955013e-06 1 3 153 0.0015995945218030272 1
77 77 linear 0.0001 0 15 cartesian 75 2.2429489999999999 7.7269228640020486 7.7269036600945169 2.4853302663676166e-06 1 3 153 0.00064139252997907903 1
77 77 linear 0.0001 0 23 cartesian 75 2.264275 7.3926926993679922 7.3926560047216485 4.9636620884656201e-06 1 3 145 0.0019161586553879673 1
78 78 uniform 0.001 0 0 cartesian 13 0.61917 4.2453562390264343 4.2453559251060184 7.3944428081455632e-08 1 5 82 0.011737391501092986 1
78 78 uniform 0.001 0 7 cartesian 13 0.62711099999999997 4.2621659541034074 4.2621656421480996 7.3191737252777803e-08 1 5 82 0.0099293327003415754 1
78 78 uniform 0.001 0 15 cartesian 25 0.72483900000000001 4.2836227012376487 4.2836224109579151 6.7765014218099241e-08 1 5 82 0.0041370442055264078 1
78 78 uniform 0.001 0 23 cartesian 13 0.68459199999999998 4.3076305782691424 4.30763029789731 6.5087255179307535e-08 1 5 82 0.007323375691399292 1
78 78 uniform 0.0001 0 0 cartesian 75 1.3193090000000001 4.2453562395694169 4.2453559251060184 7.4072328440669819e-08 1 5 146 0.0014405911757826573 1
78 78 uniform 0.0001 0 7 cartesian 149 2.9217430000000002 4.2621659547784816 4.2621656421480996 7.3350124860258855e-08 1 5 146 0.00044848081680637364 1
78 78 uniform 0.0001 0 15 cartesian 75 1.3325610000000001 4.2836227021090005 4.2836224109579151 6.7968428944222137e-08 1 5 146 0.0012557930603867007 1
78 78 uniform 0.0001 0 23 polar 100 1.9510069999999999 4.3076305794014855 4.30763029789731 6.5350124327739453e-08 1 5 146 0.00050546328893474879 1
78 78 linear 0.001 0 0 cartesian 13 0.66432500000000005 4.3293617425179285 4.3293482515550288 3.1161648626588486e-06 1 5 114 0.012471684964929786 1
