row	case	u	parameter	cell	kind	crossings	left_fold	right_fold	a	b	a_lo	b_lo	width	left_Rp	right_Rp	level	nodes	valid_nodes	complete	value_q	old_q	moving_q	old_detail	moving_detail	old_abs_q	moving_abs_q
99	rand035	0	X	2	arcs	2	1	0	0.88716938242769516	0.88723369079252823	-5.4025464860658022e-17	0	6.4308364833119615e-05	0.18840564996661718	0	5	31	31	1	0.00010069572380168181	-0.44226714694785413	-0.44226714684339608	5.457440408257034e-10	1.2459904797246681e-10	0.44226714694785413	0.44226714684339608
99	rand035	0	X	3	arcs	2	0	1	0.88723369079252823	0.95630209345982764	0	-3.4151192332103632e-17	0.069068402667299383	0	0.20434029378549787	5	31	31	1	2.6536870101922054	9.0640672429930511	9.0644911687933742	1.7516739937462527	1.7770014261012101	20.563531457866912	16.396478118830554
99	rand035	0	X	4	empty	0	1	0	0.95630209345982764	0.98978667263356568	-3.4151192332103632e-17	0	0.033484579173738073	0.20434029378549787	0	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	5	empty	0	0	0	0.98978667263356568	0.98978737686990848	0	0	7.0423634279670466e-07	0	0	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	6	empty	0	0	0	0.98978737686990848	0.9999999892831799	0	0	0.010212612413271427	0	0	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	7	empty	0	0	1	0.9999999892831799	1.04569464696713	0	-6.7422593271225743e-17	0.045694657683950021	0	-0.22344145996904699	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	8	arcs	2	1	1	1.04569464696713	1.1271804457293775	-6.7422593271225743e-17	-6.5448403115757188e-17	0.081485798762247486	-0.22344145996904699	-0.23937610194680561	5	31	31	1	3.6537149335679038	8.5213040003259728	8.5213040003241183	1.2408656662958424e-07	2.7924105839872127e-05	28.351162360349857	8.5213040003241183
99	rand035	0	X	9	empty	0	1	0	1.1271804457293775	3.035303804422572	-6.5448403115757188e-17	0	1.9081233586931945	-0.23937610194680561	0	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	10	empty	0	0	1	3.035303804422572	3.0353038119173275	0	-2.0375349836924129e-16	7.494755279065235e-09	0	2.6127510878454164e-09	5	31	31	1	0	0	0	0	0	0	0
99	rand035	0	X	11	arcs	2	1	1	3.0353038119173275	3.0353038123352656	-2.0375349836924129e-16	-1.2717696606307342e-16	4.1793820509429536e-10	2.6127510878454164e-09	2.9131762436026609e-09	5	31	25	0	7.6971981573276552e-18	1.0415770237835672e-17	1.1066155686546457e-17	0	0	1.1790541522598586e-16	1.1066155686546457e-17
