case_id configuration_id profile d_bin_index epoch_index rep lane q rho s x y time u X reference topology_status cells events whole_classify_ms profile_topology_ms radial_events_ms cell_topology_remainder_ms physical_real_events soft_events d14_coeff_ms d14_struct_build_ms d14_expand_ms d14_solve_ms presearch_ms d14real_ms qf_polish_ms residual_eval_ms completeness_check_ms physical_classify_ms soft_event_ms qf_warm_calls qf_cold_calls warm_seeded presearch_sweeps dd_sweeps qf_warm_sweeps qf_cold_sweeps d14real_calls d14real_finite_calls d14real_nonconverged completeness_fails root_count_bad conjugacy_bad vieta_bad root_clusters captured_root_records qf_root_count
92 92 linear 0 0 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.558817999999999 28.558707999999999 28.472733999999999 0.085974000000000217 10 3 0 0.012945 0.021582 28.108111999999998 0.023608000000000001 0 27.801024000000002 0.048022000000000002 3.4999999999999997e-05 0.20716500000000002 0.003692 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.389092000000002 28.389019999999999 28.316067 0.072952999999998269 10 3 0 0.0048659999999999997 0.012992 28.016065000000001 0.0055729999999999998 0 27.767417999999999 0.030405000000000001 3.3000000000000003e-05 0.20528299999999999 0.000678 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 28.487636999999999 28.487566000000001 28.405505999999999 0.08206000000000202 10 3 0 0.0046699999999999997 0.012462000000000001 28.091113 0.005215 0 27.842227999999999 0.029839000000000001 2.5999999999999998e-05 0.22395399999999999 0.00063199999999999997 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 28.274398999999999 28.274335000000001 28.204713999999999 0.069621000000001487 10 3 0 0.0045690000000000001 0.012387 28.01416 0.0051859999999999996 0 27.764474 0.030158999999999998 2.5999999999999998e-05 0.100825 0.00065899999999999997 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.399842 28.399767000000001 28.331177 0.068590000000000373 10 3 0 0.0045960000000000003 0.012721 28.009502999999999 0.0052199999999999998 0 27.752479000000001 0.029336000000000001 2.5000000000000001e-05 0.21687699999999999 0.00074100000000000001 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.498422000000001 28.498349999999999 28.428342000000001 0.07000799999999785 10 3 0 0.0048440000000000002 0.012952 28.128509000000001 0.0053460000000000001 0 27.881215000000001 0.030258 2.4000000000000001e-05 0.20643400000000001 0.00060700000000000001 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 28.442938999999999 28.442864 28.360182999999999 0.082681000000000893 10 3 0 0.0034610000000000001 0.013361 28.038011000000001 0.0038830000000000002 0 27.793709 0.029406000000000002 2.5999999999999998e-05 0.22985799999999998 0.00063299999999999999 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 28.362169999999999 28.362099000000001 28.297843 0.064256000000000313 10 3 0 0.0046249999999999998 0.012652 28.106511000000001 0.0051869999999999998 0 27.856408999999999 0.030096000000000001 2.0000000000000002e-05 0.10154600000000001 0.00064199999999999999 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.419661000000001 28.419587 28.351105 0.068481999999999488 10 3 0 0.0045079999999999999 0.012397999999999999 28.031852000000001 0.0050039999999999998 0 27.771815 0.031612000000000001 2.0000000000000002e-05 0.21641099999999999 0.000669 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.40579 28.405718 28.334246 0.07147199999999998 10 3 0 0.0034039999999999999 0.012351000000000001 28.038035000000001 0.0039280000000000001 0 27.790195000000001 0.030182 2.0000000000000002e-05 0.20705999999999999 0.00061799999999999995 0 1 0 3 0 0 198 0 0 0 0 0 0 0 1 14 14
