case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid rootpair_calls rootpair_success rootpair_cold predictor_reject newton_reject branch_reject tmax_reject vfloor_reject newton_iterations newton_pairs_accepted quartic_cold quartic_warm rootpair_ms predictor_nonpositive corrected_nonpositive corrected_tiny_positive tiny_eligible tiny_bracket_pass
0 linear 0 0 50.873449000000001 7.0379226907885304 1 67 49.649295000000002 0.032039999999999999 0.22842999999999999 0.0075019999999999983 0.001818 0.0093519999999999992 0.019286000000000001 0.18620600000000001 0.34268900000000002 48.810096999999999 0.10200499999999998 3.4999999999999997e-05 0.060123999999999997 0.0088859999999999998 0.012001999999999999 0.15593099999999996 0.031991000000000006 0.008537999999999997 0 0 0 0 0 0 0 0 0 0 49.447479999999999 49.614485999999999 0.011547999999999999 0.0066100000000000004 0.012884 0.00068000000000000005 0 0 0 0 0 0 54 18 36 2 5 7 0 1 64 18 5 44 0.119423 0 0 6 0 0
0 linear 0 7 49.830047999999998 7.1651756850426445 1 83 49.399676999999997 0.012347 0.35979300000000003 0.007698 0.00216 0.0041089999999999998 0.012976 0.018342000000000001 0.36917100000000003 48.862907 0.090140999999999999 3.1999999999999999e-05 0.017389000000000002 0.003078 0.0052509999999999996 0.26381799999999994 0.047085999999999975 0.010508000000000002 0 1 20 20 0 0 0 0 0 0 49.325791000000002 49.385826999999999 0.0024269999999999999 0.0068370000000000002 0.012416 0.000231 0 2 1 16 0.00115407797797932 2 61 20 41 2 6 8 0 2 70 20 5 58 0.17984799999999998 0 0 7 0 0
0 linear 0 15 49.730880999999997 7.2540425509600261 1 91 49.368882999999997 0.0117 0.31908799999999998 0.0070889999999999998 0.0015149999999999999 0.0031589999999999999 0.01038 0.010988 0.25647999999999999 48.906746999999996 0.089496999999999993 3.1000000000000001e-05 0.079660999999999996 0.002 0.0038349999999999994 0.22828500000000002 0.047911000000000023 0.011127000000000008 0 2 18 18 0 0 0 0 0 0 49.246496999999998 49.361778999999999 0.001694 0.0053340000000000002 0.012307999999999999 3.6000000000000001e-05 0 1 1 8 0.0027134713756958736 1 63 18 45 2 11 13 0 1 91 18 5 68 0.15335399999999999 0 0 6 0 0
0 linear 0 23 49.952776 7.2793514851611603 1 91 49.560659999999999 0.012456999999999999 0.34916000000000014 0.0075069999999999998 0.001505 0.004202 0.010090999999999999 0.010036 0.37491999999999998 49.006693999999996 0.091782000000000002 3.8999999999999999e-05 0.051152000000000003 0.001817 0.0038900000000000002 0.24127300000000004 0.051122000000000008 0.013421000000000008 0 3 18 18 0 0 0 0 0 0 49.465361999999999 49.55348 0.0016000000000000001 0.0055430000000000002 0.013031000000000001 2.5999999999999998e-05 0 1 1 8 0.0030160757831446021 1 67 18 49 3 16 19 0 2 118 18 5 68 0.17118900000000004 0 0 7 0 0
0 linear 1 0 1.006928 589.76731831372365 1 105 0.62638700000000003 0.013069000000000001 0.30721599999999999 0.0071380000000000011 0.0016310000000000001 0.003297 0.0099989999999999992 0.178037 0.12349 0 0.01282 0.0014649999999999999 0.25112000000000001 0.002771 0.0038530000000000001 0.15851800000000008 0.078537000000000079 0.017432000000000013 0 0 0 0 0.0040460000000000001 1 0 0 14 0 0.32355200000000001 0.61869600000000002 0.001199 0.0034949999999999998 0.015835000000000002 0.0033999999999999998 0 0 0 0 0 0 74 48 26 4 0 5 0 0 232 68 7 50 0.082254000000000008 0 0 3 0 0
0 linear 1 7 0.67823599999999995 593.09247526628167 1 105 0.31198100000000001 0.0134 0.32400000000000018 0.0063459999999999992 0.0015490000000000002 0.0029450000000000001 0.0091999999999999998 0.0082590000000000007 0.14461599999999999 0 0.003591 0.001072 0.10371999999999999 0.0011310000000000001 0.0037929999999999995 0.16820200000000002 0.076499000000000053 0.017544999999999998 0 1 22 22 0.0029780000000000002 1 0 0 14 0 0.16492699999999999 0.30545099999999997 0.0014339999999999999 0.0035869999999999999 0.014361000000000001 0.0011969999999999999 0 1 1 8 0.0016863986939356674 1 74 48 26 4 0 5 0 0 232 68 7 50 0.092890999999999987 0 0 3 0 0
0 linear 1 15 0.90343399999999996 596.53003682974679 1 128 0.401841 0.013037999999999999 0.43842699999999984 0.0078250000000000004 0.0017730000000000003 0.0026870000000000002 0.0087209999999999996 0.0082410000000000001 0.11251800000000001 0 0.0035799999999999998 0.00092900000000000003 0.22790700000000005 0.00098900000000000008 0.0037620000000000006 0.22509599999999996 0.10165900000000004 0.022871000000000002 0 2 22 22 0.00296 1 0 0 14 0 0.132302 0.39520699999999997 0.0013450000000000001 0.0033479999999999998 0.014138 0.001152 0 1 1 8 0.18679473719266346 1 85 49 36 6 0 6 2 0 239 68 8 71 0.11832300000000001 0 0 3 0 0
0 linear 1 23 0.74393200000000004 599.54254534181996 1 128 0.26341599999999998 0.012662 0.43497400000000014 0.0070999999999999995 0.0015949999999999998 0.002643 0.0083770000000000008 0.0081510000000000003 0.13259899999999999 0 0.0035179999999999999 0.00097199999999999999 0.071589 0.00093700000000000001 0.0035569999999999994 0.22368399999999994 0.099399000000000071 0.022940999999999996 0 3 22 22 0.0030219999999999999 1 0 0 14 0 0.15192 0.25736300000000001 0.0013029999999999999 0.0031979999999999999 0.013766 0.0012539999999999999 0 1 1 8 0.0068439882711387309 1 85 50 35 5 0 5 1 0 243 70 8 70 0.11945900000000001 0 0 3 0 0
0 linear 2 0 35.112614999999998 2.3667291596036422 1 61 34.880077999999997 0.011632999999999999 0.19424600000000003 0.0063609999999999995 0.00097199999999999999 0.0030839999999999999 0.0097090000000000006 0.17104900000000001 0.326791 34.233206000000003 0.084615999999999997 2.9e-05 0.041364000000000005 0.0016930000000000001 0.0037859999999999994 0.12795100000000004 0.030622999999999994 0.0073939999999999987 0 0 0 0 0 0 0 0 0 0 34.797190000000001 34.873018000000002 0.00088699999999999998 0.0055160000000000001 0.012504000000000001 2.3e-05 0 0 0 0 0 0 47 26 21 2 5 7 0 1 87 26 3 32 0.083066000000000001 0 0 6 0 0
0 linear 2 7 48.019984999999998 2.4102109454222682 1 61 47.713923999999999 0.011598000000000001 0.26463899999999996 0.0083610000000000004 0.0011659999999999999 0.0042240000000000003 0.010184 0.010034 0.31817899999999999 47.268127999999997 0.083249999999999991 3.4999999999999997e-05 0.0098720000000000023 0.001487 0.0038580000000000003 0.19217499999999996 0.032208999999999995 0.0081820000000000035 0 1 21 18 0 0 0 0 0 0 47.661934000000002 47.706966999999999 0.001717 0.0056010000000000001 0.012076999999999999 2.5000000000000001e-05 0 1 1 8 0.11055858717162853 1 43 21 22 3 4 7 0 0 78 21 3 37 0.12449600000000001 0 0 5 0 0
