name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
resonant,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,13.807811515694054,0.011128461,1.120621,0.371503,0.747905,0.000019,0.001491,0.529461,0.001836,119,119,8,2,2,1,6,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,13.807807472466951,0.0012349007,1.138156,0.374812,0.762082,0.000019,0.001443,0.514017,0.001723,143,143,8,2,2,1,6,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,13.730120074185391,0.010819484,7.875273,0.404427,7.469780,0.000018,0.001730,0.515039,0.002914,2154,2154,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,13.730116144653451,0.00071444952,6.258567,0.424638,5.818219,0.000036,0.001755,0.543637,0.002936,2154,2154,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,Strict,1,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,13.807811515694054,0.011128461,7.609364,0.438813,6.904687,0.000260,0.002600,0.561222,0.005447,2138,2138,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,Strict,1,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,13.807807472466951,0.0012349007,7.415947,0.400616,7.000963,0.000119,0.001715,0.538167,0.002563,2138,2138,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.730120074185391,0.010819484,1.337651,0.437480,0.898278,0.000101,0.002443,0.541747,0.005984,151,151,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.730116144653451,0.00071444952,1.337426,0.410079,0.925915,0.000037,0.001451,0.511566,0.001885,207,207,8,3,3,1,5,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.807811515694054,0.011128461,1.216549,0.377068,0.836804,0.000019,0.001501,0.518197,0.001985,159,159,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.807807472466951,0.0012349007,1.285449,0.375799,0.908137,0.000019,0.001389,0.518115,0.001668,199,199,8,2,2,1,6,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
