name,u,jac,warm,rtol,cache,repeat,stop,mu,error,nodes,evaluations,reused,splits,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,event_double_checks,event_dd_checks,event_dd_accepts,event_qf_refinements,qf_family_constructions,first_value_pass_nodes,first_gradient_error_pass_nodes,first_gradient_contract_nodes,gradient_error_pass_mask,gradient_contract_mask,physics_ms,estimator_ms,scheduler_ms,fixed64_ms,fixed64_mu,fixed64_status,inner,geometry,event,roundoff,grad0,grad1,grad2,grad3,grad4,graderr0,graderr1,graderr2,graderr3,graderr4
rand007,0.5,1,1,1.0e-04,1,0,EventLocationLimited,3.2107824939633209,3.8514987e-08,62,62,44,0,4.114106,3.524278,0.588850,0.000024,0.010670,0.306815,0.000498,4,0,0,4,1,62,0,0,16,16,0.232067,0.018758,0.001809,3.883639,3.2107824123538049,0,1.7704935e-16,3.2310951e-12,1.6681164e-14,1.4258739e-15,-6.7258684693098516,-6.2619952049653946,0.0072467100832920295,-0.46277065518040028,-6.6206405940754105e-09,0.0016605396,0.0015460147,0.0023785977,0.0022604456,7.551293e-12
rand007,0.5,1,1,1.0e-04,0,0,EventLocationLimited,3.2107824939633853,3.8515019e-08,62,106,0,0,4.303928,3.541333,0.761294,0.000023,0.010814,0.305475,0.000472,4,0,0,4,1,106,0,0,16,16,0.391941,0.020823,0.001801,3.840462,3.2107824123538049,0,1.9452551e-16,3.2402216e-12,1.6681164e-14,1.4258739e-15,-6.7258684683869561,-6.2619952040986737,0.0072467074150885935,-0.46277065223021974,-6.6207672720358388e-09,0.001660542,0.001546017,0.0023785989,0.002260449,7.7862167e-12
rand007,0.5,1,1,1.0e-05,1,0,EventLocationLimited,3.2107824939633209,3.8514987e-08,62,62,44,0,4.176458,3.562425,0.612971,0.000023,0.010843,0.305796,0.000507,4,0,0,4,1,62,0,0,16,16,0.257061,0.018705,0.001808,3.926258,3.2107824123538049,0,1.7704935e-16,3.2310951e-12,1.6681164e-14,1.4258739e-15,-6.7258684693098516,-6.2619952049653946,0.0072467100832920295,-0.46277065518040028,-6.6206405940754105e-09,0.0016605396,0.0015460147,0.0023785977,0.0022604456,7.551293e-12
rand007,0.5,1,1,1.0e-05,0,0,EventLocationLimited,3.2107824939633853,3.8515019e-08,62,106,0,0,4.277881,3.523616,0.752992,0.000022,0.010942,0.303779,0.000489,4,0,0,4,1,106,0,0,16,16,0.386978,0.019366,0.001731,3.911361,3.2107824123538049,0,1.9452551e-16,3.2402216e-12,1.6681164e-14,1.4258739e-15,-6.7258684683869561,-6.2619952040986737,0.0072467074150885935,-0.46277065223021974,-6.6207672720358388e-09,0.001660542,0.001546017,0.0023785989,0.002260449,7.7862167e-12
rand007,0.5,1,1,1.0e-06,1,0,EventLocationLimited,3.2107824939633209,3.8514987e-08,62,62,44,0,4.132362,3.524549,0.606862,0.000023,0.010973,0.309919,0.000525,4,0,0,4,1,62,0,0,16,16,0.246409,0.018864,0.001750,3.942564,3.2107824123538049,0,1.7704935e-16,3.2310951e-12,1.6681164e-14,1.4258739e-15,-6.7258684693098516,-6.2619952049653946,0.0072467100832920295,-0.46277065518040028,-6.6206405940754105e-09,0.0016605396,0.0015460147,0.0023785977,0.0022604456,7.551293e-12
rand007,0.5,1,1,1.0e-06,0,0,EventLocationLimited,3.2107824939633853,3.8515019e-08,62,106,0,0,4.310722,3.529408,0.780014,0.000023,0.010741,0.310356,0.000501,4,0,0,4,1,106,0,0,16,16,0.407588,0.019932,0.001726,3.902942,3.2107824123538049,0,1.9452551e-16,3.2402216e-12,1.6681164e-14,1.4258739e-15,-6.7258684683869561,-6.2619952040986737,0.0072467074150885935,-0.46277065223021974,-6.6207672720358388e-09,0.001660542,0.001546017,0.0023785989,0.002260449,7.7862167e-12
rand007,0.5,1,1,1.0e-08,1,0,EventLocationLimited,3.2107824939633209,3.8514987e-08,62,62,44,0,4.149279,3.541954,0.606355,0.000023,0.010868,0.304433,0.000531,4,0,0,4,1,0,0,0,16,16,0.250515,0.019982,0.001698,3.929198,3.2107824123538049,0,1.7704935e-16,3.2310951e-12,1.6681164e-14,1.4258739e-15,-6.7258684693098516,-6.2619952049653946,0.0072467100832920295,-0.46277065518040028,-6.6206405940754105e-09,0.0016605396,0.0015460147,0.0023785977,0.0022604456,7.551293e-12
rand007,0.5,1,1,1.0e-08,0,0,EventLocationLimited,3.2107824939633853,3.8515019e-08,62,106,0,0,4.297874,3.518688,0.777846,0.000023,0.011040,0.304694,0.000545,4,0,0,4,1,0,0,0,16,16,0.410918,0.019886,0.001657,3.933934,3.2107824123538049,0,1.9452551e-16,3.2402216e-12,1.6681164e-14,1.4258739e-15,-6.7258684683869561,-6.2619952040986737,0.0072467074150885935,-0.46277065223021974,-6.6207672720358388e-09,0.001660542,0.001546017,0.0023785989,0.002260449,7.7862167e-12
rand008,0.0,0,0,1.0e-03,1,0,Converged,1.2029724641437101,0.00011426507,53,53,29,0,1.072547,0.605123,0.466162,0.000019,0.001686,0.378487,0.002936,6,0,0,6,1,53,21,21,0,0,0.060148,0.004369,0.000817,0.429048,1.2029724641580715,0,0,2.1208636e-12,8.6281812e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-03,0,0,Converged,1.2029724641437116,0.00011426507,53,82,0,0,1.053533,0.586598,0.465961,0.000020,0.001386,0.356427,0.000809,6,0,0,6,1,82,21,21,0,0,0.077565,0.004131,0.000661,0.428220,1.2029724641580715,0,0,2.1102347e-12,8.6281812e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-04,1,0,Converged,1.2029724641437101,0.00011426507,53,53,29,0,1.044073,0.584423,0.458520,0.000016,0.001099,0.382320,0.000718,6,0,0,6,1,53,21,21,0,0,0.056138,0.003320,0.000680,0.421705,1.2029724641580715,0,0,2.1208636e-12,8.6281812e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-04,0,0,Converged,1.2029724641437116,0.00011426507,53,82,0,0,1.048716,0.584839,0.462968,0.000016,0.000998,0.359172,0.000650,6,0,0,6,1,82,21,21,0,0,0.077016,0.003191,0.000651,0.422707,1.2029724641580715,0,0,2.1102347e-12,8.6281812e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-05,1,0,Converged,1.2029724641444262,2.0402378e-08,69,69,44,0,1.044843,0.580985,0.462819,0.000017,0.001186,0.361394,0.000687,6,0,0,6,1,69,21,21,0,0,0.076234,0.004415,0.000807,0.422455,1.2029724641580715,0,0,2.119421e-12,6.305887e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-05,0,0,Converged,1.2029724641444268,2.0402358e-08,69,113,0,0,1.097181,0.585623,0.510515,0.000017,0.001113,0.365285,0.000614,6,0,0,6,1,113,21,21,0,0,0.101967,0.003710,0.000757,0.423759,1.2029724641580715,0,0,2.108671e-12,6.305887e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-06,1,0,Converged,1.2029724641444262,2.0402378e-08,69,69,44,0,1.047873,0.581681,0.464915,0.000017,0.001026,0.364208,0.000610,6,0,0,6,1,69,21,21,0,0,0.075368,0.004358,0.000832,0.428199,1.2029724641580715,0,0,2.119421e-12,6.305887e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-06,0,0,Converged,1.2029724641444268,2.0402358e-08,69,113,0,0,1.075121,0.590223,0.483865,0.000019,0.000990,0.346754,0.000632,6,0,0,6,1,113,21,21,0,0,0.102188,0.003909,0.000766,0.424485,1.2029724641580715,0,0,2.108671e-12,6.305887e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-08,1,0,Converged,1.2029724641580655,2.0116357e-10,77,77,51,0,1.048227,0.581927,0.465029,0.000018,0.001093,0.355567,0.000666,6,0,0,6,1,77,21,21,0,0,0.081627,0.004729,0.000923,0.418855,1.2029724641580715,0,0,2.1194212e-12,6.3044096e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,0,1.0e-08,0,0,Converged,1.2029724641580659,2.0114445e-10,77,128,0,0,1.089808,0.582313,0.506367,0.000025,0.001010,0.345544,0.000614,6,0,0,6,1,128,21,21,0,0,0.114632,0.004164,0.000939,0.421158,1.2029724641580715,0,0,2.1086711e-12,6.3044096e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-03,1,0,Converged,1.2029768818597908,0.00011426756,53,53,29,0,0.850626,0.258997,0.590445,0.000021,0.001156,0.437655,0.000694,6,0,0,6,1,53,21,21,0,0,0.132438,0.003434,0.000736,0.531455,1.20297688187417,0,0,2.1452504e-12,8.5716831e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-03,0,0,Converged,1.2029768818597648,0.00011426756,53,82,0,0,0.916664,0.254406,0.661000,0.000021,0.001029,0.420944,0.000650,6,0,0,6,1,82,21,21,0,0,0.212789,0.003423,0.000687,0.530412,1.20297688187417,0,0,2.1478708e-12,8.5716831e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-04,1,0,Converged,1.2029768818597908,0.00011426756,53,53,29,0,0.829778,0.251317,0.577512,0.000021,0.001027,0.426145,0.000648,6,0,0,6,1,53,21,21,0,0,0.131901,0.003140,0.000657,0.532255,1.20297688187417,0,0,2.1452504e-12,8.5716831e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-04,0,0,Converged,1.2029768818597648,0.00011426756,53,82,0,0,0.910560,0.250342,0.659074,0.000020,0.001004,0.418090,0.000613,6,0,0,6,1,82,21,21,0,0,0.213367,0.003281,0.000695,0.526887,1.20297688187417,0,0,2.1478708e-12,8.5716831e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-05,1,0,Converged,1.2029768818605153,2.0402121e-08,69,69,44,0,0.862718,0.253334,0.608316,0.000019,0.000993,0.408327,0.000619,6,0,0,6,1,69,21,21,0,0,0.176358,0.003746,0.000808,0.524839,1.20297688187417,0,0,2.1440176e-12,6.3171142e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-05,0,0,Converged,1.2029768818604869,2.0402042e-08,69,113,0,0,1.018673,0.252858,0.764483,0.000018,0.000960,0.422268,0.000602,6,0,0,6,1,113,21,21,0,0,0.306899,0.004474,0.000776,0.523945,1.20297688187417,0,0,2.1472195e-12,6.3171142e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-06,1,0,Converged,1.2029768818605153,2.0402121e-08,69,69,44,0,0.881540,0.259127,0.621332,0.000021,0.000999,0.422340,0.000599,6,0,0,6,1,69,21,21,0,0,0.174019,0.004590,0.000774,0.534199,1.20297688187417,0,0,2.1440176e-12,6.3171142e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-06,0,0,Converged,1.2029768818604869,2.0402042e-08,69,113,0,0,1.016313,0.255045,0.759914,0.000020,0.001123,0.420565,0.000676,6,0,0,6,1,113,21,21,0,0,0.304245,0.003790,0.000775,0.524718,1.20297688187417,0,0,2.1472195e-12,6.3171142e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-08,1,0,Converged,1.2029768818741542,2.0118858e-10,77,77,51,0,0.889597,0.262578,0.625962,0.000020,0.001117,0.417813,0.000606,6,0,0,6,1,77,21,21,0,0,0.181081,0.004505,0.000902,0.530776,1.20297688187417,0,0,2.1440178e-12,6.3155875e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,0,1,1.0e-08,0,0,Converged,1.2029768818741258,2.0110958e-10,77,128,0,0,1.027138,0.252394,0.773373,0.000018,0.001065,0.421035,0.000606,6,0,0,6,1,128,21,21,0,0,0.313311,0.004172,0.000966,0.528217,1.20297688187417,0,0,2.1472196e-12,6.3155875e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.0,1,0,1.0e-03,1,0,EventLocationLimited,1.2029724641437101,0.00011426507,77,77,51,0,1.106974,0.589189,0.517121,0.000019,0.001333,0.375069,0.001398,6,0,0,6,1,53,0,0,0,0,0.089158,0.021021,0.002763,0.573463,1.2029724641580715,0,0,2.1208636e-12,8.6281812e-15,5.3422709e-16,0.31208832287708116,0.21300617211566347,0.00019604725206691601,-0.051557346180516425,0.00014539749430683487,0.00065571211,0.0004497347,0.00079524433,8.2990358e-05,1.9630257e-05
rand008,0.0,1,0,1.0e-03,0,0,EventLocationLimited,1.2029724641437116,0.00011426507,77,128,0,0,1.151845,0.586350,0.564385,0.000019,0.001045,0.375780,0.000655,6,0,0,6,1,82,0,0,0,0,0.130916,0.014567,0.002118,0.564441,1.2029724641580715,0,0,2.1102347e-12,8.6281812e-15,5.3422709e-16,0.3120883227075415,0.2130061719993615,0.00019604631565020686,-0.051557346202605145,0.0001453974939653062,0.00065571093,0.00044973389,0.00079524197,8.2990283e-05,1.9630255e-05
rand008,0.0,1,0,1.0e-04,1,0,EventLocationLimited,1.2029724641437101,0.00011426507,77,77,51,0,1.073286,0.584503,0.487394,0.000019,0.001043,0.359727,0.000635,6,0,0,6,1,53,0,0,0,0,0.085587,0.016987,0.002259,0.579605,1.2029724641580715,0,0,2.1208636e-12,8.6281812e-15,5.3422709e-16,0.31208832287708116,0.21300617211566347,0.00019604725206691601,-0.051557346180516425,0.00014539749430683487,0.00065571211,0.0004497347,0.00079524433,8.2990358e-05,1.9630257e-05
rand008,0.0,1,0,1.0e-04,0,0,EventLocationLimited,1.2029724641437116,0.00011426507,77,128,0,0,1.117736,0.584621,0.532047,0.000019,0.001112,0.354619,0.000646,6,0,0,6,1,82,0,0,0,0,0.125614,0.014580,0.002076,0.576622,1.2029724641580715,0,0,2.1102347e-12,8.6281812e-15,5.3422709e-16,0.3120883227075415,0.2130061719993615,0.00019604631565020686,-0.051557346202605145,0.0001453974939653062,0.00065571093,0.00044973389,0.00079524197,8.2990283e-05,1.9630255e-05
rand008,0.0,1,0,1.0e-05,1,0,EventLocationLimited,1.2029724641444262,2.0402378e-08,77,77,51,0,1.093920,0.588281,0.504242,0.000019,0.002199,0.377575,0.000728,6,0,0,6,1,69,0,0,0,0,0.086674,0.013652,0.002171,0.578934,1.2029724641580715,0,0,2.119421e-12,6.305887e-15,5.3422709e-16,0.31208832287708116,0.21300617211566347,0.00019604725206691601,-0.051557346180516425,0.00014539749430683487,0.00065571211,0.0004497347,0.00079524433,8.2990358e-05,1.9630257e-05
rand008,0.0,1,0,1.0e-05,0,0,EventLocationLimited,1.2029724641444268,2.0402358e-08,77,128,0,0,1.127488,0.588111,0.538297,0.000018,0.001046,0.357432,0.000644,6,0,0,6,1,113,0,0,0,0,0.126329,0.016902,0.002125,0.574716,1.2029724641580715,0,0,2.108671e-12,6.305887e-15,5.3422709e-16,0.3120883227075415,0.2130061719993615,0.00019604631565020686,-0.051557346202605145,0.0001453974939653062,0.00065571093,0.00044973389,0.00079524197,8.2990283e-05,1.9630255e-05
rand008,0.0,1,0,1.0e-06,1,0,EventLocationLimited,1.2029724641444262,2.0402378e-08,77,77,51,0,1.066334,0.590535,0.474423,0.000017,0.000990,0.349802,0.000654,6,0,0,6,1,69,0,0,0,0,0.084342,0.014961,0.002055,0.574638,1.2029724641580715,0,0,2.119421e-12,6.305887e-15,5.3422709e-16,0.31208832287708116,0.21300617211566347,0.00019604725206691601,-0.051557346180516425,0.00014539749430683487,0.00065571211,0.0004497347,0.00079524433,8.2990358e-05,1.9630257e-05
rand008,0.0,1,0,1.0e-06,0,0,EventLocationLimited,1.2029724641444268,2.0402358e-08,77,128,0,0,1.138756,0.583714,0.554024,0.000018,0.001057,0.376803,0.000643,6,0,0,6,1,113,0,0,0,0,0.125910,0.013359,0.001965,0.565751,1.2029724641580715,0,0,2.108671e-12,6.305887e-15,5.3422709e-16,0.3120883227075415,0.2130061719993615,0.00019604631565020686,-0.051557346202605145,0.0001453974939653062,0.00065571093,0.00044973389,0.00079524197,8.2990283e-05,1.9630255e-05
rand008,0.0,1,0,1.0e-08,1,0,EventLocationLimited,1.2029724641580655,2.0116357e-10,77,77,51,0,1.080989,0.586662,0.492962,0.000019,0.001009,0.365440,0.000648,6,0,0,6,1,77,0,0,0,0,0.085720,0.016850,0.002024,0.577208,1.2029724641580715,0,0,2.1194212e-12,6.3044096e-15,5.3422709e-16,0.31208832287708116,0.21300617211566347,0.00019604725206691601,-0.051557346180516425,0.00014539749430683487,0.00065571211,0.0004497347,0.00079524433,8.2990358e-05,1.9630257e-05
rand008,0.0,1,0,1.0e-08,0,0,EventLocationLimited,1.2029724641580659,2.0114445e-10,77,128,0,0,1.122100,0.592834,0.528193,0.000019,0.001048,0.349463,0.000658,6,0,0,6,1,128,0,0,0,0,0.126023,0.015185,0.001897,0.573358,1.2029724641580715,0,0,2.1086711e-12,6.3044096e-15,5.3422709e-16,0.3120883227075415,0.2130061719993615,0.00019604631565020686,-0.051557346202605145,0.0001453974939653062,0.00065571093,0.00044973389,0.00079524197,8.2990283e-05,1.9630255e-05
rand008,0.0,1,1,1.0e-03,1,0,EventLocationLimited,1.2029768818597908,0.00011426756,77,77,51,0,1.066195,0.263911,0.698631,0.000130,0.002529,0.450117,0.003349,6,0,0,6,1,53,0,0,0,0,0.194015,0.019429,0.002671,0.761606,1.20297688187417,0,0,2.1452504e-12,8.5716831e-15,5.3422905e-16,0.31209517550391819,0.21301375515058785,0.00019600652011354374,-0.051557765450337835,0.00014542238039407323,0.00065762367,0.00045104562,0.00079761115,8.2507532e-05,1.9679459e-05
rand008,0.0,1,1,1.0e-03,0,0,EventLocationLimited,1.2029768818597648,0.00011426756,77,128,0,0,1.053341,0.251397,0.800383,0.000023,0.001066,0.419805,0.000801,6,0,0,6,1,82,0,0,0,0,0.324579,0.017582,0.002091,0.706710,1.20297688187417,0,0,2.1478708e-12,8.5716831e-15,5.3422905e-16,0.31209517460418756,0.21301375453443505,0.00019600758872776819,-0.051557765446208846,0.00014542238060535952,0.00065762119,0.00045104392,0.00079760942,8.2507203e-05,1.9679455e-05
rand008,0.0,1,1,1.0e-04,1,0,EventLocationLimited,1.2029768818597908,0.00011426756,77,77,51,0,0.900441,0.253434,0.645854,0.000029,0.000950,0.417861,0.000653,6,0,0,6,1,53,0,0,0,0,0.187992,0.015207,0.001945,0.677675,1.20297688187417,0,0,2.1452504e-12,8.5716831e-15,5.3422905e-16,0.31209517550391819,0.21301375515058785,0.00019600652011354374,-0.051557765450337835,0.00014542238039407323,0.00065762367,0.00045104562,0.00079761115,8.2507532e-05,1.9679459e-05
rand008,0.0,1,1,1.0e-04,0,0,EventLocationLimited,1.2029768818597648,0.00011426756,77,128,0,0,1.062890,0.258620,0.802766,0.000022,0.001105,0.424138,0.000722,6,0,0,6,1,82,0,0,0,0,0.326945,0.013858,0.002034,0.667005,1.20297688187417,0,0,2.1478708e-12,8.5716831e-15,5.3422905e-16,0.31209517460418756,0.21301375453443505,0.00019600758872776819,-0.051557765446208846,0.00014542238060535952,0.00065762119,0.00045104392,0.00079760942,8.2507203e-05,1.9679455e-05
rand008,0.0,1,1,1.0e-05,1,0,EventLocationLimited,1.2029768818605153,2.0402121e-08,77,77,51,0,0.918622,0.254087,0.663361,0.000022,0.000963,0.430502,0.000656,6,0,0,6,1,69,0,0,0,0,0.192373,0.015263,0.002021,0.671273,1.20297688187417,0,0,2.1440176e-12,6.3171142e-15,5.3422905e-16,0.31209517550391819,0.21301375515058785,0.00019600652011354374,-0.051557765450337835,0.00014542238039407323,0.00065762367,0.00045104562,0.00079761115,8.2507532e-05,1.9679459e-05
rand008,0.0,1,1,1.0e-05,0,0,EventLocationLimited,1.2029768818604869,2.0402042e-08,77,128,0,0,1.050727,0.257044,0.792227,0.000023,0.001049,0.417542,0.000627,6,0,0,6,1,113,0,0,0,0,0.323690,0.013871,0.001948,0.678475,1.20297688187417,0,0,2.1472195e-12,6.3171142e-15,5.3422905e-16,0.31209517460418756,0.21301375453443505,0.00019600758872776819,-0.051557765446208846,0.00014542238060535952,0.00065762119,0.00045104392,0.00079760942,8.2507203e-05,1.9679455e-05
rand008,0.0,1,1,1.0e-06,1,0,EventLocationLimited,1.2029768818605153,2.0402121e-08,77,77,51,0,0.905839,0.253520,0.651281,0.000024,0.000988,0.417875,0.000627,6,0,0,6,1,69,0,0,0,0,0.188004,0.020215,0.002061,0.690134,1.20297688187417,0,0,2.1440176e-12,6.3171142e-15,5.3422905e-16,0.31209517550391819,0.21301375515058785,0.00019600652011354374,-0.051557765450337835,0.00014542238039407323,0.00065762367,0.00045104562,0.00079761115,8.2507532e-05,1.9679459e-05
rand008,0.0,1,1,1.0e-06,0,0,EventLocationLimited,1.2029768818604869,2.0402042e-08,77,128,0,0,1.055885,0.253421,0.801025,0.000025,0.001045,0.414913,0.000654,6,0,0,6,1,113,0,0,0,0,0.329926,0.018062,0.002109,0.676519,1.20297688187417,0,0,2.1472195e-12,6.3171142e-15,5.3422905e-16,0.31209517460418756,0.21301375453443505,0.00019600758872776819,-0.051557765446208846,0.00014542238060535952,0.00065762119,0.00045104392,0.00079760942,8.2507203e-05,1.9679455e-05
rand008,0.0,1,1,1.0e-08,1,0,EventLocationLimited,1.2029768818741542,2.0118858e-10,77,77,51,0,0.915454,0.255127,0.659201,0.000023,0.000983,0.433968,0.000653,6,0,0,6,1,77,0,0,0,0,0.187094,0.013848,0.001859,0.669427,1.20297688187417,0,0,2.1440178e-12,6.3155875e-15,5.3422905e-16,0.31209517550391819,0.21301375515058785,0.00019600652011354374,-0.051557765450337835,0.00014542238039407323,0.00065762367,0.00045104562,0.00079761115,8.2507532e-05,1.9679459e-05
rand008,0.0,1,1,1.0e-08,0,0,EventLocationLimited,1.2029768818741258,2.0110958e-10,77,128,0,0,1.059526,0.256159,0.801946,0.000021,0.001050,0.425650,0.000637,6,0,0,6,1,128,0,0,0,0,0.324013,0.014934,0.001866,0.680507,1.20297688187417,0,0,2.1472196e-12,6.3155875e-15,5.3422905e-16,0.31209517460418756,0.21301375453443505,0.00019600758872776819,-0.051557765446208846,0.00014542238060535952,0.00065762119,0.00045104392,0.00079760942,8.2507203e-05,1.9679455e-05
rand008,0.5,0,0,1.0e-03,1,0,Converged,1.2029724528995207,0.00057051456,53,53,29,0,1.078715,0.596104,0.481039,0.000018,0.001586,0.374242,0.001504,6,0,0,6,1,53,21,21,0,0,0.081142,0.004362,0.000854,0.509129,1.2029724224820955,0,6.9044732e-17,2.5450363e-12,5.2407935e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-03,0,0,Converged,1.2029724528995218,0.00057051456,53,82,0,0,1.073349,0.580404,0.491965,0.000018,0.001075,0.351360,0.000712,6,0,0,6,1,82,21,21,0,0,0.102708,0.013140,0.000711,0.500985,1.2029724224820955,0,6.9167512e-17,2.5322817e-12,5.2407935e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-04,1,0,Converged,1.2029724529929686,4.1521822e-08,69,69,44,0,1.071330,0.587157,0.483095,0.000020,0.001119,0.363970,0.000675,6,0,0,6,1,69,21,21,0,0,0.094103,0.004593,0.000834,0.502616,1.2029724224820955,0,6.8740978e-17,2.5433052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-04,0,0,Converged,1.2029724529929688,4.1521801e-08,69,113,0,0,1.115059,0.579761,0.534300,0.000018,0.001212,0.358323,0.000659,6,0,0,6,1,113,21,21,0,0,0.134302,0.004477,0.000868,0.507284,1.2029724224820955,0,6.8081512e-17,2.5304052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-05,1,0,Converged,1.2029724529929686,4.1521822e-08,69,69,44,0,1.081145,0.596514,0.483289,0.000021,0.002213,0.358474,0.000646,6,0,0,6,1,69,21,21,0,0,0.098307,0.004425,0.000783,0.516144,1.2029724224820955,0,6.8740978e-17,2.5433052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-05,0,0,Converged,1.2029724529929688,4.1521801e-08,69,113,0,0,1.110724,0.591084,0.518684,0.000019,0.001020,0.350274,0.000636,6,0,0,6,1,113,21,21,0,0,0.133546,0.003880,0.000746,0.503364,1.2029724224820955,0,6.8081512e-17,2.5304052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-06,1,0,Converged,1.2029724529929686,4.1521822e-08,69,69,44,0,1.067421,0.581415,0.484779,0.000019,0.000968,0.364449,0.000607,6,0,0,6,1,69,21,21,0,0,0.094123,0.005272,0.000824,0.499327,1.2029724224820955,0,6.8740978e-17,2.5433052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-06,0,0,Converged,1.2029724529929688,4.1521801e-08,69,113,0,0,1.110048,0.583962,0.525146,0.000022,0.001012,0.354975,0.000580,6,0,0,6,1,113,21,21,0,0,0.134485,0.004433,0.000838,0.503790,1.2029724224820955,0,6.8081512e-17,2.5304052e-12,3.8061124e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-08,1,0,Converged,1.2029724530583814,1.6314952e-09,109,109,82,0,1.144500,0.582113,0.561169,0.000024,0.001030,0.374646,0.000697,6,0,0,6,1,109,21,21,0,0,0.146897,0.008365,0.001007,0.498335,1.2029724224820955,0,5.6790185e-17,2.5528e-12,1.2999346e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,0,1.0e-08,0,0,Converged,1.2029724530583847,1.6314802e-09,109,191,0,0,1.260053,0.582018,0.676816,0.000023,0.001103,0.360193,0.000737,6,0,0,6,1,191,21,21,0,0,0.232634,0.016825,0.001021,0.498357,1.2029724224820955,0,5.5695402e-17,2.5462422e-12,1.2999346e-15,5.3422709e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,1,1.0e-03,1,0,Converged,1.2029768706152597,0.00057052699,53,53,29,0,0.854339,0.253936,0.599353,0.000016,0.001087,0.426789,0.000658,6,0,0,6,1,53,21,21,0,0,0.152368,0.003399,0.000677,0.609691,1.2029768401977528,0,6.6306189e-17,2.5743005e-12,5.2057298e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,1,1.0e-03,0,0,Converged,1.2029768706152326,0.00057052699,53,82,0,0,0.937700,0.257544,0.679015,0.000022,0.001112,0.414158,0.000612,6,0,0,6,1,82,21,21,0,0,0.238049,0.003255,0.000664,0.606242,1.2029768401977528,0,6.5437693e-17,2.577445e-12,5.2057298e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
rand008,0.5,0,1,1.0e-04,1,0,Converged,1.2029768707087205,4.1521518e-08,69,69,44,0,0.904309,0.256250,0.646979,0.000030,0.001013,0.424863,0.000676,6,0,0,6,1,69,21,21,0,0,0.197043,0.004615,0.000792,0.610314,1.2029768401977528,0,6.5458563e-17,2.5728212e-12,3.8128921e-15,5.3422905e-16,0,0,0,0,0,0,0,0,0,0
