name,u,jac,warm,rtol,cache,repeat,stop,mu,error,nodes,evaluations,reused,splits,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,event_double_checks,event_dd_checks,event_dd_accepts,event_qf_refinements,qf_family_constructions,first_value_pass_nodes,first_gradient_error_pass_nodes,first_gradient_contract_nodes,gradient_error_pass_mask,gradient_contract_mask,physics_ms,estimator_ms,scheduler_ms,fixed64_ms,fixed64_mu,fixed64_status,inner,geometry,event,roundoff,grad0,grad1,grad2,grad3,grad4,graderr0,graderr1,graderr2,graderr3,graderr4
close-binary,0.5,0,1,1.0e-05,1,0,Converged,8.0369871335663827,4.2261887e-05,184,184,116,0,1.368071,0.429177,0.937266,0.000024,0.001450,0.527858,0.001658,8,1,1,7,1,184,56,56,0,0,0.351466,0.012394,0.002693,1.183807,8.0377659158158696,0,2.2465365e-06,1.2886267e-13,6.4089033e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,0,1,1.0e-05,0,0,Converged,8.0369871335663827,4.2261887e-05,184,300,0,0,1.638300,0.441079,1.194073,0.000034,0.001513,0.531467,0.001693,8,1,1,7,1,300,56,56,0,0,0.571936,0.015424,0.004050,1.175920,8.0377659158158696,0,2.2465365e-06,1.2864995e-13,6.4089033e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,0,1,1.0e-06,1,0,Converged,8.0369871358418017,4.1189511e-06,232,232,162,0,1.482641,0.434008,1.046685,0.000018,0.001544,0.527391,0.001656,8,1,1,7,1,232,56,56,0,0,0.442166,0.017124,0.003227,1.185952,8.0377659158158696,0,2.2465411e-06,1.2866102e-13,6.4129967e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,0,1,1.0e-06,0,0,Converged,8.0369871358418017,4.1189511e-06,232,394,0,0,1.881937,0.428325,1.450886,0.000021,0.001560,0.520821,0.001651,8,1,1,7,1,394,56,56,0,0,0.809809,0.019471,0.003130,1.192839,8.0377659158158696,0,2.2465411e-06,1.2857707e-13,6.4129967e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,0,1,1.0e-08,1,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,232,162,0,1.484612,0.430225,1.052407,0.000018,0.001477,0.539503,0.001748,8,1,1,7,1,0,56,56,0,0,0.438231,0.016464,0.003004,1.180831,8.0377659158158696,0,2.2465411e-06,1.2866102e-13,6.4129967e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,0,1,1.0e-08,0,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,394,0,0,1.791513,0.437830,1.351090,0.000019,0.001570,0.525475,0.001663,8,1,1,7,1,0,56,56,0,0,0.708758,0.023356,0.003150,1.182301,8.0377659158158696,0,2.2465411e-06,1.2857707e-13,6.4129967e-14,3.5691393e-15,0,0,0,0,0,0,0,0,0,0
close-binary,0.5,1,0,1.0e-03,1,0,InnerAccuracyLimited,8.0833951022848609,0.0030327108,128,128,65,0,1.547345,0.598465,0.948280,0.000021,0.001754,0.525413,0.002705,8,0,0,8,1,120,0,0,2,2,0.329563,0.036322,0.006456,1.520253,8.0841850532559931,0,2.1880278e-06,1.2904917e-13,7.2668105e-14,3.5897485e-15,-51.658714890096235,50.779817870793309,-5.4495831708127707,8.3456781952352266,34.020663687374537,0.065925661,0.026331459,0.088534761,0.011319521,0.034445269
close-binary,0.5,1,0,1.0e-03,0,0,InnerAccuracyLimited,8.0833951022848609,0.0030327108,128,193,0,0,1.717498,0.598479,1.117596,0.000019,0.001629,0.529217,0.001796,8,0,0,8,1,178,0,0,2,2,0.482240,0.036136,0.006220,1.492598,8.0841850532559931,0,2.1880278e-06,1.2904877e-13,7.2668105e-14,3.5897485e-15,-51.658714890095602,50.779817870793067,-5.4495831708134563,8.3456781952351431,34.020663687374153,0.065925661,0.026331459,0.088534761,0.011319521,0.034445269
close-binary,0.5,1,0,1.0e-04,1,0,InnerAccuracyLimited,8.0833997168360217,0.00059138924,136,136,72,0,1.557879,0.597690,0.958350,0.000018,0.001487,0.534265,0.001846,8,0,0,8,1,136,0,0,0,0,0.345400,0.036427,0.006533,1.509706,8.0841850532559931,0,2.1880278e-06,1.2920404e-13,7.2604596e-14,3.5897506e-15,-51.658714891593824,50.779817870795085,-5.4495831671181767,8.3456781949152532,34.020663686892412,0.058318426,0.025573293,0.072814957,0.010362925,0.032854915
close-binary,0.5,1,0,1.0e-04,0,0,InnerAccuracyLimited,8.0833997168360217,0.00059138924,136,208,0,0,1.741553,0.592855,1.147367,0.000018,0.001571,0.536856,0.001723,8,0,0,8,1,208,0,0,0,0,0.513997,0.035004,0.005956,1.485935,8.0841850532559931,0,2.1880278e-06,1.2920369e-13,7.2604596e-14,3.5897506e-15,-51.658714891593192,50.779817870794844,-5.4495831671188624,8.3456781949151715,34.020663686892028,0.058318426,0.025573293,0.072814957,0.010362925,0.032854915
close-binary,0.5,1,0,1.0e-05,1,0,InnerAccuracyLimited,8.083399709239405,4.2399132e-05,184,184,116,0,1.679687,0.592214,1.085766,0.000018,0.001584,0.524660,0.001700,8,0,0,8,1,184,0,0,0,0,0.455754,0.051970,0.008285,1.482727,8.0841850532559931,0,2.1880285e-06,1.2943622e-13,7.2500633e-14,3.5897506e-15,-51.658713679333033,50.779817762217689,-5.4495812066656955,8.3456784217348012,34.020664033140136,0.028447446,0.020559342,0.036108534,0.0055273408,0.024537081
close-binary,0.5,1,0,1.0e-05,0,0,InnerAccuracyLimited,8.083399709239405,4.2399132e-05,184,300,0,0,1.998287,0.594350,1.402390,0.000023,0.001565,0.525698,0.001746,8,0,0,8,1,300,0,0,0,0,0.717118,0.057211,0.009039,1.486527,8.0841850532559931,0,2.1880285e-06,1.2947017e-13,7.2500633e-14,3.5897506e-15,-51.658713679332692,50.779817762217448,-5.4495812066660925,8.3456784217346485,34.020664033139603,0.028447446,0.020559342,0.036108534,0.0055273408,0.024537081
close-binary,0.5,1,0,1.0e-06,1,0,InnerAccuracyLimited,8.0833997115823539,4.033478e-06,232,232,162,0,1.841842,0.596900,1.242881,0.000022,0.001464,0.529271,0.001843,8,0,0,8,1,232,0,0,0,0,0.571128,0.076395,0.009461,1.488534,8.0841850532559931,0,2.1880328e-06,1.2892384e-13,7.2566525e-14,3.5897506e-15,-51.658601634298584,50.779735716879067,-5.4497201452203523,8.3456983646802705,34.020754757217475,0.01627127,0.011845468,0.020142967,0.0028872553,0.013115543
close-binary,0.5,1,0,1.0e-06,0,0,InnerAccuracyLimited,8.0833997115823539,4.033478e-06,232,394,0,0,2.264211,0.592523,1.669723,0.000021,0.001467,0.544822,0.001729,8,0,0,8,1,394,0,0,0,0,0.931044,0.077380,0.009258,1.542634,8.0841850532559931,0,2.1880328e-06,1.2879894e-13,7.2566525e-14,3.5897506e-15,-51.658601634272102,50.779735716868743,-5.4497201452487554,8.3456983646766378,34.020754757200656,0.01627127,0.011845468,0.020142967,0.0028872553,0.013115543
close-binary,0.5,1,0,1.0e-08,1,0,InnerAccuracyLimited,8.0833997115823539,4.033478e-06,232,232,162,0,1.879442,0.594432,1.282374,0.000019,0.001633,0.548444,0.001721,8,0,0,8,1,0,0,0,0,0,0.585718,0.080762,0.008965,1.479885,8.0841850532559931,0,2.1880328e-06,1.2892384e-13,7.2566525e-14,3.5897506e-15,-51.658601634298584,50.779735716879067,-5.4497201452203523,8.3456983646802705,34.020754757217475,0.01627127,0.011845468,0.020142967,0.0028872553,0.013115543
close-binary,0.5,1,0,1.0e-08,0,0,InnerAccuracyLimited,8.0833997115823539,4.033478e-06,232,394,0,0,2.242283,0.593101,1.647355,0.000018,0.001629,0.527206,0.001690,8,0,0,8,1,0,0,0,0,0,0.940980,0.076917,0.008921,1.479985,8.0841850532559931,0,2.1880328e-06,1.2879894e-13,7.2566525e-14,3.5897506e-15,-51.658601634272102,50.779735716868743,-5.4497201452487554,8.3456983646766378,34.020754757200656,0.01627127,0.011845468,0.020142967,0.0028872553,0.013115543
close-binary,0.5,1,1,1.0e-03,1,0,InnerAccuracyLimited,8.036982527855697,0.0030296107,128,128,65,0,1.618267,0.432788,0.995940,0.000124,0.003126,0.549263,0.004591,8,1,1,7,1,120,0,0,2,2,0.355445,0.036791,0.006751,1.517624,8.0377659158158696,0,2.2465359e-06,1.2906967e-13,6.4273499e-14,3.5691372e-15,-51.474658656123921,50.667188491199397,-5.0301644527664973,8.2997614361098453,33.99367261789633,0.065016906,0.025902083,0.087234672,0.011162957,0.034036036
close-binary,0.5,1,1,1.0e-03,0,0,InnerAccuracyLimited,8.036982527855697,0.0030296107,128,193,0,0,1.555140,0.429183,1.123516,0.000025,0.001619,0.527665,0.001731,8,1,1,7,1,178,0,0,2,2,0.504569,0.034084,0.006017,1.427768,8.0377659158158696,0,2.2465359e-06,1.2886104e-13,6.4273499e-14,3.5691372e-15,-51.474658656124255,50.667188491199532,-5.030164452766134,8.2997614361098897,33.993672617896543,0.065016906,0.025902083,0.087234672,0.011162957,0.034036036
close-binary,0.5,1,1,1.0e-04,1,0,InnerAccuracyLimited,8.0369871411537464,0.00059108031,136,136,72,0,1.403894,0.430653,0.971786,0.000024,0.001623,0.522884,0.001743,8,1,1,7,1,136,0,0,0,0,0.371601,0.035768,0.006044,1.394273,8.0377659158158696,0,2.2465359e-06,1.2919547e-13,6.4211498e-14,3.5691393e-15,-51.474658657611656,50.667188491201372,-5.0301644490914388,8.2997614357907583,33.993672617416266,0.057433232,0.025148342,0.071575511,0.01020651,0.032447046
close-binary,0.5,1,1,1.0e-04,0,0,InnerAccuracyLimited,8.0369871411537464,0.00059108031,136,208,0,0,1.600985,0.433329,1.165919,0.000026,0.001591,0.517885,0.001733,8,1,1,7,1,208,0,0,0,0,0.549642,0.038730,0.006112,1.452428,8.0377659158158696,0,2.2465359e-06,1.2900862e-13,6.4211498e-14,3.5691393e-15,-51.474658657610867,50.667188491201415,-5.0301644490899493,8.2997614357910265,33.993672617416806,0.057433232,0.025148342,0.071575511,0.01020651,0.032447046
close-binary,0.5,1,1,1.0e-05,1,0,InnerAccuracyLimited,8.0369871335663827,4.2261887e-05,184,184,116,0,1.556432,0.433552,1.121159,0.000025,0.001527,0.533368,0.001734,8,1,1,7,1,184,0,0,0,0,0.479348,0.052322,0.009040,1.394402,8.0377659158158696,0,2.2465365e-06,1.2886267e-13,6.4089033e-14,3.5691393e-15,-51.474657323709913,50.667188376600507,-5.0301624858493703,8.2997616862569945,33.993672998337658,0.028073961,0.020244536,0.035617323,0.005453334,0.024193754
close-binary,0.5,1,1,1.0e-05,0,0,InnerAccuracyLimited,8.0369871335663827,4.2261887e-05,184,300,0,0,1.834713,0.436537,1.395912,0.000027,0.001578,0.523234,0.001774,8,1,1,7,1,300,0,0,0,0,0.741297,0.051355,0.008897,1.399033,8.0377659158158696,0,2.2465365e-06,1.2864995e-13,6.4089033e-14,3.5691393e-15,-51.474657323708357,50.667188376600542,-5.0301624858486429,8.2997616862571029,33.993672998337644,0.028073961,0.020244536,0.035617323,0.005453334,0.024193754
close-binary,0.5,1,1,1.0e-06,1,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,232,162,0,1.720660,0.430572,1.288090,0.000025,0.001525,0.533297,0.001771,8,1,1,7,1,232,0,0,0,0,0.609722,0.077881,0.009761,1.413370,8.0377659158158696,0,2.2465411e-06,1.2866102e-13,6.4129967e-14,3.5691393e-15,-51.474546758653069,50.667107640350899,-5.0302994551022371,8.2997813268934539,33.993762309173981,0.016056229,0.011669257,0.01986661,0.0028457345,0.012922936
close-binary,0.5,1,1,1.0e-06,0,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,394,0,0,2.156298,0.437394,1.716158,0.000026,0.001614,0.529807,0.001841,8,1,1,7,1,394,0,0,0,0,1.001560,0.079820,0.009859,1.398134,8.0377659158158696,0,2.2465411e-06,1.2857707e-13,6.4129967e-14,3.5691393e-15,-51.474546758651393,50.667107640350892,-5.0302994551016429,8.2997813268935428,33.993762309173881,0.016056229,0.011669257,0.01986661,0.0028457345,0.012922936
close-binary,0.5,1,1,1.0e-08,1,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,232,162,0,2.005306,0.429062,1.572256,0.000018,0.001604,0.528460,0.001729,8,1,1,7,1,0,0,0,0,0,0.804333,0.116445,0.039354,2.131965,8.0377659158158696,0,2.2465411e-06,1.2866102e-13,6.4129967e-14,3.5691393e-15,-51.474546758653069,50.667107640350899,-5.0302994551022371,8.2997813268934539,33.993762309173981,0.016056229,0.011669257,0.01986661,0.0028457345,0.012922936
close-binary,0.5,1,1,1.0e-08,0,0,InnerAccuracyLimited,8.0369871358418017,4.1189511e-06,232,394,0,0,3.119831,0.632666,2.481368,0.000026,0.002576,0.772848,0.003914,8,1,1,7,1,0,0,0,0,0,1.437792,0.114898,0.014861,2.070037,8.0377659158158696,0,2.2465411e-06,1.2857707e-13,6.4129967e-14,3.5691393e-15,-51.474546758651393,50.667107640350892,-5.0302994551016429,8.2997813268935428,33.993762309173881,0.016056229,0.011669257,0.01986661,0.0028457345,0.012922936
wide-planet,0.0,0,0,1.0e-03,1,0,Converged,1.1591934436470934,9.2917863e-05,53,53,29,0,1.225327,0.577930,0.645509,0.000027,0.003337,0.487577,0.003671,6,2,2,4,1,53,21,21,0,0,0.107537,0.006843,0.001342,0.759370,1.159193444344248,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-03,0,0,Converged,1.1591934436470934,9.2917863e-05,53,82,0,0,1.249593,0.576256,0.671706,0.000032,0.001982,0.476114,0.001285,6,2,2,4,1,82,21,21,0,0,0.145497,0.006299,0.001243,0.744856,1.159193444344248,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-04,1,0,Converged,1.1591934436470934,9.2917863e-05,53,53,29,0,1.164619,0.569531,0.593522,0.000032,0.001622,0.461729,0.001040,6,2,2,4,1,53,21,21,0,0,0.101506,0.005256,0.001092,0.747087,1.159193444344248,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-04,0,0,Converged,1.1591934436470934,9.2917863e-05,53,82,0,0,1.209345,0.570244,0.637839,0.000032,0.001589,0.455308,0.000932,6,2,2,4,1,82,21,21,0,0,0.143234,0.004869,0.001011,0.746364,1.159193444344248,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-05,1,0,Converged,1.1591934436472051,1.0370566e-06,69,69,44,0,1.211537,0.567015,0.643053,0.000034,0.001463,0.452211,0.000922,6,2,2,4,1,69,21,21,0,0,0.154712,0.006437,0.001251,0.745895,1.159193444344248,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-05,0,0,Converged,1.1591934436472053,1.0370566e-06,69,113,0,0,1.333570,0.569811,0.762406,0.000033,0.001530,0.455110,0.000879,6,2,2,4,1,113,21,21,0,0,0.248173,0.005798,0.001170,0.737731,1.159193444344248,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-06,1,0,Converged,1.1591934436472051,1.0370566e-06,69,69,44,0,1.211236,0.566839,0.642975,0.000033,0.001419,0.450861,0.000946,6,2,2,4,1,69,21,21,0,0,0.155796,0.006718,0.001170,0.754277,1.159193444344248,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-06,0,0,Converged,1.1591934436472053,1.0370566e-06,69,113,0,0,1.324313,0.572354,0.750735,0.000028,0.001571,0.451610,0.000981,6,2,2,4,1,113,21,21,0,0,0.248464,0.005787,0.001147,0.739466,1.159193444344248,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-08,1,0,Converged,1.1591934443442491,4.6529509e-09,77,77,51,0,1.233486,0.568666,0.663242,0.000033,0.001527,0.453347,0.000970,6,2,2,4,1,77,21,21,0,0,0.169372,0.007323,0.001368,0.753632,1.159193444344248,0,0,4.6703665e-14,5.320987e-16,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-08,0,0,Converged,1.1591934443442493,4.6529509e-09,77,128,0,0,1.354215,0.574185,0.778635,0.000028,0.001496,0.445308,0.000996,6,2,2,4,1,128,21,21,0,0,0.267942,0.006243,0.001369,0.744524,1.159193444344248,0,0,4.6719141e-14,5.320987e-16,5.147853e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-03,1,0,Converged,1.15911069692811,9.2869681e-05,53,53,29,0,1.053782,0.388815,0.663373,0.000026,0.001745,0.518335,0.001061,6,1,1,5,1,53,21,21,0,0,0.114603,0.005197,0.001069,0.587417,1.1591106976264334,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-03,0,0,Converged,1.15911069692811,9.2869681e-05,53,82,0,0,1.140417,0.389774,0.749126,0.000033,0.001657,0.534434,0.000963,6,1,1,5,1,82,21,21,0,0,0.174942,0.004673,0.000983,0.546309,1.1591106976264334,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-04,1,0,Converged,1.15911069692811,9.2869681e-05,53,53,29,0,1.002684,0.360227,0.641251,0.000032,0.001415,0.498312,0.000928,6,1,1,5,1,53,21,21,0,0,0.114266,0.004771,0.000881,0.565860,1.1591106976264334,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-04,0,0,Converged,1.15911069692811,9.2869681e-05,53,82,0,0,1.061195,0.358436,0.701336,0.000026,0.001359,0.501143,0.001047,6,1,1,5,1,82,21,21,0,0,0.163198,0.004485,0.000849,0.540233,1.1591106976264334,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-05,1,0,Converged,1.1591106969282219,1.0387937e-06,69,69,44,0,1.076456,0.367159,0.708025,0.000026,0.001455,0.505518,0.000837,6,1,1,5,1,69,21,21,0,0,0.167066,0.005959,0.001133,0.549103,1.1591106976264334,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-05,0,0,Converged,1.1591106969282217,1.0387937e-06,69,113,0,0,1.152197,0.318719,0.832020,0.000027,0.001479,0.511101,0.000897,6,1,1,5,1,113,21,21,0,0,0.269566,0.006121,0.001220,0.486106,1.1591106976264334,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-06,1,0,Converged,1.1591106969282219,1.0387937e-06,69,69,44,0,1.027512,0.341130,0.685212,0.000025,0.001362,0.490144,0.000804,6,1,1,5,1,69,21,21,0,0,0.161510,0.005019,0.001099,0.500017,1.1591106976264334,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-06,0,0,Converged,1.1591106969282217,1.0387937e-06,69,113,0,0,0.976344,0.332838,0.642345,0.000024,0.001107,0.392769,0.000690,6,1,1,5,1,113,21,21,0,0,0.209749,0.004628,0.000884,0.535704,1.1591106976264334,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-08,1,0,Converged,1.1591106976264338,4.6601408e-09,77,77,51,0,1.047900,0.310710,0.735774,0.000028,0.001568,0.514381,0.000901,6,1,1,5,1,77,21,21,0,0,0.181643,0.007270,0.001300,0.558368,1.1591106976264334,0,0,4.6570618e-14,4.174566e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-08,0,0,Converged,1.1591106976264336,4.6601405e-09,77,128,0,0,1.149468,0.295134,0.852885,0.000021,0.001143,0.503244,0.001013,6,1,1,5,1,128,21,21,0,0,0.294017,0.006166,0.001275,0.499982,1.1591106976264334,0,0,4.627905e-14,4.174566e-16,5.1474855e-16,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,1,0,1.0e-03,1,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,77,77,51,0,1.161653,0.483938,0.676567,0.000032,0.001787,0.433522,0.002069,6,2,2,4,1,53,0,0,11,11,0.170328,0.028372,0.003887,0.822176,1.159193444344248,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-03,0,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,77,128,0,0,1.009728,0.393365,0.615283,0.000024,0.001142,0.355873,0.000732,6,2,2,4,1,82,0,0,11,11,0.196897,0.016733,0.002372,0.762463,1.159193444344248,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-04,1,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,93,93,66,0,1.054810,0.485978,0.567485,0.000025,0.001152,0.359878,0.000885,6,2,2,4,1,53,0,0,11,11,0.152697,0.022607,0.002735,0.732125,1.159193444344248,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,-0.27591187622465485,-0.027827322670835257,0.0026796088752161096,1.5221070548096096,-0.0043240454978420578,7.6145552e-06,5.664142e-07,7.64714e-06,2.0640348e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-04,0,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,93,159,0,0,1.004293,0.409583,0.593589,0.000028,0.001080,0.308069,0.000644,6,2,2,4,1,82,0,0,11,11,0.220549,0.020047,0.002361,0.723950,1.159193444344248,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,-0.27591187621558289,-0.02782732267018416,0.0026796088834790694,1.5221070548203492,-0.004324045497838571,7.6145636e-06,5.6641484e-07,7.6471364e-06,2.0640374e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-05,1,0,EventLocationLimited,1.1591934436472051,1.0370566e-06,93,93,66,0,0.904217,0.399114,0.503786,0.000032,0.001095,0.318916,0.000726,6,2,2,4,1,69,0,0,2,2,0.138393,0.018433,0.002540,0.726690,1.159193444344248,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,-0.27591187622465485,-0.027827322670835257,0.0026796088752161096,1.5221070548096096,-0.0043240454978420578,7.6145552e-06,5.664142e-07,7.64714e-06,2.0640348e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-05,0,0,EventLocationLimited,1.1591934436472053,1.0370566e-06,93,159,0,0,0.989586,0.389068,0.599466,0.000024,0.001003,0.315774,0.000661,6,2,2,4,1,113,0,0,2,2,0.218964,0.022615,0.002517,0.731186,1.159193444344248,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,-0.27591187621558289,-0.02782732267018416,0.0026796088834790694,1.5221070548203492,-0.004324045497838571,7.6145636e-06,5.6641484e-07,7.6471364e-06,2.0640374e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-06,1,0,EventLocationLimited,1.1591934436472051,1.0370566e-06,77,77,51,0,0.878257,0.391178,0.485619,0.000026,0.001135,0.318565,0.000667,6,2,2,4,1,69,0,0,2,2,0.121856,0.020296,0.002676,0.724957,1.159193444344248,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-06,0,0,EventLocationLimited,1.1591934436472053,1.0370566e-06,77,128,0,0,0.954929,0.392509,0.561430,0.000025,0.001016,0.314028,0.000770,6,2,2,4,1,113,0,0,2,2,0.193023,0.018170,0.002203,0.721944,1.159193444344248,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-08,1,0,EventLocationLimited,1.1591934443442491,4.6529509e-09,77,77,51,0,0.865316,0.392423,0.471706,0.000026,0.001101,0.310888,0.000708,6,2,2,4,1,77,0,0,2,2,0.120805,0.016064,0.002171,0.708428,1.159193444344248,0,0,4.6703665e-14,5.320987e-16,5.147853e-16,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-08,0,0,EventLocationLimited,1.1591934443442493,4.6529509e-09,77,128,0,0,0.943076,0.387265,0.554867,0.000026,0.001030,0.308323,0.000632,6,2,2,4,1,128,0,0,2,2,0.191786,0.018669,0.002193,0.712379,1.159193444344248,0,0,4.6719141e-14,5.320987e-16,5.147853e-16,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,1,1.0e-03,1,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,77,51,0,0.917042,0.272839,0.582431,0.000115,0.002441,0.388494,0.002356,6,1,1,5,1,53,0,0,11,11,0.138858,0.021237,0.002823,0.639839,1.1591106976264334,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-03,0,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,128,0,0,0.917644,0.266805,0.649451,0.000022,0.001091,0.370178,0.000705,6,1,1,5,1,82,0,0,11,11,0.219934,0.019943,0.002420,0.606766,1.1591106976264334,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.0,1,1,1.0e-04,1,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,77,51,0,0.816886,0.265895,0.549897,0.000022,0.001123,0.370380,0.000655,6,1,1,5,1,53,0,0,11,11,0.140103,0.014581,0.002056,0.601759,1.1591106976264334,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
