case_id configuration_id profile d_bin_index epoch_index rep lane q rho s x y time u X reference topology_status cells events whole_classify_ms profile_topology_ms radial_events_ms cell_topology_remainder_ms physical_real_events soft_events d14_coeff_ms d14_struct_build_ms d14_expand_ms d14_solve_ms presearch_ms d14real_ms qf_polish_ms residual_eval_ms completeness_check_ms physical_classify_ms soft_event_ms qf_warm_calls qf_cold_calls warm_seeded presearch_sweeps dd_sweeps qf_warm_sweeps presearch_active_fallbacks presearch_nonfinite_failures presearch_failure_code presearch_failure_sweep presearch_failure_root presearch_last_finite_handoffs qf_cold_sweeps d14real_calls d14real_finite_calls d14real_nonconverged completeness_fails root_count_bad conjugacy_bad vieta_bad root_clusters captured_root_records qf_root_count
92 92 linear 0 0 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.593067999999999 28.592959 28.506817999999999 0.086141000000001355 10 3 0 0.012466 0.026178 28.145481 0.020607 0 27.835605000000001 0.044711000000000001 2.3e-05 0.20271700000000001 0.0037780000000000001 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.341723999999999 28.341661999999999 28.266444 0.075217999999999563 10 3 0 0.0035049999999999999 0.013968 28.006536000000001 0.0047239999999999999 0 27.757387999999999 0.029850999999999999 3.3000000000000003e-05 0.16636199999999998 0.00072400000000000003 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 28.391753000000001 28.391697000000001 28.326862999999999 0.064834000000001168 10 3 0 0.0044660000000000004 0.012603 28.003375999999999 0.0047780000000000001 0 27.741792 0.031905999999999997 2.6999999999999999e-05 0.23004999999999998 0.00059000000000000003 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 0 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 28.37097 28.370913999999999 28.289304999999999 0.081609000000000265 10 3 0 0.0032429999999999998 0.012383999999999999 28.010622000000001 0.0034650000000000002 0 27.761431000000002 0.029901 2.0000000000000002e-05 0.18924699999999997 0.00067500000000000004 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.277457999999999 28.277398000000002 28.218591 0.058807000000001608 10 3 0 0.0044749999999999998 0.012197 27.910779999999999 0.00332 0 27.652083999999999 0.030918999999999999 2.0999999999999999e-05 0.21398999999999999 0.00064599999999999998 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.308602 28.308541000000002 28.232213000000002 0.076328000000000173 10 3 0 0.0033340000000000002 0.012416999999999999 27.977274000000001 0.0033149999999999998 0 27.731649000000001 0.029909000000000002 1.9000000000000001e-05 0.16606100000000001 0.00058799999999999998 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 28.355592999999999 28.355537000000002 28.278545999999999 0.07699100000000314 10 3 0 0.0044920000000000003 0.012266000000000001 27.967206000000001 0.0045500000000000002 0 27.718806000000001 0.029742999999999999 2.5000000000000001e-05 0.220527 0.00060800000000000003 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 1 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 29.859323 29.859259999999999 29.769888999999999 0.089370999999999867 10 3 0 0.0044770000000000001 0.012409 29.462935999999999 0.0052300000000000003 0 29.187918 0.033514000000000002 2.9e-05 0.21047199999999999 0.00073700000000000002 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 29.505253 29.505195000000001 29.437683 0.067512000000000683 10 3 0 0.004777 0.013687 29.142792 0.005202 0 28.890626999999999 0.031302999999999997 1.4e-05 0.20174400000000001 0.00068099999999999996 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.313404999999999 28.313345999999999 28.234389 0.078956999999999056 10 3 0 0.004542 0.012383 27.965810999999999 0.0048859999999999997 0 27.711798000000002 0.030145999999999999 2.0000000000000002e-05 0.17464099999999999 0.00067100000000000005 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 30.651692000000001 30.651634000000001 30.561699000000001 0.089935000000000542 10 3 0 0.0047169999999999998 0.012919999999999999 30.199757000000002 0.0045279999999999999 0 29.919881 0.032939000000000003 2.8e-05 0.25880300000000001 0.00072499999999999995 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 2 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 28.994343000000001 28.994282999999999 28.913340000000002 0.080942999999997767 10 3 0 0.0048209999999999998 0.013355000000000001 28.634474999999998 0.0045750000000000001 0 28.387108000000001 0.030249000000000002 1.5e-05 0.18915900000000002 0.00060599999999999998 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 3 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.308050000000001 28.307994000000001 28.240538000000001 0.06745599999999996 10 3 0 0.0044710000000000001 0.012354 27.945055 0.0044619999999999998 0 27.696445000000001 0.02938 1.4e-05 0.20461400000000002 0.00064999999999999997 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 7 3 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294 0 17 16 28.307019 28.306956 28.232408 0.074548000000000059 10 3 0 0.0044999999999999997 0.012288 27.975169999999999 0.0046470000000000001 0 27.726292999999998 0.029779 2.0999999999999999e-05 0.165991 0.00059500000000000004 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 15 3 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944 0 17 16 28.395852999999999 28.395790000000002 28.321975999999999 0.073814000000002267 10 3 0 0.0044689999999999999 0.012383999999999999 28.007445000000001 0.0050499999999999998 0 27.760762 0.029083999999999999 1.5999999999999999e-05 0.22427899999999998 0.00057899999999999998 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 23 3 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451 0 17 16 28.371455999999998 28.371400000000001 28.290386000000002 0.081013999999999697 10 3 0 0.0033340000000000002 0.013367 28.011486000000001 0.0034250000000000001 0 27.765684 0.030453999999999998 2.0000000000000002e-05 0.189441 0.00061600000000000001 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
92 92 linear 0 0 4 cold 0.0045820894088154547 3.1430126951461966e-05 3.8691964055932191 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923 0 17 16 28.369008999999998 28.368949000000001 28.301577999999999 0.067371000000001402 10 3 0 0.0044130000000000003 0.012119 28.006537000000002 0.004241 0 27.757283999999999 0.029531000000000002 2.1999999999999999e-05 0.20139699999999999 0.000602 0 1 0 3 0 0 1 1 6 1 0 0 198 0 0 0 0 0 0 0 1 14 14
