# current V2 input; unique geometry/profile rows from merged_final; VBM references are RelTol=1e-6; xs=-time,barycentric=true
# case_id configuration_id profile d_bin_index epoch_index s q rho x y time u X reference
92 92 linear 0 0 3.8691964055932191 0.0045820894088154547 3.1430126951461966e-05 0.016823722726384265 -1.7129651189458623e-05 0.016817436700993973 0.5 0.00083070182109417495 13038.465036666923
92 92 linear 0 7 3.8691964055932191 0.0045820894088154547 3.1430126951461966e-05 0.016823722726384265 -1.7129651189458623e-05 0.016821262977318497 0.5 0.00082687554476965075 13087.98547671294
92 92 linear 0 15 3.8691964055932191 0.0045820894088154547 3.1430126951461966e-05 0.016823722726384265 -1.7129651189458623e-05 0.016825635864546527 0.5 0.00082250265754162111 13129.319885231944
92 92 linear 0 23 3.8691964055932191 0.0045820894088154547 3.1430126951461966e-05 0.016823722726384265 -1.7129651189458623e-05 0.016830008751774556 0.5 0.00081812977031359146 13164.291226813451
