max_level	grad_rtol	kind	name	u	parameter	rounds	tol	level	nodes	converged	mu	grad	error	quality	n	h	stop	grad_reason	radial	inner	geometry	reference	absolute_error	relative_error
6	0.01	budget	rand030	0.0	2	32	0.001	3	421	1	2.5376970830853254	0.0129986901994562	0.0007127479890535	2	0	0	Converged	4	0.0003060008351067	0.0	1.2444373419086613e-07	0.0129986580934943	3.210596189948123e-08	2.469944333373146e-06
6	0.01	budget	rand030	0.0	2	64	0.001	3	421	1	2.5376970830853254	0.0129986901994562	0.0007127479890535	2	0	0	Converged	4	0.0003060008351067	0.0	1.2444373419086613e-07	0.0129986580934943	3.210596189948123e-08	2.469944333373146e-06
6	0.001	budget	rand030	0.0	2	8	0.001	3	177	1	2.5376970830853254	0.0127460667949154	1.2845473834563237	2	0	0	Converged	2	1.284140762488428	0.0	3.610754840252553e-08	0.0129986580934943	0.0002525912985789011	0.01943210574215507
6	0.001	budget	rand030	0.0	2	32	0.001	3	421	1	2.5376970830853254	0.0129986901994562	0.0007127479890535	2	0	0	Converged	4	0.0003060008351067	0.0	1.2444373419086613e-07	0.0129986580934943	3.210596189948123e-08	2.469944333373146e-06
6	0.001	budget	rand030	0.0	2	64	0.001	3	421	1	2.5376970830853254	0.0129986901994562	0.0007127479890535	2	0	0	Converged	4	0.0003060008351067	0.0	1.2444373419086613e-07	0.0129986580934943	3.210596189948123e-08	2.469944333373146e-06
8	0.01	budget	rand030	0.0	2	8	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
8	0.01	budget	rand030	0.0	2	32	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
8	0.01	budget	rand030	0.0	2	64	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
8	0.001	budget	rand030	0.0	2	8	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
8	0.001	budget	rand030	0.0	2	32	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
8	0.001	budget	rand030	0.0	2	64	0.001	3	203	1	2.5376970830853254	0.0129986901930755	0.0004570955709956	2	0	0	Converged	4	5.03484222444925e-05	0.0	1.2443853845767274e-07	0.0129986580934943	3.209958119969325e-08	2.4694534596427897e-06
