max_level grad_rtol kind name u parameter rounds tol level nodes converged mu grad error quality n h stop grad_reason radial inner geometry
4 0.01 budget rand030 0 2 8 0.001 3 126 1 2.5376970830853254 -0.053499608627774621 5.8793806737862537 2 0 0 Converged 2 5.8789742438161712 0 2.307921877987159e-08
4 0.01 budget rand030 0 2 32 0.001 3 305 1 2.5376970830853254 0.012780780871616238 0.20279970942074613 2 0 0 Converged 2 0.20239313567048939 0 2.4443620905212227e-08
4 0.01 budget rand030 0 2 64 0.001 3 511 1 2.5376970830853254 0.012998686904344922 0.00049726628580441887 2 0 0 Converged 4 9.0525223993650767e-05 0 1.1829432118543318e-07
4 0.001 budget rand030 0 2 8 0.001 3 126 1 2.5376970830853254 -0.053499608627774621 5.8793806737862537 2 0 0 Converged 2 5.8789742438161712 0 2.307921877987159e-08
4 0.001 budget rand030 0 2 32 0.001 3 305 1 2.5376970830853254 0.012780780871616238 0.20279970942074613 2 0 0 Converged 2 0.20239313567048939 0 2.4443620905212227e-08
4 0.001 budget rand030 0 2 64 0.001 3 511 1 2.5376970830853254 0.012998686904344922 0.00049726628580441887 2 0 0 Converged 4 9.0525223993650767e-05 0 1.1829432118543318e-07
5 0.01 budget rand030 0 2 8 0.001 3 152 1 2.5376970830853254 0.01274606679491549 0.25518222373197896 2 0 0 Converged 2 0.25477560276408351 0 3.6107548402525531e-08
5 0.01 budget rand030 0 2 32 0.001 3 367 1 2.5376970830853254 0.007662642596617429 1.1005289737499955 2 0 0 Converged 2 1.1001222265863329 0 1.2445345006730294e-07
5 0.01 budget rand030 0 2 64 0.001 3 445 1 2.5376970830853254 0.012998690238052899 0.00046820419942570724 2 0 0 Converged 4 6.1457050128018901e-05 0 1.2443908500941441e-07
5 0.001 budget rand030 0 2 8 0.001 3 152 1 2.5376970830853254 0.01274606679491549 0.25518222373197896 2 0 0 Converged 2 0.25477560276408351 0 3.6107548402525531e-08
5 0.001 budget rand030 0 2 32 0.001 3 367 1 2.5376970830853254 0.007662642596617429 1.1005289737499955 2 0 0 Converged 2 1.1001222265863329 0 1.2445345006730294e-07
5 0.001 budget rand030 0 2 64 0.001 3 445 1 2.5376970830853254 0.012998690238052899 0.00046820419942570724 2 0 0 Converged 4 6.1457050128018901e-05 0 1.2443908500941441e-07
