max_level grad_rtol kind name u parameter rounds tol level nodes converged mu grad error quality n h stop grad_reason radial inner geometry
4 0.01 budget caustic-cross 0 4 8 0.001 3 183 1 31.944089247909396 -1.9282448325819788 9.5738239055868881 2 0 0 Converged 2 9.5738111353356246 0 1.1136132179815219e-10
4 0.01 budget caustic-cross 0 4 32 0.001 3 359 1 31.944089247909396 -2.2856896378657083 3.3002103880695666 2 0 0 Converged 2 3.3001976177985983 0 1.3106385277537032e-10
4 0.01 budget caustic-cross 0 4 64 0.001 3 529 1 31.944089247909396 -2.4025688990349927 0.74086663387789409 2 0 0 Converged 2 0.74085385435039708 0 1.9138277815873638e-10
4 0.001 budget caustic-cross 0 4 8 0.001 3 183 1 31.944089247909396 -1.9282448325819788 9.5738239055868881 2 0 0 Converged 2 9.5738111353356246 0 1.1136132179815219e-10
4 0.001 budget caustic-cross 0 4 32 0.001 3 359 1 31.944089247909396 -2.2856896378657083 3.3002103880695666 2 0 0 Converged 2 3.3001976177985983 0 1.3106385277537032e-10
4 0.001 budget caustic-cross 0 4 64 0.001 3 529 1 31.944089247909396 -2.4025688990349927 0.74086663387789409 2 0 0 Converged 2 0.74085385435039708 0 1.9138277815873638e-10
5 0.01 budget caustic-cross 0 4 8 0.001 3 189 1 31.944089872737802 -3.1136390637489884 11.008776904689649 2 0 0 Converged 2 11.00876413443746 0 1.122838082529383e-10
5 0.01 budget caustic-cross 0 4 32 0.001 3 417 1 31.944089872737802 -2.6554812814479862 4.6801029122960633 2 0 0 Converged 2 4.6800901420357537 0 1.2040526816137082e-10
5 0.01 budget caustic-cross 0 4 64 0.001 3 721 1 31.944089872737802 -2.5967801017815 1.3316951648673696 2 0 0 Converged 2 1.3316823853826567 0 1.4859859503937616e-10
5 0.001 budget caustic-cross 0 4 8 0.001 3 189 1 31.944089872737802 -3.1136390637489884 11.008776904689649 2 0 0 Converged 2 11.00876413443746 0 1.122838082529383e-10
