max_level grad_rtol kind name u parameter rounds tol level nodes converged mu grad error quality n h stop grad_reason radial inner geometry
8 0.01 budget caustic-cross 0 4 32 0.001 3 1395 1 31.944397276958313 -2.22847389048734 4.6010171331123262 2 0 0 Converged 2 4.6010043627901931 0 1.8222901953732894e-10
8 0.01 budget caustic-cross 0 4 64 0.001 3 2650 1 31.944397276958313 -2.4170614926489549 1.4031903437400799 2 0 0 Converged 2 1.4031775641584132 0 2.4555238673383045e-10
8 0.001 budget caustic-cross 0 4 8 0.001 3 385 1 31.944397276958313 -2.3805652373157331 10.949371728329504 2 0 0 Converged 2 10.949358958071219 0 1.1838058707040301e-10
8 0.001 budget caustic-cross 0 4 32 0.001 3 1395 1 31.944397276958313 -2.22847389048734 4.6010171331123262 2 0 0 Converged 2 4.6010043627901931 0 1.8222901953732894e-10
8 0.001 budget caustic-cross 0 4 64 0.001 3 2650 1 31.944397276958313 -2.4170614926489549 1.4031903437400799 2 0 0 Converged 2 1.4031775641584132 0 2.4555238673383045e-10
4 0.01 budget caustic-cross 0.5 0 8 0.001 3 165 1 33.289335638821051 90.262158554310489 122.660301733678 2 0 0 Converged 2 122.65804040262142 0.0022474915655307736 1.6277250072725362e-10
4 0.01 budget caustic-cross 0.5 0 32 0.001 3 343 1 33.289335638821051 77.027682496891515 29.890989706031313 2 0 0 Converged 2 29.834721280151619 0.056254672357273203 2.1630924228447818e-10
4 0.01 budget caustic-cross 0.5 0 64 0.001 3 577 1 33.289335638821051 77.836947899368468 11.726800049873454 2 0 0 Converged 2 11.670091803522858 0.0566944924865036 5.5797910382685194e-10
4 0.001 budget caustic-cross 0.5 0 8 0.001 3 165 1 33.289335638821051 90.262158554310489 122.660301733678 2 0 0 Converged 2 122.65804040262142 0.0022474915655307736 1.6277250072725362e-10
4 0.001 budget caustic-cross 0.5 0 32 0.001 3 343 1 33.289335638821051 77.027682496891515 29.890989706031313 2 0 0 Converged 2 29.834721280151619 0.056254672357273203 2.1630924228447818e-10
4 0.001 budget caustic-cross 0.5 0 64 0.001 3 577 1 33.289335638821051 77.836947899368468 11.726800049873454 2 0 0 Converged 2 11.670091803522858 0.0566944924865036 5.5797910382685194e-10
5 0.01 budget caustic-cross 0.5 0 8 0.001 3 183 1 33.289335638821051 76.785549945069249 93.492934781089502 2 0 0 Converged 2 93.490670662480966 0.0022502791158561285 1.6441017704188721e-10
5 0.01 budget caustic-cross 0.5 0 32 0.001 3 412 1 33.289335638821051 77.951154243483941 33.424768531640254 2 0 0 Converged 2 33.368500434323373 0.056254343759209263 2.5156209936144056e-10
5 0.01 budget caustic-cross 0.5 0 64 0.001 3 725 1 33.289335638821051 77.587270616545155 11.507669802234753 2 0 0 Converged 2 11.344778307387948 0.16287774088879792 6.5189632062547845e-10
5 0.001 budget caustic-cross 0.5 0 8 0.001 3 183 1 33.289335638821051 76.785549945069249 93.492934781089502 2 0 0 Converged 2 93.490670662480966 0.0022502791158561285 1.6441017704188721e-10
5 0.001 budget caustic-cross 0.5 0 32 0.001 3 412 1 33.289335638821051 77.951154243483941 33.424768531640254 2 0 0 Converged 2 33.368500434323373 0.056254343759209263 2.5156209936144056e-10
5 0.001 budget caustic-cross 0.5 0 64 0.001 3 725 1 33.289335638821051 77.587270616545155 11.507669802234753 2 0 0 Converged 2 11.344778307387948 0.16287774088879792 6.5189632062547845e-10
6 0.01 budget caustic-cross 0.5 0 8 0.001 3 199 1 33.289335638821051 84.008352889468711 115.53690458767005 2 0 0 Converged 2 115.53463939997064 0.0022513482073717086 1.6377077568259118e-10
6 0.01 budget caustic-cross 0.5 0 32 0.001 3 543 1 33.289335638821051 81.026683441390958 39.637861518264792 2 0 0 Converged 2 39.581594494555716 0.056253270070224071 3.3274703600103318e-10
6 0.01 budget caustic-cross 0.5 0 64 0.001 3 1011 1 33.289335638821051 77.663958849385949 15.597694251855343 2 0 0 Converged 2 15.541425650123598 0.05625484784541751 5.8021530057261396e-10
6 0.001 budget caustic-cross 0.5 0 8 0.001 3 199 1 33.289335638821051 84.008352889468711 115.53690458767005 2 0 0 Converged 2 115.53463939997064 0.0022513482073717086 1.6377077568259118e-10
6 0.001 budget caustic-cross 0.5 0 32 0.001 3 543 1 33.289335638821051 81.026683441390958 39.637861518264792 2 0 0 Converged 2 39.581594494555716 0.056253270070224071 3.3274703600103318e-10
6 0.001 budget caustic-cross 0.5 0 64 0.001 3 1011 1 33.289335638821051 77.663958849385949 15.597694251855343 2 0 0 Converged 2 15.541425650123598 0.05625484784541751 5.8021530057261396e-10
8 0.01 budget caustic-cross 0.5 0 8 0.001 3 361 1 33.289335638821051 84.191725845820642 99.238086566910013 2 0 0 Converged 2 99.235821070965088 0.0022517424357517048 2.0307602540746132e-10
8 0.01 budget caustic-cross 0.5 0 32 0.001 3 1363 1 33.289335638821051 84.089646970642633 44.604289267170699 2 0 0 Converged 2 44.548020063793651 0.05625544948229351 5.8864095690317008e-10
8 0.01 budget caustic-cross 0.5 0 64 0.001 3 2651 1 33.289335638821051 77.734212550986143 15.383128953052578 2 0 0 Converged 2 15.326857782568554 0.056257416239109105 9.3880272284742618e-10
8 0.001 budget caustic-cross 0.5 0 8 0.001 3 361 1 33.289335638821051 84.191725845820642 99.238086566910013 2 0 0 Converged 2 99.235821070965088 0.0022517424357517048 2.0307602540746132e-10
8 0.001 budget caustic-cross 0.5 0 32 0.001 3 1363 1 33.289335638821051 84.089646970642633 44.604289267170699 2 0 0 Converged 2 44.548020063793651 0.05625544948229351 5.8864095690317008e-10
8 0.001 budget caustic-cross 0.5 0 64 0.001 3 2651 1 33.289335638821051 77.734212550986143 15.383128953052578 2 0 0 Converged 2 15.326857782568554 0.056257416239109105 9.3880272284742618e-10
4 0.01 budget rand030 0 2 8 0.001 3 126 1 2.5376970830853254 -0.053499608627774621 15.874425651366362 2 0 0 Converged 2 15.874019221396278 0 2.307921877987159e-08
4 0.01 budget rand030 0 2 32 0.001 3 307 1 2.5376970830853254 0.012995641239076783 0.13116615855964733 2 0 0 Converged 2 0.13075958480430944 0 2.4448702032477527e-08
4 0.01 budget rand030 0 2 64 0.001 3 511 1 2.5376970830853254 0.012998686904344922 0.0011304887026877732 2 0 0 Converged 4 0.00072374764087700506 0 1.1829432118543318e-07
4 0.001 budget rand030 0 2 8 0.001 3 126 1 2.5376970830853254 -0.053499608627774621 15.874425651366362 2 0 0 Converged 2 15.874019221396278 0 2.307921877987159e-08
4 0.001 budget rand030 0 2 32 0.001 3 307 1 2.5376970830853254 0.012995641239076783 0.13116615855964733 2 0 0 Converged 2 0.13075958480430944 0 2.4448702032477527e-08
4 0.001 budget rand030 0 2 64 0.001 3 511 1 2.5376970830853254 0.012998686904344922 0.0011304887026877732 2 0 0 Converged 4 0.00072374764087700506 0 1.1829432118543318e-07
5 0.01 budget rand030 0 2 8 0.001 3 143 1 2.5376970830853254 -0.50231803158379784 29.518814133570693 2 0 0 Converged 2 29.518407703587222 0 2.3092606035372493e-08
5 0.01 budget rand030 0 2 32 0.001 3 367 1 2.5376970830853254 0.0129970411209931 0.063387063392139509 2 0 0 Converged 2 0.062980442408825679 0 3.6102245100954836e-08
5 0.01 budget rand030 0 2 64 0.001 3 445 1 2.5376970830853254 0.012998690238052899 0.00089794939924963844 2 0 0 Converged 4 0.00049120224995195013 0 1.2443908500941441e-07
5 0.001 budget rand030 0 2 8 0.001 3 143 1 2.5376970830853254 -0.50231803158379784 29.518814133570693 2 0 0 Converged 2 29.518407703587222 0 2.3092606035372493e-08
5 0.001 budget rand030 0 2 32 0.001 3 367 1 2.5376970830853254 0.0129970411209931 0.063387063392139509 2 0 0 Converged 2 0.062980442408825679 0 3.6102245100954836e-08
5 0.001 budget rand030 0 2 64 0.001 3 445 1 2.5376970830853254 0.012998690238052899 0.00089794939924963844 2 0 0 Converged 4 0.00049120224995195013 0 1.2443908500941441e-07
6 0.01 budget rand030 0 2 8 0.001 3 177 1 2.5376970830853254 0.01274606679491549 1.2845473834563235 2 0 0 Converged 2 1.284140762488428 0 3.6107548402525531e-08
6 0.01 budget rand030 0 2 32 0.001 3 421 1 2.5376970830853254 0.012998690199456217 0.00071274798905358546 2 0 0 Converged 4 0.00030600083510673004 0 1.2444373419086613e-07
6 0.01 budget rand030 0 2 64 0.001 3 421 1 2.5376970830853254 0.012998690199456217 0.00071274798905358546 2 0 0 Converged 4 0.00030600083510673004 0 1.2444373419086613e-07
6 0.001 budget rand030 0 2 8 0.001 3 177 1 2.5376970830853254 0.01274606679491549 1.2845473834563235 2 0 0 Converged 2 1.284140762488428 0 3.6107548402525531e-08
6 0.001 budget rand030 0 2 32 0.001 3 421 1 2.5376970830853254 0.012998690199456217 0.00071274798905358546 2 0 0 Converged 4 0.00030600083510673004 0 1.2444373419086613e-07
6 0.001 budget rand030 0 2 64 0.001 3 421 1 2.5376970830853254 0.012998690199456217 0.00071274798905358546 2 0 0 Converged 4 0.00030600083510673004 0 1.2444373419086613e-07
8 0.01 budget rand030 0 2 8 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
8 0.01 budget rand030 0 2 32 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
8 0.01 budget rand030 0 2 64 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
8 0.001 budget rand030 0 2 8 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
8 0.001 budget rand030 0 2 32 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
8 0.001 budget rand030 0 2 64 0.001 3 203 1 2.5376970830853254 0.012998690193075544 0.0004570955709956102 2 0 0 Converged 4 5.0348422244492503e-05 0 1.2443853845767274e-07
