sample stage prepare_ms correction_ms screen_ms interval_ms finite screened certified
1 0 0.030744 0 0.013818 0 1 0 0
1 1 0.030744 0.012343 0.0079520000000000007 0 1 0 0
1 2 0.030744 0.018998999999999999 0.0074359999999999999 0 1 0 0
2 0 0.013648 0 0.0074819999999999999 0 1 0 0
2 1 0.013648 0.0067010000000000004 0.007522 0 1 0 0
2 2 0.013648 0.013382000000000002 0.0073369999999999998 0 1 0 0
3 0 0.011259 0 0.0071729999999999997 0 1 0 0
3 1 0.011259 0.0066969999999999998 0.0072389999999999998 0 1 0 0
3 2 0.011259 0.013389 0.0073179999999999999 0 1 0 0
5 0 0.014307 0 0.0063449999999999999 0 1 0 0
5 1 0.014307 0.0067000000000000002 0.0062290000000000002 0 1 0 0
5 2 0.014307 0.013354000000000001 0.0059890000000000004 0 1 0 0
6 0 0.010883 0 0.0062399999999999999 0 1 0 0
6 1 0.010883 0.0066680000000000003 0.0060769999999999999 0 1 0 0
6 2 0.010883 0.013351 0.006391 0 1 0 0
7 0 0.0098119999999999995 0 0.005842 0 1 0 0
7 1 0.0098119999999999995 0.0066779999999999999 0.0073920000000000001 0 1 0 0
7 2 0.0098119999999999995 0.013349 0.0059540000000000001 0 1 0 0
9 0 0.011433 0 0.0074770000000000001 0 1 0 0
9 1 0.011433 0.0066660000000000001 0.0073749999999999996 0 1 0 0
9 2 0.011433 0.013354000000000001 0.0073299999999999997 0 1 0 0
10 0 0.0096509999999999999 0 0.0073010000000000002 0 1 0 0
10 1 0.0096509999999999999 0.0066800000000000002 0.0073590000000000001 0 1 0 0
10 2 0.0096509999999999999 0.013356 0.0073489999999999996 0 1 0 0
11 0 0.0095729999999999999 0 0.0072230000000000003 0 1 0 0
11 1 0.0095729999999999999 0.0067200000000000003 0.0073600000000000002 0 1 0 0
11 2 0.0095729999999999999 0.013377 0.0072709999999999997 0 1 0 0
13 0 0.012326 0 0.0021940000000000002 0 1 0 0
13 1 0.012326 0.0066559999999999996 0.0022390000000000001 0 1 0 0
13 2 0.012326 0.013316999999999999 0.0020869999999999999 0 1 0 0
14 0 0.0097160000000000007 0 0.0021410000000000001 0 1 0 0
14 1 0.0097160000000000007 0.0067250000000000001 0.0022309999999999999 0 1 0 0
14 2 0.0097160000000000007 0.013396 0.002176 0 1 0 0
15 0 0.0088170000000000002 0 0.0019719999999999998 0 1 0 0
15 1 0.0088170000000000002 0.0067279999999999996 0.002186 0 1 0 0
15 2 0.0088170000000000002 0.013402000000000001 0.0020660000000000001 0 1 0 0
17 0 0.0098689999999999993 0 0.009887 0 1 0 0
17 1 0.0098689999999999993 0.0067520000000000002 0.020854000000000001 1.666015 1 1 1
17 2 0.0098689999999999993 0.013631000000000001 0.022211999999999999 1.6185970000000001 1 1 1
18 0 0.015695000000000001 0 0.011098999999999999 0 1 0 0
18 1 0.015695000000000001 0.006901 0.022091 1.6074139999999999 1 1 1
18 2 0.015695000000000001 0.013767 0.021703 1.6000049999999999 1 1 1
19 0 0.013292999999999999 0 0.011112 0 1 0 0
19 1 0.013292999999999999 0.0067559999999999999 0.020584000000000002 1.6073630000000001 1 1 1
19 2 0.013292999999999999 0.013462 0.017482000000000001 0 1 0 0
21 0 0.012841999999999999 0 0.0079030000000000003 0 1 0 0
21 1 0.012841999999999999 0.0066950000000000004 0.0076740000000000003 0 1 0 0
21 2 0.012841999999999999 0.013364000000000001 0.0073350000000000004 0 1 0 0
22 0 0.010354 0 0.0074229999999999999 0 1 0 0
22 1 0.010354 0.0067169999999999999 0.0073870000000000003 0 1 0 0
22 2 0.010354 0.013389 0.0072649999999999998 0 1 0 0
23 0 0.0095670000000000009 0 0.0071170000000000001 0 1 0 0
23 1 0.0095670000000000009 0.006744 0.0072870000000000001 0 1 0 0
23 2 0.0095670000000000009 0.013424 0.0072220000000000001 0 1 0 0
25 0 0.013037999999999999 0 0.0063509999999999999 0 1 0 0
25 1 0.013037999999999999 0.0066930000000000002 0.0061970000000000003 0 1 0 0
25 2 0.013037999999999999 0.01338 0.0059940000000000002 0 1 0 0
26 0 0.010505 0 0.0062170000000000003 0 1 0 0
26 1 0.010505 0.0067029999999999998 0.0060429999999999998 0 1 0 0
26 2 0.010505 0.013413 0.0063160000000000004 0 1 0 0
27 0 0.0096950000000000005 0 0.0059420000000000002 0 1 0 0
27 1 0.0096950000000000005 0.0067279999999999996 0.007365 0 1 0 0
27 2 0.0096950000000000005 0.013405 0.0059290000000000002 0 1 0 0
29 0 0.010207000000000001 0 0.0075669999999999999 0 1 0 0
29 1 0.010207000000000001 0.0067380000000000001 0.0074489999999999999 0 1 0 0
29 2 0.010207000000000001 0.013469999999999999 0.0080429999999999998 0 1 0 0
30 0 0.010699 0 0.0072329999999999998 0 1 0 0
30 1 0.010699 0.0067239999999999999 0.0073099999999999997 0 1 0 0
30 2 0.010699 0.013386 0.0074180000000000001 0 1 0 0
31 0 0.008881 0 0.007195 0 1 0 0
31 1 0.008881 0.0066959999999999997 0.0073810000000000004 0 1 0 0
31 2 0.008881 0.013361 0.0072189999999999997 0 1 0 0
33 0 0.011939999999999999 0 0.0022209999999999999 0 1 0 0
33 1 0.011939999999999999 0.0066800000000000002 0.002258 0 1 0 0
33 2 0.011939999999999999 0.013358 0.0021940000000000002 0 1 0 0
34 0 0.0096539999999999994 0 0.0021359999999999999 0 1 0 0
34 1 0.0096539999999999994 0.0066810000000000003 0.002245 0 1 0 0
34 2 0.0096539999999999994 0.013361000000000001 0.002111 0 1 0 0
35 0 0.0087869999999999997 0 0.002003 0 1 0 0
35 1 0.0087869999999999997 0.0066950000000000004 0.0021289999999999998 0 1 0 0
35 2 0.0087869999999999997 0.013363 0.002101 0 1 0 0
37 0 0.0095610000000000001 0 0.0096880000000000004 0 1 0 0
37 1 0.0095610000000000001 0.0066699999999999997 0.020712000000000001 1.6563060000000001 1 1 1
37 2 0.0095610000000000001 0.013727 0.022251 1.6047959999999999 1 1 1
38 0 0.014683999999999999 0 0.011013 0 1 0 0
38 1 0.014683999999999999 0.0070790000000000002 0.021961000000000001 1.6429469999999999 1 1 1
38 2 0.014683999999999999 0.013948 0.021756000000000001 1.602115 1 1 1
39 0 0.014414 0 0.010933 0 1 0 0
39 1 0.014414 0.006875 0.021697999999999999 1.613737 1 1 1
39 2 0.014414 0.013734 0.018407 0 1 0 0
41 0 0.016081999999999999 0 0.022273999999999999 1.791229 1 1 1
41 1 0.016081999999999999 0.0070349999999999996 0.021299999999999999 1.750553 1 1 1
41 2 0.016081999999999999 0.014043999999999999 0.021288999999999999 1.7473019999999999 1 1 1
42 0 0.015717999999999999 0 0.02053 1.791058 1 1 1
42 1 0.015717999999999999 0.0066839999999999998 0.01976 1.7456860000000001 1 1 1
42 2 0.015717999999999999 0.013368 0.019730999999999999 1.74536 1 1 1
