case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid
0 linear 0 0 50.969861000000002 7.0379226907888537 1 67 49.744968999999998 0.033681000000000003 0.23130399999999998 0.0078080000000000007 0.0017910000000000001 0.0092099999999999994 0.020858999999999999 0.189525 0.34275600000000001 48.873074000000003 0.10425099999999998 3.4e-05 0.061422999999999998 0.0075669999999999999 0.012598 0.15605599999999994 0.032945000000000016 0.0091240000000000036 0 0 0 0 0 0 0 0 0 0 49.554236000000003 49.711906999999997 0.010299000000000001 0.0064429999999999999 0.012772000000000002 0.000812 0.039815999999999997 0 0 0 0 0
0 linear 0 7 49.578488 7.165175685042759 1 83 49.152470999999998 0.012765 0.36426400000000003 0.006744 0.002313 0.0043160000000000004 0.011405 0.018602 0.37006099999999997 48.580764000000002 0.090408999999999989 2.8e-05 0.016708000000000001 0.003124 0.0044380000000000001 0.26026300000000002 0.051697000000000014 0.011861000000000009 0 1 15 15 0 0 0 0 0 0 49.083958000000003 49.14141 0.0026930000000000001 0.0064720000000000003 0.01227 6.7999999999999999e-05 0.038641000000000002 2 1 16 0.00115407797797932 2
0 linear 0 15 49.669894999999997 7.2540425509600803 1 91 49.293711999999999 0.011792 0.33323300000000011 0.0073189999999999991 0.0016710000000000002 0.0030860000000000002 0.010300999999999999 0.0098820000000000002 0.25326599999999999 48.797192999999993 0.090736999999999998 2.6999999999999999e-05 0.080072000000000004 0.001954 0.0037099999999999998 0.24234100000000003 0.048111000000000008 0.010845000000000004 0 2 13 13 0 0 0 0 0 0 49.171422 49.286611000000001 0.0017780000000000001 0.0053049999999999998 0.012116 5.0000000000000002e-05 0.037956999999999998 1 1 8 0.0027134713756958736 1
0 linear 0 23 49.850554000000002 7.2793514851610421 1 91 49.449420000000003 0.011769999999999999 0.35748999999999997 0.0086059999999999991 0.001588 0.0078869999999999999 0.010201999999999999 0.010031999999999999 0.384772 48.848579000000001 0.090276999999999996 3.4e-05 0.048717999999999997 0.001725 0.0037119999999999996 0.24320900000000004 0.052865999999999996 0.013109000000000001 0 3 13 13 0 0 0 0 0 0 49.353994 49.442591 0.00164 0.0055779999999999996 0.012153000000000001 5.7000000000000003e-05 0.038240999999999997 1 1 8 0.0030160757831446021 1
0 linear 1 0 1.03335 589.76731831372365 1 105 0.65883400000000003 0.013788999999999999 0.30684100000000014 0.0074280000000000006 0.001874 0.003199 0.0098790000000000006 0.179641 0.126744 0 0.0092929999999999992 0.001271 0.25112199999999996 0.0018190000000000001 0.0038980000000000004 0.15914100000000009 0.078266000000000044 0.017413000000000012 0 0 0 0 0.0062129999999999998 1 0 0 14 0 0.35753200000000002 0.65139100000000005 0.001261 0.003676 0.015927 0.0032139999999999998 0.03286 0 0 0 0 0
0 linear 1 7 0.71268600000000004 593.09247526628167 1 105 0.34559600000000001 0.013167 0.32428400000000007 0.0067520000000000002 0.001555 0.0030400000000000002 0.0093710000000000009 0.008456 0.14659700000000001 0 0.0035300000000000002 0.00107 0.10391600000000001 0.001217 0.0037780000000000001 0.16848099999999999 0.076671000000000031 0.017606000000000014 0 1 19 19 0.002941 1 0 0 14 0 0.197904 0.33910200000000001 0.0014159999999999999 0.003558 0.014490999999999999 0.00124 0.030793999999999998 1 1 8 0.0016863986939356674 1
0 linear 1 15 0.943129 596.53003682974679 1 128 0.44834499999999999 0.013039 0.43859200000000015 0.0077289999999999989 0.001804 0.002709 0.0088909999999999996 0.0082920000000000008 0.11233700000000001 0 0.003552 0.001034 0.24255600000000002 0.001096 0.0036389999999999999 0.22544100000000003 0.10152499999999999 0.022880000000000011 0 2 19 19 0.0029819999999999998 1 0 0 14 0 0.163051 0.44183600000000001 0.00133 0.0033400000000000001 0.014859000000000001 0.001214 0.030776999999999999 1 1 8 0.18679473719266346 1
0 linear 1 23 0.84183600000000003 599.54254534181996 1 128 0.33921699999999999 0.018127000000000001 0.44185600000000003 0.0086280000000000003 0.0019510000000000003 0.0051079999999999997 0.012711999999999999 0.010395 0.13689599999999999 0 0.0050629999999999998 0.0014350000000000001 0.07365099999999998 0.002225 0.0051429999999999991 0.22411200000000006 0.099887000000000059 0.023196000000000012 0 3 19 19 0.0035590000000000001 1 0 0 14 0 0.20130300000000001 0.32808300000000001 0.0052059999999999997 0.0040810000000000004 0.015869000000000001 0.0021310000000000001 0.033017999999999999 1 1 8 0.0068439882711387309 1
0 linear 2 0 35.083145000000002 2.3667291596036724 1 61 34.835872000000002 0.01247 0.206126 0.0077720000000000003 0.001031 0.0030839999999999999 0.010116 0.171206 0.32678800000000002 34.144858999999997 0.085319000000000006 2.6999999999999999e-05 0.042955 0.0034589999999999998 0.0041199999999999995 0.13769499999999998 0.030857999999999997 0.0075790000000000015 0 0 0 0 0 0 0 0 0 0 34.744005999999999 34.825555999999999 0.00092199999999999997 0.0058019999999999999 0.012809000000000001 5.0000000000000002e-05 0.03356 0 0 0 0 0
0 linear 2 7 47.862763999999999 2.4102109454225378 1 61 47.553843000000001 0.011624000000000001 0.26724900000000001 0.0075770000000000004 0.001103 0.0034429999999999999 0.010069 0.0098329999999999997 0.32623400000000002 47.065331 0.083611000000000005 2.9e-05 0.010211999999999999 0.001655 0.0038140000000000001 0.18943900000000002 0.033349000000000004 0.008186000000000004 0 1 16 13 0 0 0 0 0 0 47.500903000000001 47.546875 0.0019469999999999999 0.0056189999999999999 0.012052 4.3000000000000002e-05 0.033015999999999997 1 1 8 0.11055858717162853 1
