case_id	configuration_id	profile	d_bin_index	epoch_index	trajectory_id	trajectory_pos	target	s	q	rho	x	y	time	u	X	reference	topology_status	topology_cells	topology_events	cold_ms	warm_ms	radial_ms	cold_topology_ms	warm_topology_ms	radial_topology_ms	cold_adaptive_ms	warm_adaptive_ms	radial_adaptive_ms	cold_setup_ms	warm_setup_ms	radial_setup_ms	cold_physical_ms	warm_physical_ms	radial_physical_ms	cold_estimator_ms	warm_estimator_ms	radial_estimator_ms	cold_scheduler_ms	warm_scheduler_ms	radial_scheduler_ms	cold_mu	warm_mu	radial_mu	cold_error	warm_error	radial_error	cold_value_converged	warm_value_converged	radial_value_converged	cold_stop	warm_stop	radial_stop	cold_status	warm_status	radial_status	cold_nodes	warm_nodes	radial_nodes	cold_evaluations	warm_evaluations	radial_evaluations	cold_panels	warm_panels	radial_panels	cold_splits	warm_splits	radial_splits	warm_l1	warm_l2	warm_l3	warm_rescreen_fail	warm_seed_used	prebuilt_assurance	prebuilt_count	prebuilt_tier	prebuilt_reason	prebuilt_legacy	prebuilt_coefficient_ms	prebuilt_chain_ms	prebuilt_isolation_ms	prebuilt_refine_ms	warm_assurance	warm_count	warm_tier	warm_reason	warm_legacy	warm_attempts	warm_direct	warm_repaired	warm_subdivisions	warm_count_queries	warm_sign_queries	prebuilt_variation_ms	prebuilt_event_ms	warm_variation_ms	warm_event_ms	reference_contacts	cold_atlas	warm_atlas	cold_contacts	warm_contacts	cold_boxes	warm_boxes	cold_contracted	warm_contracted	cold_excluded	warm_excluded	cold_tubes	warm_tubes	cold_dd	warm_dd	cold_qf	warm_qf	warm_proofs_reused	warm_proofs_invalidated	warm_event_updates	warm_range_accepted	cold_coefficient_ms	cold_proof_ms	cold_refine_ms	warm_coefficient_ms	warm_proof_ms	warm_refine_ms	cold_pair_attempts	cold_pair_accepted	warm_pair_attempts	warm_pair_accepted
89	89	uniform	1	0	224	0	0.0001	1.275615921840497	0.0007469723337377	0.0088098583333743	-0.5320353245553296	-0.0052185046782276	-0.5337972962220046	0.0	0.5347494348029171	3.6904952121583112	OK	13	12	41.203402	40.685615	3.983647	36.781021	36.616927	0	4.4223809999999935	4.068688000000002	3.983647	0.011002	0.00738	0.006752	4.2236780000000005	3.894732	3.805104000000001	0.033132	0.0327729999999999	0.027363	0.002879	0.0026	0.002392	3.6904943548329054	3.6904943548329054	3.6904943548329054	0.0001379951408479	0.0001379951408479	0.0001379951408479	1	1	1	Converged	Converged	Converged	OK	OK	OK	281	281	281	281	281	281	7	7	7	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	7	Complete	Complete	8	8	1223	1223	55	55	691	691	4	4	55	55	0	0	0	0	0	0	6.532189000000001	29.505214000000013	0.59007	6.3979430000000015	29.488580999999996	0.58842	77	55	77	55
89	89	uniform	1	7	224	1	0.0001	1.275615921840497	0.0007469723337377	0.0088098583333743	-0.5320353245553296	-0.0052185046782276	-0.532724791729246	0.0	0.5336769303101585	3.725761985447978	OK	13	12	46.302943	43.799826	4.26338	42.021815	40.229808	0	4.2811280000000025	3.570018000000005	4.26338	0.005773	0.008569	0.004137	4.139126000000004	3.4199079999999995	4.124746	0.030578	0.0330239999999999	0.0282029999999999	0.002434	0.002532	0.0024179999999999	3.725760980109068	3.7257609801090714	3.725760980109068	0.0001464297498145	0.0001464297498646	0.0001464297498145	1	1	1	Converged	Converged	Converged	OK	OK	OK	281	281	281	281	281	281	7	7	7	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	7	Complete	Complete	8	8	1233	804	69	42	717	862	4	16	71	42	0	0	662	35	2	83	7.958700999999997	33.288098000000005	0.6434099999999999	16.630159000000013	19.888725	3.4522400000000006	87	59	73	45
150	150	linear	0	0	375	0	0.001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0048100752017979	0.5	0.0261149153522993	24.505406402530408	OK	11	10	25.694083	25.805884	3.319631	22.383216	22.522964	0	3.3108669999999982	3.2829199999999967	3.319631	0.005203	0.004244	0.004648	3.191375000000003	3.1727049999999983	3.1880130000000007	0.023438	0.0219729999999999	0.023202	0.0016659999999999	0.0016019999999999	0.0025479999999999	24.505124301617357	24.505124301617357	24.505124301617357	0.01687443702212	0.01687443702212	0.01687443702212	1	1	1	Converged	Converged	Converged	OK	OK	OK	194	194	194	194	194	194	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	602	602	40	40	352	352	5	5	41	41	0	0	0	0	0	0	4.641015000000001	17.20417200000001	0.4452349999999999	4.635455	17.309554999999996	0.48919	35	18	35	18
150	150	linear	0	7	375	1	0.001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0153802079524494	0.5	0.0155447826016478	24.248765200713	OK	11	10	26.09569	21.777848	3.709867	22.31662	18.182536	0	3.779070000000001	3.595312	3.709867	0.003892	0.0053169999999999	0.0035019999999999	3.664834999999997	3.4962690000000007	3.610186000000001	0.025828	0.0223049999999999	0.018824	0.001517	0.001523	0.0013159999999999	24.24875317341534	24.24875317341534	24.24875317341534	0.016878852286218	0.0168788522862206	0.016878852286218	1	1	1	Converged	Converged	Converged	OK	OK	OK	194	194	194	194	194	194	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	607	359	43	12	359	395	5	1	44	13	0	0	339	15	4	41	5.073907	16.694420999999977	0.45164	7.358765999999997	5.186823000000004	5.52688	35	21	34	20
150	150	linear	0	15	375	2	0.001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0274603596674797	0.5	0.0034646308866175	23.62462790732382	OK	11	10	29.521105	24.758985	3.963726	25.482831	21.479884	0	4.038273999999998	3.2791010000000007	3.963726	0.003801	0.004694	0.0029949999999999	3.9317650000000017	3.185050000000001	3.874289	0.0224759999999999	0.022218	0.0196469999999999	0.002178	0.001534	0.0014519999999999	23.624704301644197	23.624704301644197	23.624704301644197	0.0168716765524812	0.0168716765524905	0.0168716765524812	1	1	1	Converged	Converged	Converged	OK	OK	OK	194	194	194	194	194	194	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	637	415	39	5	369	443	5	10	43	5	0	0	378	20	3	65	4.672572999999999	20.244684000000014	0.4711679999999999	6.902506999999993	8.880021000000001	5.545348	42	23	29	18
150	150	linear	0	23	375	3	0.001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.03954051138251	0.5	-0.0086155208284127	22.635499507895375	OK	11	10	30.107649	25.949541	4.236115	25.790185	22.478792	0	4.3174639999999975	3.4707490000000014	4.236115	0.0041	0.0042709999999999	0.0027409999999999	4.218980999999997	3.3566580000000026	4.145679999999998	0.0235459999999999	0.026071	0.021065	0.001632	0.001521	0.001437	22.635614998156065	22.63561499815606	22.635614998156065	0.0168529405466196	0.0168529405466272	0.0168529405466196	1	1	1	Converged	Converged	Converged	OK	OK	OK	194	194	194	194	194	194	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	667	432	35	3	378	483	6	13	38	5	0	0	424	22	3	88	4.059309	19.396330000000017	2.233962	7.067290999999996	9.769472000000007	5.516897000000001	42	25	36	19
150	150	linear	0	0	375	0	0.0001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0048100752017979	0.5	0.0261149153522993	24.505406402530408	OK	11	10	27.57872	27.607902	5.103858	22.398836	22.440076	0	5.179884	5.167825999999998	5.103858	0.004896	0.0045999999999999	0.004897	4.930997000000004	4.940368000000007	4.863692999999995	0.059697	0.060076	0.058373	0.002876	0.0020699999999999	0.0019589999999999	24.50509255692273	24.50509255692273	24.50509255692273	0.0008715373760705	0.0008715373760705	0.0008715373760705	1	1	1	Converged	Converged	Converged	OK	OK	OK	370	370	370	370	370	370	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	602	602	40	40	352	352	5	5	41	41	0	0	0	0	0	0	4.645888000000001	17.214564999999997	0.450519	4.631065	17.24050300000001	0.479385	63	27	63	27
150	150	linear	0	7	375	1	0.0001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0153802079524494	0.5	0.0155447826016478	24.248765200713	OK	11	10	28.408341	23.675064	5.797657	22.550785	18.227663	0	5.857555999999999	5.447400999999999	5.797657	0.0035179999999999	0.0042659999999999	0.003608	5.6508220000000025	5.242679	5.603556000000009	0.059533	0.05956	0.057138	0.002147	0.002086	0.001905	24.2487233784298	24.248723378429798	24.2487233784298	0.0008674471975903	0.0008674471975928	0.0008674471975903	1	1	1	Converged	Converged	Converged	OK	OK	OK	370	370	370	370	370	370	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	607	359	43	12	359	395	5	1	44	13	0	0	339	15	4	41	5.161408	16.821274000000003	0.4809569999999999	7.356998000000002	5.183936999999999	5.585114000000001	61	32	59	29
150	150	linear	0	15	375	2	0.0001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.0274603596674797	0.5	0.0034646308866175	23.62462790732382	OK	11	10	31.647486	26.275223	6.410692	25.17314	21.284144	0	6.474346000000001	4.991078999999999	6.410692	0.0034139999999999	0.0053829999999999	0.003455	6.275679	4.78329	6.208926000000008	0.0585189999999999	0.0609639999999999	0.060039	0.002095	0.0019819999999999	0.0018769999999999	23.624676750948648	23.624676750948648	23.624676750948648	0.0008628956515455	0.0008628956515527	0.0008628956515455	1	1	1	Converged	Converged	Converged	OK	OK	OK	370	370	370	370	370	370	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	637	415	39	5	369	443	5	10	43	5	0	0	378	20	3	65	4.522068000000002	20.109668000000013	0.452641	6.878066999999999	8.723678000000005	5.533950000000003	76	36	50	26
150	150	linear	0	23	375	3	0.0001	0.3824449498641198	0.0879750629659782	0.0868260904517801	0.022175293292154	0.0028333733150467	0.03954051138251	0.5	-0.0086155208284127	22.635499507895375	OK	11	10	32.819915	27.873762	6.945295	25.97082	22.624197	0	6.849095000000002	5.2495650000000005	6.945295	0.003442	0.004884	0.003297	6.646803000000001	5.044046	6.7391580000000015	0.062031	0.060803	0.059574	0.002119	0.0020869999999999	0.0019849999999999	22.63558969911119	22.635589699111183	22.63558969911119	0.0008586651830005	0.0008586651830086	0.0008586651830005	1	1	1	Converged	Converged	Converged	OK	OK	OK	370	370	370	370	370	370	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	-1	Unattempted	0	0	0	0	0	0	0	0	0	0	0	5	Complete	Complete	6	6	667	432	35	3	378	483	6	13	38	5	0	0	424	22	3	88	4.142343000000001	19.522496999999998	2.217068	7.075200000000005	9.879260999999996	5.530510999999999	74	39	63	28
