0 0 0 0 0 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.961c000000019000000000000000p-4 -0x1.961bfffffffe5000000000000000p-4
0 0 0 0 1 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 +0x1.9a2ffffffff79000000000000000p-5 +0x1.9a3000000008f000000000000000p-5
0 0 0 0 2 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.338a222222385000000000000000p-5 -0x1.338a2222220b7000000000000000p-5
0 0 0 0 3 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 +0x1.9a2fffffffc6f000000000000000p-5 +0x1.9a300000003a9000000000000000p-5
0 0 0 0 4 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.961c000000499000000000000000p-4 -0x1.961bffffffb5f000000000000000p-4
0 0 0 1 0 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.9f6caaaaaaaca000000000000000p-3 -0x1.9f6caaaaaaa89000000000000000p-3
0 0 0 1 1 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 +0x1.75c95555554af000000000000000p-4 +0x1.75c95555555ff000000000000000p-4
0 0 0 1 2 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.44aed82d82f35000000000000000p-4 -0x1.44aed82d82bcf000000000000000p-4
0 0 0 1 3 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 +0x1.75c955555510f000000000000000p-4 +0x1.75c95555559b9000000000000000p-4
0 0 0 1 4 +0x1.0000000000000000000000000000p-2 +0x1.8000000000000000000000000000p-2 -0x1.3333333333333000000000000000p-2 +0x0.0000000000000000000000000000p+0 +0x1.999999999999a000000000000000p-7 +0x1.0000000000000000000000000000p-3 +0x1.8000000000000000000000000000p-1 -0x1.0000000000000000000000000000p+0 +0x1.0000000000000000000000000000p+0 -0x1.9f6caaaaab021000000000000000p-3 -0x1.9f6caaaaaa51f000000000000000p-3
