plan15 nodes=576 transported=576 accurate=576 seeds=9 err=4.797e-13 conn=974/974 steps=974 rejected=308 ms=540.326/14.222
resonant nodes=640 transported=640 accurate=640 seeds=10 err=6.420e-14 conn=2126/2126 steps=2126 rejected=4200 ms=1180.224/68.978
close-binary nodes=576 transported=576 accurate=576 seeds=9 err=1.185e-10 conn=1689/1689 steps=1689 rejected=2926 ms=936.587/50.336
wide-planet nodes=128 transported=128 accurate=128 seeds=2 err=1.349e-15 conn=164/164 steps=164 rejected=0 ms=90.928/1.826
cusp-approach nodes=320 transported=320 accurate=320 seeds=5 err=4.625e-15 conn=410/410 steps=410 rejected=0 ms=227.403/4.594
on-axis-off nodes=448 transported=448 accurate=448 seeds=7 err=3.262e-14 conn=574/574 steps=574 rejected=0 ms=317.986/6.431
R=sqrt(m0) nodes=256 transported=256 accurate=256 seeds=4 err=1.863e-14 conn=328/328 steps=328 rejected=0 ms=181.900/3.675
tiny-rho nodes=256 transported=256 accurate=256 seeds=4 err=5.859e-13 conn=328/328 steps=328 rejected=0 ms=181.907/3.682
caustic-cross nodes=384 transported=384 accurate=383 seeds=6 err=2.048e-09 conn=1438/1438 steps=1438 rejected=2924 ms=796.940/47.623
extreme-q-lo nodes=128 transported=128 accurate=128 seeds=2 err=1.181e-15 conn=164/164 steps=164 rejected=0 ms=90.933/1.832
extreme-q-planet nodes=384 transported=384 accurate=384 seeds=6 err=5.497e-15 conn=707/707 steps=707 rejected=330 ms=391.902/11.500
very-wide nodes=128 transported=128 accurate=128 seeds=2 err=1.410e-15 conn=164/164 steps=164 rejected=0 ms=91.633/1.844
very-close nodes=832 transported=832 accurate=831 seeds=13 err=9.499e-09 conn=3812/3812 steps=3812 rejected=7804 ms=2117.960/127.028
fold-tangent nodes=640 transported=640 accurate=640 seeds=10 err=1.062e-13 conn=820/820 steps=820 rejected=0 ms=457.010/9.200
rand000 nodes=256 transported=256 accurate=256 seeds=4 err=3.473e-15 conn=328/328 steps=328 rejected=0 ms=183.041/3.683
rand001 nodes=192 transported=192 accurate=192 seeds=3 err=8.307e-15 conn=246/246 steps=246 rejected=0 ms=137.276/2.750
rand002 nodes=128 transported=128 accurate=128 seeds=2 err=1.053e-14 conn=164/164 steps=164 rejected=0 ms=91.049/1.838
rand003 nodes=256 transported=256 accurate=256 seeds=4 err=6.116e-14 conn=388/388 steps=388 rejected=60 ms=215.821/4.992
