case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes
0 linear 2 15 51.593186000000003 2.4659804224859272 1 61 51.271731000000003 0.012238000000000001 0.27182099999999998 0.0089650000000000007 0.001003 0.0037950000000000002 0.012919999999999999 0.055365999999999999 0.33234000000000002 50.700930999999997 0.084929000000000004 2.8e-05 0.010487 0.001717 0.004215 0.18695600000000007 0.040501000000000002 0.0086430000000000048 0 2 19 18
0 linear 2 23 53.572654 2.5300557252343201 1 61 53.219999999999999 0.018023000000000001 0.28852599999999995 0.0091170000000000001 0.0018749999999999999 0.0048599999999999997 0.014338 0.052311000000000003 0.26527600000000001 52.678436999999995 0.090178000000000008 2.8e-05 0.013755 0.0033400000000000001 0.0059349999999999993 0.20304599999999995 0.037004000000000002 0.0089190000000000033 0 3 17 16
0 linear 3 0 0.78004499999999999 488.05716329461848 1 83 0.55688800000000005 0.020107 0.16237499999999991 0.0063400000000000001 0.0014590000000000002 0.003408 0.011936 0.180918 0.11618000000000001 0 0.026495000000000001 0.001312 0.112842 0.00070799999999999997 0.0042589999999999989 0.087093999999999991 0.03724899999999999 0.0097620000000000016 0 0 0 0
0 linear 3 7 0.73167899999999997 497.79296944733449 1 83 0.48591600000000001 0.015217 0.19222899999999998 0.0058040000000000001 0.0011429999999999999 0.0028890000000000001 0.010881 0.051246 0.094946000000000003 0 0.026039 0.00097000000000000005 0.20311499999999999 0.000727 0.0037829999999999995 0.124547 0.033977999999999994 0.0093270000000000037 0 1 56 56
0 linear 3 15 0.75578900000000004 510.01575430523633 1 83 0.509656 0.015355000000000001 0.19299999999999989 0.005757 0.0011490000000000001 0.0027490000000000001 0.010335 0.053193999999999998 0.094632999999999995 0 0.026334 0.00087500000000000002 0.22993800000000003 0.00064400000000000004 0.003712 0.12479500000000007 0.033977000000000007 0.0093890000000000015 0 2 54 54
0 linear 3 23 0.70029399999999997 523.73782250076636 1 99 0.41896499999999998 0.014798 0.22164400000000001 0.006633 0.001206 0.0025019999999999999 0.0099930000000000001 0.051132999999999998 0.094017000000000003 0 0.025773999999999998 0.00080099999999999995 0.14296700000000004 0.00071299999999999998 0.0036800000000000001 0.14267699999999997 0.03979199999999998 0.011301000000000002 0 3 68 68
0 linear 4 0 0.56657599999999997 2.6196476657497758 1 52 0.38328600000000002 0.011417999999999999 0.14981699999999998 0.0031749999999999999 0.00092000000000000003 0.003039 0.011636000000000001 0.179755 0.075908000000000003 0 0.027060000000000001 0.00078100000000000001 0.000611 0.0013619999999999999 0.0033869999999999994 0.10128300000000001 0.022827000000000014 0.0057210000000000004 0 0 0 0
0 linear 4 7 0.42400399999999999 2.5174331937752905 1 52 0.236903 0.011051999999999999 0.15371899999999999 0.0032729999999999999 0.00075700000000000008 0.0028519999999999999 0.010566000000000001 0.050970000000000001 0.065138000000000001 0 0.026193999999999999 0.00080000000000000004 0.000602 0.001237 0.0034290000000000002 0.10397500000000001 0.024003000000000007 0.0057140000000000003 0 1 19 19
0 linear 4 15 0.49430400000000002 2.4212389482950818 1 68 0.246063 0.010397999999999999 0.21062699999999998 0.0041050000000000001 0.00087300000000000008 0.0027490000000000001 0.010437 0.051201000000000003 0.074686000000000002 0 0.025906999999999999 0.00077099999999999998 0.00059500000000000004 0.0010839999999999999 0.0031990000000000005 0.14610600000000004 0.031998000000000013 0.0075150000000000026 0 2 27 23
0 linear 4 23 0.463312 2.3408509317784856 1 61 0.243973 0.010637000000000001 0.17984100000000003 0.0043480000000000003 0.00089499999999999996 0.0024970000000000001 0.0092790000000000008 0.052796000000000003 0.074723999999999999 0 0.025597000000000002 0.00077099999999999998 0.00059000000000000003 0.0011169999999999999 0.0032070000000000002 0.12310000000000003 0.028505000000000006 0.0068470000000000015 0 3 25 23
0 uniform 0 0 53.403658 6.8139867820913782 1 67 53.112698000000002 0.011748 0.24717900000000001 0.0056680000000000003 0.0011739999999999999 0.002519 0.0092870000000000001 0.180038 0.33377499999999999 52.372430000000001 0.086115999999999998 3.3000000000000003e-05 0.058428000000000001 0.001776 0.0037549999999999997 0.19599300000000006 0.035292000000000025 0 0 0 0 0
0 uniform 0 7 53.155226999999996 6.9223389959685582 1 83 52.764755000000001 0.011756000000000001 0.33685399999999999 0.0062199999999999998 0.001939 0.0035639999999999999 0.012241 0.052691000000000002 0.25810300000000003 52.264504000000002 0.088577000000000003 3.4e-05 0.016813000000000002 0.0017149999999999999 0.0037589999999999998 0.26612899999999995 0.048065999999999977 0 0 1 15 15
0 uniform 0 15 53.492119000000002 7.0045054110051712 1 91 53.129345999999998 0.011797 0.31093000000000021 0.0073130000000000001 0.0013960000000000001 0.0033059999999999999 0.012236 0.050578999999999999 0.30141800000000002 52.514566000000002 0.091482999999999995 3.0000000000000001e-05 0.081981999999999999 0.001678 0.0039880000000000002 0.24558199999999988 0.048667000000000016 0 0 2 14 13
0 uniform 0 23 53.555281999999998 7.0403829421848272 1 91 53.125377999999998 0.011757 0.37008899999999989 0.0068029999999999992 0.0023609999999999998 0.0045909999999999996 0.012331999999999999 0.050508999999999998 0.25912499999999999 52.591000999999999 0.089446999999999999 2.6999999999999999e-05 0.050077999999999998 0.0017060000000000001 0.0039870000000000001 0.29533199999999987 0.051673999999999977 0 0 3 13 13
0 uniform 1 0 1.0198229999999999 627.72831737403214 1 105 0.70555599999999996 0.012003 0.26117200000000002 0.0064880000000000007 0.001549 0.0034229999999999998 0.012241999999999999 0.18020800000000001 0.12942600000000001 0 0.026853999999999999 0.00090899999999999998 0.25323700000000005 0.00115 0.0040350000000000004 0.16138000000000005 0.081587999999999994 0 0 0 0 0
0 uniform 1 7 0.76068199999999997 631.61507920937345 1 105 0.44107499999999999 0.013246000000000001 0.26627100000000004 0.0060349999999999996 0.0013199999999999998 0.003137 0.011112 0.051355999999999999 0.14935499999999999 0 0.027168000000000001 0.00087900000000000001 0.104991 0.001152 0.0039079999999999991 0.17060800000000009 0.077624000000000054 0 0 1 19 19
0 uniform 1 15 0.95618300000000001 635.58150147374488 1 128 0.53830800000000001 0.013105 0.35437900000000011 0.0070260000000000001 0.0015889999999999999 0.0028609999999999998 0.010529999999999999 0.053039000000000003 0.128083 0 0.026318000000000001 0.00088000000000000003 0.22597 0.001049 0.0041069999999999995 0.22874599999999998 0.10286100000000012 0 0 2 19 19
