case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid rootpair_calls rootpair_success rootpair_cold predictor_reject newton_reject branch_reject tmax_reject vfloor_reject newton_iterations newton_pairs_accepted quartic_cold quartic_warm rootpair_ms
27 uniform 0 7 0.23127600000000001 13.255597186798042 1 74 0.092023999999999995 0.012907999999999999 0.10479699999999999 0.0039159999999999993 0.00099500000000000001 0.0024689999999999998 0.0084250000000000002 0.0082070000000000008 0.020379999999999999 0 0.015487000000000001 0.00082200000000000003 0.00077899999999999996 0.00092599999999999996 0.0035670000000000007 0.072577000000000003 0.020303999999999996 0 0 1 17 17 0.002947 1 0 0 8 0 0.052002 0.086225999999999997 0.001317 0.0036110000000000001 0.015195 2.1999999999999999e-05 0 1 1 8 0.0016458620889489455 1 70 59 11 3 0 3 0 0 248 73 6 9 0.054765000000000008
27 uniform 0 15 0.28724699999999997 12.523556444441496 1 90 0.090618000000000004 0.013018 0.15793400000000002 0.0051500000000000001 0.001294 0.0023730000000000001 0.0081650000000000004 0.0077229999999999998 0.020164999999999999 0 0.015994999999999999 0.00082299999999999995 0.00077899999999999996 0.00093700000000000001 0.0033300000000000001 0.11253699999999997 0.029904000000000003 0 0 2 26 26 0.0029520000000000002 1 0 0 8 0 0.051449000000000002 0.084997000000000003 0.001248 0.0033080000000000002 0.015002000000000001 2.3e-05 0 1 1 8 0.0012765049753485221 1 81 66 15 4 0 4 0 0 323 102 6 18 0.081968000000000013
27 uniform 0 23 0.27201199999999998 11.674515834470139 1 82 0.100573 0.013232000000000001 0.13432500000000006 0.0050899999999999999 0.00114 0.0022859999999999998 0.0083099999999999997 0.016570999999999999 0.020223999999999999 0 0.016041 0.00088699999999999998 0.00075499999999999992 0.00098400000000000007 0.0032569999999999995 0.094473000000000015 0.025663000000000002 0 0 3 25 25 0.0028839999999999998 1 0 0 8 0 0.060704000000000001 0.095100000000000004 0.001276 0.0035149999999999999 0.015671999999999998 2.3e-05 0 1 1 8 0.0012805743798056967 1 78 66 12 4 0 4 0 0 328 102 6 10 0.074676000000000006
27 uniform 1 0 0.238788 7.5208869100539006 1 66 0.15055099999999999 0.0097339999999999996 0.060513000000000025 0.0033440000000000002 0.0010220000000000001 0.0023700000000000001 0.0086 0.070054000000000005 0.021656999999999999 0 0.012393 0.00090300000000000005 0.00059499999999999993 0.0011950000000000001 0.0031769999999999997 0.034773000000000005 0.015792000000000007 0 0 0 0 0 0.0029889999999999999 1 0 0 10 0 0.11216 0.14460899999999999 0.00087699999999999996 0.0040569999999999998 0.013160999999999999 2.4000000000000001e-05 0 0 0 0 0 0 66 57 9 3 0 3 0 0 208 57 6 3 0.026672999999999999
27 uniform 1 7 0.186171 6.9525430103262096 1 74 0.083461999999999995 0.0090360000000000006 0.074451000000000003 0.0035750000000000001 0.00106 0.002349 0.0083879999999999996 0.0065669999999999999 0.020535999999999999 0 0.012026999999999999 0.00087799999999999998 0.000571 0.001044 0.0030399999999999997 0.046637000000000012 0.016667999999999999 0 0 1 11 11 0.002983 1 0 0 10 0 0.047767999999999998 0.078065999999999997 0.001338 0.0042760000000000003 0.012065999999999999 2.1999999999999999e-05 0 1 1 8 0.0016921343267466526 1 74 65 9 3 0 3 0 0 232 65 6 3 0.037738999999999981
27 uniform 1 15 0.188919 6.2311816054370874 1 74 0.081161999999999998 0.0089720000000000008 0.079806999999999975 0.0033989999999999997 0.0010999999999999998 0.0022200000000000002 0.0083770000000000008 0.0064900000000000001 0.020434000000000001 0 0.011423000000000001 0.00074100000000000001 0.00059299999999999999 0.001021 0.0029559999999999999 0.051717999999999993 0.016902 0 0 2 14 14 0.0029499999999999999 1 0 0 10 0 0.046342000000000001 0.076130000000000003 0.0011869999999999999 0.0039110000000000004 0.011916 2.3e-05 0 1 1 8 0.0010995506156613061 1 74 65 9 3 0 3 0 0 229 65 6 3 0.042876999999999998
27 uniform 1 23 0.19259100000000001 5.4173354620573617 1 67 0.089094999999999994 0.010109 0.074058000000000013 0.0033409999999999998 0.0010009999999999999 0.0021679999999999998 0.0080660000000000003 0.0049760000000000004 0.02308 0 0.012793000000000001 0.00080699999999999999 0.00058599999999999993 0.00099200000000000004 0.0033059999999999999 0.047844999999999978 0.015335000000000003 0 0 3 12 12 0.003016 1 0 0 10 0 0.050078999999999999 0.083386000000000002 0.0012099999999999999 0.0039370000000000004 0.015559999999999999 2.8e-05 0 0 0 0 0 0 67 59 8 3 0 3 0 0 215 59 5 3 0.039620999999999996
27 uniform 2 0 0.37890000000000001 4.9943835881635561 1 88 0.235379 0.014713 0.10284400000000002 0.0051539999999999997 0.001232 0.0027789999999999998 0.010048 0.14368500000000001 0.024216000000000001 0 0.013594 0.00099200000000000004 0.00076500000000000016 0.0011180000000000001 0.0037580000000000005 0.059102999999999975 0.029329999999999988 0 0 0 0 0 0.0030669999999999998 1 0 0 10 0 0.189029 0.228744 0.00085400000000000005 0.003418 0.017763999999999999 2.3e-05 0 0 0 0 0 0 88 76 12 4 0 4 0 0 305 90 8 4 0.047262999999999986
27 uniform 2 7 0.24533199999999999 5.0457671410478246 1 96 0.095237000000000002 0.013759 0.10998999999999999 0.0046899999999999997 0.0013089999999999998 0.0026840000000000002 0.0097230000000000007 0.0086269999999999993 0.022502999999999999 0 0.01316 0.00090600000000000001 0.00079700000000000007 0.00088900000000000003 0.0037920000000000007 0.064286000000000024 0.029835999999999984 0 0 1 9 9 0.003088 1 0 0 10 0 0.051810000000000002 0.088960999999999998 0.001245 0.0031749999999999999 0.016399999999999998 2.1999999999999999e-05 0 1 1 8 0.0013578959598841047 1 96 84 12 4 0 4 0 0 331 98 8 4 0.051649999999999988
27 uniform 2 15 0.25058900000000001 5.0406401234528859 1 104 0.092716999999999994 0.013386 0.11552 0.0051659999999999996 0.0013550000000000001 0.002617 0.0094929999999999997 0.0081349999999999999 0.022178 0 0.012796 0.00087399999999999999 0.00076799999999999991 0.00085300000000000003 0.0035809999999999995 0.067511000000000029 0.031093000000000003 0 0 2 9 9 0.0030140000000000002 1 0 0 10 0 0.050326999999999997 0.086997000000000005 0.0011709999999999999 0.0029719999999999998 0.016433 2.5000000000000001e-05 0 1 1 8 0.0016387765029746981 1 104 92 12 4 0 4 0 0 355 106 8 4 0.053915999999999999
27 uniform 2 23 0.23913300000000001 5.0078100301795372 1 104 0.091990000000000002 0.011497 0.10804000000000009 0.004849 0.0013370000000000001 0.0024759999999999999 0.0092969999999999997 0.0082810000000000002 0.022047000000000001 0 0.012952999999999999 0.000852 0.00078399999999999997 0.00085599999999999999 0.0034469999999999991 0.062714999999999979 0.02896099999999999 0 0 3 9 9 0.0030400000000000002 1 0 0 10 0 0.050481999999999999 0.086580000000000004 0.001196 0.0029139999999999999 0.016524 2.4000000000000001e-05 0 1 1 8 0.00098837572237008313 1 104 92 12 4 0 4 0 0 355 106 8 4 0.049831
27 uniform 3 0 0.33802599999999999 5.9360528062515483 1 97 0.19486100000000001 0.015254 0.10241399999999998 0.0047329999999999994 0.0015249999999999999 0.0025639999999999999 0.0088489999999999992 0.107807 0.020764999999999999 0 0.012194 0.00094600000000000001 0.00095099999999999991 0.00072199999999999999 0.0036030000000000003 0.065160999999999983 0.022683999999999999 0 0 0 0 0 0.002941 1 0 0 10 0 0.14749899999999999 0.18878900000000001 0.00084000000000000003 0.0027109999999999999 0.020592999999999997 2.4000000000000001e-05 0 0 0 0 0 0 90 75 15 6 0 6 1 0 250 75 7 15 0.040418000000000003
27 uniform 3 7 0.242225 6.0089374767478176 1 89 0.091416999999999998 0.014418 0.11311100000000003 0.004169 0.0011019999999999999 0.0024789999999999999 0.0087039999999999999 0.007835 0.019576 0 0.011625 0.00087900000000000001 0.00095299999999999996 0.00063900000000000003 0.0035379999999999995 0.080654000000000003 0.019105000000000004 0 0 1 17 17 0.0029120000000000001 1 0 0 10 0 0.045888999999999999 0.085625999999999994 0.0012130000000000001 0.002689 0.019775999999999998 2.5999999999999998e-05 0 1 1 8 0.0014366065525033501 1 82 67 15 6 0 6 1 0 228 67 7 15 0.055529999999999989
27 uniform 3 15 4.3197760000000001 6.0989495777830847 1 89 4.1046820000000004 0.018637999999999998 0.16360299999999997 0.0050739999999999995 0.0012539999999999997 0.002382 0.0083590000000000001 0.0082570000000000005 0.019673 0 0.011635 0.00094300000000000004 0.00094899999999999997 0.00132 0.0047490000000000006 0.11850300000000005 0.025662000000000004 0 0 2 17 17 0.0029640000000000001 1 0 0 10 0 0.046612000000000001 4.096266 0.001173 0.0027889999999999998 4.0276800000000001 6.7000000000000002e-05 0 1 1 8 0.0010819489762053849 1 82 67 15 6 0 6 1 0 227 67 7 15 0.081726999999999952
27 uniform 3 23 0.26758599999999999 6.1969342126191709 1 89 0.107012 0.014272 0.12294500000000003 0.0037079999999999999 0.0011519999999999998 0.0036020000000000002 0.012175 0.0097289999999999998 0.023935999999999999 0 0.013266 0.001101 0.0012639999999999999 0.00063599999999999996 0.003454 0.088980000000000004 0.020549999999999995 0 0 3 18 18 0.0029949999999999998 1 0 0 10 0 0.056804 0.10127700000000001 0.0022950000000000002 0.0031939999999999998 0.019248999999999999 3.6999999999999998e-05 0 1 1 8 0.0020964014620023187 1 82 67 15 6 0 6 1 0 227 67 7 15 0.063998999999999986
27 uniform 4 0 0.34660000000000002 4.3363137425135188 1 75 0.23627699999999999 0.014991000000000001 0.071342000000000003 0.0041130000000000003 0.0011650000000000002 0.0028470000000000001 0.0084759999999999992 0.14882400000000001 0.022534999999999999 0 0.0124 0.00089400000000000005 0.00094399999999999996 0.00064599999999999998 0.003679 0.038740999999999998 0.021351000000000005 0 0 0 0 0 0.0029780000000000002 1 0 0 10 0 0.19023699999999999 0.23023399999999999 0.00094499999999999998 0.0024120000000000001 0.019755000000000002 1.5999999999999999e-05 0 0 0 0 0 0 75 65 10 5 0 5 0 0 223 65 5 5 0.029010000000000005
27 uniform 4 7 0.21935199999999999 4.2424227836183688 1 75 0.093207999999999999 0.017117 0.085505999999999943 0.0038899999999999998 0.001067 0.002601 0.0082920000000000008 0.0087049999999999992 0.021779 0 0.011601 0.00075900000000000002 0.00098799999999999995 0.00061300000000000005 0.0037390000000000001 0.054093999999999996 0.019987999999999999 0 0 1 11 11 0.0028660000000000001 1 0 0 10 0 0.048801999999999998 0.087291999999999995 0.001256 0.0024849999999999998 0.018925999999999998 1.5e-05 0 1 1 8 0.0015649679354172645 1 75 65 10 5 0 5 0 0 220 65 5 5 0.044901999999999991
27 uniform 4 15 0.20655799999999999 4.1468935655273382 1 75 0.090563000000000005 0.013819 0.078868000000000008 0.0038839999999999994 0.00096999999999999994 0.002575 0.0080979999999999993 0.0083289999999999996 0.021373 0 0.011351 0.000803 0.00096099999999999983 0.00058100000000000003 0.0035469999999999998 0.047587999999999998 0.019856000000000009 0 0 2 11 11 0.002928 1 0 0 10 0 0.047744000000000002 0.085097999999999993 0.001364 0.0022790000000000002 0.018407999999999997 1.5e-05 0 1 1 8 0.0012524537293726792 1 75 65 10 5 0 5 0 0 219 65 5 5 0.038624000000000006
27 uniform 4 23 0.200988 4.0617174981657422 1 75 0.089630000000000001 0.013804 0.074334999999999998 0.0038340000000000002 0.00093099999999999997 0.002555 0.00779 0.0086979999999999991 0.020927999999999999 0 0.011528999999999999 0.00084199999999999998 0.00095699999999999995 0.00062399999999999999 0.0034079999999999996 0.043403999999999984 0.019608000000000007 0 0 3 11 11 0.002905 1 0 0 10 0 0.047659 0.084325999999999998 0.00115 0.0023800000000000002 0.018096999999999999 2.8e-05 0 1 1 8 0.0023200121114269529 1 75 65 10 5 0 5 0 0 219 65 5 5 0.034446999999999998
28 linear 0 0 0.61959699999999995 115.89066899593388 1 67 0.473665 0.012229 0.11363100000000002 0.004411 0.0010730000000000002 0.0029970000000000001 0.0089789999999999991 0.17480100000000001 0.103965 0 0.012087000000000001 0.00087200000000000005 0.13401499999999997 0.0013860000000000001 0.0036279999999999993 0.043487999999999992 0.033227999999999994 0.0072879999999999993 0 0 0 0 0.0029420000000000002 1 0 0 10 0 0.29831999999999997 0.46737800000000002 0.00080800000000000002 0.0035119999999999999 0.014869000000000002 2.5999999999999998e-05 0 0 0 0 0 0 65 53 12 3 4 7 0 4 153 53 5 9 0.033914999999999987
28 linear 0 7 0.47976400000000002 135.18102089070712 1 67 0.30779400000000001 0.011464999999999999 0.14155300000000001 0.0036489999999999999 0.00089300000000000002 0.0026670000000000001 0.0089119999999999998 0.0083859999999999994 0.11216 0 0.011641 0.00086300000000000005 0.12896000000000002 0.001052 0.0033570000000000006 0.074198 0.033278999999999975 0.0070689999999999998 0 1 32 32 0.002895 1 0 0 10 0 0.140094 0.30216500000000002 0.0012179999999999999 0.0035079999999999998 0.014011000000000001 2.4000000000000001e-05 0 1 1 8 0.0018502026047843689 1 65 52 13 3 4 7 0 4 152 52 5 10 0.064817000000000013
28 linear 0 15 0.48833700000000002 155.43993645505498 1 67 0.32004100000000002 0.011181 0.138431 0.0035359999999999996 0.00087199999999999995 0.0024710000000000001 0.0083309999999999999 0.0080090000000000005 0.121631 0 0.011775000000000001 0.00077700000000000002 0.13413899999999998 0.0010640000000000001 0.0033100000000000004 0.072201999999999975 0.032204999999999998 0.007058 0 2 33 33 0.003026 1 0 0 10 0 0.148919 0.31475199999999998 0.0012049999999999999 0.00332 0.013430999999999998 2.3e-05 0 1 1 8 0.0015164328903762537 1 65 53 12 3 4 7 0 4 155 53 5 9 0.062927999999999984
28 linear 0 23 0.47853800000000002 173.33206992290641 1 67 0.30812299999999998 0.011202999999999999 0.14058000000000001 0.0036080000000000001 0.00086000000000000009 0.0024620000000000002 0.0081510000000000003 0.0077250000000000001 0.11576400000000001 0 0.01176 0.00071299999999999998 0.129414 0.0010399999999999999 0.0032529999999999998 0.074011000000000021 0.032503999999999991 0.0070640000000000008 0 3 32 32 0.0030270000000000002 1 0 0 10 0 0.142563 0.30298700000000001 0.0011659999999999999 0.0032550000000000001 0.013372000000000002 2.8e-05 0 1 1 8 0.0025996373578585411 1 65 52 13 3 4 7 0 4 153 52 5 10 0.064808999999999978
28 linear 1 0 0.76322400000000001 121.95993132496226 1 67 0.60106300000000001 0.011696 0.13172499999999998 0.00347 0.0010650000000000002 0.00266 0.0083110000000000007 0.181843 0.13517799999999999 0 0.012213999999999999 0.00085099999999999998 0.22386400000000001 0.001024 0.0034909999999999993 0.062729999999999994 0.030375000000000006 0.0068290000000000009 0 0 0 0 0.0029719999999999998 1 0 0 10 0 0.33700799999999997 0.59513000000000005 0.00079500000000000003 0.0038370000000000001 0.015351999999999998 2.1999999999999999e-05 0 0 0 0 0 0 56 40 16 2 4 6 0 4 128 40 5 22 0.034827000000000011
28 linear 1 7 0.630471 118.50462560805062 1 67 0.430616 0.011486 0.16955199999999998 0.0036450000000000002 0.00095700000000000006 0.0025370000000000002 0.0082640000000000005 0.0085050000000000004 0.14033100000000001 0 0.011669000000000001 0.00085599999999999999 0.22464599999999998 0.00094300000000000004 0.0033849999999999996 0.10127800000000002 0.030018000000000006 0.0068340000000000015 0 1 40 40 0.0028969999999999998 1 0 0 10 0 0.167938 0.42513499999999999 0.001222 0.0031710000000000002 0.014262000000000002 3.1000000000000001e-05 0 1 1 8 0.0013032775615831604 1 56 40 16 2 4 6 0 4 128 40 5 22 0.073517999999999986
28 linear 1 15 0.580341 114.54152064003807 1 67 0.385743 0.011443 0.16473199999999999 0.0034480000000000005 0.000843 0.0025829999999999998 0.0079419999999999994 0.0086619999999999996 0.120601 0 0.011769999999999999 0.00086799999999999996 0.19864099999999998 0.0010460000000000001 0.0034560000000000003 0.097088000000000022 0.029072999999999991 0.0068209999999999998 0 2 40 40 0.0029740000000000001 1 0 0 10 0 0.148505 0.38014799999999999 0.0012030000000000001 0.003235 0.014696000000000002 2.4000000000000001e-05 0 1 1 8 0.033985244149918666 1 56 40 16 2 4 6 0 4 128 40 5 22 0.069380999999999984
28 linear 1 23 0.57942499999999997 110.56568918161697 1 67 0.38638699999999998 0.011337 0.16344399999999998 0.003326 0.00086200000000000003 0.0024480000000000001 0.0078069999999999997 0.0084239999999999992 0.119088 0 0.011502 0.000812 0.19983299999999998 0.00094200000000000002 0.003399000000000001 0.096995000000000012 0.028036999999999992 0.0068239999999999985 0 3 40 40 0.0029719999999999998 1 0 0 10 0 0.14660300000000001 0.38100600000000001 0.0011999999999999999 0.0035119999999999999 0.016877 2.3e-05 0 1 1 8 0.0024509968849766913 1 56 40 16 2 4 6 0 4 128 40 5 22 0.069420999999999997
28 linear 2 0 0.53574500000000003 117.71115766884702 1 98 0.33916299999999999 0.014902 0.15160799999999997 0.0065679999999999992 0.0012899999999999999 0.0026069999999999999 0.008234 0.17435400000000001 0.099926000000000001 0 0.012224 0.000834 0.0034889999999999999 0.00077499999999999997 0.0036220000000000002 0.06514799999999997 0.043904000000000026 0.010728000000000003 0 0 0 0 0.0029399999999999999 1 0 0 10 0 0.29295599999999999 0.33326299999999998 0.00078799999999999996 0.0026619999999999999 0.017758000000000003 2.3e-05 0 0 0 0 0 0 96 80 16 6 4 10 0 4 222 80 6 12 0.052079999999999987
28 linear 2 7 0.37698500000000001 108.47734435742267 1 90 0.15331900000000001 0.014208 0.1819380000000001 0.0057719999999999994 0.0011069999999999999 0.0025019999999999999 0.0078869999999999999 0.008071 0.079893000000000006 0 0.011587999999999999 0.000825 0.0035139999999999993 0.00068199999999999999 0.0035820000000000005 0.100826 0.041462000000000027 0.0097870000000000006 0 1 45 45 0.0029129999999999998 1 0 0 10 0 0.10596999999999999 0.14743200000000001 0.0012019999999999999 0.0022190000000000001 0.019970000000000002 1.5999999999999999e-05 0 1 1 8 0.01251016058267765 1 88 72 16 6 4 10 0 4 197 72 6 12 0.088880000000000001
28 linear 2 15 0.35413299999999998 101.39170630802579 1 90 0.13805600000000001 0.014008 0.17529699999999995 0.0052209999999999999 0.0010509999999999999 0.00233 0.0077549999999999997 0.008012 0.069141999999999995 0 0.011292999999999999 0.000825 0.0034329999999999999 0.00072400000000000003 0.003506 0.095702999999999983 0.040050000000000009 0.0097560000000000008 0 2 45 45 0.0028700000000000002 1 0 0 10 0 0.094880000000000006 0.13256899999999999 0.001214 0.0022279999999999999 0.016678999999999999 2.3e-05 0 1 1 8 0.0046632671023552731 1 88 72 16 6 4 10 0 4 197 72 6 12 0.083653000000000019
28 linear 2 23 0.38514799999999999 95.951395470581659 1 90 0.15848799999999999 0.014054000000000001 0.18462100000000004 0.0056100000000000004 0.001108 0.002366 0.0075599999999999999 0.0080479999999999996 0.088749999999999996 0 0.011557 0.00077099999999999998 0.0034719999999999998 0.00066200000000000005 0.0042030000000000001 0.10174300000000003 0.042207000000000008 0.0099919999999999974 0 3 46 46 0.0029840000000000001 1 0 0 10 0 0.11460099999999999 0.15239900000000001 0.0011789999999999999 0.0021020000000000001 0.017014000000000001 2.3e-05 0 1 1 8 0.0012266256032813249 1 88 72 16 6 4 10 0 4 197 72 6 12 0.089473999999999956
28 linear 3 0 0.67650999999999994 7.5391991239056946 1 53 0.538045 0.0094350000000000007 0.11050599999999999 0.0035760000000000002 0.00074599999999999992 0.0027169999999999998 0.0095569999999999995 0.174453 0.114176 0 0.013129999999999999 0.00079500000000000003 0.189114 0.0013879999999999999 0.0034919999999999999 0.057632999999999983 0.023710999999999989 0.0055329999999999989 0 0 0 0 0.0030219999999999999 1 0 0 10 0 0.30924000000000001 0.53145900000000001 0.00083000000000000001 0.0036410000000000001 0.012823000000000001 2.4000000000000001e-05 0 0 0 0 0 0 42 27 15 1 6 7 0 6 70 27 3 23 0.030727000000000004
28 linear 3 7 4.6501869999999998 7.5411160135910951 1 53 4.4082400000000002 0.012 0.20554299999999998 0.0049639999999999997 0.0015000000000000002 0.0026050000000000001 0.0085719999999999998 0.0087569999999999992 0.084322999999999995 0 0.011853000000000001 0.00092000000000000003 4.2525089999999999 0.0022239999999999998 0.0040140000000000002 0.12631800000000001 0.035741999999999996 0.0075450000000000022 0 1 27 27 0.003009 1 0 0 10 0 0.11303199999999999 4.4000729999999999 0.001258 0.0036800000000000001 0.013132999999999999 0.00021599999999999999 0 1 1 8 0.0020269753157268191 1 42 27 15 1 6 7 0 6 70 27 3 23 0.079403999999999988
28 linear 3 15 0.47628599999999999 7.5433084329156816 1 53 0.32327800000000001 0.0088059999999999996 0.12668000000000001 0.0031689999999999999 0.00060300000000000002 0.0045880000000000001 0.010914999999999999 0.010606000000000001 0.10204199999999999 0 0.01307 0.001 0.14732300000000001 0.001325 0.0030569999999999998 0.077265999999999987 0.021520000000000004 0.0054139999999999995 0 2 27 27 0.0031580000000000002 1 0 0 10 0 0.136521 0.31792100000000001 0.0024740000000000001 0.0039909999999999998 0.010605 5.1e-05 0 1 1 8 0.0062296412951421236 1 42 27 15 1 6 7 0 6 70 27 3 23 0.051229000000000004
28 linear 3 23 0.54573899999999997 7.545502654369348 1 53 0.39171299999999998 0.008397 0.128412 0.0031869999999999997 0.00057600000000000001 0.0022420000000000001 0.0073940000000000004 0.0084860000000000005 0.095102000000000006 0 0.011039 0.00083799999999999999 0.23835900000000002 0.001029 0.0029029999999999998 0.078307999999999989 0.022114000000000005 0.0054259999999999985 0 3 27 27 0.0029589999999999998 1 0 0 10 0 0.12213 0.38679000000000002 0.001165 0.0033769999999999998 0.010016000000000001 1.5e-05 0 1 1 8 0.081060722432113291 1 42 27 15 1 6 7 0 6 70 27 3 23 0.05221399999999999
28 linear 4 0 0.70293700000000003 1450.7362488769995 1 83 0.39020500000000002 0.018429000000000001 0.26695599999999997 0.0050970000000000008 0.001237 0.0028089999999999999 0.0087639999999999992 0.18063100000000001 0.023130999999999999 0 0.024209000000000001 0.00099099999999999991 0.108963 0.000959 0.0034700000000000004 0.18069000000000002 0.020624999999999994 0.0076519999999999991 0 0 0 0 0.0030140000000000002 1 0 0 4 0 0.23507700000000001 0.38387300000000002 0.0011019999999999999 0.0028549999999999999 0.019274000000000006 1.7e-05 0 0 0 0 0 0 47 0 47 0 35 35 0 35 96 0 5 78 0.10389699999999999
28 linear 4 7 0.63389399999999996 1421.6137381444235 1 83 0.33297100000000002 0.017163000000000001 0.25618800000000003 0.0051229999999999999 0.0010760000000000001 0.0024650000000000002 0.0084209999999999997 0.0079920000000000008 0.031309999999999998 0 0.023623999999999999 0.001023 0.22071800000000003 0.00066200000000000005 0.0035500000000000002 0.17504199999999998 0.020059999999999998 0.0076219999999999994 0 1 0 0 0.002905 1 0 0 4 0 0.070092000000000002 0.32718700000000001 0.001245 0.0026809999999999998 0.017423000000000001 2.8e-05 0 1 1 8 0.0017365373209971486 1 47 0 47 0 37 37 0 37 102 0 5 78 0.10376699999999998
28 linear 4 15 0.63282700000000003 1391.8685765625535 1 83 0.32317899999999999 0.017004999999999999 0.26638100000000003 0.0044610000000000006 0.0010569999999999998 0.002496 0.0083169999999999997 0.007953 0.022120000000000001 0 0.023185000000000001 0.00092000000000000003 0.222134 0.00066 0.0034429999999999999 0.18490299999999998 0.020347999999999995 0.0076269999999999992 0 2 0 0 0.0030639999999999999 1 0 0 4 0 0.060086000000000001 0.31769199999999997 0.0011720000000000001 0.0023999999999999998 0.017017999999999998 2.1999999999999999e-05 0 1 1 8 0.0018332813793628094 1 47 0 47 0 33 33 0 33 92 0 5 78 0.10623099999999999
28 linear 4 23 0.58961799999999998 1365.2812373771187 1 83 0.28909699999999999 0.016660000000000001 0.25452000000000002 0.0043890000000000005 0.0010690000000000001 0.0021159999999999998 0.0077619999999999998 0.0078829999999999994 0.021721000000000001 0 0.022192 0.00081899999999999996 0.19198300000000001 0.00065499999999999998 0.0033249999999999998 0.17366499999999993 0.01985399999999999 0.0076109999999999997 0 3 0 0 0.0030010000000000002 1 0 0 4 0 0.058293999999999999 0.28397600000000001 0.001176 0.002307 0.016364 2.6999999999999999e-05 0 1 1 8 0.0016449655249292283 1 47 0 47 0 37 37 0 37 101 0 5 78 0.10035000000000001
28 uniform 0 0 0.58543400000000001 118.07511520822709 1 67 0.46644999999999998 0.012187999999999999 0.087757000000000002 0.0036909999999999998 0.001075 0.0027989999999999998 0.0085810000000000001 0.17441000000000001 0.101636 0 0.012175 0.00085099999999999998 0.129942 0.0012080000000000001 0.0034329999999999999 0.044147999999999986 0.033409000000000008 0 0 0 0 0 0.002911 1 0 0 10 0 0.29568800000000001 0.46028799999999997 0.00085099999999999998 0.003473 0.015028 2.5000000000000001e-05 0 0 0 0 0 0 65 53 12 3 4 7 0 4 153 53 5 9 0.03429900000000001
28 uniform 0 7 0.45572600000000002 135.08381009821201 1 67 0.30567 0.014220999999999999 0.11754700000000003 0.0033090000000000003 0.00085300000000000003 0.0026549999999999998 0.0082629999999999995 0.0081939999999999999 0.110319 0 0.011612000000000001 0.00087200000000000005 0.12954099999999999 0.0010740000000000001 0.0032989999999999998 0.074320999999999984 0.033104000000000001 0 0 1 32 32 0.0029849999999999998 1 0 0 10 0 0.13789299999999999 0.30005100000000001 0.001214 0.0034889999999999999 0.014171 2.3e-05 0 1 1 8 0.0018502026047843689 1 65 52 13 3 4 7 0 4 152 52 5 10 0.06484100000000001
28 uniform 0 15 0.45902999999999999 152.81506125668668 1 67 0.314836 0.011240999999999999 0.11470600000000002 0.0031610000000000002 0.00093399999999999993 0.0024710000000000001 0.0081689999999999992 0.007953 0.11960899999999999 0 0.011676000000000001 0.00075500000000000003 0.13105600000000001 0.0010009999999999999 0.0033189999999999995 0.072459999999999983 0.03208299999999998 0 0 2 33 33 0.0029719999999999998 1 0 0 10 0 0.14668500000000001 0.30949500000000002 0.0012110000000000001 0.0033010000000000001 0.013798000000000001 2.4000000000000001e-05 0 1 1 8 0.0015164328903762537 1 65 53 12 3 4 7 0 4 155 53 5 9 0.063136000000000012
28 uniform 0 23 0.45591799999999999 168.58424582712752 1 67 0.30649700000000002 0.011077999999999999 0.12012599999999998 0.0031379999999999997 0.00086799999999999996 0.0023440000000000002 0.0079629999999999996 0.0077470000000000004 0.11333 0 0.011665999999999999 0.000812 0.129996 0.0010369999999999999 0.0031649999999999998 0.073895999999999989 0.035851000000000001 0 0 3 32 32 0.0030109999999999998 1 0 0 10 0 0.14048099999999999 0.3014 0.001248 0.0034529999999999999 0.013568999999999999 2.3e-05 0 1 1 8 0.0025996373578585411 1 65 52 13 3 4 7 0 4 153 52 5 10 0.064580999999999986
28 uniform 1 0 0.72696499999999997 127.51159322359619 1 67 0.59443400000000002 0.011757999999999999 0.10264600000000002 0.0031249999999999997 0.0010659999999999999 0.0026710000000000002 0.0082710000000000006 0.181752 0.13031200000000001 0 0.012298 0.00087699999999999996 0.22353500000000001 0.00096900000000000003 0.0032859999999999994 0.062376000000000001 0.03020599999999999 0 0 0 0 0 0.0029099999999999998 1 0 0 10 0 0.33171499999999998 0.58891300000000002 0.00076800000000000002 0.0034390000000000002 0.015039 2.4000000000000001e-05 0 0 0 0 0 0 56 40 16 2 4 6 0 4 128 40 5 22 0.034594
28 uniform 1 7 0.60304800000000003 124.35001042971652 1 67 0.434477 0.011601999999999999 0.13848399999999997 0.0031699999999999996 0.00085900000000000006 0.0025929999999999998 0.0081989999999999997 0.0085869999999999991 0.14280799999999999 0 0.011846000000000001 0.00084800000000000001 0.22458999999999996 0.0010499999999999999 0.0034210000000000004 0.097831999999999988 0.030507000000000006 0 0 1 40 40 0.0029450000000000001 1 0 0 10 0 0.17078299999999999 0.42871900000000002 0.0012470000000000001 0.0032079999999999999 0.014605 1.9000000000000001e-05 0 1 1 8 0.0013032775615831604 1 56 40 16 2 4 6 0 4 128 40 5 22 0.070230000000000001
