# fair V2 pure finite-source kernel; HEAD=8a9f701; n_r=64; timer=flux_value_integrate only; LensParams/PrimaryFrame/classify_cells(D14+topology)/I-O outside timer; no epoch_value; mapping=LensParams{time,y,rho,1/q,s,true}; repeats=3 median
# case_id configuration_id profile d_bin_index epoch_index s q rho x y time u X reference v2_mu F0 F_half status_code status ms ratio_v2_over_reference relative_error
0 0 uniform 3 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019022128342416442 0 0.064243463430000411 513.67490866235983 513.67490948947147 4.8110411820522228e-05 0 0 OK 0.29639700000000002 1.0000000016101851 1.6101850305646525e-09
0 0 uniform 3 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019046151083839356 0 0.064219440688577489 528.13422424438477 528.13422254449813 4.9464660379032842e-05 0 0 OK 0.29990499999999998 0.999999996781336 3.2186640450996941e-09
0 0 uniform 4 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436169617852388 0 -1.060351370012822 2.6310460449919826 2.6311170058471474 2.4642847131679919e-07 0 0 OK 0.52310999999999996 1.0000269705865847 2.6970586584697096e-05
0 0 uniform 4 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436379816839837 0 -1.0603723899115669 2.5259763672857281 2.5260265223175877 2.3658577441332399e-07 0 0 OK 0.52601500000000001 1.0000198557011495 1.9855701149560441e-05
0 0 uniform 4 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436620044254067 0 -1.0603964126529899 2.4276430973484411 2.4276519221207775 2.2737208217195752e-07 0 0 OK 0.54525699999999999 1.0000036351193247 3.6351193246133043e-06
0 0 uniform 4 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436860271668294 0 -1.0604204353944127 2.3458220830768508 2.3458220547781301 2.1970795736394187e-07 0 0 OK 0.37968800000000003 0.99999998793654432 1.2063455666243631e-08
1 1 linear 0 0 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6612080518027779 -0.017635896530330094 -1.6612179779380518 0.5 1.6703169727387037 43.386794945871657 43.388890638838191 3.2442799245032144e-07 2.3517181483083384e-07 0 OK 0.309193 1.000048302553096 4.830255309591534e-05
1 1 linear 0 7 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6612080518027779 -0.017635896530330094 -1.6612119359426676 0.5 1.6703109307433195 45.580707217466554 45.583325271423647 3.4041071166927927e-07 2.4749139095534592e-07 0 OK 0.317716 1.0000574377651623 5.7437765162401544e-05
1 1 linear 0 15 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6612080518027779 -0.017635896530330094 -1.6612050308050859 0.5 1.6703040256057378 47.481930950681516 47.484608821932241 3.5529093199998273e-07 2.57132606706234e-07 0 OK 0.31242300000000001 1.0000563976905974 5.639769059743189e-05
1 1 linear 0 23 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6612080518027779 -0.017635896530330094 -1.6611981256675039 0.5 1.6702971204681558 48.662925139508665 48.665298175779995 3.661099523710616e-07 2.615412984325163e-07 0 OK 0.31735000000000002 1.0000487647683431 4.8764768343175965e-05
1 1 linear 1 0 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6259738906568106 0.00026457903044116242 -1.6259838167920846 0.5 1.6350828115927365 85.389446953921791 85.393538111608606 6.4465790046412854e-07 4.5668870616097497e-07 0 OK 0.50683500000000004 1.0000479117482635 4.7911748263496041e-05
1 1 linear 1 7 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6259738906568106 0.00026457903044116242 -1.6259777747967004 0.5 1.6350767695973523 85.252027295269826 85.256010633120411 6.4280096271044879e-07 4.567719099167414e-07 0 OK 0.49876700000000002 1.000046724259551 4.6724259550901064e-05
1 1 linear 1 15 2.1336080847516863 0.0042828693196420133 4.9630676369625602e-05 -1.6259738906568106 0.00026457903044116242 -1.6259708696591186 0.5 1.6350698644597705 85.046526838454369 85.050811343109729 6.403985065969178e-07 4.5652784795955164e-07 0 OK 0.49970199999999998 1.000050378361288 5.0378361288026024e-05
