case_id profile d_bin epoch target lane whole_ms topology_ms seed_ms band_ms mu reference relerr converged stop status support seeds bands probes nodes panels splits g0 g1 g2 g3 g4 q0 q1 q2 q3 q4
0 linear 1 7 0.001 seed-warm-jac 17.761482999999998 4.2240450000000003 0.001676 4.1990270000000001 593.08795774975908 593.08183624951698 1.0321510233415472e-05 1 Converged OK 1 113 4 535 2144 9 7 178354.81554354914 6089174.2804455813 2297792.4282676624 1560.5092060900311 66953.713553806097 FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified
0 linear 1 15 0.001 d14-value 1.4251780000000001 0.87601700000000005 0 0 596.53003677506342 596.52004720667082 1.6746408506094866e-05 1 Converged OK 0 0 0 0 144 8 0 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
0 linear 1 15 0.001 seed-cold-value 14.041344 5.3109859999999998 1.582484 3.711446 596.5225532870071 596.52004720667082 4.2011669985109561e-06 1 Converged OK 1 140 4 394 1590 6 4 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
0 linear 1 15 0.001 seed-warm-value 11.069877 4.0324879999999999 0.16098899999999999 3.8508339999999999 596.5225532870071 596.52004720667082 4.2011669985109561e-06 1 Converged OK 1 140 4 395 1590 6 4 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
0 linear 1 15 0.001 d14-jac 2.46746 0.87980499999999995 0 0 596.53003677506342 596.52004720667082 1.6746408506094866e-05 1 Converged OK 0 0 0 0 288 8 0 134755.13438737483 6298207.6245454662 2478704.2051469353 -232.61267476402796 29146.729701921537 FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified
0 linear 1 15 0.001 seed-cold-jac 16.997762000000002 5.3014229999999998 1.4933179999999999 3.7880910000000001 596.5225532870071 596.52004720667082 4.2011669985109561e-06 1 Converged OK 1 140 4 394 1628 7 5 170545.39935400677 6295884.5866487548 2465994.799700981 1512.2147171745801 64192.649307970642 FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified
0 linear 1 15 0.001 seed-warm-jac 13.863512 3.8704290000000001 0.0013060000000000001 3.8500920000000001 596.5225532870071 596.52004720667082 4.2011669985109561e-06 1 Converged OK 1 140 4 395 1628 7 5 170545.39935400677 6295884.5866487548 2465994.799700981 1512.2147171745801 64192.649307970642 FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified FiniteUncertified
0 linear 1 23 0.001 d14-value 1.2780670000000001 0.71243400000000001 0 0 599.54254534948893 599.53614633227335 1.0673280092838636e-05 1 Converged OK 0 0 0 0 144 8 0 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
0 linear 1 23 0.001 seed-cold-value 16.735413000000001 7.0126179999999998 1.4876480000000001 5.5095210000000003 599.54052609416192 599.53614633227335 7.3052507598842592e-06 1 Converged OK 1 140 4 615 1724 7 5 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
0 linear 1 23 0.001 seed-warm-value 13.381087000000001 5.5204880000000003 0.14516200000000001 5.3581279999999998 599.54052609416192 599.53614633227335 7.3052507598842592e-06 1 Converged OK 1 140 4 615 1724 7 5 0 0 0 0 0 NotRequested NotRequested NotRequested NotRequested NotRequested
