case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic
0 linear 0 0 57.805407000000002 7.0379226907888537 1 67 56.541226999999999 0.044384 0.24277900000000013 0.0086809999999999995 0.0018860000000000003 0.0092820000000000003 0.019196000000000001 0.19542999999999999 0.38766800000000001 55.597944999999996 0.10588400000000001 2.6999999999999999e-05 0.061714999999999999 0.008907 0.0070929999999999995 0.165964 0.033988999999999978 0.0091729999999999937 0 0 0 0 0 0 0 0 0 0 56.332853999999998 56.510452999999998 0.010854000000000001 0.011273 0.014049000000000001 0.00075900000000000002 0.042809
0 linear 0 7 53.354726999999997 7.165175685042759 1 83 52.912381000000003 0.011197 0.37924999999999992 0.0074070000000000004 0.0017119999999999998 0.0087860000000000004 0.026121999999999999 0.060749999999999998 0.288466 52.347895999999999 0.095871000000000012 2.9e-05 0.017219999999999999 0.0020240000000000002 0.0041529999999999996 0.27241899999999991 0.049608999999999993 0.012393000000000005 0 1 15 15 0 0 0 0 0 0 52.824693000000003 52.903109000000001 0.0056119999999999998 0.0056140000000000001 0.013003000000000001 0.00036000000000000002 0.040059999999999998
0 linear 0 15 53.477919 7.2540425509600803 1 91 53.097518000000001 0.011452 0.33788599999999996 0.0073560000000000006 0.0016180000000000001 0.003467 0.011560000000000001 0.048530999999999998 0.29792800000000003 52.516782999999997 0.088946999999999998 2.8e-05 0.079740000000000005 0.001856 0.003885 0.24091799999999999 0.04834000000000005 0.010871000000000004 0 2 13 13 0 0 0 0 0 0 52.973120000000002 53.090274999999998 0.0015969999999999999 0.0054520000000000002 0.012482 4.8000000000000001e-05 0.038209
0 linear 0 23 53.595450999999997 7.2793514851610421 1 91 53.147047999999998 0.011309 0.40399700000000005 0.0099539999999999993 0.0013850000000000002 0.0031779999999999998 0.010348 0.047718000000000003 0.31318400000000002 52.585881999999998 0.089036000000000004 2.5000000000000001e-05 0.048686000000000007 0.0017359999999999999 0.0037789999999999998 0.2852900000000001 0.050124999999999996 0.013674000000000006 0 3 13 13 0 0 0 0 0 0 53.056683 53.140192999999996 0.0017160000000000001 0.0055160000000000001 0.012246000000000002 5.3000000000000001e-05 0.038412000000000002
0 linear 1 0 1.0660750000000001 589.76731831372365 1 105 0.66458499999999998 0.013391 0.33210899999999993 0.0075439999999999995 0.0017430000000000002 0.0032880000000000001 0.0097350000000000006 0.181337 0.130633 0 0.0082850000000000007 0.0015 0.251413 0.0015820000000000001 0.0044289999999999998 0.17424099999999998 0.084112000000000048 0.018109 0 0 0 0 0.0043870000000000003 1 0 0 14 0 0.36171700000000001 0.65555300000000005 0.001003 0.0046769999999999997 0.015722000000000003 0.0031700000000000001 0.031453000000000002
0 linear 1 7 0.75959699999999997 593.09247526628167 1 105 0.39240199999999997 0.01298 0.32444600000000001 0.0068640000000000003 0.0016360000000000001 0.0028900000000000002 0.0091170000000000001 0.049638000000000002 0.153005 0 0.0035760000000000002 0.0010889999999999999 0.103751 0.001255 0.0036279999999999997 0.16876200000000008 0.07652400000000005 0.017485000000000004 0 1 19 19 0.0029680000000000002 1 0 0 14 0 0.24540300000000001 0.386021 0.0014009999999999999 0.003467 0.014397 0.001255 0.030852999999999998
0 linear 1 15 1.004937 596.53003682974679 1 128 0.50257399999999997 0.012682000000000001 0.44152199999999997 0.0084599999999999988 0.001668 0.002921 0.0087580000000000002 0.049627999999999999 0.138879 0 0.0035920000000000001 0.00099700000000000006 0.22878100000000001 0.00106 0.0038010000000000001 0.22714299999999998 0.10198099999999993 0.022885999999999997 0 2 19 19 0.0029450000000000001 1 0 0 14 0 0.231129 0.495838 0.0013619999999999999 0.003264 0.014591 0.0012539999999999999 0.031053000000000001
0 linear 1 23 0.85476700000000005 599.54254534181996 1 128 0.36176700000000001 0.014121999999999999 0.43937199999999987 0.0080949999999999998 0.0015050000000000003 0.0035149999999999999 0.0095090000000000001 0.049807999999999998 0.141123 0 0.003993 0.000968 0.072603000000000015 0.002859 0.0044350000000000006 0.22207099999999996 0.099714999999999998 0.023099000000000015 0 3 19 19 0.0030990000000000002 1 0 0 14 0 0.236488 0.35282999999999998 0.0019589999999999998 0.0035330000000000001 0.014914999999999999 0.001787 0.031620000000000002
0 linear 2 0 37.719923999999999 2.3667291596036724 1 61 37.500684999999997 0.012729000000000001 0.179949 0.0059449999999999998 0.000977 0.0029889999999999999 0.009672 0.17527300000000001 0.26206099999999999 36.862109000000004 0.087098999999999996 2.0999999999999999e-05 0.043420999999999994 0.0042919999999999998 0.0043969999999999999 0.11795800000000005 0.029144000000000003 0.007281000000000001 0 0 0 0 0 0 0 0 0 0 37.405282 37.490009000000001 0.0011349999999999999 0.0058890000000000001 0.013762999999999997 5.3000000000000001e-05 0.036482000000000001
0 linear 2 7 51.379325000000001 2.4102109454225378 1 61 51.072895000000003 0.011878 0.26754500000000009 0.0056889999999999996 0.0010730000000000002 0.003166 0.010054 0.049819000000000002 0.39812399999999998 50.469259000000001 0.084831999999999991 2.0999999999999999e-05 0.010330000000000001 0.001689 0.0039329999999999999 0.18277499999999999 0.036153000000000005 0.013468000000000008 0 1 16 13 0 0 0 0 0 0 51.019871999999999 51.065624999999997 0.0015790000000000001 0.0056509999999999998 0.012692 5.7000000000000003e-05 0.034972999999999997
0 linear 2 15 51.412534000000001 2.4659804224859272 1 61 51.120376999999998 0.011128000000000001 0.25265299999999996 0.0072119999999999997 0.001008 0.0044799999999999996 0.01077 0.054519999999999999 0.30941099999999999 50.604510000000005 0.084132999999999999 2.0000000000000002e-05 0.0095320000000000005 0.0014300000000000001 0.0038370000000000001 0.17560799999999993 0.033763999999999995 0.0090660000000000011 0 2 19 18 0 0 0 0 0 0 51.067926999999997 51.113475000000001 0.001583 0.005385 0.011947999999999999 4.0000000000000003e-05 0.033196999999999997
0 linear 2 23 53.643059000000001 2.5300557252343201 1 61 53.333429000000002 0.011394 0.26787000000000005 0.0066969999999999998 0.0010449999999999999 0.003055 0.010059999999999999 0.050398999999999999 0.39937299999999998 52.724835999999996 0.089074000000000014 2.0000000000000002e-05 0.0095180000000000004 0.0017080000000000001 0.0037190000000000001 0.18834699999999999 0.035792000000000004 0.0089850000000000034 0 3 17 16 0 0 0 0 0 0 53.282409000000001 53.326483000000003 0.00139 0.0055539999999999999 0.012237 4.1e-05 0.037054999999999998
0 linear 3 0 0.699268 488.05716329461848 1 83 0.49446400000000001 0.018374999999999999 0.15241700000000002 0.0064150000000000006 0.0013789999999999998 0.0031619999999999999 0.0097420000000000007 0.17555799999999999 0.116421 0 0.0047200000000000002 0.0011820000000000001 0.11162400000000001 0.00085400000000000005 0.0042030000000000001 0.08225799999999997 0.035014999999999998 0.0095829999999999926 0 0 0 0 0.0029459999999999998 1 0 0 14 0 0.33417799999999998 0.487259 0.0012160000000000001 0.0018680000000000001 0.019252000000000002 2.0000000000000002e-05 0.030575999999999999
0 linear 3 7 0.65413699999999997 497.79296944733449 1 83 0.42089700000000002 0.014765 0.19042300000000001 0.0056729999999999992 0.0010380000000000001 0.0039300000000000003 0.0087060000000000002 0.050852000000000001 0.083878999999999995 0 0.0036719999999999999 0.001059 0.20225000000000004 0.00068800000000000003 0.0037569999999999995 0.12350500000000005 0.033484000000000007 0.0092860000000000009 0 1 56 56 0.0030070000000000001 1 0 0 14 0 0.173432 0.414771 0.001297 0.0024689999999999998 0.018014000000000002 2.1999999999999999e-05 0.027890999999999999
0 linear 3 15 0.70749499999999999 510.01575430523633 1 83 0.47505799999999998 0.014788000000000001 0.18991 0.0054730000000000004 0.0011430000000000001 0.0025360000000000001 0.0084229999999999999 0.049543999999999998 0.116455 0 0.0036059999999999998 0.0010120000000000001 0.230353 0.00058500000000000002 0.0034129999999999998 0.12317800000000001 0.033322000000000004 0.0092820000000000003 0 2 54 54 0.0030370000000000002 1 0 0 14 0 0.20311499999999999 0.46959099999999998 0.001178 0.002245 0.017364000000000001 2.5000000000000001e-05 0.026918999999999998
0 linear 3 23 0.64659599999999995 523.73782250076636 1 99 0.374888 0.014815 0.22304699999999994 0.0066779999999999999 0.001186 0.0026480000000000002 0.0080389999999999993 0.049516999999999999 0.10681 0 0.0035899999999999999 0.001031 0.13869100000000001 0.00064599999999999998 0.0036770000000000001 0.14192699999999997 0.042092000000000039 0.011184000000000005 0 3 68 68 0.0030000000000000001 1 0 0 14 0 0.19405600000000001 0.36903999999999998 0.001312 0.0022829999999999999 0.017693999999999994 3.4999999999999997e-05 0.027351
0 linear 4 0 0.56961700000000004 2.6196476657516858 1 52 0.39436900000000003 0.012520999999999999 0.14622100000000007 0.0031820000000000004 0.00093500000000000007 0.0029269999999999999 0.010059 0.18801999999999999 0.110016 0 0.013931000000000001 0.0010020000000000001 0.00060300000000000002 0.0012639999999999999 0.0035729999999999998 0.097039999999999987 0.022716000000000007 0.0057939999999999988 0 0 0 0 0.0029659999999999999 1 0 0 10 0 0.35422399999999998 0.38753599999999999 0.00089700000000000001 0.0047530000000000003 0.011630000000000001 2.5000000000000001e-05 0.033336999999999999
0 linear 4 7 0.403895 2.5174331937769612 1 52 0.21987699999999999 0.011908 0.15608700000000003 0.0029369999999999995 0.00076600000000000008 0.0029009999999999999 0.010253999999999999 0.050769000000000002 0.076977000000000004 0 0.012961 0.00084999999999999995 0.00060000000000000006 0.0011349999999999999 0.003437 0.10634699999999998 0.023890000000000002 0.0058250000000000003 0 1 21 21 0.003039 1 0 0 10 0 0.18224699999999999 0.213922 0.0012210000000000001 0.0038040000000000001 0.010588 1.5999999999999999e-05 0.033485000000000001
0 linear 4 15 0.46686800000000001 2.4212389482965966 1 68 0.22614500000000001 0.011442000000000001 0.20969799999999997 0.0039950000000000003 0.00077200000000000001 0.0026840000000000002 0.0094500000000000001 0.049241 0.087046999999999999 0 0.012163 0.00089700000000000001 0.00058399999999999999 0.001065 0.0033480000000000003 0.14440500000000003 0.032543000000000009 0.0076069999999999992 0 2 31 27 0.0029689999999999999 1 0 0 10 0 0.190415 0.220642 0.001109 0.0036329999999999999 0.010487999999999999 2.6999999999999999e-05 0.034111000000000002
0 linear 4 23 0.44021700000000002 2.3408509317784856 1 61 0.227045 0.010161999999999999 0.18186599999999994 0.0038080000000000002 0.00095100000000000002 0.002539 0.009528 0.051006999999999997 0.089584999999999998 0 0.012096000000000001 0.00091 0.00058100000000000003 0.001124 0.0029710000000000001 0.12174399999999999 0.031938999999999995 0.006712000000000001 0 3 25 23 0.0028860000000000001 1 0 0 10 0 0.19183500000000001 0.22194 0.001129 0.003898 0.010315000000000001 2.5000000000000001e-05 0.031026999999999999
0 uniform 0 0 53.393242999999998 6.8139867820913782 1 67 53.119551000000001 0.011486 0.23850299999999999 0.0048719999999999996 0.0011670000000000001 0.0024989999999999999 0.0081460000000000005 0.17354600000000001 0.37428400000000001 52.364322999999999 0.092128999999999989 2.8e-05 0.056622999999999993 0.001681 0.0037300000000000002 0.18962000000000007 0.033594000000000006 0 0 0 0 0 0 0 0 0 0 0 53.024102999999997 53.112817 0.00079699999999999997 0.0056490000000000004 0.012195000000000001 3.8000000000000002e-05 0.038585000000000001
0 uniform 0 7 53.115149000000002 6.9223389959685582 1 83 52.749245000000002 0.011284000000000001 0.32340599999999992 0.0061070000000000004 0.0014620000000000002 0.003153 0.010567 0.051143000000000001 0.26050099999999998 52.269746000000005 0.089695999999999998 2.6999999999999999e-05 0.016146999999999998 0.001665 0.0038010000000000001 0.25790999999999997 0.045037000000000021 0 0 1 15 15 0 0 0 0 0 0 52.691755999999998 52.742486 0.0015740000000000001 0.0054520000000000002 0.01188 4.8999999999999998e-05 0.038545999999999997
