case_id	configuration_id	profile	d_bin_index	epoch_index	rep	lane	max_scaled_root_delta	role_mismatches	physical_mismatches
0	0	linear	0	0	0	cold	0.0	0	0
0	0	linear	0	0	0	warm	0.0	0	0
0	0	linear	0	7	0	cold	0.0	0	0
0	0	linear	0	7	0	warm	0.0	0	0
0	0	linear	0	15	0	cold	0.0	0	0
0	0	linear	0	15	0	warm	0.0	0	0
0	0	linear	0	23	0	cold	0.0	0	0
0	0	linear	0	23	0	warm	0.0	0	0
0	0	linear	1	0	0	cold	0.0	0	0
0	0	linear	1	0	0	warm	0.0	0	0
0	0	linear	1	7	0	cold	0.0	0	0
0	0	linear	1	7	0	warm	8.988905113034924e-52	0	0
0	0	linear	1	15	0	cold	1.617696942742104e-38	0	0
0	0	linear	1	15	0	warm	1.12817849605853e-62	0	0
0	0	linear	1	23	0	cold	5.789726022108735e-41	0	0
0	0	linear	1	23	0	warm	1.2543604368235002e-52	0	0
0	0	linear	2	0	0	cold	0.0	0	0
0	0	linear	2	0	0	warm	0.0	0	0
0	0	linear	2	7	0	cold	0.0	0	0
0	0	linear	2	7	0	warm	0.0	0	0
0	0	linear	2	15	0	cold	0.0	0	0
0	0	linear	2	15	0	warm	0.0	0	0
0	0	linear	2	23	0	cold	0.0	0	0
0	0	linear	2	23	0	warm	0.0	0	0
0	0	linear	3	0	0	cold	1.4686922906136713e-102	0	0
0	0	linear	3	0	0	warm	1.4686922906136713e-102	0	0
0	0	linear	3	7	0	cold	8.465654300456679e-73	0	0
0	0	linear	3	7	0	warm	5.507522329457063e-55	0	0
0	0	linear	3	15	0	cold	7.73604926733179e-113	0	0
0	0	linear	3	15	0	warm	2.4463098646332044e-44	0	0
0	0	linear	3	23	0	cold	6.673487014873037e-103	0	0
0	0	linear	3	23	0	warm	2.5221688720012124e-51	0	0
0	0	linear	4	0	0	cold	6.962195055654248e-15	0	0
0	0	linear	4	0	0	warm	6.962195055654248e-15	0	0
0	0	linear	4	7	0	cold	5.29831747074234e-15	0	0
0	0	linear	4	7	0	warm	4.314878967823537e-15	0	0
0	0	linear	4	15	0	cold	6.275072813570187e-15	0	0
0	0	linear	4	15	0	warm	9.119953980676852e-15	0	0
0	0	linear	4	23	0	cold	1.4701069155797784e-15	0	0
0	0	linear	4	23	0	warm	1.294851114301157e-14	0	0
0	0	uniform	0	0	0	cold	0.0	0	0
0	0	uniform	0	0	0	warm	0.0	0	0
0	0	uniform	0	7	0	cold	0.0	0	0
0	0	uniform	0	7	0	warm	0.0	0	0
0	0	uniform	0	15	0	cold	0.0	0	0
0	0	uniform	0	15	0	warm	0.0	0	0
0	0	uniform	0	23	0	cold	0.0	0	0
0	0	uniform	0	23	0	warm	0.0	0	0
0	0	uniform	1	0	0	cold	0.0	0	0
0	0	uniform	1	0	0	warm	0.0	0	0
0	0	uniform	1	7	0	cold	0.0	0	0
0	0	uniform	1	7	0	warm	8.988905113034924e-52	0	0
0	0	uniform	1	15	0	cold	1.617696942742104e-38	0	0
0	0	uniform	1	15	0	warm	1.12817849605853e-62	0	0
0	0	uniform	1	23	0	cold	5.789726022108735e-41	0	0
0	0	uniform	1	23	0	warm	1.2543604368235002e-52	0	0
0	0	uniform	2	0	0	cold	0.0	0	0
0	0	uniform	2	0	0	warm	0.0	0	0
0	0	uniform	2	7	0	cold	0.0	0	0
0	0	uniform	2	7	0	warm	0.0	0	0
0	0	uniform	2	15	0	cold	0.0	0	0
0	0	uniform	2	15	0	warm	0.0	0	0
0	0	uniform	2	23	0	cold	0.0	0	0
0	0	uniform	2	23	0	warm	0.0	0	0
0	0	uniform	3	0	0	cold	1.4686922906136713e-102	0	0
0	0	uniform	3	0	0	warm	1.4686922906136713e-102	0	0
0	0	uniform	3	7	0	cold	8.465654300456679e-73	0	0
0	0	uniform	3	7	0	warm	5.507522329457063e-55	0	0
0	0	uniform	3	15	0	cold	7.73604926733179e-113	0	0
0	0	uniform	3	15	0	warm	2.4463098646332044e-44	0	0
0	0	uniform	3	23	0	cold	6.673487014873037e-103	0	0
0	0	uniform	3	23	0	warm	2.5221688720012124e-51	0	0
0	0	uniform	4	0	0	cold	6.962195055654248e-15	0	0
0	0	uniform	4	0	0	warm	6.962195055654248e-15	0	0
0	0	uniform	4	7	0	cold	5.29831747074234e-15	0	0
0	0	uniform	4	7	0	warm	4.314878967823537e-15	0	0
0	0	uniform	4	15	0	cold	6.275072813570187e-15	0	0
0	0	uniform	4	15	0	warm	9.119953980676852e-15	0	0
0	0	uniform	4	23	0	cold	1.4701069155797784e-15	0	0
0	0	uniform	4	23	0	warm	1.294851114301157e-14	0	0
1	1	linear	0	0	0	cold	2.7263645236780166e-44	0	0
1	1	linear	0	0	0	warm	2.7263645236780166e-44	0	0
1	1	linear	0	7	0	cold	2.937995987913554e-41	0	0
1	1	linear	0	7	0	warm	4.9495051658243754e-42	0	0
1	1	linear	0	15	0	cold	2.543124280208488e-60	0	0
1	1	linear	0	15	0	warm	5.637589753570958e-44	0	0
1	1	linear	0	23	0	cold	1.4990552668028415e-45	0	0
1	1	linear	0	23	0	warm	5.780125115845878e-44	0	0
1	1	linear	1	0	0	cold	3.3517239186327488e-71	0	0
1	1	linear	1	0	0	warm	3.3517239186327488e-71	0	0
1	1	linear	1	7	0	cold	8.483161745635986e-48	0	0
1	1	linear	1	7	0	warm	8.036778121005262e-54	0	0
1	1	linear	1	15	0	cold	6.4424962457255975e-49	0	0
1	1	linear	1	15	0	warm	2.0736483774014063e-54	0	0
1	1	linear	1	23	0	cold	2.55641950665127e-95	0	0
1	1	linear	1	23	0	warm	3.098060896296819e-59	0	0
1	1	linear	2	0	0	cold	3.061932841524241e-38	0	0
1	1	linear	2	0	0	warm	3.061932841524241e-38	0	0
1	1	linear	2	7	0	cold	3.9016098063737833e-35	0	0
1	1	linear	2	7	0	warm	7.322384488943082e-38	0	0
1	1	linear	2	15	0	cold	5.242474509040173e-37	0	0
1	1	linear	2	15	0	warm	2.0138798118535136e-45	0	0
1	1	linear	2	23	0	cold	1.864880004761629e-33	0	0
1	1	linear	2	23	0	warm	1.623176942059885e-34	0	0
1	1	linear	3	0	0	cold	4.401803494941432e-41	0	0
1	1	linear	3	0	0	warm	4.401803494941432e-41	0	0
1	1	linear	3	7	0	cold	3.4523590219462493e-106	0	0
1	1	linear	3	7	0	warm	1.8068750239336145e-105	0	0
1	1	linear	3	15	0	cold	4.482571038799699e-43	0	0
1	1	linear	3	15	0	warm	3.081702812957674e-53	0	0
1	1	linear	3	23	0	cold	4.884818043959113e-44	0	0
1	1	linear	3	23	0	warm	1.2474931639708216e-50	0	0
1	1	linear	4	0	0	cold	1.931035157796246e-68	0	0
1	1	linear	4	0	0	warm	1.931035157796246e-68	0	0
1	1	linear	4	7	0	cold	5.565414049169568e-67	0	0
1	1	linear	4	7	0	warm	5.937959300813498e-70	0	0
1	1	linear	4	15	0	cold	1.0616611782348561e-75	0	0
1	1	linear	4	15	0	warm	4.984845781406054e-67	0	0
1	1	linear	4	23	0	cold	2.528528057057101e-67	0	0
1	1	linear	4	23	0	warm	2.183798610128898e-67	0	0
1	1	uniform	0	0	0	cold	2.7263645236780166e-44	0	0
1	1	uniform	0	0	0	warm	2.7263645236780166e-44	0	0
1	1	uniform	0	7	0	cold	2.937995987913554e-41	0	0
1	1	uniform	0	7	0	warm	4.9495051658243754e-42	0	0
1	1	uniform	0	15	0	cold	2.543124280208488e-60	0	0
1	1	uniform	0	15	0	warm	5.637589753570958e-44	0	0
1	1	uniform	0	23	0	cold	1.4990552668028415e-45	0	0
1	1	uniform	0	23	0	warm	5.780125115845878e-44	0	0
1	1	uniform	1	0	0	cold	3.3517239186327488e-71	0	0
1	1	uniform	1	0	0	warm	3.3517239186327488e-71	0	0
1	1	uniform	1	7	0	cold	8.483161745635986e-48	0	0
1	1	uniform	1	7	0	warm	8.036778121005262e-54	0	0
1	1	uniform	1	15	0	cold	6.4424962457255975e-49	0	0
1	1	uniform	1	15	0	warm	2.0736483774014063e-54	0	0
1	1	uniform	1	23	0	cold	2.55641950665127e-95	0	0
1	1	uniform	1	23	0	warm	3.098060896296819e-59	0	0
1	1	uniform	2	0	0	cold	3.061932841524241e-38	0	0
1	1	uniform	2	0	0	warm	3.061932841524241e-38	0	0
1	1	uniform	2	7	0	cold	3.9016098063737833e-35	0	0
1	1	uniform	2	7	0	warm	7.322384488943082e-38	0	0
1	1	uniform	2	15	0	cold	5.242474509040173e-37	0	0
1	1	uniform	2	15	0	warm	2.0138798118535136e-45	0	0
1	1	uniform	2	23	0	cold	1.864880004761629e-33	0	0
1	1	uniform	2	23	0	warm	1.623176942059885e-34	0	0
1	1	uniform	3	0	0	cold	4.401803494941432e-41	0	0
