rounds panel cell depth level slot R jac weight grad cold fd fdhalf value coldvalue reliable a b
0 4 12 0 4 5 1.4133981828718782 0.0060622863897288699 0.17101580153660526 16.817834578168757 16.817834578168668 16.817834581777475 16.817834596961461 0.092697623443365323 0.092697623443364865 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 6 1.4121943567171888 0.007778197687234905 0.17363064698159136 12.29540252037809 12.29540252037803 12.295402518077358 12.295402479251996 0.15282361861948032 0.15282361861947955 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 7 1.4106098786472976 0.0089921018513045743 0.20035700186782759 6.3472766843406871 6.3472766843406561 6.3472766886706866 6.3472766887505525 0.20464467884167226 0.2046446788416712 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 8 1.4087985478031841 0.0094315025265286657 0.18856698856698861 -0.44670254352205369 -0.44670254352205135 -0.44670252620444956 -0.44670257319861739 0.22564029810703537 0.22564029810703423 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 9 1.4069872169590707 0.0089921018513045761 0.20035700186782765 -7.2348528253061675 -7.2348528253061284 -7.2348528316097198 -7.2348527868848116 0.20557268084071423 0.20557268084071317 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 10 1.4054027388891797 0.0077781976872349041 0.17363064698159128 -13.168329811755761 -13.168329811755688 -13.168329805412618 -13.168329805412618 0.15412552885609243 0.15412552885609163 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 11 1.40419891273449 0.0060622863897288734 0.17101580153660531 -17.673689440628333 -17.673689440628245 -17.673689444036444 -17.673689459058895 0.093768984364480057 0.093768984364479585 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 12 1.4034185983381542 0.0041877365198554296 0.13111333111333109 -20.592865200126475 -20.592865200126372 -20.592865298741287 -20.592865215685805 0.044790082263419274 0.044790082263419045 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 13 1.4030034320123586 0.0024677121285769342 0.1167486898367929 -22.145647627398532 -22.145647627398407 -22.145648572417471 -22.145647856629662 0.015561285437544444 0.015561285437544361 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 14 1.4028371370774202 0.0011250371658162396 0.067639194288249882 -22.76754506443957 -22.767545064439449 -22.767546148095025 -22.767545211368741 0.0032350712227414702 0.0032350712227414533 1 1.4027942668116613 1.4148028287947072
0 4 12 0 4 15 1.4027970014877884 0.00028462226656037799 0.045211840092107672 -22.917635231002436 -22.917635231002318 -22.917637700964029 -22.917634708387272 0.00020706679680259271 0.00020706679680259163 1 1.4027942668116613 1.4148028287947072
1 0 1 0 3 1 0.56263150333905654 0.00077304666068831243 0.1779646809620499 6.3367537412035535 6.336753741203613 6.3367538380633635 6.3367538380604493 0.0010421979625776269 0.0010421979625776367 1 0.55440951894073376 0.56266096077992589
1 0 1 0 3 2 0.56223196392863728 0.0028775189219353405 0.2476190476190476 5.7268161823533204 5.7268161823533799 5.7268162063542389 5.7268161977733083 0.014425135667482981 0.014425135667483132 1 0.55440951894073376 0.56266096077992589
1 0 1 0 3 3 0.56086860165589525 0.0053446320983787246 0.39346389046652147 3.6528946926268673 3.6528946926269046 3.6528946965060833 3.6528946964823485 0.049587097894440775 0.049587097894441282 1 0.55440951894073376 0.56266096077992589
