case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic cycle_skipped
0 linear 2 15 51.559232000000002 2.4659804224859272 1 61 51.286920000000002 0.011271 0.233961 0.0063959999999999998 0.00097400000000000015 0.0033319999999999999 0.010260999999999999 0.053748999999999998 0.31779200000000002 50.764984999999996 0.085508000000000001 2.0000000000000002e-05 0.0095619999999999993 0.0015529999999999999 0.0038209999999999997 0.15812199999999998 0.036209000000000005 0.0081100000000000009 0 2 19 18 0 0 0 0 0 0 51.235776999999999 51.279933999999997 0.001611 0.0053169999999999997 0.011951999999999999 5.3999999999999998e-05 0.033214 0
0 linear 2 23 53.534523999999998 2.5300557252343201 1 61 53.230271000000002 0.011695000000000001 0.26334199999999996 0.0065100000000000002 0.00094899999999999997 0.0044070000000000003 0.010014 0.055818 0.26227600000000001 52.750096999999997 0.089876999999999999 2.0000000000000002e-05 0.0095840000000000005 0.0017049999999999999 0.0039380000000000005 0.18615199999999998 0.035025000000000001 0.0086699999999999989 0 3 17 16 0 0 0 0 0 0 53.177202000000001 53.223053999999998 0.0015499999999999999 0.0054159999999999998 0.012409999999999999 5.0000000000000002e-05 0.037307 0
0 linear 3 0 0.71353599999999995 488.05716329461848 1 83 0.50015200000000004 0.022682999999999998 0.160556 0.0062440000000000004 0.0015169999999999999 0.0032160000000000001 0.0097090000000000006 0.182947 0.11543 0 0.003888 0.001194 0.111554 0.00064999999999999997 0.0041470000000000005 0.086958999999999967 0.036326000000000011 0.0097719999999999977 0 0 0 0 0.0030639999999999999 1 0 0 14 0 0.33976699999999999 0.49303900000000001 0.0011839999999999999 0.001864 0.019577999999999998 4.3000000000000002e-05 0.030668000000000001 0
0 linear 3 7 0.66726399999999997 497.79296944733449 1 83 0.43370599999999998 0.015209 0.19093599999999999 0.0052469999999999999 0.001106 0.0028530000000000001 0.008829 0.052017000000000001 0.095920000000000005 0 0.0036879999999999999 0.0010499999999999999 0.20216300000000004 0.00067400000000000001 0.0035760000000000002 0.12399999999999997 0.033270000000000008 0.0093100000000000023 0 1 56 56 0.0029729999999999999 1 0 0 14 0 0.18759999999999999 0.42762899999999998 0.001516 0.002362 0.017778000000000002 2.4000000000000001e-05 0.028605999999999999 0
0 linear 3 15 0.69326600000000005 510.01575430523633 1 83 0.460567 0.015117999999999999 0.19061499999999998 0.0051710000000000002 0.0011020000000000001 0.002601 0.0082430000000000003 0.051935000000000002 0.100922 0 0.0035500000000000002 0.00097799999999999992 0.22825000000000001 0.00064599999999999998 0.0035269999999999998 0.12354299999999997 0.033466000000000003 0.0093110000000000016 0 2 54 54 0.0029889999999999999 1 0 0 14 0 0.19089600000000001 0.45483600000000002 0.0012830000000000001 0.0021970000000000002 0.016862000000000002 2.5999999999999998e-05 0.027888 0
0 linear 3 23 0.63386399999999998 523.73782250076636 1 99 0.36363600000000001 0.017506000000000001 0.22057600000000008 0.00613 0.0011609999999999999 0.0024979999999999998 0.0078919999999999997 0.051867999999999997 0.095236000000000001 0 0.003607 0.000883 0.13866000000000003 0.00068400000000000004 0.0034599999999999995 0.14252500000000001 0.039153999999999994 0.011205000000000005 0 3 68 68 0.002977 1 0 0 14 0 0.18473000000000001 0.35824 0.0013439999999999999 0.002091 0.016789999999999999 2.5000000000000001e-05 0.02741 0
0 linear 4 0 0.52483299999999999 2.6196476657497758 1 52 0.35442600000000002 0.011439 0.14235700000000001 0.0036110000000000001 0.00081400000000000005 0.0030590000000000001 0.0094540000000000006 0.18324099999999999 0.076328999999999994 0 0.013610000000000001 0.00096000000000000002 0.00058699999999999996 0.0012589999999999999 0.003467 0.095052999999999999 0.022148000000000011 0.0056680000000000003 0 0 0 0 0.0029099999999999998 1 0 0 10 0 0.31515900000000002 0.347881 0.00088699999999999998 0.0040769999999999999 0.011705 2.5999999999999998e-05 0.033835999999999998 0
0 linear 4 7 0.38715100000000002 2.5174331937752905 1 52 0.21032000000000001 0.010677000000000001 0.150391 0.0031019999999999997 0.00071000000000000002 0.0029949999999999998 0.0088950000000000001 0.052149000000000001 0.066493999999999998 0 0.012397999999999999 0.00085999999999999998 0.00057600000000000001 0.001189 0.0032890000000000007 0.10216399999999998 0.023164000000000011 0.0056490000000000004 0 1 19 19 0.0029480000000000001 1 0 0 10 0 0.171183 0.20450699999999999 0.001291 0.0044270000000000004 0.013523 2.3e-05 0.031308999999999997 0
0 linear 4 15 0.44871699999999998 2.4212389482950818 1 68 0.21265000000000001 0.0099509999999999998 0.20709299999999997 0.0040340000000000003 0.0007670000000000001 0.0027160000000000001 0.0081869999999999998 0.051843 0.074829000000000007 0 0.011835999999999999 0.00086700000000000004 0.00057799999999999995 0.001011 0.0031609999999999997 0.14390499999999998 0.031252999999999996 0.0073979999999999992 0 2 27 23 0.0028769999999999998 1 0 0 10 0 0.178509 0.20715700000000001 0.0011689999999999999 0.00413 0.010343000000000001 2.5000000000000001e-05 0.031534 0
0 linear 4 23 0.42374699999999998 2.3408509317784856 1 61 0.21295800000000001 0.010196999999999999 0.17951299999999998 0.0040359999999999997 0.00095 0.0027200000000000002 0.0078860000000000006 0.051694999999999998 0.075315999999999994 0 0.012137 0.00082799999999999996 0.00057700000000000004 0.001106 0.0032109999999999999 0.12362000000000001 0.027747999999999995 0.0066969999999999998 0 3 25 23 0.0029589999999999998 1 0 0 10 0 0.17866599999999999 0.20738100000000001 0.001158 0.0040419999999999996 0.010409 2.3e-05 0.031230000000000001 0
0 uniform 0 0 53.381250000000001 6.8139867820913782 1 67 53.103737000000002 0.011686 0.24149100000000004 0.0048710000000000003 0.001222 0.0024589999999999998 0.0075989999999999999 0.18251300000000001 0.33440599999999998 52.381530999999995 0.090217000000000006 2.0000000000000002e-05 0.056690000000000004 0.001722 0.0038390000000000008 0.19251900000000008 0.033425000000000017 0 0 0 0 0 0 0 0 0 0 0 53.008054000000001 53.096587999999997 0.000812 0.0053819999999999996 0.012385000000000002 4.0000000000000003e-05 0.038373999999999998 0
0 uniform 0 7 53.110632000000003 6.9223389959685582 1 83 52.801499 0.011436999999999999 0.27091599999999993 0.00613 0.0012409999999999999 0.0033180000000000002 0.010016000000000001 0.053649000000000002 0.257465 52.323563999999998 0.089166999999999996 1.9000000000000001e-05 0.01619 0.0016509999999999999 0.0037740000000000004 0.21305200000000002 0.042578000000000019 0 0 1 15 15 0 0 0 0 0 0 52.744075000000002 52.794663999999997 0.0016609999999999999 0.0053749999999999996 0.012117999999999999 3.3000000000000003e-05 0.038613000000000001 0
0 uniform 0 15 53.604247999999998 7.0045054110051712 1 91 53.189979999999998 0.011498 0.36930500000000016 0.0072900000000000005 0.002114 0.0045009999999999998 0.010038 0.051747000000000001 0.302645 52.603109000000003 0.089349999999999999 2.0000000000000002e-05 0.079753999999999992 0.0016050000000000001 0.0037369999999999999 0.29577900000000013 0.051452000000000025 0 0 2 14 13 0 0 0 0 0 0 53.06729 53.183033999999999 0.001586 0.0055040000000000002 0.012417999999999998 4.3000000000000002e-05 0.037851999999999997 0
0 uniform 0 23 53.509084999999999 7.0403829421848272 1 91 53.101391 0.011354 0.36185699999999998 0.006966 0.0023309999999999997 0.003333 0.010068000000000001 0.051296000000000001 0.257803 52.592101999999997 0.089421 2.4000000000000001e-05 0.048613000000000003 0.001554 0.0038260000000000004 0.28877199999999981 0.049772999999999977 0 0 3 13 13 0 0 0 0 0 0 53.010863000000001 53.094513999999997 0.0015499999999999999 0.0053119999999999999 0.01264 3.1999999999999999e-05 0.038614999999999997 0
0 uniform 1 0 0.95381400000000005 627.72831737403214 1 105 0.65797099999999997 0.012005 0.25450300000000003 0.006862 0.001547 0.0034150000000000001 0.010073 0.184365 0.13071199999999999 0 0.0036949999999999999 0.0011490000000000001 0.25117400000000001 0.0012390000000000001 0.0038740000000000007 0.15783900000000012 0.07832400000000006 0 0 0 0 0 0.0030270000000000002 1 0 0 14 0 0.35934100000000002 0.650841 0.00098499999999999998 0.0035539999999999999 0.015776000000000002 0.001513 0.032244000000000002 0
0 uniform 1 7 0.69494500000000003 631.61507920937345 1 105 0.391127 0.012834 0.26329200000000003 0.0059639999999999997 0.0013550000000000003 0.0029629999999999999 0.0091570000000000002 0.052089000000000003 0.14830399999999999 0 0.0035360000000000001 0.0010790000000000001 0.103935 0.00115 0.0039120000000000005 0.16864400000000002 0.076468000000000147 0 0 1 19 19 0.002947 1 0 0 14 0 0.24347199999999999 0.38426500000000002 0.001317 0.005104 0.0147 0.00132 0.029739999999999999 0
0 uniform 1 15 0.88313299999999995 635.58150147374488 1 128 0.48772599999999999 0.012664999999999999 0.35109900000000016 0.0068279999999999999 0.0015350000000000001 0.0025730000000000002 0.0085290000000000001 0.051955000000000001 0.128164 0 0.0035119999999999999 0.0010169999999999999 0.22481599999999999 0.0010059999999999999 0.0039570000000000004 0.22530599999999995 0.10281699999999995 0 0 2 19 19 0.0029329999999999998 1 0 0 14 0 0.221417 0.48099700000000001 0.0011640000000000001 0.003124 0.014091000000000001 0.001273 0.030245000000000001 0
0 uniform 1 23 0.71935800000000005 638.99054014712431 1 128 0.33171400000000001 0.01244 0.34055500000000011 0.010181999999999998 0.001413 0.0027439999999999999 0.0082780000000000006 0.051891 0.128334 0 0.0035300000000000002 0.00096900000000000003 0.071439000000000002 0.000941 0.0037499999999999999 0.21842899999999996 0.099257999999999971 0 0 3 19 19 0.003019 1 0 0 14 0 0.21993499999999999 0.32542399999999999 0.001168 0.0037929999999999999 0.013858000000000001 0.001214 0.028029999999999999 0
0 uniform 2 0 37.523237999999999 2.3738776878589789 1 45 37.362746999999999 0.011403 0.12952400000000003 0.0032369999999999999 0.00085800000000000004 0.0030969999999999999 0.0096539999999999994 0.178675 0.33567200000000003 36.666195999999999 0.084732000000000002 2.5999999999999998e-05 0.041333000000000002 0.001614 0.003885 0.099320999999999993 0.020342000000000002 0 0 0 0 0 0 0 0 0 0 0 37.280769999999997 37.355747999999998 0.00077999999999999999 0.005581 0.012185999999999999 6.0999999999999999e-05 0.033903999999999997 0
