case_id configuration_id profile d_bin_index epoch_index topology_status topology_cells empty_cells arc_cells full_cells degenerate_cells physical_events
4 4 linear 2 0 OK 16 8 8 0 0 8
4 4 linear 2 7 OK 16 8 8 0 0 8
4 4 linear 2 15 OK 16 8 8 0 0 8
4 4 linear 2 23 OK 16 8 8 0 0 8
4 4 linear 3 0 OK 13 10 3 0 0 6
4 4 linear 3 7 OK 13 10 3 0 0 6
4 4 linear 3 15 OK 13 10 3 0 0 6
4 4 linear 3 23 OK 13 10 3 0 0 6
4 4 linear 4 0 OK 13 10 3 0 0 6
4 4 linear 4 7 OK 13 10 3 0 0 6
4 4 linear 4 15 OK 13 10 3 0 0 6
4 4 linear 4 23 OK 13 10 3 0 0 6
4 4 uniform 0 0 OK 13 6 7 0 0 8
4 4 uniform 0 7 OK 13 6 7 0 0 8
4 4 uniform 0 15 OK 13 6 7 0 0 8
4 4 uniform 0 23 OK 13 6 7 0 0 8
4 4 uniform 1 0 OK 14 9 5 0 0 7
4 4 uniform 1 7 OK 14 9 5 0 0 6
4 4 uniform 1 15 OK 14 9 5 0 0 6
4 4 uniform 1 23 OK 14 9 5 0 0 8
4 4 uniform 2 0 OK 16 8 8 0 0 8
4 4 uniform 2 7 OK 16 8 8 0 0 8
4 4 uniform 2 15 OK 16 8 8 0 0 8
4 4 uniform 2 23 OK 16 8 8 0 0 8
4 4 uniform 3 0 OK 13 10 3 0 0 6
4 4 uniform 3 7 OK 13 10 3 0 0 6
4 4 uniform 3 15 OK 13 10 3 0 0 6
4 4 uniform 3 23 OK 13 10 3 0 0 6
4 4 uniform 4 0 OK 13 10 3 0 0 6
4 4 uniform 4 7 OK 13 10 3 0 0 6
4 4 uniform 4 15 OK 13 10 3 0 0 6
4 4 uniform 4 23 OK 13 10 3 0 0 6
5 5 linear 0 0 OK 15 5 6 4 0 6
5 5 linear 0 7 OK 15 5 7 3 0 6
5 5 linear 0 15 OK 16 6 7 3 0 8
5 5 linear 0 23 OK 16 5 8 3 0 8
5 5 linear 1 0 OK 14 5 5 4 0 6
5 5 linear 1 7 OK 14 5 5 4 0 6
5 5 linear 1 15 OK 14 5 5 4 0 6
5 5 linear 1 23 OK 14 5 5 4 0 6
5 5 linear 2 0 OK 14 9 5 0 0 6
5 5 linear 2 7 OK 14 9 5 0 0 6
5 5 linear 2 15 OK 14 9 5 0 0 6
5 5 linear 2 23 OK 14 9 5 0 0 6
5 5 linear 3 0 OK 13 8 5 0 0 6
5 5 linear 3 7 OK 13 8 5 0 0 6
5 5 linear 3 15 OK 13 8 5 0 0 6
5 5 linear 3 23 OK 13 8 5 0 0 6
5 5 linear 4 0 OK 13 9 4 0 0 6
5 5 linear 4 7 OK 13 9 4 0 0 6
5 5 linear 4 15 OK 13 9 4 0 0 6
5 5 linear 4 23 OK 13 9 4 0 0 6
5 5 uniform 0 0 OK 15 5 6 4 0 6
5 5 uniform 0 7 OK 15 5 7 3 0 6
5 5 uniform 0 15 OK 16 6 7 3 0 8
5 5 uniform 0 23 OK 16 5 8 3 0 8
5 5 uniform 1 0 OK 14 5 5 4 0 6
5 5 uniform 1 7 OK 14 5 5 4 0 6
5 5 uniform 1 15 OK 14 5 5 4 0 6
5 5 uniform 1 23 OK 14 5 5 4 0 6
5 5 uniform 2 0 OK 14 9 5 0 0 6
5 5 uniform 2 7 OK 14 9 5 0 0 6
5 5 uniform 2 15 OK 14 9 5 0 0 6
5 5 uniform 2 23 OK 14 9 5 0 0 6
5 5 uniform 3 0 OK 13 8 5 0 0 6
5 5 uniform 3 7 OK 13 8 5 0 0 6
5 5 uniform 3 15 OK 13 8 5 0 0 6
5 5 uniform 3 23 OK 13 8 5 0 0 6
5 5 uniform 4 0 OK 13 9 4 0 0 6
5 5 uniform 4 7 OK 13 9 4 0 0 6
5 5 uniform 4 15 OK 13 9 4 0 0 6
5 5 uniform 4 23 OK 13 9 4 0 0 6
6 6 linear 0 0 OK 15 5 6 4 0 6
6 6 linear 0 7 OK 15 5 6 4 0 6
6 6 linear 0 15 OK 14 5 6 3 0 6
6 6 linear 0 23 OK 15 5 7 3 0 8
6 6 linear 1 0 OK 15 6 9 0 0 6
6 6 linear 1 7 OK 15 6 9 0 0 6
6 6 linear 1 15 OK 15 6 9 0 0 6
6 6 linear 1 23 OK 15 6 9 0 0 6
6 6 linear 2 0 OK 13 4 9 0 0 6
6 6 linear 2 7 OK 14 4 10 0 0 8
6 6 linear 2 15 OK 13 4 9 0 0 6
6 6 linear 2 23 OK 13 4 9 0 0 6
6 6 linear 3 0 OK 15 6 9 0 0 10
6 6 linear 3 7 OK 15 6 9 0 0 10
6 6 linear 3 15 OK 15 6 9 0 0 10
6 6 linear 3 23 OK 14 6 8 0 0 8
6 6 linear 4 0 OK 13 8 5 0 0 6
6 6 linear 4 7 OK 13 8 5 0 0 6
6 6 linear 4 15 OK 13 8 5 0 0 6
6 6 linear 4 23 OK 13 8 5 0 0 6
6 6 uniform 0 0 OK 15 5 6 4 0 6
6 6 uniform 0 7 OK 15 5 6 4 0 6
6 6 uniform 0 15 OK 14 5 6 3 0 6
6 6 uniform 0 23 OK 15 5 7 3 0 8
6 6 uniform 1 0 OK 15 6 9 0 0 6
6 6 uniform 1 7 OK 15 6 9 0 0 6
6 6 uniform 1 15 OK 15 6 9 0 0 6
6 6 uniform 1 23 OK 15 6 9 0 0 6
6 6 uniform 2 0 OK 13 4 9 0 0 6
6 6 uniform 2 7 OK 14 4 10 0 0 8
6 6 uniform 2 15 OK 13 4 9 0 0 6
6 6 uniform 2 23 OK 13 4 9 0 0 6
6 6 uniform 3 0 OK 15 6 9 0 0 10
6 6 uniform 3 7 OK 15 6 9 0 0 10
6 6 uniform 3 15 OK 15 6 9 0 0 10
6 6 uniform 3 23 OK 14 6 8 0 0 8
6 6 uniform 4 0 OK 13 8 5 0 0 6
6 6 uniform 4 7 OK 13 8 5 0 0 6
6 6 uniform 4 15 OK 13 8 5 0 0 6
6 6 uniform 4 23 OK 13 8 5 0 0 6
7 7 linear 0 0 OK 12 5 7 0 0 5
7 7 linear 0 7 OK 12 5 7 0 0 4
7 7 linear 0 15 OK 11 5 6 0 0 4
7 7 linear 0 23 OK 12 5 7 0 0 4
7 7 linear 1 0 OK 13 6 7 0 0 6
7 7 linear 1 7 OK 13 6 7 0 0 6
7 7 linear 1 15 OK 13 6 7 0 0 6
7 7 linear 1 23 OK 13 7 6 0 0 6
7 7 linear 2 0 OK 13 10 3 0 0 6
