case_id	configuration_id	profile	target	d_bin_index	requested_factor	actual_d_over_rho	epoch_index	s	q	rho	x	y	reference_1e-6	v2_mu	v2_value_error	v2_value_converged	v2_stop	v2_value_stop	v2_numerical_status	v2_status_code	v2_topology_status	v2_topology_status_code	v2_topology_cells	v2_topology_uncertain_cells	v2_physical_events	v2_status	v2_ms	vbm_ms	v2_nodes	v2_evaluations	v2_reused_nodes	v2_panels	v2_splits	v2_setup_ms	v2_physics_ms	v2_estimator_ms	v2_scheduler_ms	v2_setup_event_ms	v2_event_topology_reuses	v2_event_radius_reuses	v2_event_qf_refinements	speed_ratio_vbm_over_v2_all_finite	speed_ratio_vbm_over_v2_status_ok	relative_error_v2_over_vbm_1e-6
0	0	uniform	0.001	0	0.01581365334596794	0.13920904406946774	0	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	6.8139830013407305	6.813979612975834	0.00661377459726151	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.240878	0.08514401270076632	91	91	50	5	0	0.008651	0.2112189999999999	0.0034049999999999996	0.0009279999999999999	0.0072239999999999995	6	6	0	0.3534735953502035	0.3534735953502035	4.972664145993188e-07
0	0	uniform	0.001	0	0.01581365334596794	0.13920904406946774	7	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	6.922316481235011	6.922315667298794	0.002018713500610358	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.286279	0.08766696555539966	107	107	65	5	0	0.008343	0.25275099999999995	0.003987	0.001031	0.006971	6	6	0	0.3062291175929763	0.3062291175929763	1.1758148002892721e-07
0	0	uniform	0.001	0	0.01581365334596794	0.13920904406946774	15	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.004509555335418	7.004508682447665	0.0023134587964831303	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.287044	0.07964001270011067	107	107	65	5	0	0.008709	0.26080899999999996	0.004086	0.001019	0.007297	6	6	0	0.27744879774567893	0.27744879774567893	1.2461796879476016e-07
0	0	uniform	0.001	0	0.01581365334596794	0.13920904406946774	23	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.040385182847715	7.040385399968943	0.0026447986945458976	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.290734	0.08764903759583831	107	107	65	5	0	0.008362	0.258322	0.004050000000000001	0.0010370000000000002	0.00699	6	6	0	0.30147501701155804	0.30147501701155804	3.0839396144484124e-08
0	0	uniform	0.0001	0	0.01581365334596794	0.13920904406946774	0	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	6.8139830013407305	6.813982380611438	0.0005374187001657153	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.305412	0.15145394718274474	123	123	80	5	0	0.008649	0.26825299999999996	0.004961999999999999	0.0011350000000000002	0.007274	6	6	0	0.4959004465533271	0.4959004465533271	9.109639585730171e-08
0	0	uniform	0.0001	0	0.01581365334596794	0.13920904406946774	7	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	6.922316481235011	6.922315671371064	0.00046605500529150974	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.3598	0.15556596918031573	139	139	95	5	0	0.009637	0.32346800000000003	0.005478	0.001243	0.007549	6	6	0	0.4323678965545184	0.4323678965545184	1.1699319868645252e-07
0	0	uniform	0.0001	0	0.01581365334596794	0.13920904406946774	15	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.004509555335418	7.004509089178971	0.000639297459969861	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.358565	0.15524099580943584	139	139	95	5	0	0.009898	0.3204299999999999	0.005612	0.00132	0.008547	6	6	0	0.4329507782673597	0.4329507782673597	6.655090454143862e-08
0	0	uniform	0.0001	0	0.01581365334596794	0.13920904406946774	23	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.040385182847715	7.040384912229498	0.00023336371714345285	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.451192	0.1539550139568746	171	171	126	5	0	0.008296	0.4022920000000002	0.007898	0.0014240000000000001	0.0069489999999999994	6	6	0	0.34121840359952	0.34121840359952	3.843798465344618e-08
0	0	linear	0.001	0	0.01581365334596794	0.13920904406946774	0	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.037894869661673	7.037916549835786	0.003427524144421808	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.306185	1.5139550087042153	107	107	65	5	0	0.008943	0.2677959999999999	0.00435	0.001086	0.0075650000000000005	6	6	0	4.944576020067003	4.944576020067003	3.080491327927633e-06
0	0	linear	0.001	0	0.01581365334596794	0.13920904406946774	7	0.2310772011499552	0.5633224083213993	0.00017266345397718498	1.1409911177008178	-4.04722659326594	7.165190297073744	7.165143785266542	0.006617839550503489	1	Converged	Converged	OK	0	OK	0	13	0	6	OK	0.300906	1.6871910193003714	107	107	65	5	0	0.008348	0.2620849999999999	0.0041389999999999995	0.0010900000000000003	0.006935	6	6	0	5.607036813158832	5.607036813158832	6.491356861960899e-06
