sample	physical_oracle	physical0	physical2	physical4
2625	6	0	2	3
2626	6	0	3	4
2627	4	0	1	2
2628	4	0	2	2
2629	4	0	2	3
2630	6	0	2	3
2631	6	0	2	5
2632	6	0	2	3
2633	6	0	2	3
2634	6	0	2	3
2635	6	0	1	4
2636	6	0	2	3
2637	6	0	2	3
2638	6	0	2	3
2639	6	0	2	2
2640	6	0	3	3
2641	6	0	2	4
2642	8	0	0	4
2643	8	0	1	5
2644	6	0	1	2
2645	6	0	0	3
2646	6	0	0	3
2647	5	0	0	2
2648	6	0	2	2
2649	6	0	2	2
2650	6	0	2	2
2651	6	0	2	2
2652	10	6	8	10
2653	10	5	7	8
2654	10	4	6	7
2655	10	4	6	7
2656	6	0	1	2
2657	6	0	1	2
2658	6	0	1	2
2659	6	0	1	2
2660	6	0	3	3
2661	6	0	2	4
2662	8	0	0	4
2663	8	0	1	5
2664	6	0	1	2
2665	6	0	0	3
2666	6	0	0	3
2667	5	0	0	2
2668	6	0	2	2
2669	6	0	2	2
2670	6	0	2	2
2671	6	0	2	2
2672	10	6	8	10
2673	10	5	7	8
2674	10	4	6	7
2675	10	4	6	7
2676	6	0	1	2
2677	6	0	1	2
2678	6	0	1	2
2679	6	0	1	2
2680	6	0	0	1
2681	4	0	0	0
2682	4	0	0	0
2683	4	0	0	0
2684	6	0	0	1
2685	6	0	0	0
2686	6	0	0	0
2687	6	0	0	0
2688	6	0	1	4
2689	8	0	2	4
2690	6	0	1	3
2691	6	0	2	3
2692	6	0	0	2
2693	6	0	0	2
2694	6	0	1	2
2695	6	0	0	2
2696	6	0	0	2
2697	6	0	0	3
2698	6	0	0	4
2699	6	0	0	4
2700	6	0	0	1
2701	4	0	0	0
2702	4	0	0	0
2703	4	0	0	0
2704	6	0	0	1
2705	6	0	0	0
2706	6	0	0	0
2707	6	0	0	0
2708	6	0	1	4
2709	8	0	2	4
2710	6	0	1	3
2711	6	0	2	3
2712	6	0	0	2
2713	6	0	0	2
2714	6	0	1	2
2715	6	0	0	2
2716	6	0	0	2
2717	6	0	0	3
2718	6	0	0	4
2719	6	0	0	4
2720	8	0	1	1
2721	8	0	0	0
2722	8	0	0	0
2723	8	0	0	0
2724	8	0	1	4
2725	8	1	1	4
2726	8	1	1	4
2727	8	0	2	4
2728	6	0	2	2
2729	6	0	2	2
2730	6	0	2	2
2731	6	0	2	2
2732	6	0	0	0
2733	6	0	0	0
2734	6	0	0	0
2735	6	0	0	1
2736	6	0	0	2
2737	6	0	1	2
2738	6	0	1	2
2739	6	0	1	2
2740	8	0	1	1
2741	8	0	0	0
2742	8	0	0	0
2743	8	0	0	0
2744	8	0	1	4
2745	8	1	1	4
2746	8	1	1	4
2747	8	0	2	4
2748	6	0	2	2
2749	6	0	2	2
2750	6	0	2	2
2751	6	0	2	2
2752	6	0	0	0
2753	6	0	0	0
2754	6	0	0	0
2755	6	0	0	1
2756	6	0	0	2
2757	6	0	1	2
2758	6	0	1	2
2759	6	0	1	2
2760	5	4	5	5
2761	5	4	5	5
2762	5	4	5	5
2763	5	4	5	5
2764	6	0	0	0
2765	6	0	0	0
2766	6	0	0	0
2767	6	0	0	0
2768	8	0	0	1
2769	8	0	0	1
2770	8	0	0	1
2771	8	0	0	1
2772	6	0	0	0
2773	6	0	0	0
2774	6	0	0	0
2775	6	0	0	0
2776	6	0	0	0
2777	6	0	0	0
2778	6	0	0	0
2779	6	0	0	0
2780	5	4	5	5
2781	5	4	5	5
2782	5	4	5	5
2783	5	4	5	5
2784	6	0	0	0
2785	6	0	0	0
2786	6	0	0	0
2787	6	0	0	0
2788	8	0	0	1
2789	8	0	0	1
2790	8	0	0	1
2791	8	0	0	1
2792	6	0	0	0
2793	6	0	0	0
2794	6	0	0	0
2795	6	0	0	0
2796	6	0	0	0
2797	6	0	0	0
2798	6	0	0	0
2799	6	0	0	0
2800	8	0	0	0
2801	8	0	0	0
2802	8	0	0	0
2803	8	0	0	0
2804	6	0	0	0
2805	6	0	0	0
2806	8	0	0	0
2807	8	0	0	0
2808	6	0	0	0
2809	6	0	0	0
2810	6	0	0	0
2811	6	0	0	0
2812	6	0	0	0
2813	6	0	0	0
2814	6	0	0	0
2815	6	0	0	0
2816	6	0	0	0
2817	6	0	0	0
2818	6	0	0	0
2819	6	0	0	0
2820	8	0	0	0
2821	8	0	0	0
2822	8	0	0	0
2823	8	0	0	0
2824	6	0	0	0
2825	6	0	0	0
2826	8	0	0	0
2827	8	0	0	0
2828	6	0	0	0
2829	6	0	0	0
2830	6	0	0	0
2831	6	0	0	0
2832	6	0	0	0
2833	6	0	0	0
2834	6	0	0	0
2835	6	0	0	0
2836	6	0	0	0
2837	6	0	0	0
2838	6	0	0	0
2839	6	0	0	0
2840	6	0	0	0
2841	6	0	0	0
2842	6	0	0	0
2843	6	0	0	0
2844	6	0	0	0
2845	6	0	0	0
2846	6	0	0	0
2847	6	0	0	0
2848	6	0	0	0
2849	6	0	0	0
2850	6	0	0	0
2851	6	0	0	0
2852	6	0	0	0
2853	6	0	0	0
2854	6	0	0	0
2855	6	0	0	0
2856	6	0	0	0
2857	6	0	0	0
2858	6	0	0	0
2859	6	0	0	0
2860	6	0	0	0
2861	6	0	0	0
2862	6	0	0	0
2863	6	0	0	0
2864	6	0	0	0
2865	6	0	0	0
2866	6	0	0	0
2867	6	0	0	0
2868	6	0	0	0
2869	6	0	0	0
2870	6	0	0	0
2871	6	0	0	0
2872	6	0	0	0
2873	6	0	0	0
2874	6	0	0	0
2875	6	0	0	0
2876	6	0	0	0
2877	6	0	0	0
2878	6	0	0	0
2879	6	0	0	0
2880	6	0	0	0
2881	6	0	0	0
2882	6	0	0	0
2883	6	0	0	0
2884	8	0	2	2
2885	8	0	2	2
2886	8	0	2	2
2887	8	0	2	2
2888	8	0	0	0
2889	6	0	0	0
2890	6	0	0	0
2891	6	0	0	0
2892	6	0	0	0
2893	6	0	0	0
2894	6	0	0	0
2895	6	0	0	0
2896	6	0	0	0
2897	6	0	0	0
2898	6	0	0	0
2899	6	0	0	0
2900	6	0	0	0
2901	6	0	0	0
2902	6	0	0	0
2903	6	0	0	0
2904	8	0	2	2
2905	8	0	2	2
2906	8	0	2	2
2907	8	0	2	2
2908	8	0	0	0
2909	6	0	0	0
2910	6	0	0	0
2911	6	0	0	0
2912	6	0	0	0
2913	6	0	0	0
2914	6	0	0	0
2915	6	0	0	0
2916	6	0	0	0
2917	6	0	0	0
2918	6	0	0	0
2919	6	0	0	0
2920	8	0	0	0
2921	8	0	0	0
2922	8	0	0	0
2923	8	0	0	0
2924	4	4	4	4
2925	6	4	4	4
2926	6	4	4	4
2927	6	5	5	5
2928	8	0	0	1
2929	8	0	0	1
2930	8	0	0	1
2931	10	0	0	1
2932	6	0	0	0
2933	6	0	0	0
2934	6	0	0	0
2935	6	0	0	0
2936	6	0	0	0
2937	6	0	0	0
2938	6	0	0	0
2939	6	0	0	0
2940	8	0	0	0
2941	8	0	0	0
2942	8	0	0	0
2943	8	0	0	0
2944	4	4	4	4
2945	6	4	4	4
2946	6	4	4	4
2947	6	5	5	5
2948	8	0	0	1
2949	8	0	0	1
2950	8	0	0	1
2951	10	0	0	1
2952	6	0	0	0
2953	6	0	0	0
2954	6	0	0	0
2955	6	0	0	0
2956	6	0	0	0
2957	6	0	0	0
2958	6	0	0	0
2959	6	0	0	0
2960	6	4	6	6
2961	6	4	6	6
2962	6	4	6	6
2963	6	4	6	6
2964	8	0	0	0
2965	8	0	0	0
2966	8	0	0	0
2967	8	0	0	0
2968	8	0	0	0
2969	10	0	0	0
2970	10	0	0	0
2971	10	0	0	0
2972	4	2	2	2
2973	4	2	2	2
2974	4	2	2	2
2975	4	2	2	2
2976	6	0	0	0
2977	6	0	0	0
2978	6	0	0	0
2979	6	0	0	0
2980	6	4	6	6
2981	6	4	6	6
2982	6	4	6	6
2983	6	4	6	6
2984	8	0	0	0
2985	8	0	0	0
2986	8	0	0	0
2987	8	0	0	0
2988	8	0	0	0
2989	10	0	0	0
2990	10	0	0	0
2991	10	0	0	0
2992	4	2	2	2
2993	4	2	2	2
2994	4	2	2	2
2995	4	2	2	2
2996	6	0	0	0
2997	6	0	0	0
2998	6	0	0	0
2999	6	0	0	0
3000	6	4	6	6
3001	6	4	6	6
3002	6	4	6	6
3003	6	4	6	6
3004	6	0	0	4
3005	6	0	0	5
3006	5	0	1	3
3007	6	0	0	3
3008	10	8	9	9
3009	6	4	6	6
3010	6	4	6	6
3011	6	4	6	6
3012	6	0	0	2
3013	6	0	0	2
3014	6	0	0	3
3015	6	0	0	3
3016	6	3	6	6
3017	8	3	6	7
3018	8	3	6	7
3019	8	3	6	8
3020	6	4	6	6
3021	6	4	6	6
3022	6	4	6	6
3023	6	4	6	6
3024	6	0	0	4
3025	6	0	0	5
3026	5	0	1	3
3027	6	0	0	3
3028	10	8	9	9
3029	6	4	6	6
3030	6	4	6	6
3031	6	4	6	6
3032	6	0	0	2
3033	6	0	0	2
3034	6	0	0	3
3035	6	0	0	3
3036	6	3	6	6
3037	8	3	6	7
3038	8	3	6	7
3039	8	3	6	8
3040	8	0	0	2
3041	8	0	0	2
3042	6	0	0	2
3043	6	0	0	2
3044	8	4	9	9
3045	8	5	8	9
3046	8	3	7	9
3047	8	5	8	8
3048	8	2	5	5
3049	8	2	5	8
3050	8	3	8	9
3051	8	2	6	8
3052	6	0	0	0
3053	6	0	0	0
3054	6	0	0	0
3055	6	0	0	0
3056	6	0	0	0
3057	6	0	0	0
3058	6	0	0	1
3059	6	0	0	0
3060	8	0	0	2
3061	8	0	0	2
3062	6	0	0	2
3063	6	0	0	2
3064	8	4	9	9
3065	8	5	8	9
3066	8	3	7	9
3067	8	5	8	8
3068	8	2	5	5
3069	8	2	5	8
3070	8	3	8	9
3071	8	2	6	8
3072	6	0	0	0
3073	6	0	0	0
3074	6	0	0	0
3075	6	0	0	0
3076	6	0	0	0
3077	6	0	0	0
3078	6	0	0	1
3079	6	0	0	0
3080	8	0	0	0
3081	8	0	0	0
3082	8	0	0	0
3083	8	0	0	0
3084	6	0	1	1
3085	6	0	1	1
3086	6	1	1	1
3087	6	1	1	1
3088	10	0	2	2
3089	10	0	2	2
3090	10	0	2	2
3091	8	0	2	2
3092	6	0	0	0
3093	6	0	0	0
3094	6	0	0	0
3095	6	0	0	0
3096	6	2	2	2
3097	6	2	2	2
3098	6	2	2	2
3099	6	2	2	2
3100	8	0	0	0
3101	8	0	0	0
3102	8	0	0	0
3103	8	0	0	0
3104	6	0	1	1
3105	6	0	1	1
3106	6	1	1	1
3107	6	1	1	1
3108	10	0	2	2
3109	10	0	2	2
3110	10	0	2	2
3111	8	0	2	2
3112	6	0	0	0
3113	6	0	0	0
3114	6	0	0	0
3115	6	0	0	0
3116	6	2	2	2
3117	6	2	2	2
3118	6	2	2	2
3119	6	2	2	2
3120	8	0	0	0
3121	8	0	0	0
3122	8	0	0	0
3123	8	0	0	0
3124	8	6	6	8
3125	8	6	6	8
3126	8	6	6	8
3127	8	6	6	8
3128	6	0	2	4
3129	6	0	2	4
3130	6	0	1	4
3131	6	0	1	3
3132	6	0	0	0
3133	6	0	0	0
3134	6	0	0	0
3135	6	0	0	0
3136	6	0	0	0
3137	6	0	0	0
3138	6	0	0	0
3139	6	0	0	0
3140	8	0	0	0
3141	8	0	0	0
3142	8	0	0	0
3143	8	0	0	0
3144	8	6	6	8
3145	8	6	6	8
3146	8	6	6	8
3147	8	6	6	8
3148	6	0	2	4
3149	6	0	2	4
3150	6	0	1	4
3151	6	0	1	3
3152	6	0	0	0
3153	6	0	0	0
3154	6	0	0	0
3155	6	0	0	0
3156	6	0	0	0
3157	6	0	0	0
3158	6	0	0	0
3159	6	0	0	0
3160	8	4	4	5
3161	8	4	4	5
3162	8	4	5	6
3163	8	6	6	7
3164	8	2	2	2
3165	8	2	2	2
3166	8	2	2	2
3167	6	2	2	2
3168	8	4	4	5
3169	8	5	5	6
3170	8	4	5	6
3171	8	4	5	6
3172	6	0	1	1
3173	6	0	1	1
3174	6	0	1	1
3175	6	0	1	1
3176	6	0	0	0
3177	6	0	0	0
3178	6	0	0	0
3179	6	0	0	0
3180	8	4	4	5
3181	8	4	4	5
3182	8	4	5	6
3183	8	6	6	7
3184	8	2	2	2
3185	8	2	2	2
3186	8	2	2	2
3187	6	2	2	2
3188	8	4	4	5
3189	8	5	5	6
3190	8	4	5	6
3191	8	4	5	6
3192	6	0	1	1
3193	6	0	1	1
3194	6	0	1	1
3195	6	0	1	1
3196	6	0	0	0
3197	6	0	0	0
3198	6	0	0	0
3199	6	0	0	0
3200	8	0	0	0
3201	8	0	0	0
3202	8	0	0	0
3203	8	0	0	0
3204	8	0	0	0
3205	8	0	0	0
3206	8	0	0	0
3207	8	0	0	0
3208	8	0	0	0
3209	8	0	0	0
3210	6	0	0	0
3211	6	0	0	0
3212	10	0	0	0
3213	10	0	0	0
3214	10	0	0	0
3215	10	0	0	0
3216	10	0	0	0
3217	10	0	0	0
3218	10	0	0	0
3219	10	0	0	0
3220	8	0	0	0
3221	8	0	0	0
3222	8	0	0	0
3223	8	0	0	0
3224	8	0	0	0
3225	8	0	0	0
3226	8	0	0	0
3227	8	0	0	0
3228	8	0	0	0
3229	8	0	0	0
3230	6	0	0	0
3231	6	0	0	0
3232	10	0	0	0
3233	10	0	0	0
3234	10	0	0	0
3235	10	0	0	0
3236	10	0	0	0
3237	10	0	0	0
3238	10	0	0	0
3239	10	0	0	0
3240	6	0	0	3
3241	6	0	0	4
3242	6	0	0	4
3243	6	0	0	4
3244	6	0	0	2
3245	6	0	2	2
3246	6	0	1	3
3247	6	0	1	2
3248	6	0	0	0
3249	6	0	0	0
3250	6	0	0	0
3251	8	0	0	2
3252	6	0	0	2
3253	6	0	0	2
3254	6	0	0	1
3255	6	0	0	1
3256	6	0	0	0
3257	6	0	0	0
3258	6	0	0	0
3259	6	0	0	0
3260	6	0	0	3
3261	6	0	0	4
3262	6	0	0	4
3263	6	0	0	4
3264	6	0	0	2
3265	6	0	2	2
3266	6	0	1	3
3267	6	0	1	2
3268	6	0	0	0
3269	6	0	0	0
3270	6	0	0	0
3271	8	0	0	2
3272	6	0	0	2
3273	6	0	0	2
3274	6	0	0	1
3275	6	0	0	1
3276	6	0	0	0
3277	6	0	0	0
3278	6	0	0	0
3279	6	0	0	0
3280	6	2	6	6
3281	6	2	6	6
3282	6	2	6	6
3283	6	2	6	6
3284	4	0	2	3
3285	4	0	2	3
3286	4	0	2	3
3287	4	0	2	3
3288	6	0	2	4
3289	6	0	2	3
3290	6	0	2	3
3291	6	0	2	3
3292	6	0	2	4
3293	6	0	2	4
3294	6	0	2	4
3295	6	0	3	4
3296	6	2	3	5
3297	6	2	3	6
3298	6	2	3	6
3299	6	2	3	4
3300	6	2	6	6
3301	6	2	6	6
3302	6	2	6	6
3303	6	2	6	6
3304	4	0	2	3
3305	4	0	2	3
3306	4	0	2	3
3307	4	0	2	3
3308	6	0	2	4
3309	6	0	2	3
3310	6	0	2	3
3311	6	0	2	3
3312	6	0	2	4
3313	6	0	2	4
3314	6	0	2	4
3315	6	0	3	4
3316	6	2	3	5
3317	6	2	3	6
3318	6	2	3	6
3319	6	2	3	4
3320	8	0	0	0
3321	8	0	0	0
3322	8	0	0	0
3323	8	0	0	0
3324	6	0	0	0
3325	6	0	0	0
3326	6	0	0	0
3327	6	0	0	0
3328	8	0	0	0
3329	6	0	0	0
3330	6	0	0	0
3331	6	0	0	0
3332	6	0	0	0
3333	6	0	0	0
3334	6	0	0	0
3335	6	0	0	0
3336	6	0	0	0
3337	6	0	0	0
3338	6	0	0	0
3339	6	0	0	0
3340	8	0	0	0
3341	8	0	0	0
3342	8	0	0	0
3343	8	0	0	0
3344	6	0	0	0
3345	6	0	0	0
3346	6	0	0	0
3347	6	0	0	0
3348	8	0	0	0
3349	6	0	0	0
3350	6	0	0	0
3351	6	0	0	0
3352	6	0	0	0
3353	6	0	0	0
3354	6	0	0	0
3355	6	0	0	0
3356	6	0	0	0
3357	6	0	0	0
3358	6	0	0	0
3359	6	0	0	0
3360	8	0	0	0
3361	8	0	0	0
3362	8	0	0	0
3363	8	0	0	0
3364	8	1	1	1
3365	8	1	1	1
3366	8	1	1	1
3367	8	1	1	1
3368	10	0	0	0
3369	10	0	0	0
3370	10	0	0	0
3371	10	0	0	0
3372	6	0	0	0
3373	6	0	0	0
3374	6	0	0	0
3375	6	0	0	0
3376	10	0	1	3
3377	10	0	1	3
3378	10	0	1	3
3379	10	0	1	3
3380	8	0	0	0
3381	8	0	0	0
3382	8	0	0	0
3383	8	0	0	0
3384	8	1	1	1
3385	8	1	1	1
3386	8	1	1	1
3387	8	1	1	1
3388	10	0	0	0
3389	10	0	0	0
3390	10	0	0	0
3391	10	0	0	0
3392	6	0	0	0
3393	6	0	0	0
3394	6	0	0	0
3395	6	0	0	0
3396	10	0	1	3
3397	10	0	1	3
3398	10	0	1	3
3399	10	0	1	3
3400	8	0	0	2
3401	8	0	0	2
3402	8	0	0	2
3403	8	0	0	2
3404	8	0	0	0
3405	8	0	0	0
3406	8	0	0	0
3407	8	0	0	0
3408	6	0	0	0
3409	6	0	0	0
3410	6	0	0	0
3411	8	0	0	0
3412	6	0	0	0
3413	6	0	0	0
3414	6	0	0	0
3415	6	0	0	0
3416	10	0	2	2
3417	10	0	2	2
3418	10	0	2	2
3419	10	0	2	2
3420	8	0	0	2
3421	8	0	0	2
3422	8	0	0	2
3423	8	0	0	2
3424	8	0	0	0
3425	8	0	0	0
3426	8	0	0	0
3427	8	0	0	0
3428	6	0	0	0
3429	6	0	0	0
3430	6	0	0	0
3431	8	0	0	0
3432	6	0	0	0
3433	6	0	0	0
3434	6	0	0	0
3435	6	0	0	0
3436	10	0	2	2
3437	10	0	2	2
3438	10	0	2	2
3439	10	0	2	2
3440	8	0	2	5
3441	8	0	3	7
3442	8	0	2	9
3443	8	0	2	8
3444	6	0	6	6
3445	6	0	6	6
3446	6	0	6	6
3447	6	0	6	6
3448	6	0	6	6
3449	6	2	6	6
3450	10	0	6	8
3451	10	0	6	7
3452	10	2	7	10
3453	10	2	8	10
3454	10	3	9	10
3455	10	4	9	10
3456	6	0	4	4
3457	6	0	4	4
3458	6	0	4	5
3459	6	0	6	6
3460	8	0	2	5
3461	8	0	3	7
3462	8	0	2	9
3463	8	0	2	8
3464	6	0	6	6
3465	6	0	6	6
3466	6	0	6	6
3467	6	0	6	6
3468	6	0	6	6
3469	6	2	6	6
3470	10	0	6	8
3471	10	0	6	7
3472	10	2	7	10
3473	10	2	8	10
3474	10	3	9	10
3475	10	4	9	10
3476	6	0	4	4
3477	6	0	4	4
3478	6	0	4	5
3479	6	0	6	6
3480	4	0	0	1
3481	4	0	1	1
3482	6	0	0	1
3483	6	0	0	0
3484	4	0	0	0
3485	4	0	0	1
3486	4	0	0	1
3487	4	0	1	1
3488	8	2	5	7
3489	8	1	6	6
3490	8	1	5	6
3491	6	1	4	5
3492	6	0	0	2
3493	6	0	0	2
3494	6	0	0	2
3495	6	0	0	2
3496	6	0	0	2
3497	6	0	0	2
3498	6	0	0	2
3499	6	0	0	2
3500	4	0	0	1
3501	4	0	1	1
3502	6	0	0	1
3503	6	0	0	0
3504	4	0	0	0
3505	4	0	0	1
3506	4	0	0	1
3507	4	0	1	1
3508	8	2	5	7
3509	8	1	6	6
3510	8	1	5	6
3511	6	1	4	5
3512	6	0	0	2
3513	6	0	0	2
3514	6	0	0	2
3515	6	0	0	2
3516	6	0	0	2
3517	6	0	0	2
3518	6	0	0	2
3519	6	0	0	2
3520	4	4	4	4
3521	4	4	4	4
3522	4	4	4	4
3523	4	4	4	4
3524	8	0	0	1
3525	8	0	0	0
3526	8	0	0	0
3527	8	0	0	0
3528	6	0	0	0
3529	8	0	0	0
3530	8	0	0	0
3531	8	0	0	0
3532	6	0	0	0
3533	6	0	0	0
3534	6	0	0	0
3535	6	0	0	0
3536	6	0	0	0
3537	6	0	0	0
3538	6	0	0	0
3539	6	0	0	0
3540	4	4	4	4
3541	4	4	4	4
3542	4	4	4	4
3543	4	4	4	4
3544	8	0	0	1
3545	8	0	0	0
3546	8	0	0	0
3547	8	0	0	0
3548	6	0	0	0
3549	8	0	0	0
3550	8	0	0	0
3551	8	0	0	0
3552	6	0	0	0
3553	6	0	0	0
3554	6	0	0	0
3555	6	0	0	0
3556	6	0	0	0
3557	6	0	0	0
3558	6	0	0	0
3559	6	0	0	0
3560	6	4	6	6
3561	6	4	6	6
3562	6	4	6	6
3563	6	4	6	6
3564	7	2	3	5
3565	7	2	3	5
3566	8	2	3	6
3567	8	2	3	6
3568	6	0	0	0
3569	6	0	0	0
3570	8	0	0	0
3571	6	0	0	0
3572	6	0	0	2
3573	6	0	0	2
3574	6	0	0	2
3575	6	0	0	2
3576	6	0	0	2
3577	6	0	0	2
3578	6	0	0	2
3579	6	0	0	2
3580	6	4	6	6
3581	6	4	6	6
3582	6	4	6	6
3583	6	4	6	6
3584	7	2	3	5
3585	7	2	3	5
3586	8	2	3	6
3587	8	2	3	6
3588	6	0	0	0
3589	6	0	0	0
3590	8	0	0	0
3591	6	0	0	0
3592	6	0	0	2
3593	6	0	0	2
3594	6	0	0	2
3595	6	0	0	2
3596	6	0	0	2
3597	6	0	0	2
3598	6	0	0	2
3599	6	0	0	2
3600	4	0	3	4
3601	6	0	3	6
3602	6	1	5	6
3603	6	1	4	6
3604	10	0	2	7
3605	8	0	2	5
3606	8	0	3	6
3607	8	0	3	6
3608	8	0	5	6
3609	8	0	3	6
3610	8	0	3	4
3611	8	1	6	8
3612	6	0	3	4
3613	6	0	2	3
3614	6	0	2	4
3615	6	0	4	4
3616	6	0	2	3
3617	6	0	2	2
3618	6	0	2	2
3619	6	0	2	3
3620	4	0	3	4
3621	6	0	3	6
3622	6	1	5	6
3623	6	1	4	6
3624	10	0	2	7
3625	8	0	2	5
3626	8	0	3	6
3627	8	0	3	6
3628	8	0	5	6
3629	8	0	3	6
3630	8	0	3	4
3631	8	1	6	8
3632	6	0	3	4
3633	6	0	2	3
3634	6	0	2	4
3635	6	0	4	4
3636	6	0	2	3
3637	6	0	2	2
3638	6	0	2	2
3639	6	0	2	3
3640	6	0	2	3
3641	8	0	0	7
3642	8	0	0	6
3643	6	0	1	4
3644	6	0	4	5
3645	6	0	5	6
3646	6	0	5	6
3647	6	0	5	6
3648	4	0	0	2
3649	4	0	0	2
3650	6	0	0	3
3651	6	0	0	2
3652	6	0	2	3
3653	6	0	2	5
3654	6	0	2	4
3655	6	0	2	3
3656	6	0	0	2
3657	6	0	0	2
3658	6	0	1	3
3659	6	0	1	2
3660	6	0	2	3
3661	8	0	0	7
3662	8	0	0	6
3663	6	0	1	4
3664	6	0	4	5
3665	6	0	5	6
3666	6	0	5	6
3667	6	0	5	6
3668	4	0	0	2
3669	4	0	0	2
3670	6	0	0	3
3671	6	0	0	2
3672	6	0	2	3
3673	6	0	2	5
3674	6	0	2	4
3675	6	0	2	3
3676	6	0	0	2
3677	6	0	0	2
3678	6	0	1	3
3679	6	0	1	2
3680	10	9	9	10
3681	10	7	7	8
3682	10	7	7	8
3683	10	7	7	8
3684	8	0	0	0
3685	8	0	0	0
3686	8	0	0	0
3687	8	0	0	0
3688	10	0	0	0
3689	10	0	0	0
3690	8	0	0	0
3691	8	0	0	0
3692	6	0	0	0
3693	6	0	0	0
3694	6	0	0	0
3695	6	0	0	0
3696	4	0	0	0
3697	4	0	0	0
3698	4	0	0	0
3699	4	0	0	0
3700	10	9	9	10
3701	10	7	7	8
3702	10	7	7	8
3703	10	7	7	8
3704	8	0	0	0
3705	8	0	0	0
3706	8	0	0	0
3707	8	0	0	0
3708	10	0	0	0
3709	10	0	0	0
3710	8	0	0	0
3711	8	0	0	0
3712	6	0	0	0
3713	6	0	0	0
3714	6	0	0	0
3715	6	0	0	0
3716	4	0	0	0
3717	4	0	0	0
3718	4	0	0	0
3719	4	0	0	0
3720	4	0	0	0
3721	4	0	0	0
3722	4	0	0	0
3723	6	0	0	0
3724	4	0	0	0
3725	4	0	0	0
3726	4	0	0	0
3727	4	0	0	0
3728	6	0	0	0
3729	6	0	0	0
3730	6	0	0	0
3731	6	0	0	0
3732	6	2	2	2
3733	6	2	2	2
3734	6	2	2	2
3735	6	2	2	2
3736	6	0	0	0
3737	6	0	0	0
3738	6	0	0	0
3739	6	0	0	0
3740	4	0	0	0
3741	4	0	0	0
3742	4	0	0	0
3743	6	0	0	0
3744	4	0	0	0
3745	4	0	0	0
3746	4	0	0	0
3747	4	0	0	0
3748	6	0	0	0
3749	6	0	0	0
3750	6	0	0	0
3751	6	0	0	0
3752	6	2	2	2
3753	6	2	2	2
3754	6	2	2	2
3755	6	2	2	2
3756	6	0	0	0
3757	6	0	0	0
3758	6	0	0	0
3759	6	0	0	0
3760	8	2	5	8
3761	8	2	5	8
3762	8	2	5	8
3763	8	2	6	8
3764	6	0	2	2
3765	6	0	2	2
3766	6	0	2	2
3767	6	0	2	2
3768	8	3	7	8
3769	8	3	6	7
3770	8	3	6	6
3771	8	3	5	6
3772	6	0	0	2
3773	6	0	0	2
3774	6	0	0	2
3775	6	0	0	2
3776	6	0	0	0
3777	6	0	0	0
3778	6	0	0	0
3779	6	0	0	0
3780	8	2	5	8
3781	8	2	5	8
3782	8	2	5	8
3783	8	2	6	8
3784	6	0	2	2
3785	6	0	2	2
3786	6	0	2	2
3787	6	0	2	2
3788	8	3	7	8
3789	8	3	6	7
3790	8	3	6	6
3791	8	3	5	6
3792	6	0	0	2
3793	6	0	0	2
3794	6	0	0	2
3795	6	0	0	2
3796	6	0	0	0
3797	6	0	0	0
3798	6	0	0	0
3799	6	0	0	0
3800	6	6	6	6
3801	6	6	6	6
3802	6	6	6	6
3803	6	6	6	6
3804	8	0	0	0
3805	8	0	0	0
3806	8	0	0	0
3807	8	0	0	0
3808	6	0	0	0
3809	6	0	0	0
3810	8	0	0	0
3811	8	0	0	0
3812	10	0	0	0
3813	10	0	0	0
3814	10	0	0	0
3815	10	0	0	0
3816	4	0	0	2
3817	4	0	0	2
3818	4	0	0	2
3819	4	0	0	2
3820	6	6	6	6
3821	6	6	6	6
3822	6	6	6	6
3823	6	6	6	6
3824	8	0	0	0
3825	8	0	0	0
3826	8	0	0	0
3827	8	0	0	0
3828	6	0	0	0
3829	6	0	0	0
3830	8	0	0	0
3831	8	0	0	0
3832	10	0	0	0
3833	10	0	0	0
3834	10	0	0	0
3835	10	0	0	0
3836	4	0	0	2
3837	4	0	0	2
3838	4	0	0	2
3839	4	0	0	2
3840	8	0	1	5
3841	8	0	2	6
3842	8	0	1	4
3843	8	0	1	4
3844	5	4	5	5
3845	4	4	4	4
3846	4	4	4	4
3847	4	4	4	4
3848	6	0	0	0
3849	6	0	0	0
3850	8	0	0	2
3851	8	0	1	1
3852	6	0	2	2
3853	6	0	2	2
3854	6	0	2	2
3855	6	0	2	2
3856	6	0	0	2
3857	6	0	0	2
3858	6	0	0	2
3859	6	0	0	2
3860	8	0	1	5
3861	8	0	2	6
3862	8	0	1	4
3863	8	0	1	4
3864	5	4	5	5
3865	4	4	4	4
3866	4	4	4	4
3867	4	4	4	4
3868	6	0	0	0
3869	6	0	0	0
3870	8	0	0	2
3871	8	0	1	1
3872	6	0	2	2
3873	6	0	2	2
3874	6	0	2	2
3875	6	0	2	2
3876	6	0	0	2
3877	6	0	0	2
3878	6	0	0	2
3879	6	0	0	2
3880	8	0	0	2
3881	8	0	0	2
3882	8	0	0	2
3883	8	0	0	2
3884	6	0	2	2
3885	6	0	2	2
3886	6	0	2	2
3887	8	0	0	2
3888	6	0	3	4
3889	6	0	3	4
3890	6	0	3	3
3891	6	0	3	3
3892	6	0	0	1
3893	6	0	0	1
3894	6	0	0	1
