sample	physical_oracle	physical0	physical2	physical4
1355	6	0	2	2
1356	6	0	2	2
1357	6	0	2	2
1358	6	0	2	2
1359	6	0	2	2
1360	6	0	2	7
1361	6	0	3	6
1362	6	0	3	6
1363	6	0	4	6
1364	6	0	5	6
1365	6	0	5	6
1366	6	0	4	5
1367	6	0	4	6
1368	6	0	2	2
1369	6	0	2	2
1370	8	0	2	2
1371	6	0	2	2
1372	6	0	2	2
1373	6	0	2	2
1374	6	0	2	2
1375	6	0	2	2
1376	6	0	2	2
1377	6	0	2	2
1378	6	0	2	2
1379	6	0	2	2
1380	6	0	2	7
1381	6	0	3	6
1382	6	0	3	6
1383	6	0	4	6
1384	6	0	5	6
1385	6	0	5	6
1386	6	0	4	5
1387	6	0	4	6
1388	6	0	2	2
1389	6	0	2	2
1390	8	0	2	2
1391	6	0	2	2
1392	6	0	2	2
1393	6	0	2	2
1394	6	0	2	2
1395	6	0	2	2
1396	6	0	2	2
1397	6	0	2	2
1398	6	0	2	2
1399	6	0	2	2
1400	8	0	0	0
1401	8	0	0	0
1402	8	0	0	0
1403	8	0	0	0
1404	6	0	0	0
1405	6	0	0	0
1406	6	0	0	0
1407	6	0	0	0
1408	6	2	2	2
1409	8	2	2	2
1410	6	2	2	2
1411	6	2	2	2
1412	6	0	0	0
1413	6	0	0	0
1414	6	0	0	0
1415	6	0	0	0
1416	6	2	2	2
1417	6	2	2	2
1418	6	2	2	2
1419	6	2	2	2
1420	8	0	0	0
1421	8	0	0	0
1422	8	0	0	0
1423	8	0	0	0
1424	6	0	0	0
1425	6	0	0	0
1426	6	0	0	0
1427	6	0	0	0
1428	6	2	2	2
1429	8	2	2	2
1430	6	2	2	2
1431	6	2	2	2
1432	6	0	0	0
1433	6	0	0	0
1434	6	0	0	0
1435	6	0	0	0
1436	6	2	2	2
1437	6	2	2	2
1438	6	2	2	2
1439	6	2	2	2
1440	6	0	3	6
1441	6	0	3	6
1442	6	0	4	6
1443	6	0	5	6
1444	4	0	0	2
1445	4	0	0	2
1446	4	0	0	2
1447	4	0	0	2
1448	6	0	0	2
1449	6	0	0	2
1450	6	0	0	2
1451	6	0	0	2
1452	6	0	2	4
1453	6	0	2	6
1454	6	0	2	8
1455	6	0	4	4
1456	6	0	0	2
1457	6	0	0	2
1458	6	0	0	2
1459	6	0	0	2
1460	6	0	3	6
1461	6	0	3	6
1462	6	0	4	6
1463	6	0	5	6
1464	4	0	0	2
1465	4	0	0	2
1466	4	0	0	2
1467	4	0	0	2
1468	6	0	0	2
1469	6	0	0	2
1470	6	0	0	2
1471	6	0	0	2
1472	6	0	2	4
1473	6	0	2	6
1474	6	0	2	8
1475	6	0	4	4
1476	6	0	0	2
1477	6	0	0	2
1478	6	0	0	2
1479	6	0	0	2
1480	8	0	0	0
1481	8	0	0	0
1482	8	0	0	0
1483	8	0	0	0
1484	8	0	0	0
1485	8	0	0	0
1486	8	0	0	0
1487	8	0	0	0
1488	8	0	0	0
1489	6	0	0	0
1490	6	0	0	0
1491	6	0	0	0
1492	10	0	0	0
1493	10	0	0	0
1494	10	0	0	0
1495	10	0	0	0
1496	6	0	0	0
1497	6	0	0	0
1498	6	0	0	0
1499	6	0	0	0
1500	8	0	0	0
1501	8	0	0	0
1502	8	0	0	0
1503	8	0	0	0
1504	8	0	0	0
1505	8	0	0	0
1506	8	0	0	0
1507	8	0	0	0
1508	8	0	0	0
1509	6	0	0	0
1510	6	0	0	0
1511	6	0	0	0
1512	10	0	0	0
1513	10	0	0	0
1514	10	0	0	0
1515	10	0	0	0
1516	6	0	0	0
1517	6	0	0	0
1518	6	0	0	0
1519	6	0	0	0
1520	10	6	6	10
1521	10	6	6	10
1522	9	6	6	9
1523	10	6	6	10
1524	8	0	0	0
1525	8	0	0	0
1526	8	0	0	0
1527	8	0	0	0
1528	6	0	0	0
1529	6	0	0	0
1530	6	0	0	0
1531	6	0	0	0
1532	6	2	2	2
1533	6	2	2	2
1534	6	2	2	2
1535	6	2	2	2
1536	10	0	0	0
1537	10	0	0	0
1538	10	0	0	0
1539	10	0	0	0
1540	10	6	6	10
1541	10	6	6	10
1542	9	6	6	9
1543	10	6	6	10
1544	8	0	0	0
1545	8	0	0	0
1546	8	0	0	0
1547	8	0	0	0
1548	6	0	0	0
1549	6	0	0	0
1550	6	0	0	0
1551	6	0	0	0
1552	6	2	2	2
1553	6	2	2	2
1554	6	2	2	2
1555	6	2	2	2
1556	10	0	0	0
1557	10	0	0	0
1558	10	0	0	0
1559	10	0	0	0
1560	4	2	2	2
1561	4	2	2	2
1562	4	2	2	2
1563	4	2	2	2
1564	4	2	2	2
1565	4	2	2	2
1566	4	2	2	2
1567	4	2	2	2
1568	6	2	2	2
1569	6	2	2	2
1570	4	2	2	2
1571	4	2	2	2
1572	6	2	2	2
1573	6	2	2	2
1574	6	2	2	2
1575	6	2	2	2
1576	6	2	2	2
1577	6	2	2	2
1578	6	2	2	2
1579	6	2	2	2
1580	4	2	2	2
1581	4	2	2	2
1582	4	2	2	2
1583	4	2	2	2
1584	4	2	2	2
1585	4	2	2	2
1586	4	2	2	2
1587	4	2	2	2
1588	6	2	2	2
1589	6	2	2	2
1590	4	2	2	2
1591	4	2	2	2
1592	6	2	2	2
1593	6	2	2	2
1594	6	2	2	2
1595	6	2	2	2
1596	6	2	2	2
1597	6	2	2	2
1598	6	2	2	2
1599	6	2	2	2
1600	6	0	5	6
1601	6	0	5	5
1602	6	0	4	5
1603	6	0	4	4
1604	6	0	3	5
1605	6	0	2	5
1606	6	0	2	5
1607	6	0	3	4
1608	4	0	1	2
1609	4	0	1	3
1610	6	0	1	5
1611	6	0	1	5
1612	6	0	2	2
1613	6	0	2	2
1614	6	0	2	2
1615	6	0	2	3
1616	6	0	2	3
1617	6	0	2	3
1618	6	0	2	3
1619	6	0	2	3
1620	6	0	5	6
1621	6	0	5	5
1622	6	0	4	5
1623	6	0	4	4
1624	6	0	3	5
1625	6	0	2	5
1626	6	0	2	5
1627	6	0	3	4
1628	4	0	1	2
1629	4	0	1	3
1630	6	0	1	5
1631	6	0	1	5
1632	6	0	2	2
1633	6	0	2	2
1634	6	0	2	2
1635	6	0	2	3
1636	6	0	2	3
1637	6	0	2	3
1638	6	0	2	3
1639	6	0	2	3
1640	8	0	1	1
1641	8	0	1	1
1642	8	0	1	1
1643	8	0	1	1
1644	8	5	7	7
1645	8	5	7	7
1646	8	5	7	7
1647	8	5	7	7
1648	6	0	2	2
1649	6	0	2	2
1650	6	0	2	2
1651	6	0	2	2
1652	6	0	0	0
1653	6	0	0	0
1654	6	0	0	0
1655	6	0	0	0
1656	6	0	0	1
1657	6	0	0	0
1658	6	0	0	0
1659	6	0	0	0
1660	8	0	1	1
1661	8	0	1	1
1662	8	0	1	1
1663	8	0	1	1
1664	8	5	7	7
1665	8	5	7	7
1666	8	5	7	7
1667	8	5	7	7
1668	6	0	2	2
1669	6	0	2	2
1670	6	0	2	2
1671	6	0	2	2
1672	6	0	0	0
1673	6	0	0	0
1674	6	0	0	0
1675	6	0	0	0
1676	6	0	0	1
1677	6	0	0	0
1678	6	0	0	0
1679	6	0	0	0
1680	8	8	8	8
1681	8	8	8	8
1682	8	8	8	8
1683	8	8	8	8
1684	6	0	0	2
1685	6	0	0	2
1686	6	0	0	2
1687	6	0	0	2
1688	10	0	0	1
1689	8	0	0	1
1690	8	0	0	1
1691	8	0	0	1
1692	10	0	1	2
1693	10	0	1	3
1694	10	0	1	2
1695	10	0	1	3
1696	6	0	0	0
1697	6	0	0	0
1698	6	0	0	0
1699	6	0	0	0
1700	8	8	8	8
1701	8	8	8	8
1702	8	8	8	8
1703	8	8	8	8
1704	6	0	0	2
1705	6	0	0	2
1706	6	0	0	2
1707	6	0	0	2
1708	10	0	0	1
1709	8	0	0	1
1710	8	0	0	1
1711	8	0	0	1
1712	10	0	1	2
1713	10	0	1	3
1714	10	0	1	2
1715	10	0	1	3
1716	6	0	0	0
1717	6	0	0	0
1718	6	0	0	0
1719	6	0	0	0
1720	4	0	2	2
1721	4	0	2	3
1722	4	0	2	3
1723	4	1	2	3
1724	6	2	5	6
1725	6	2	5	6
1726	6	2	5	6
1727	6	2	5	6
1728	4	2	2	3
1729	4	2	2	3
1730	4	2	2	3
1731	6	2	3	3
1732	6	0	3	4
1733	6	0	3	4
1734	6	0	3	3
1735	6	0	3	3
1736	6	0	3	6
1737	6	0	3	4
1738	6	0	3	4
1739	6	0	3	4
1740	4	0	2	2
1741	4	0	2	3
1742	4	0	2	3
1743	4	1	2	3
1744	6	2	5	6
1745	6	2	5	6
1746	6	2	5	6
1747	6	2	5	6
1748	4	2	2	3
1749	4	2	2	3
1750	4	2	2	3
1751	6	2	3	3
1752	6	0	3	4
1753	6	0	3	4
1754	6	0	3	3
1755	6	0	3	3
1756	6	0	3	6
1757	6	0	3	4
1758	6	0	3	4
1759	6	0	3	4
1760	6	0	2	5
1761	6	0	3	6
1762	6	0	3	5
1763	6	0	3	5
1764	6	0	3	5
1765	6	0	3	5
1766	6	0	3	5
1767	6	0	3	5
1768	6	0	0	2
1769	6	0	0	2
1770	6	0	0	2
1771	6	0	0	2
1772	6	0	0	1
1773	6	0	0	1
1774	6	0	0	0
1775	6	0	0	0
1776	6	0	0	0
1777	6	0	0	0
1778	6	0	0	0
1779	6	0	0	0
1780	6	0	2	5
1781	6	0	3	6
1782	6	0	3	5
1783	6	0	3	5
1784	6	0	3	5
1785	6	0	3	5
1786	6	0	3	5
1787	6	0	3	5
1788	6	0	0	2
1789	6	0	0	2
1790	6	0	0	2
1791	6	0	0	2
1792	6	0	0	1
1793	6	0	0	1
1794	6	0	0	0
1795	6	0	0	0
1796	6	0	0	0
1797	6	0	0	0
1798	6	0	0	0
1799	6	0	0	0
1800	8	0	0	0
1801	8	0	0	0
1802	8	0	0	0
1803	8	0	0	0
1804	6	0	0	2
1805	6	0	0	2
1806	6	0	0	2
1807	6	0	0	2
1808	5	0	0	1
1809	4	0	0	0
1810	5	0	0	1
1811	7	0	0	1
1812	10	0	0	1
1813	10	0	0	1
1814	10	0	0	1
1815	10	0	0	1
1816	4	0	0	0
1817	4	0	0	0
1818	4	0	0	0
1819	4	0	0	0
1820	8	0	0	0
1821	8	0	0	0
1822	8	0	0	0
1823	8	0	0	0
1824	6	0	0	2
1825	6	0	0	2
1826	6	0	0	2
1827	6	0	0	2
1828	5	0	0	1
1829	4	0	0	0
1830	5	0	0	1
1831	7	0	0	1
1832	10	0	0	1
1833	10	0	0	1
1834	10	0	0	1
1835	10	0	0	1
1836	4	0	0	0
1837	4	0	0	0
1838	4	0	0	0
1839	4	0	0	0
1840	8	2	2	2
1841	8	2	2	2
1842	8	2	2	2
1843	8	2	2	2
1844	6	0	0	1
1845	6	0	0	1
1846	8	0	0	1
1847	8	0	0	1
1848	8	0	0	1
1849	8	0	0	1
1850	8	0	0	1
1851	8	0	0	1
1852	10	1	1	1
1853	10	1	1	1
1854	10	1	1	1
1855	10	1	1	1
1856	6	0	0	1
1857	6	0	0	1
1858	6	0	0	0
1859	6	0	0	0
1860	8	2	2	2
1861	8	2	2	2
1862	8	2	2	2
1863	8	2	2	2
1864	6	0	0	1
1865	6	0	0	1
1866	8	0	0	1
1867	8	0	0	1
1868	8	0	0	1
1869	8	0	0	1
1870	8	0	0	1
1871	8	0	0	1
1872	10	1	1	1
1873	10	1	1	1
1874	10	1	1	1
1875	10	1	1	1
1876	6	0	0	1
1877	6	0	0	1
1878	6	0	0	0
1879	6	0	0	0
1880	6	1	5	6
1881	6	1	4	6
1882	6	1	3	5
1883	5	1	3	4
1884	4	0	3	3
1885	4	0	3	3
1886	4	0	3	3
1887	6	0	4	4
1888	6	0	2	3
1889	6	0	1	2
1890	6	0	1	3
1891	6	0	1	3
1892	6	0	3	5
1893	6	0	2	5
1894	6	0	2	6
1895	6	0	2	6
1896	6	0	1	3
1897	6	0	1	3
1898	6	0	1	4
1899	6	0	1	4
1900	6	1	5	6
1901	6	1	4	6
1902	6	1	3	5
1903	5	1	3	4
1904	4	0	3	3
1905	4	0	3	3
1906	4	0	3	3
1907	6	0	4	4
1908	6	0	2	3
1909	6	0	1	2
1910	6	0	1	3
1911	6	0	1	3
1912	6	0	3	5
1913	6	0	2	5
1914	6	0	2	6
1915	6	0	2	6
1916	6	0	1	3
1917	6	0	1	3
1918	6	0	1	4
1919	6	0	1	4
1920	4	4	4	4
1921	4	4	4	4
1922	4	4	4	4
1923	4	4	4	4
1924	8	0	0	0
1925	8	0	0	0
1926	8	0	0	0
1927	8	0	0	0
1928	8	0	0	1
1929	12	0	0	1
1930	8	0	0	1
1931	8	0	0	1
1932	4	0	0	0
1933	5	0	1	1
1934	5	0	1	1
1935	4	0	0	0
1936	6	0	0	1
1937	6	0	0	0
1938	6	0	0	0
1939	6	0	0	0
1940	4	4	4	4
1941	4	4	4	4
1942	4	4	4	4
1943	4	4	4	4
1944	8	0	0	0
1945	8	0	0	0
1946	8	0	0	0
1947	8	0	0	0
1948	8	0	0	1
1949	12	0	0	1
1950	8	0	0	1
1951	8	0	0	1
1952	4	0	0	0
1953	5	0	1	1
1954	5	0	1	1
1955	4	0	0	0
1956	6	0	0	1
1957	6	0	0	0
1958	6	0	0	0
1959	6	0	0	0
1960	8	2	8	8
1961	8	2	7	8
1962	8	2	7	8
1963	8	3	7	8
1964	6	0	2	5
1965	6	0	2	5
1966	6	0	3	5
1967	6	0	3	5
1968	6	0	2	5
1969	6	0	2	4
1970	6	0	2	4
1971	6	0	2	4
1972	6	0	2	2
1973	6	0	2	2
1974	6	0	2	3
1975	6	0	2	3
1976	6	0	5	5
1977	6	0	5	5
1978	6	0	5	5
1979	6	0	5	5
1980	8	2	8	8
1981	8	2	7	8
1982	8	2	7	8
1983	8	3	7	8
1984	6	0	2	5
1985	6	0	2	5
1986	6	0	3	5
1987	6	0	3	5
1988	6	0	2	5
1989	6	0	2	4
1990	6	0	2	4
1991	6	0	2	4
1992	6	0	2	2
1993	6	0	2	2
1994	6	0	2	3
1995	6	0	2	3
1996	6	0	5	5
1997	6	0	5	5
1998	6	0	5	5
1999	6	0	5	5
2000	6	0	0	0
2001	6	0	0	0
2002	8	0	0	0
2003	8	0	0	0
2004	8	2	2	2
2005	8	2	2	2
2006	8	2	2	2
2007	8	2	2	2
2008	8	2	3	7
2009	8	2	3	7
2010	8	2	2	7
2011	8	2	2	7
2012	6	0	0	0
2013	6	0	0	0
2014	6	0	0	0
2015	6	0	0	0
2016	6	0	0	0
2017	6	0	0	0
2018	6	0	0	0
2019	6	0	0	0
2020	6	0	0	0
2021	6	0	0	0
2022	8	0	0	0
2023	8	0	0	0
2024	8	2	2	2
2025	8	2	2	2
2026	8	2	2	2
2027	8	2	2	2
2028	8	2	3	7
2029	8	2	3	7
2030	8	2	2	7
2031	8	2	2	7
2032	6	0	0	0
2033	6	0	0	0
2034	6	0	0	0
2035	6	0	0	0
2036	6	0	0	0
2037	6	0	0	0
2038	6	0	0	0
2039	6	0	0	0
2040	8	0	0	0
2041	8	0	0	0
2042	8	0	0	0
2043	8	0	0	0
2044	8	0	0	0
2045	8	0	0	0
2046	8	0	0	0
2047	8	0	0	1
2048	8	0	1	2
2049	8	0	1	2
2050	6	0	1	2
2051	6	0	1	2
2052	10	0	0	1
2053	10	0	0	1
2054	10	0	0	1
2055	10	0	1	1
2056	10	0	0	1
2057	10	0	0	1
2058	10	0	0	1
2059	10	0	0	1
2060	8	0	0	0
2061	8	0	0	0
2062	8	0	0	0
2063	8	0	0	0
2064	8	0	0	0
2065	8	0	0	0
2066	8	0	0	0
2067	8	0	0	1
2068	8	0	1	2
2069	8	0	1	2
2070	6	0	1	2
2071	6	0	1	2
2072	10	0	0	1
2073	10	0	0	1
2074	10	0	0	1
2075	10	0	1	1
2076	10	0	0	1
2077	10	0	0	1
2078	10	0	0	1
2079	10	0	0	1
2080	8	0	0	0
2081	8	0	0	0
2082	8	0	0	0
2083	8	0	0	0
2084	8	0	0	0
2085	8	0	0	0
2086	8	0	0	0
2087	8	0	0	0
2088	8	0	0	0
2089	8	0	0	0
2090	8	0	0	0
2091	8	0	0	0
2092	6	0	0	0
2093	6	0	0	0
2094	6	0	0	0
2095	5	0	0	0
2096	6	0	0	0
2097	6	0	0	0
2098	6	0	0	0
2099	6	0	0	0
2100	8	0	0	0
2101	8	0	0	0
2102	8	0	0	0
2103	8	0	0	0
2104	8	0	0	0
2105	8	0	0	0
2106	8	0	0	0
2107	8	0	0	0
2108	8	0	0	0
2109	8	0	0	0
2110	8	0	0	0
2111	8	0	0	0
2112	6	0	0	0
2113	6	0	0	0
2114	6	0	0	0
2115	5	0	0	0
2116	6	0	0	0
2117	6	0	0	0
2118	6	0	0	0
2119	6	0	0	0
2120	8	8	8	8
2121	8	8	8	8
2122	8	8	7	7
2123	8	6	6	8
2124	6	6	6	6
2125	6	5	5	5
2126	6	5	5	5
2127	6	5	5	5
2128	8	0	0	0
2129	6	0	0	0
2130	6	0	0	0
2131	6	0	0	0
2132	6	0	0	0
2133	6	0	0	0
2134	6	0	0	0
2135	6	0	0	0
2136	6	0	0	0
2137	6	0	0	0
2138	6	0	0	0
2139	6	0	0	0
2140	8	8	8	8
2141	8	8	8	8
2142	8	8	7	7
2143	8	6	6	8
2144	6	6	6	6
2145	6	5	5	5
2146	6	5	5	5
2147	6	5	5	5
2148	8	0	0	0
2149	6	0	0	0
2150	6	0	0	0
2151	6	0	0	0
2152	6	0	0	0
2153	6	0	0	0
2154	6	0	0	0
2155	6	0	0	0
2156	6	0	0	0
2157	6	0	0	0
2158	6	0	0	0
2159	6	0	0	0
2160	6	0	3	6
2161	6	0	2	6
2162	6	0	4	6
2163	6	0	2	5
2164	4	0	0	2
2165	4	0	0	2
2166	4	0	0	2
2167	4	0	0	1
2168	6	0	0	2
2169	6	0	0	3
2170	6	0	0	2
2171	4	0	0	2
2172	6	0	0	2
2173	6	0	0	2
2174	6	0	0	2
2175	6	0	0	2
2176	6	0	0	3
2177	6	0	0	3
2178	6	0	0	3
2179	6	0	0	3
2180	6	0	3	6
2181	6	0	2	6
2182	6	0	4	6
2183	6	0	2	5
2184	4	0	0	2
2185	4	0	0	2
2186	4	0	0	2
2187	4	0	0	1
2188	6	0	0	2
2189	6	0	0	3
2190	6	0	0	2
2191	4	0	0	2
2192	6	0	0	2
2193	6	0	0	2
2194	6	0	0	2
2195	6	0	0	2
2196	6	0	0	3
2197	6	0	0	3
2198	6	0	0	3
2199	6	0	0	3
2200	8	6	8	8
2201	8	6	8	8
2202	9	6	9	9
2203	9	6	9	9
2204	6	2	2	2
2205	6	2	2	2
2206	6	2	2	2
2207	6	2	2	2
2208	6	0	0	0
2209	6	0	0	0
2210	6	0	0	0
2211	6	0	0	0
2212	6	0	0	0
2213	6	0	0	0
2214	6	0	0	0
2215	6	0	0	0
2216	6	0	0	0
2217	6	0	0	0
2218	6	0	0	0
2219	6	0	0	0
2220	8	6	8	8
2221	8	6	8	8
2222	9	6	9	9
2223	9	6	9	9
2224	6	2	2	2
2225	6	2	2	2
2226	6	2	2	2
2227	6	2	2	2
2228	6	0	0	0
2229	6	0	0	0
2230	6	0	0	0
2231	6	0	0	0
2232	6	0	0	0
2233	6	0	0	0
2234	6	0	0	0
2235	6	0	0	0
2236	6	0	0	0
2237	6	0	0	0
2238	6	0	0	0
2239	6	0	0	0
2240	8	0	0	0
2241	8	0	0	0
2242	8	0	0	0
2243	8	0	0	0
2244	8	0	0	0
2245	8	0	0	0
2246	8	0	0	0
2247	8	0	0	0
2248	6	0	0	1
2249	8	0	0	1
2250	8	0	0	1
2251	8	0	0	1
2252	6	0	0	0
2253	6	0	0	0
2254	6	0	0	0
2255	6	0	0	0
2256	10	0	0	0
2257	10	0	0	0
2258	10	0	0	0
2259	10	0	0	0
2260	8	0	0	0
2261	8	0	0	0
2262	8	0	0	0
2263	8	0	0	0
2264	8	0	0	0
2265	8	0	0	0
2266	8	0	0	0
2267	8	0	0	0
2268	6	0	0	1
2269	8	0	0	1
2270	8	0	0	1
2271	8	0	0	1
2272	6	0	0	0
2273	6	0	0	0
2274	6	0	0	0
2275	6	0	0	0
2276	10	0	0	0
2277	10	0	0	0
2278	10	0	0	0
2279	10	0	0	0
2280	6	4	6	6
2281	6	2	6	6
2282	6	2	6	6
2283	6	2	6	6
2284	8	0	3	5
2285	6	0	3	6
2286	6	0	4	6
2287	6	0	3	6
2288	4	0	1	1
2289	6	0	3	3
2290	6	0	2	2
2291	6	0	2	2
2292	6	0	2	2
2293	6	0	2	2
2294	6	0	2	2
2295	6	0	2	2
2296	6	0	2	2
2297	6	0	2	2
2298	6	0	2	2
2299	6	0	2	2
2300	6	4	6	6
2301	6	2	6	6
2302	6	2	6	6
2303	6	2	6	6
2304	8	0	3	5
2305	6	0	3	6
2306	6	0	4	6
2307	6	0	3	6
2308	4	0	1	1
2309	6	0	3	3
2310	6	0	2	2
2311	6	0	2	2
2312	6	0	2	2
2313	6	0	2	2
2314	6	0	2	2
2315	6	0	2	2
2316	6	0	2	2
2317	6	0	2	2
2318	6	0	2	2
2319	6	0	2	2
2320	6	0	3	5
2321	6	0	3	5
2322	6	0	3	3
2323	6	0	3	4
2324	6	0	3	6
2325	6	0	4	6
2326	6	0	5	6
2327	6	0	5	6
2328	6	0	3	3
2329	6	0	3	3
2330	6	0	3	4
2331	6	0	3	5
2332	6	0	4	5
2333	6	0	5	5
2334	6	0	4	5
2335	6	0	4	4
2336	6	0	2	2
2337	6	0	2	3
2338	6	0	3	3
2339	6	0	2	3
2340	6	0	3	5
2341	6	0	3	5
2342	6	0	3	3
2343	6	0	3	4
2344	6	0	3	6
2345	6	0	4	6
2346	6	0	5	6
2347	6	0	5	6
2348	6	0	3	3
2349	6	0	3	3
2350	6	0	3	4
2351	6	0	3	5
2352	6	0	4	5
2353	6	0	5	5
2354	6	0	4	5
2355	6	0	4	4
2356	6	0	2	2
2357	6	0	2	3
2358	6	0	3	3
2359	6	0	2	3
2360	4	0	2	2
2361	4	0	2	2
2362	4	0	2	2
2363	4	0	2	2
2364	4	0	2	2
2365	4	0	2	2
2366	4	0	2	2
2367	4	0	2	2
2368	6	0	2	3
2369	8	0	3	3
2370	6	0	2	3
2371	6	0	2	2
2372	6	0	2	2
2373	6	0	2	2
2374	6	0	2	2
2375	6	0	2	2
2376	6	0	2	3
2377	6	0	2	3
2378	6	0	1	3
2379	6	0	1	3
2380	4	0	2	2
2381	4	0	2	2
2382	4	0	2	2
2383	4	0	2	2
2384	4	0	2	2
2385	4	0	2	2
2386	4	0	2	2
2387	4	0	2	2
2388	6	0	2	3
2389	8	0	3	3
2390	6	0	2	3
2391	6	0	2	2
2392	6	0	2	2
2393	6	0	2	2
2394	6	0	2	2
2395	6	0	2	2
2396	6	0	2	3
2397	6	0	2	3
2398	6	0	1	3
2399	6	0	1	3
2400	8	2	3	6
2401	8	2	3	6
2402	8	2	3	6
2403	8	2	3	7
2404	8	0	1	2
2405	8	0	0	1
2406	8	0	0	1
2407	8	0	1	3
2408	6	0	0	1
2409	6	0	0	1
2410	6	0	0	3
2411	6	0	0	0
2412	10	8	9	9
2413	10	8	10	10
2414	10	8	10	10
2415	10	8	10	10
2416	6	0	2	2
2417	6	0	2	2
2418	6	0	2	2
2419	6	0	2	2
2420	8	2	3	6
2421	8	2	3	6
2422	8	2	3	6
2423	8	2	3	7
2424	8	0	1	2
2425	8	0	0	1
2426	8	0	0	1
2427	8	0	1	3
2428	6	0	0	1
2429	6	0	0	1
2430	6	0	0	3
2431	6	0	0	0
2432	10	8	9	9
2433	10	8	10	10
2434	10	8	10	10
2435	10	8	10	10
2436	6	0	2	2
2437	6	0	2	2
2438	6	0	2	2
2439	6	0	2	2
2440	8	0	2	2
2441	8	0	2	2
2442	8	0	2	2
2443	8	0	2	2
2444	8	0	0	0
2445	8	0	0	0
2446	8	0	0	0
2447	8	0	0	0
2448	6	0	0	0
2449	6	0	0	0
2450	8	0	0	0
2451	8	0	0	0
2452	6	0	0	0
2453	6	0	0	0
2454	6	0	0	0
2455	6	0	0	0
2456	10	0	0	0
2457	10	0	0	0
2458	10	0	0	0
2459	10	0	0	0
2460	8	0	2	2
2461	8	0	2	2
2462	8	0	2	2
2463	8	0	2	2
2464	8	0	0	0
2465	8	0	0	0
2466	8	0	0	0
2467	8	0	0	0
2468	6	0	0	0
2469	6	0	0	0
2470	8	0	0	0
2471	8	0	0	0
2472	6	0	0	0
2473	6	0	0	0
2474	6	0	0	0
2475	6	0	0	0
2476	10	0	0	0
2477	10	0	0	0
2478	10	0	0	0
2479	10	0	0	0
2480	4	4	4	4
2481	4	4	4	4
2482	4	4	4	4
2483	4	4	4	4
2484	6	0	0	1
2485	6	0	0	1
2486	6	0	0	0
2487	6	0	0	0
2488	6	0	0	0
2489	6	0	0	0
2490	6	0	0	0
2491	6	0	0	0
2492	6	2	2	2
2493	6	2	2	2
2494	6	2	2	2
2495	6	2	2	2
2496	6	0	2	2
2497	6	0	2	2
2498	6	0	2	2
2499	6	0	2	2
2500	4	4	4	4
2501	4	4	4	4
2502	4	4	4	4
2503	4	4	4	4
2504	6	0	0	1
2505	6	0	0	1
2506	6	0	0	0
2507	6	0	0	0
2508	6	0	0	0
2509	6	0	0	0
2510	6	0	0	0
2511	6	0	0	0
2512	6	2	2	2
2513	6	2	2	2
2514	6	2	2	2
2515	6	2	2	2
2516	6	0	2	2
2517	6	0	2	2
2518	6	0	2	2
2519	6	0	2	2
2520	6	4	6	6
2521	6	4	6	6
2522	6	4	6	6
2523	8	4	6	6
2524	8	0	0	4
2525	8	0	0	5
2526	8	0	1	5
2527	8	0	1	5
2528	6	0	2	2
2529	6	0	2	2
2530	8	0	2	2
2531	6	0	2	2
2532	6	0	2	2
2533	6	0	2	2
2534	6	0	2	2
2535	6	0	2	2
2536	6	0	0	0
2537	6	0	0	0
2538	6	0	0	0
2539	6	0	0	0
2540	6	4	6	6
2541	6	4	6	6
2542	6	4	6	6
2543	8	4	6	6
2544	8	0	0	4
2545	8	0	0	5
2546	8	0	1	5
2547	8	0	1	5
2548	6	0	2	2
2549	6	0	2	2
2550	8	0	2	2
2551	6	0	2	2
2552	6	0	2	2
2553	6	0	2	2
2554	6	0	2	2
2555	6	0	2	2
2556	6	0	0	0
2557	6	0	0	0
2558	6	0	0	0
2559	6	0	0	0
2560	8	0	0	0
2561	8	0	0	0
2562	8	0	0	0
2563	8	0	0	0
2564	8	0	0	0
2565	8	0	0	0
2566	8	0	0	0
2567	8	0	0	0
2568	6	0	0	0
2569	6	0	0	0
2570	6	0	0	0
2571	6	0	0	0
2572	6	2	2	2
2573	6	2	2	2
2574	6	2	2	2
2575	6	2	2	2
2576	10	0	0	0
2577	10	0	0	0
2578	10	0	0	0
2579	10	0	0	0
2580	8	0	0	0
2581	8	0	0	0
2582	8	0	0	0
2583	8	0	0	0
2584	8	0	0	0
2585	8	0	0	0
2586	8	0	0	0
2587	8	0	0	0
2588	6	0	0	0
2589	6	0	0	0
2590	6	0	0	0
2591	6	0	0	0
2592	6	2	2	2
2593	6	2	2	2
2594	6	2	2	2
2595	6	2	2	2
2596	10	0	0	0
2597	10	0	0	0
2598	10	0	0	0
2599	10	0	0	0
2600	6	1	3	3
2601	6	0	3	4
2602	4	0	1	2
2603	4	0	1	3
2604	6	0	2	3
2605	6	0	2	3
2606	6	0	3	4
2607	4	0	1	2
2608	4	0	2	2
2609	4	0	2	3
2610	6	0	2	3
2611	6	0	2	5
2612	6	0	2	3
2613	6	0	2	3
2614	6	0	2	3
2615	6	0	1	4
2616	6	0	2	3
2617	6	0	2	3
2618	6	0	2	3
2619	6	0	2	2
2620	6	1	3	3
2621	6	0	3	4
2622	4	0	1	2
2623	4	0	1	3
2624	6	0	2	3
