name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
paper_highA,0,0,8.1133264861482083e-09,256,EventLocationLimited,-133429877.58426142,469.743023,nan,nan
paper_highA,0,1,8.1133264861482079e-08,128,EventLocationLimited,-32496657.67520538,533.760238,-32496685.618290726,27.9430853
paper_highA,0,1,8.1133264861482079e-08,256,EventLocationLimited,-32496657.67520538,533.760238,nan,nan
paper_highA,0,1,2.4339979458444623e-08,128,EventLocationLimited,-32496657.67520538,533.760238,nan,nan
paper_highA,0,1,2.4339979458444623e-08,256,EventLocationLimited,-32496657.67520538,533.760238,nan,nan
paper_highA,0,1,8.1133264861482083e-09,128,EventLocationLimited,-32496657.67520538,533.760238,nan,nan
paper_highA,0,1,8.1133264861482083e-09,256,EventLocationLimited,-32496657.67520538,533.760238,nan,nan
paper_highA,0,2,8.1133264861482079e-08,128,EventLocationLimited,-6947010.7145391861,2062.34063,-6946721.3623346193,289.352205
paper_highA,0,2,8.1133264861482079e-08,256,EventLocationLimited,-6947010.7145391861,2062.34063,nan,nan
paper_highA,0,2,2.4339979458444623e-08,128,EventLocationLimited,-6947010.7145391861,2062.34063,-6946983.7315885164,26.9829507
paper_highA,0,2,2.4339979458444623e-08,256,EventLocationLimited,-6947010.7145391861,2062.34063,nan,nan
paper_highA,0,2,8.1133264861482083e-09,128,EventLocationLimited,-6947010.7145391861,2062.34063,-203715967.13250178,196768956
paper_highA,0,2,8.1133264861482083e-09,256,EventLocationLimited,-6947010.7145391861,2062.34063,nan,nan
paper_highA,0,3,5.8095075817158435,128,EventLocationLimited,-4.5853631734869644,1.32343277e-05,-4.5853663737908885,3.20030392e-06
paper_highA,0,3,5.8095075817158435,256,EventLocationLimited,-4.5853631734869644,1.32343277e-05,nan,nan
paper_highA,0,3,1.7428522745147528,128,EventLocationLimited,-4.5853631734869644,1.32343277e-05,-4.5853634957713156,3.22284351e-07
paper_highA,0,3,1.7428522745147528,256,EventLocationLimited,-4.5853631734869644,1.32343277e-05,nan,nan
paper_highA,0,3,0.58095075817158437,128,EventLocationLimited,-4.5853631734869644,1.32343277e-05,-4.5853632558207442,8.23337798e-08
paper_highA,0,3,0.58095075817158437,256,EventLocationLimited,-4.5853631734869644,1.32343277e-05,nan,nan
paper_highA,0,4,0.0016869965260211354,128,EventLocationLimited,29310.412872101137,47.8260779,29310.530503658414,0.117631557
paper_highA,0,4,0.0016869965260211354,256,EventLocationLimited,29310.412872101137,47.8260779,nan,nan
paper_highA,0,4,0.0005060989578063405,128,EventLocationLimited,29310.412872101137,47.8260779,nan,nan
paper_highA,0,4,0.0005060989578063405,256,EventLocationLimited,29310.412872101137,47.8260779,29310.423263373439,0.0103912723
paper_highA,0,4,0.00016869965260211354,128,EventLocationLimited,29310.412872101137,47.8260779,29310.413551128891,0.000679027755
paper_highA,0,4,0.00016869965260211354,256,EventLocationLimited,29310.412872101137,47.8260779,29310.413768540086,0.000896438949
paper_highA,0.5,0,8.1133264861482079e-08,128,InnerAccuracyLimited,-144429215.87497154,1325.29601,nan,nan
paper_highA,0.5,0,8.1133264861482079e-08,256,InnerAccuracyLimited,-144429215.87497154,1325.29601,-144429300.58900937,84.7140378
paper_highA,0.5,0,2.4339979458444623e-08,128,InnerAccuracyLimited,-144429215.87497154,1325.29601,nan,nan
paper_highA,0.5,0,2.4339979458444623e-08,256,InnerAccuracyLimited,-144429215.87497154,1325.29601,-144429331.32836443,115.453393
paper_highA,0.5,0,8.1133264861482083e-09,128,InnerAccuracyLimited,-144429215.87497154,1325.29601,-144429334.47748315,118.602512
paper_highA,0.5,0,8.1133264861482083e-09,256,InnerAccuracyLimited,-144429215.87497154,1325.29601,nan,nan
paper_highA,0.5,1,8.1133264861482079e-08,128,InnerAccuracyLimited,-52457858.708253123,835.12174,-52457881.728182703,23.0199296
paper_highA,0.5,1,8.1133264861482079e-08,256,InnerAccuracyLimited,-52457858.708253123,835.12174,nan,nan
paper_highA,0.5,1,2.4339979458444623e-08,128,InnerAccuracyLimited,-52457858.708253123,835.12174,nan,nan
paper_highA,0.5,1,2.4339979458444623e-08,256,InnerAccuracyLimited,-52457858.708253123,835.12174,nan,nan
paper_highA,0.5,1,8.1133264861482083e-09,128,InnerAccuracyLimited,-52457858.708253123,835.12174,nan,nan
paper_highA,0.5,1,8.1133264861482083e-09,256,InnerAccuracyLimited,-52457858.708253123,835.12174,nan,nan
paper_highA,0.5,2,8.1133264861482079e-08,128,InnerAccuracyLimited,7897911.9128612205,1592.24359,7898213.9742562668,302.061395
paper_highA,0.5,2,8.1133264861482079e-08,256,InnerAccuracyLimited,7897911.9128612205,1592.24359,nan,nan
paper_highA,0.5,2,2.4339979458444623e-08,128,InnerAccuracyLimited,7897911.9128612205,1592.24359,7897962.1133182542,50.200457
paper_highA,0.5,2,2.4339979458444623e-08,256,InnerAccuracyLimited,7897911.9128612205,1592.24359,nan,nan
