case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes native_ms native_calls native_pass native_violations native_root_pass native_root_violations solve_total radial_total prepare conjugate metadata chart diagnostic noise_checks noise_all noise_first noise_ratio noise_valid rootpair_calls rootpair_success rootpair_cold predictor_reject newton_reject branch_reject tmax_reject vfloor_reject newton_iterations newton_pairs_accepted quartic_cold quartic_warm rootpair_ms predictor_nonpositive corrected_nonpositive corrected_tiny_positive
0 linear 0 0 54.841665999999996 7.0379226907888537 1 67 53.600380000000001 0.045282000000000003 0.23644000000000001 0.0075579999999999996 0.0018550000000000003 0.010094000000000001 0.023429999999999999 0.183971 0.33975 52.736013999999997 0.11099799999999999 2.8e-05 0.062248999999999999 0.0087770000000000001 0.012834000000000002 0.15736399999999998 0.034325999999999995 0.0089080000000000027 0 0 0 0 0 0 0 0 0 0 53.383704000000002 53.564821999999999 0.011834000000000001 0.011634 0.017201000000000001 0.00088900000000000003 0 0 0 0 0 0 54 13 41 2 10 12 0 6 65 13 5 49 0.11709100000000003 0 0 6
0 linear 0 7 50.001719000000001 7.165175685042759 1 83 49.647598000000002 0.011908999999999999 0.28138800000000008 0.0064670000000000005 0.001305 0.0058650000000000004 0.018286 0.020912 0.36488399999999999 49.102516000000001 0.092242999999999992 2.5999999999999998e-05 0.017144 0.0019940000000000001 0.0044509999999999992 0.20245999999999997 0.041045999999999978 0.0097099999999999981 0 1 15 15 0 0 0 0 0 0 49.572142999999997 49.638589000000003 0.0049030000000000002 0.0056100000000000004 0.012799999999999999 6.8999999999999997e-05 0 2 1 16 0.00115407797797932 2 61 15 46 2 11 13 0 7 71 15 5 63 0.14428099999999994 0 0 7
0 linear 0 15 49.605445000000003 7.2540425509600803 1 91 49.229750000000003 0.012222 0.33084599999999997 0.0077270000000000004 0.0015789999999999999 0.0031189999999999998 0.010173 0.0087180000000000001 0.245228 48.776005000000005 0.090739 2.6999999999999999e-05 0.083797999999999997 0.001892 0.0039680000000000002 0.23869100000000004 0.048317000000000027 0.011511000000000004 0 2 13 13 0 0 0 0 0 0 49.103163000000002 49.222332000000002 0.001699 0.0053680000000000004 0.012499999999999999 3.8000000000000002e-05 0 1 1 8 0.0027134713756958736 1 63 13 50 2 16 18 0 6 92 13 5 73 0.16036600000000001 0 0 6
0 linear 0 23 49.791179999999997 7.2793514851610421 1 91 49.359636000000002 0.011738999999999999 0.38508499999999979 0.0079169999999999987 0.0036950000000000004 0.0043270000000000001 0.010862 0.010423 0.39686399999999999 48.785498000000004 0.092130999999999991 2.5000000000000001e-05 0.048595000000000006 0.001794 0.0038960000000000002 0.27376100000000009 0.048150000000000005 0.013006 0 3 13 13 0 0 0 0 0 0 49.266750000000002 49.352665000000002 0.0017459999999999999 0.0053579999999999999 0.012859000000000001 3.6999999999999998e-05 0 1 1 8 0.0030160757831446021 1 67 13 54 3 21 24 0 7 119 13 5 73 0.18822999999999995 0 0 7
0 linear 1 0 1.043911 589.76731831372365 1 105 0.63478199999999996 0.013624000000000001 0.32908399999999988 0.007222000000000001 0.001598 0.0031939999999999998 0.010152 0.17613200000000001 0.13227 0 0.0098329999999999997 0.0015820000000000001 0.25184399999999996 0.0015989999999999999 0.004438000000000001 0.17083099999999996 0.082749000000000072 0.018257000000000013 0 0 0 0 0.0057400000000000003 1 0 0 14 0 0.328459 0.62504700000000002 0.00114 0.0036510000000000002 0.017502 0.0036419999999999998 0 0 0 0 0 0 74 45 29 4 3 8 0 3 232 65 7 53 0.092010999999999954 0 0 3
0 linear 1 7 0.672068 593.09247526628167 1 105 0.31013099999999999 0.013202 0.32020799999999999 0.0063449999999999999 0.001423 0.0028040000000000001 0.0092490000000000003 0.0083370000000000007 0.13947799999999999 0 0.0034759999999999999 0.0010510000000000001 0.103575 0.0011019999999999999 0.0037330000000000002 0.16490999999999997 0.076530000000000056 0.01748100000000001 0 1 19 19 0.0029060000000000002 1 0 0 14 0 0.15959100000000001 0.30371199999999998 0.0013749999999999999 0.0035349999999999999 0.014336 0.0012539999999999999 0 1 1 8 0.0016863986939356674 1 74 45 29 4 3 8 0 3 232 65 7 53 0.08947200000000001 0 0 3
0 linear 1 15 0.94791499999999995 596.53003682974679 1 128 0.419045 0.015447000000000001 0.44034099999999982 0.0076860000000000001 0.0019449999999999999 0.0040130000000000001 0.010545000000000001 0.0092090000000000002 0.11138199999999999 0 0.0047699999999999999 0.001111 0.225747 0.00282 0.0047349999999999996 0.22445100000000007 0.10177699999999999 0.023331000000000015 0 2 19 19 0.0032039999999999998 1 0 0 14 0 0.13689599999999999 0.40881000000000001 0.0028240000000000001 0.0035109999999999998 0.015257 0.0014530000000000001 0 1 1 8 0.18679473719266346 1 85 46 39 6 3 9 2 3 239 65 8 74 0.11776199999999999 0 0 3
0 linear 1 23 0.73678299999999997 599.54254534181996 1 128 0.26566600000000001 0.012847000000000001 0.42614000000000024 0.0071580000000000003 0.0015010000000000002 0.0027179999999999999 0.0086979999999999991 0.0083320000000000009 0.13279299999999999 0 0.0035639999999999999 0.00094399999999999996 0.071707999999999994 0.001073 0.0037669999999999999 0.21484200000000006 0.099378000000000091 0.022886 0 3 19 19 0.0030010000000000002 1 0 0 14 0 0.152725 0.25938099999999997 0.0013860000000000001 0.0033779999999999999 0.013972999999999999 0.0013159999999999999 0 1 1 8 0.0068439882711387309 1 85 47 38 5 3 8 1 3 243 67 8 73 0.110995 0 0 3
0 linear 2 0 35.061920000000001 2.3667291596036724 1 61 34.806646000000001 0.013106 0.21061699999999997 0.0081069999999999996 0.0011329999999999999 0.0031319999999999998 0.010016000000000001 0.17414199999999999 0.32836399999999999 34.145507000000002 0.086886999999999992 3.0000000000000001e-05 0.043466999999999999 0.002689 0.0039580000000000006 0.14091199999999998 0.030727000000000004 0.0081220000000000025 0 0 0 0 0 0 0 0 0 0 34.716695000000001 34.796962000000001 0.0010169999999999999 0.0056230000000000004 0.01329 6.0000000000000002e-05 0 0 0 0 0 0 47 21 26 2 10 12 0 6 88 21 3 37 0.086310999999999985 0 0 6
0 linear 2 7 47.755986999999998 2.4102109454225378 1 61 47.484315000000002 0.011648 0.23395099999999996 0.0062350000000000001 0.000968 0.0032179999999999999 0.010612999999999999 0.010449 0.31650899999999998 47.039775999999996 0.084179000000000004 3.3000000000000003e-05 0.0098289999999999992 0.0015790000000000001 0.0038119999999999994 0.16886700000000004 0.030291000000000009 0.008151000000000002 0 1 16 13 0 0 0 0 0 0 47.433017 47.477443000000001 0.0016789999999999999 0.0053969999999999999 0.011945999999999998 5.7000000000000003e-05 0 1 1 8 0.11055858717162853 1 43 16 27 3 9 12 0 5 79 16 3 42 0.114802 0 0 5
