plan15 0 0.001 6.0199734411766661 1 0 96 5.5623030761814105 2 -17.13778305450219 2 -10.351972294605517 2 -4.9886050842046341 2 1.2388192089805981 2
plan15 0 0.0001 6.01995216662724 1 0 128 5.5617213302092949 2 -17.137881616027069 2 -10.351570982846674 2 -4.9880408644329011 2 1.2384916195806779 2
plan15 0.5 0.001 6.1205212714608184 1 0 96 7.3102125033531076 2 -17.351928626797402 2 -11.441781219480562 2 -5.4834915686834895 2 1.3009862761730591 2
plan15 0.5 0.0001 6.120501629823929 1 0 144 7.3097573084363727 2 -17.352259542590108 2 -11.44145257807789 2 -5.483181046386048 2 1.3006762480169101 2
resonant 0 0.001 13.730112469893562 1 0 87 155.51807528299832 2 -93.341053691238415 2 -97.163619048154573 2 -42.289312180390418 2 -2.8712235059534712 2
resonant 0 0.0001 13.730114127908289 1 0 127 155.52757778499387 2 -93.343048891270996 2 -97.15409964540487 2 -42.286566469296652 2 -2.8705920388995292 2
resonant 0.5 0.001 13.877443246448525 1 0 87 166.70052442153747 2 -122.32479555166225 2 -85.560907527353635 2 -44.3214580610166 2 -2.9016679202868256 2
resonant 0.5 0.0001 13.877485762668311 1 0 119 166.70189537845985 2 -122.32236398626401 2 -85.566169012851645 2 -44.320400393413443 2 -2.9016655158444884 2
close-binary 0 0.001 8.1332028642487071 1 0 80 -50.836548948166154 2 40.750390027255598 2 -11.061904208626624 2 8.2681104546203574 2 33.087013947348296 2
close-binary 0 0.0001 8.1331861711261286 1 0 104 -50.834956226351352 2 40.750227543305002 1 -11.059372464664966 2 8.2684270542272387 2 33.087479141351309 2
close-binary 0.5 0.001 8.0834047414668415 1 0 80 -51.661962336056206 2 50.78160686742762 2 -5.4480956533110234 2 8.3450726154402322 2 34.01855156311742 2
close-binary 0.5 0.0001 8.0833951022848627 1 0 120 -51.658712534147398 2 50.779817701440336 1 -5.4494359841888018 2 8.3456722979392666 2 34.020697027588405 2
wide-planet 0 0.001 1.1591934436489093 1 0 37 -0.27591187625595781 2 -0.027827322646914836 2 0.0026796551900032856 2 1.5221070563645562 2 -0.0043240452028756298 2
wide-planet 0 0.0001 1.1591934436470936 1 0 53 -0.27591187623433366 1 -0.027827322667992593 1 0.0026796553604115287 2 1.5221070525937808 2 -0.0043240451746574598 2
wide-planet 0.5 0.001 1.1591902248377179 1 0 37 -0.27590314408121414 2 -0.02783346162514971 2 0.0024655979780326721 2 1.5224359715378935 2 -0.0043310846797610788 2
wide-planet 0.5 0.0001 1.1591902257554041 1 0 53 -0.27590314430950491 2 -0.027833461378129924 2 0.0024655062005830321 2 1.5224359591828003 2 -0.0043310846106093918 2
cusp-approach 0 0.001 1.5003304394825512 1 0 52 -1.0247252396377085 2 0.66954005499805591 2 0.028539250906895582 2 0.41541401462180372 2 0.24082047499896991 2
cusp-approach 0 0.0001 1.5003323150038625 1 0 76 -1.024714178301448 2 0.66953636665342842 1 0.028441885114082056 2 0.41542205261216569 2 0.24082098825974269 1
