row profile bin epoch event_index X Y rho q a radius topology old_decision old_p4_steps old_probe_ms fast_screen fast_screen_ms p4_interval_lo p4_interval_hi p3_interval_lo p3_interval_hi p3_qf_gate_hi d14_gap overlap_budget fast_reject_old_accept
12 on-axis-off 0 0 2 0.5 0 0.050000000000000003 0.40000000000000002 1.1000000000000001 0.71155514818599941 OK accepted 2 0.0092259999999999998 possible_fail_open 0.0075069999999999998 0.7115551481859963 0.71155514818600252 -2.4703282292062327e-323 2.4703282292062327e-323 1.4621533373614989e-30 0 7.351431884746706e-14 0
17 caustic-cross 0 0 4 0.12 0 0.02 0.5 1 0.83746378957463308 OK accepted 3 0.017661 possible_fail_open 0.010651000000000001 0.83746378957462975 0.83746378957463641 -2.4703282292062327e-323 2.4703282292062327e-323 1.5371020232347875e-31 0 7.8869214507183022e-14 0
17 caustic-cross 0 0 7 0.12 0 0.02 0.5 1 0.85720378575239498 OK accepted 3 0.013746 possible_fail_open 0.0090749999999999997 0.85720378575239153 0.85720378575239842 -2.4703282292062327e-323 2.4703282292062327e-323 1.5165223404279515e-31 0 8.031843736240476e-14 0
18 caustic-cross 0 0 4 0.12 0 0.02 0.5 1 0.83746378957463308 OK accepted 3 0.012586999999999999 possible_fail_open 0.0086979999999999991 0.83746378957462975 0.83746378957463641 -2.4703282292062327e-323 2.4703282292062327e-323 1.5371020232347875e-31 0 7.8869214507183022e-14 0
18 caustic-cross 0 0 7 0.12 0 0.02 0.5 1 0.85720378575239498 OK accepted 3 0.010909 possible_fail_open 0.0079109999999999996 0.85720378575239153 0.85720378575239842 -2.4703282292062327e-323 2.4703282292062327e-323 1.5165223404279515e-31 0 8.031843736240476e-14 0
21 extreme-q-planet 0 0 1 1 0.01 0.014999999999999999 3.0000000000000001e-05 1.6000000000000001 0.61494530456379126 OK no_coincident_d14_event 3 0.016191000000000001 no_d14_overlap 0.0056870000000000002 0.61494530456378826 0.61494530456379426 nan nan nan 0.0010605018761420393 6.9850182248036567e-14 0
21 extreme-q-planet 0 0 2 1 0.01 0.014999999999999999 3.0000000000000001e-05 1.6000000000000001 0.62112567813740649 OK no_coincident_d14_event 3 0.012182 no_d14_overlap 0.0050039999999999998 0.62112567813740349 0.62112567813740949 nan nan nan 0.0010507511576774986 7.0085844450178658e-14 0
22 extreme-q-planet 0 0 1 1 0.01 0.014999999999999999 3.0000000000000001e-05 1.6000000000000001 0.61494530456379126 OK no_coincident_d14_event 3 0.012593999999999999 no_d14_overlap 0.0053420000000000004 0.61494530456378826 0.61494530456379426 nan nan nan 0.0010605018761420393 6.9850182248036567e-14 0
22 extreme-q-planet 0 0 2 1 0.01 0.014999999999999999 3.0000000000000001e-05 1.6000000000000001 0.62112567813740649 OK no_coincident_d14_event 3 0.010855999999999999 no_d14_overlap 0.0048729999999999997 0.62112567813740349 0.62112567813740949 nan nan nan 0.0010507511576774986 7.0085844450178658e-14 0
25 very-close 0 0 6 0.10000000000000001 0.050000000000000003 0.059999999999999998 0.59999999999999998 0.25 0.89387243065431898 OK no_coincident_d14_event 2 0.013946 no_d14_overlap 0.0057349999999999996 0.89387243065431554 0.89387243065432243 nan nan nan 0.011416118344469206 8.1036157334604193e-14 0
