polynomial_l1_sample	polynomial_l1_upper	name	panel	kind	q7	hermite	q15	reference	reference_uncertainty	estimate	error7	errorH	error15	fd_max_scaled	base_us	derivative_us
7.178926158879335e-11	7.962774303544124e-09	rand008	2	3	7.744060410795246e-08	7.745424414090589e-08	7.745424328390052e-08	7.745424328374462e-08	2.8447072137943643e-19	1.3640032953426763e-11	1.3639175792162451e-11	8.571612643117548e-16	1.558937669641938e-19	1.2883016411815613e-13	13.488	0.8039999999999998
9.407218104792766e-05	0.010601999616037158	rand008	7	3	0.1014783997171352	0.10149627354452752	0.1014962724221282	0.101496272422837	4.996003610813204e-16	1.7873827392322905e-05	1.787270570180466e-05	1.1216905182465098e-09	7.087941344963156e-13	7.989361097923558e-10	32.729000000000006	0.8759999999999998
0.0010209070469400737	0.1134968194637216	rand008	12	3	1.1012821528885481	1.101476126453861	1.1014761142731295	1.1014761142809208	2.4646951146678475e-14	0.00019397356531292154	0.00019396139237271015	1.2172940211385708e-08	7.791323142214424e-12	5.360144707500863e-09	66.30799999999999	1.058
3.1658942431048386e-11	3.511499465698539e-09	rand009	2	3	3.4151175531879614e-08	3.41571907628801e-08	3.415719038818767e-08	3.4157190389107216e-08	1.5127280519022757e-18	6.015231000484459e-12	6.014857227602228e-12	3.737728822303102e-16	9.19546908473149e-19	3.560361713790312e-13	13.809999999999999	0.8679999999999998
0.0055330237990129354	0.7402399418513241	rand009	5	3	5.943412680003355	5.944456488288255	5.944456440865928	5.94445644085996	1.376676550535194e-13	0.0010438082848995833	0.0010437608566045142	4.7428295069096293e-08	5.9685589803848416e-12	1.687916260452387e-08	106.377	0.977
0.006458369093982164	0.8522997931452402	rand009	10	3	6.946553335749501	6.947773695789134	6.947773638262443	6.947773638261158	1.4033219031261979e-13	0.001220360039632773	0.0012203025116575006	5.752797527236453e-08	1.284305994886381e-12	2.5929129217674072e-08	12.009	0.9229999999999998
1.5822380653394635e-06	0.0001306283284365769	rand010	2	1	1.0566692466118108	1.0566691945105127	1.0566691945088624	1.056669194508859	8.659739592076221e-15	5.210129816468623e-08	5.2102951730859104e-08	1.6535661728767082e-12	3.3306690738754696e-15	8.127393963811783e-10	79.95700000000001	0.9329999999999999
0.0003339434977673952	0.02898438332628714	rand010	3	0	5.982980936610963	5.982936986849193	5.98293628660807	5.982936278741452	7.993605777301127e-15	4.394976177035659e-05	4.4657869511688375e-05	7.081077413317871e-07	7.866618467744502e-09	3.3137580777885627e-10	44.782000000000004	0.9830000000000001
2.445716898920349e-07	1.8850399858961647e-05	rand010	4	2	0.635495456183184	0.6354954539053386	0.635495453905351	0.6354954539053451	1.4432899320127035e-15	2.2778454678018534e-09	2.277838917486008e-09	6.5503158452884236e-15	5.88418203051333e-15	7.677358051835368e-10	59.681	0.895
0.025135432545311358	2.4795276416365697	rand010	9	3	8.69150640410304	8.691678210134091	8.691673173938408	8.691673206195027	0.0	0.0001718060310516023	0.00016680209198760565	5.003939063996654e-06	3.225661870942531e-08	2.1133759594779504e-09	9.392	0.9279999999999998
1.3944725207965699e-12	1.5466915223167152e-10	rand010	14	3	1.5042477913412547e-09	1.5045127425589064e-09	1.504512725285614e-09	1.504512724397613e-09	3.3292675486763965e-19	2.6495121765172033e-13	2.6493305635832765e-13	1.8161293392673864e-17	8.880009282473673e-19	5.4157408582385366e-14	14.368000000000002	0.8099999999999998
0.0027062768669881177	0.45297338956680544	rand011	2	3	2.052389855201216	2.0527117149051626	2.052711884345928	2.0527118840263654	5.329070518200751e-15	0.00032185970394671415	0.000322028825149534	1.691212028198663e-07	3.195625986052164e-10	5.820692798877779e-10	9.848	0.8239999999999998
6.409486938905596e-16	1.2803944505563568e-12	rand011	7	1	0.0003002977310258782	0.00030029773102580856	0.0003002977310257	0.0003002977310252	1.0001765041178778e-16	6.965998958219366e-17	6.782226689983073e-16	6.085626794161136e-16	4.999798318416904e-16	7.5143961959285e-11	59.776999999999994	1.0099999999999998
0.01131200049885785	2.3529351595726284	rand011	8	0	3.0594969151255635	3.0555133142050424	3.052657119181468	3.0520192166358555	5.893149968017042e-09	0.003983600920521191	0.007477698489708029	0.003494097569186838	0.0006379025456126897	1.1735080275138575e-09	67.35300000000001	1.6099999999999999
4.001626511206777e-16	4.3790023632414793e-13	rand011	9	2	0.0003926060728791533	0.00039260607287914753	0.0003926060728797	0.0003926060728798	1.999810907149513e-16	5.7462715141731735e-18	6.467265958876034e-16	6.524728674017766e-16	1.0001765041178778e-16	1.0406722308471212e-10	88.405	1.012
2.0123212411273095e-20	2.425381672741868e-18	rand011	12	3	2.1959773118769266e-17	2.1963581511083275e-17	2.1963841923822036e-17			3.8083923140087855e-21				1.609228618627127e-17	18.349	0.8209999999999997
0.0013120448737858632	0.16493509135629586	rand012	4	3	1.4139087728584034	1.4141575719186705	1.4141575577291237	1.4141575577353367	1.84297022087776e-14	0.00024879906026709087	0.00024878487693325013	1.418333384073378e-08	6.213030090407301e-12	1.6051083824163863e-09	9.886000000000001	0.7729999999999994
