name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,event_topology_reuses,event_radius_reuses,event_direct_qf_failures,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
plan15,0.0,None,0,1.0e-03,0,Converged,Converged,Converged,1,6.0199516089053375,0.005839888,1.566276,0.428194,0.032013,0.000042,0.004117,0.014017,0.013707,120,120,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.0,None,0,1.0e-04,0,Converged,Converged,Converged,1,6.019953359604493,0.00031935832,0.634171,0.353128,0.014462,0.000064,0.001544,0.010809,0.001898,176,176,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,6.0267722202986089,0.0059217089,0.380014,0.218079,0.011714,0.000028,0.001242,0.008986,0.001360,120,120,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,6.0267740818191164,0.00032163431,0.435771,0.211878,0.011486,0.000026,0.001180,0.008997,0.001188,176,176,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,6.0199516089053375,0.005839888,26.897646,0.331850,0.012852,0.000018,0.001470,0.009139,0.002103,3219,3219,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
plan15,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,6.019953359604493,0.00031935832,10.195355,0.377616,0.015337,0.000049,0.002039,0.010502,0.002593,3219,3219,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
plan15,0.0,Strict,1,1.0e-03,0,Converged,Converged,Converged,1,6.0267722202986089,0.0059217089,12.826822,0.246182,0.014602,0.000052,0.001920,0.010137,0.002288,3219,3219,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet
plan15,0.0,Strict,1,1.0e-04,0,Converged,Converged,Converged,1,6.0267740818191164,0.00032163431,12.707580,0.235046,0.014405,0.000045,0.001558,0.010739,0.001910,3219,3219,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet
plan15,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,6.0199516089053375,0.005839888,0.672594,0.354110,0.016377,0.000054,0.002030,0.009921,0.004221,160,160,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,6.019953359604493,0.00031935832,0.707673,0.335759,0.012440,0.000024,0.001491,0.009261,0.001535,232,232,0,8,8,0,0,8,8,0,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,6.0267722202986089,0.0059217089,0.463792,0.214478,0.011635,0.000027,0.001214,0.008947,0.001345,160,160,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,6.0267740818191164,0.00032163431,0.568702,0.215753,0.011865,0.000028,0.001221,0.009086,0.001429,232,232,0,8,8,0,0,8,8,0,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,6.1205006645589837,0.0043222585,0.609238,0.332401,0.013234,0.000019,0.001674,0.009123,0.002320,128,128,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,6.120501628854238,0.00042465197,0.627909,0.324485,0.011846,0.000019,0.001299,0.008967,0.001465,176,176,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,6.1294544594355331,0.0043589451,0.451746,0.214333,0.011483,0.000025,0.001186,0.008867,0.001304,128,128,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,6.129455477263571,0.00044604833,0.513085,0.214206,0.011617,0.000026,0.001245,0.008929,0.001303,176,176,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
plan15,0.5,Strict,0,1.0e-03,0,TopologyUnresolved,Converged,TopologyUnresolved,1,6.1205006645589837,0.0043222585,11.506894,0.321813,0.012529,0.000027,0.001489,0.008863,0.002039,2498,2498,0,8,8,0,0,8,8,0,Invalid,Invalid,Invalid,Invalid,Invalid,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved
plan15,0.5,Strict,0,1.0e-04,0,TopologyUnresolved,Converged,TopologyUnresolved,1,6.120501628854238,0.00042465197,8.800530,0.364195,0.015977,0.000049,0.001809,0.011569,0.002391,2498,2498,0,8,8,0,0,8,8,0,Invalid,Invalid,Invalid,Invalid,Invalid,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved
plan15,0.5,Strict,1,1.0e-03,0,TopologyUnresolved,Converged,TopologyUnresolved,1,6.1294544594355331,0.0043589451,8.140889,0.242450,0.014354,0.000052,0.001723,0.010222,0.002220,2284,2284,0,8,8,0,0,8,8,0,Invalid,Invalid,Invalid,Invalid,Invalid,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved
plan15,0.5,Strict,1,1.0e-04,0,TopologyUnresolved,Converged,TopologyUnresolved,1,6.129455477263571,0.00044604833,8.325563,0.233682,0.012777,0.000045,0.001462,0.009414,0.001755,2284,2284,0,8,8,0,0,8,8,0,Invalid,Invalid,Invalid,Invalid,Invalid,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved,TopologyUnresolved
plan15,0.5,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,6.1205006645589837,0.0043222585,0.844958,0.345571,0.014511,0.000043,0.001905,0.009601,0.002817,176,176,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.5,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,6.120501628854238,0.00042465197,0.933508,0.336752,0.012357,0.000024,0.001337,0.009321,0.001558,216,216,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.5,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,6.1294544594355331,0.0043589451,0.679074,0.222635,0.012101,0.000025,0.001390,0.009038,0.001539,176,176,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
plan15,0.5,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,6.129455477263571,0.00044604833,0.822568,0.217762,0.012095,0.000021,0.001416,0.009140,0.001410,232,232,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,None,0,1.0e-03,0,Converged,Converged,Converged,1,13.730120074185391,0.010819484,0.682146,0.454707,0.015571,0.000021,0.002030,0.009711,0.003691,119,119,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,None,0,1.0e-04,0,Converged,Converged,Converged,1,13.730116144653453,0.00071444952,0.709488,0.446651,0.012480,0.000019,0.001468,0.009002,0.001883,151,151,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,13.807811515694054,0.011128461,0.669473,0.421139,0.012688,0.000273,0.001465,0.008892,0.001445,119,119,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,13.807807472466953,0.0012349007,0.658215,0.407022,0.011478,0.000019,0.001364,0.008788,0.001204,143,143,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,13.730120074185391,0.010819484,19.116387,0.432953,0.012960,0.000025,0.001592,0.008942,0.002289,3536,3536,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,13.730116144653453,0.00071444952,11.694968,0.473396,0.014974,0.000044,0.001866,0.010246,0.002658,3536,3536,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
resonant,0.0,Strict,1,1.0e-03,0,Converged,Converged,Converged,1,13.807811515694054,0.011128461,13.686710,0.440968,0.014487,0.000040,0.001699,0.010144,0.002452,3488,3488,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet
resonant,0.0,Strict,1,1.0e-04,0,Converged,Converged,Converged,1,13.807807472466953,0.0012349007,13.616370,0.431706,0.013883,0.000050,0.001644,0.009726,0.002311,3488,3488,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet
resonant,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.730120074185391,0.010819484,0.821572,0.462047,0.015699,0.000051,0.002060,0.009729,0.003699,151,151,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.730116144653453,0.00071444952,0.866011,0.446717,0.012536,0.000025,0.001471,0.009183,0.001710,207,207,0,8,8,0,0,8,8,0,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.807811515694054,0.011128461,0.729903,0.416730,0.012037,0.000027,0.001362,0.008968,0.001571,159,159,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.807807472466953,0.0012349007,0.800128,0.411118,0.011990,0.000027,0.001424,0.009032,0.001400,199,199,0,8,8,0,0,8,8,0,FiniteUncertified,ToleranceMet,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,ToleranceMet,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,13.877484232546383,0.012850366,0.712102,0.446328,0.013441,0.000018,0.001713,0.009071,0.002538,103,103,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,13.877481553095594,0.001385955,0.815864,0.446773,0.013296,0.000028,0.001430,0.009346,0.002388,159,159,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,13.960822824509576,0.012731107,0.656255,0.405127,0.011792,0.000026,0.001332,0.008912,0.001413,103,103,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,13.960820125801241,0.0011646163,0.775632,0.406354,0.011876,0.000024,0.001356,0.008981,0.001400,159,159,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,Strict,0,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.877484232546383,0.012850366,1.753360,0.436810,0.013062,0.000019,0.001635,0.008929,0.002365,351,351,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,0,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.877481553095594,0.001385955,1.653491,0.449422,0.012405,0.000019,0.001399,0.009093,0.001768,351,351,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,1,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.960822824509576,0.012731107,1.162618,0.416680,0.012480,0.000020,0.001390,0.009277,0.001687,231,231,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,1,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.960820125801241,0.0011646163,1.168064,0.417870,0.012273,0.000018,0.001449,0.009163,0.001533,231,231,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.877484232546383,0.012850366,0.909520,0.455928,0.014963,0.000019,0.001806,0.009166,0.003840,143,143,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.877481553095594,0.001385955,1.028228,0.448861,0.012215,0.000019,0.001386,0.009081,0.001632,191,191,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.960822824509576,0.012731107,0.845992,0.410120,0.012080,0.000018,0.001402,0.009045,0.001502,143,143,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.960820125801241,0.0011646163,1.113256,0.411434,0.011815,0.000020,0.001330,0.009021,0.001335,215,215,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.1331861615733274,0.0074880942,0.807719,0.646234,0.013946,0.000018,0.001905,0.009317,0.002603,88,88,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.1331871350959748,0.00034427416,0.856433,0.638616,0.012459,0.000026,0.001509,0.009151,0.001668,136,136,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.0874897495427014,0.0073473169,0.737722,0.575155,0.011936,0.000024,0.001423,0.008992,0.001392,88,88,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0874907246957335,0.0003330452,0.793452,0.563700,0.011760,0.000026,0.001368,0.008980,0.001275,136,136,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331861615733274,0.0074880942,17.208157,0.627362,0.012693,0.000024,0.001638,0.008912,0.002003,3322,3322,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331871350959748,0.00034427416,11.101636,0.669960,0.015247,0.000043,0.001812,0.010442,0.002792,3322,3322,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874897495427014,0.0073473169,12.658043,0.613456,0.014735,0.000052,0.001631,0.010491,0.002399,3322,3322,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874907246957335,0.0003330452,12.837809,0.596956,0.013489,0.000027,0.001675,0.009946,0.001737,3322,3322,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.1331861615733274,0.0074880942,0.927180,0.664207,0.017805,0.000025,0.002469,0.010088,0.005077,120,120,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.1331871350959748,0.00034427416,1.005622,0.646419,0.012671,0.000028,0.001591,0.009240,0.001693,168,168,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.0874897495427014,0.0073473169,0.821848,0.570301,0.015544,0.000026,0.001421,0.012478,0.001514,120,120,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.0874907246957335,0.0003330452,0.917663,0.571773,0.012203,0.000024,0.001459,0.009104,0.001485,168,168,0,8,8,0,0,8,8,0,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.0833951022848627,0.0030327108,0.951436,0.639674,0.013240,0.000018,0.001740,0.009039,0.002332,120,120,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.0833997168360234,0.00059138924,0.954922,0.644901,0.013433,0.000025,0.001456,0.010268,0.001570,136,136,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.0369825278556988,0.0030296107,0.850170,0.572879,0.011892,0.000024,0.001349,0.009045,0.001361,120,120,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0369871411537464,0.00059108031,0.880941,0.563435,0.011695,0.000025,0.001398,0.008934,0.001231,136,136,0,8,8,0,0,8,8,0,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,Strict,0,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833951022848627,0.0030327108,1.037377,0.626616,0.012757,0.000031,0.001592,0.008927,0.002093,128,128,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,0,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833997168360234,0.00059138924,1.053446,0.638965,0.012300,0.000019,0.001516,0.009097,0.001556,136,136,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0369825278556988,0.0030296107,0.985381,0.573054,0.012184,0.000026,0.001501,0.009119,0.001428,128,128,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0369871411537464,0.00059108031,1.011884,0.570330,0.011899,0.000018,0.001373,0.009020,0.001383,136,136,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,ValueFirst,0,1.0e-03,0,Converged,Converged,InnerAccuracyLimited,1,8.0833951022848627,0.0030327108,1.037203,0.636790,0.013086,0.000018,0.001701,0.009093,0.002167,128,128,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,ValueFirst,0,1.0e-04,0,Converged,Converged,InnerAccuracyLimited,1,8.0833997168360234,0.00059138924,1.042966,0.629726,0.012013,0.000019,0.001422,0.009028,0.001439,136,136,0,8,8,0,0,8,8,0,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
