name,u,policy,warm,rtol,index,panel,cell,parent,depth,level,node_evaluations,value_error,gradient_error0,gradient_error1,gradient_error2,gradient_error3,gradient_error4,gradient_phase,value_resolved,gradient_resolved0,gradient_resolved1,gradient_resolved2,gradient_resolved3,gradient_resolved4
case92,0.5,None,0,0.001,0,0,1,-1,0,3,7,6.8069038561863224e-11,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,1,1,2,-1,0,3,14,2.3610938317104392e-09,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,2,2,5,-1,0,3,21,17.253723086348113,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,3,3,6,-1,0,3,28,16.695029643680254,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,4,4,7,-1,0,3,35,68.596668680732591,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,5,5,10,-1,0,3,42,122.16155658208145,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,6,6,11,-1,0,3,49,683.41120966594633,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,7,7,12,-1,0,3,56,115.10625856186176,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,8,8,13,-1,0,3,63,59.323684018006702,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,9,9,14,-1,0,3,70,174.12630351153655,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,10,10,15,-1,0,3,77,22.908026585918833,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,11,6,11,-1,0,4,85,12.780253807480626,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,12,9,14,-1,0,4,93,128.97212477055024,0,0,0,0,0,0,0,0,0,0,0,0
case92,0.5,None,0,0.001,13,9,14,-1,0,5,109,15.827341111107572,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,14,5,10,-1,0,4,117,0.65697599739235046,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,15,7,12,-1,0,4,125,1.2960425423635566,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,16,4,7,-1,0,4,133,1.1877376581186718,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,17,8,13,-1,0,4,141,0.3006193210374683,0,0,0,0,0,0,1,0,0,0,0,0
case92,0.5,None,0,0.001,18,10,15,-1,0,4,149,0.25400078878810173,0,0,0,0,0,0,1,0,0,0,0,0
