lane	policy	wall_ms	value_converged	value_stop	mu	value_error	numerical_status	stop	grad_a	grad_a_quality	grad_a_reason	grad_a_error	grad_a_converged	nodes	panels	topology_ms	physical_ms
projective_fold	None	0.75073900000000005	1	Converged	31.943882703752212	0.00013594219144659022	0	Converged	0	NotRequested	NotRequested	0	0	91	5	0.55833699999999997	0.10206499999999993
projective_fold	ValueFirst	0.86786300000000005	1	Converged	31.943882703752212	0.00013594219144650641	0	Converged	-2.4046891773126045	ToleranceMet	ToleranceMet	0.0022855318439422038	1	139	5	0.54462100000000002	0.17227799999999999
