lane	row	case	u	mu_reference	policy	topology_status	topology_events	topology_cells	chart_events	projective_promotions	event_identity_unchanged	cell_plan_unchanged	value_converged	value_stop	mu	value_error	numerical_status	stop	wall_ms	grad_x	grad_y	grad_rho	grad_q	grad_a	quality_x	quality_y	quality_rho	quality_q	quality_a	gradient_a_error	nodes	panels	splits
projective_fold	41	rand006	0	0.029523028060793877	ValueFirst	0	12	13	2	0	1	1	1	Converged	1.9709732048472273	9.6830215302273615e-05	0	Converged	0.39066200000000001	-2.7194901557270743	0.74700046812344856	0.33794166701282813	0.40308023201250248	0.00035063811057299381	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	6.8579904842340554e-09	107	5	0
projective_fold	42	rand006	0.5	0.031951645039953291	None	0	12	13	2	0	1	1	1	Converged	1.9681076866129232	0.00019303709454162834	0	Converged	0.31429600000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	67	5	0
projective_fold	42	rand006	0.5	0.031951645039953291	ValueFirst	0	12	13	2	0	1	1	1	Converged	1.9681076866129232	0.00019303709454153876	0	Converged	0.46411799999999998	-2.704884300505856	0.742988521950396	0.30925877885538289	0.40072867572515997	0.00034863904993414995	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	5.7683301227631324e-08	107	5	0
projective_fold	43	rand007	0	4.7573994379490614e-05	None	0	11	10	0	0	1	1	0	TopologyUnresolved	3.2102867650077558	0.45138524677335756	8	TopologyUnresolved	0.63548499999999997	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	43	rand007	0	4.7573994379490614e-05	ValueFirst	0	11	10	0	0	1	1	0	TopologyUnresolved	3.2102867650077558	0.45138524677335751	8	TopologyUnresolved	0.65605100000000005	-6.7259967112133729	-6.2623871120112957	1.1051869668192182	-0.46251802469045089	-6.6201136026943759e-09	Invalid	Invalid	Invalid	Invalid	Invalid	4.7388267237165832e-07	15	3	0
projective_fold	44	rand007	0.5	4.8039946705102921e-05	None	0	11	10	0	0	1	1	0	TopologyUnresolved	3.2081390831304208	0.46412461094810853	8	TopologyUnresolved	0.69408199999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	44	rand007	0.5	4.8039946705102921e-05	ValueFirst	0	11	10	0	0	1	1	0	TopologyUnresolved	3.2081390831304208	0.46412461094810903	8	TopologyUnresolved	0.684145	-6.7282953517951576	-6.2645273117786608	7.5707351420324756	-0.45939115076353298	-6.6244737580131202e-09	Invalid	Invalid	Invalid	Invalid	Invalid	1.5129883805068098e-06	15	3	0
projective_fold	45	rand008	0	5.0177040975540876e-05	None	0	12	13	0	0	1	1	1	Converged	1.2029724641437158	3.5756316348581988e-05	0	Converged	0.29372500000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	45	rand008	0	5.0177040975540876e-05	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.2029724641437158	3.5756316348579271e-05	0	Converged	0.34896500000000003	0.31208832388613728	0.2130061728219334	0.00019604680720402222	-0.051557344413896894	0.0001453975273639613	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	1.9214953550483165e-05	77	3	0
projective_fold	46	rand008	0.5	5.0307950004935265e-05	None	0	12	13	0	0	1	1	1	Converged	1.2029724529929717	1.3413631963133278e-08	0	Converged	0.30373	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	46	rand008	0.5	5.0307950004935265e-05	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.2029724529929717	1.3413631950018032e-08	0	Converged	0.450264	0.31208829154752588	0.2130061505900526	0.00018035933599422897	-0.051557336394717483	0.00014539755542921989	FiniteUncertified	FiniteUncertified	FiniteUncertified	ToleranceMet	FiniteUncertified	2.677315876815817e-06	93	3	0
projective_fold	47	rand009	0	0.012683790002483875	None	0	12	13	0	0	1	1	1	Converged	12.892230113272404	6.4425529218237021e-09	0	Converged	0.41176400000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	47	rand009	0	0.012683790002483875	ValueFirst	0	12	13	0	0	1	1	1	Converged	12.892230113272404	6.4425530773877913e-09	0	Converged	0.49210799999999999	-155.85657956702875	54.337667126556681	0.8013165093198773	66.427142609123109	-0.10513063155594704	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	1.5285475721055065e-05	77	3	0
projective_fold	48	rand009	0.5	0.01264294603606686	None	0	12	13	0	0	1	1	1	Converged	12.892184828364094	3.4756568740688853e-08	0	Converged	0.481271	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	48	rand009	0.5	0.01264294603606686	ValueFirst	0	12	13	0	0	1	1	1	Converged	12.892184828364094	3.4756569042980533e-08	0	Converged	0.62812599999999996	-155.85492646711123	54.33696713776223	0.73720360271087892	66.402434296761754	-0.10515813163209987	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	3.2932531826652242e-06	93	3	0
projective_fold	49	rand010	0	0.14108233514707536	None	0	14	15	2	0	1	1	1	Converged	16.36677414499939	0.0010814049979283222	0	Converged	0.59321299999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	75	5	0
projective_fold	49	rand010	0	0.14108233514707536	ValueFirst	0	14	15	2	0	1	1	1	Converged	16.36677414499939	0.0010814049979283623	0	Converged	0.62836899999999996	-262.40265627392603	66.13494145210953	22.92611305586707	65.036996205969672	-0.012536242428623931	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	2.7821248199402747e-07	107	5	0
projective_fold	50	rand010	0.5	0.15505053906235844	None	0	14	15	2	0	1	1	1	Converged	16.348614283131496	5.4196941814552529e-05	0	Converged	0.51992099999999997	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	83	5	0
projective_fold	50	rand010	0.5	0.15505053906235844	ValueFirst	0	14	15	2	0	1	1	1	Converged	16.348614283131496	5.4196941816247902e-05	0	Converged	0.64462600000000003	-261.51317583321395	65.914502995161087	21.003768407348886	64.891029131730704	-0.012533228797307545	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	7.3161078437088572e-06	107	5	0
projective_fold	51	rand011	0	0.01304684515343979	None	0	12	11	2	0	1	1	1	Converged	5.1054243645721193	5.7776391696679036e-05	0	Converged	0.49544100000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	115	5	0
projective_fold	51	rand011	0	0.01304684515343979	ValueFirst	0	12	11	2	0	1	1	1	Converged	5.1054243645721193	5.7776391696703579e-05	0	Converged	1.164588	24.22232535871629	-0.22116133640442803	-7.2638247486861252	-7.0752650163885589	1.3000053210214243e-07	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	ToleranceMet	2.0725824935836394e-07	321	6	1
projective_fold	52	rand011	0.5	0.013090945838484913	None	0	12	11	2	0	1	1	1	Converged	5.1047734534715365	3.4844940956055559e-05	0	Converged	0.56111	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	115	5	0
projective_fold	52	rand011	0.5	0.013090945838484913	ValueFirst	0	12	11	2	0	1	1	1	Converged	5.1047734534715365	3.4844940956132402e-05	0	Converged	1.3316950000000001	24.515714588681536	-0.22384011981204494	-4.12589649013014	-6.803446561892299	1.3103320368099146e-07	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	ToleranceMet	2.1054567417782011e-07	321	6	1
projective_fold	53	rand012	0	4.6865956392139196e-05	None	0	12	12	0	0	1	1	1	Converged	3.8285679578511282	2.9135095554256037e-10	0	Converged	0.50612299999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	53	rand012	0	4.6865956392139196e-05	ValueFirst	0	12	12	0	0	1	1	1	Converged	3.8285679578511282	2.9135089775901796e-10	0	Converged	0.51938200000000001	13.519116736943616	0.68932997492124126	0.037859615964082972	-21.158656020499055	0.00053944156271009216	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	7.9550929446988273e-07	77	3	0
projective_fold	54	rand012	0.5	4.6033994294703007e-05	None	0	12	12	0	0	1	1	1	Converged	3.8285636471034392	6.9210720649896255e-09	0	Converged	0.54380499999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	54	rand012	0.5	4.6033994294703007e-05	ValueFirst	0	12	12	0	0	1	1	1	Converged	3.8285636471034388	6.9210711508509793e-09	0	Converged	0.68951300000000004	13.519069282351026	0.6893275127933699	0.034830697546388449	-21.158840465055068	0.00053944902467914567	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	3.5311366503961713e-07	93	3	0
projective_fold	55	rand013	0	0.04561157402349636	None	0	12	11	0	0	1	1	1	Converged	4.395375097493452	2.8694643293241938e-08	0	Converged	0.49087700000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	55	rand013	0	0.04561157402349636	ValueFirst	0	12	11	0	0	1	1	1	Converged	4.395375097493452	2.8694643300103352e-08	0	Converged	0.49506099999999997	11.338885692499163	-14.490009067181536	1.4509905677427382	-1.7875852901523215	2.6813956690029192e-07	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	1.5875519063795946e-08	69	3	0
projective_fold	56	rand013	0.5	0.049997719062957913	None	0	12	11	0	0	1	1	1	Converged	4.3914301288671247	9.3738666829465228e-08	0	Converged	0.48970599999999997	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	56	rand013	0.5	0.049997719062957913	ValueFirst	0	12	11	0	0	1	1	1	Converged	4.3914301288671247	9.3738666795582693e-08	0	Converged	0.54631600000000002	11.307077447769892	-14.449361184777331	1.330475329380499	-1.7700542330767026	2.7409787495719129e-07	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	5.0509484886744149e-08	69	3	0
projective_fold	57	rand014	0	0.013299365062266588	None	0	12	13	0	0	1	1	1	Converged	1.4873865069347623	8.5390765264779057e-05	0	Converged	0.29643999999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	57	rand014	0	0.013299365062266588	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.4873865069347623	8.5390765264786389e-05	0	Converged	0.34046599999999999	1.119646481436444	-0.081864873489334439	0.0021281366943062931	-0.27743417815723531	-0.078655663085392069	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	3.1689251501665584e-05	77	3	0
projective_fold	58	rand014	0.5	0.013260291132610291	None	0	12	13	0	0	1	1	1	Converged	1.4873861390739136	3.2515882681388988e-07	0	Converged	0.32494099999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	58	rand014	0.5	0.013260291132610291	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.4873861390739136	3.2515882726358592e-07	0	Converged	0.40032699999999999	1.1196452041637845	-0.081864771428109717	0.0019578840313362418	-0.27743407746445081	-0.078655716157389824	ToleranceMet	ToleranceMet	FiniteUncertified	FiniteUncertified	FiniteUncertified	0.0012494941840278122	77	3	0
projective_fold	59	rand015	0	0.013313250034116209	None	0	12	12	0	0	1	1	1	Converged	2.1025684735044301	0.00019140434835662244	0	Converged	0.33882000000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	59	rand015	0	0.013313250034116209	ValueFirst	0	12	12	0	0	1	1	1	Converged	2.1025684735044301	0.00019140434835663664	0	Converged	0.38963900000000001	-2.5392633368935114	-2.1234137139949967	0.041781795567744737	-1.1220078575700676	1.1584112447055779e-06	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	7.6968873820018269e-09	77	3	0
projective_fold	60	rand015	0.5	0.013272830052301288	None	0	12	12	0	0	1	1	1	Converged	2.1025314677021072	7.7752886701962635e-09	0	Converged	0.37674099999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	60	rand015	0.5	0.013272830052301288	ValueFirst	0	12	12	0	0	1	1	1	Converged	2.1025314677021072	7.7752887341781694e-09	0	Converged	0.4995	-2.5391064008678161	-2.1232824768272134	0.038436844941237988	-1.122263804778096	1.1584885107104705e-06	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	5.8320350284074265e-08	77	3	0
projective_fold	61	rand016	0	0.013256013917271048	None	0	12	11	2	0	1	1	1	Converged	1.6351962989668818	0.00011180982206737873	0	Converged	0.419792	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	99	5	0
projective_fold	61	rand016	0	0.013256013917271048	ValueFirst	0	12	11	2	0	1	1	1	Converged	1.6351962989668818	0.00011180982206737794	0	Converged	0.64705000000000001	1.5734504663118352	0.011473646511594625	0.019993524684778545	-1.0724725932373635	4.627973871815448e-08	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	1.0986911762479273e-07	195	5	0
projective_fold	62	rand016	0.5	0.013219481974374503	None	0	12	11	2	0	1	1	1	Converged	1.6351746800313789	7.5129677517691586e-05	0	Converged	0.38234200000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	83	5	0
projective_fold	62	rand016	0.5	0.013219481974374503	ValueFirst	0	12	11	2	0	1	1	1	Converged	1.6351746800313789	7.5129677517676407e-05	0	Converged	0.75319100000000005	1.5733633799656987	0.011473011475251912	0.018393152985753489	-1.0724354721084861	4.6276690652678814e-08	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	3.4788352120294372e-07	195	5	0
projective_fold	63	rand017	0	0.051864294102415442	None	0	11	10	0	0	1	1	0	TopologyUnresolved	5.3723765348617425	0.7590551405939554	8	TopologyUnresolved	0.61927200000000004	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	63	rand017	0	0.051864294102415442	ValueFirst	0	11	10	0	0	1	1	0	TopologyUnresolved	5.3723765348617425	0.7590551405939554	8	TopologyUnresolved	0.61077199999999998	13.698578656639679	-24.3005438801952	1.5377310690293671	-5.0293104772695223	1.1921134507944123e-08	Invalid	Invalid	Invalid	Invalid	Invalid	2.5683552526738026e-08	15	3	0
projective_fold	64	rand017	0.5	0.057012305071111768	None	0	11	10	0	0	1	1	0	TopologyUnresolved	5.366564530463922	0.7837535083761159	8	TopologyUnresolved	0.59117699999999995	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	64	rand017	0.5	0.057012305071111768	ValueFirst	0	11	10	0	0	1	1	0	TopologyUnresolved	5.366564530463922	0.7837535083761169	8	TopologyUnresolved	0.60602199999999995	13.684643429795042	-24.275823536041521	1.687363600196842	-5.0200440845163659	1.1852003305119704e-08	Invalid	Invalid	Invalid	Invalid	Invalid	7.7151253390013215e-08	15	3	0
projective_fold	65	rand018	0	4.9468129873275757e-05	None	0	12	11	0	0	1	1	1	Converged	2.2051921431843553	0.00021198418363098482	0	Converged	0.48700199999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	65	rand018	0	4.9468129873275757e-05	ValueFirst	0	12	11	0	0	1	1	1	Converged	2.2051921431843553	0.00021198418363100363	0	Converged	0.51863599999999999	-1.7529284357802453	-3.315355355275067	0.013137121425562602	-1.7669351791959278	7.6075362101024118e-09	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	5.8370197574278372e-07	69	3	0
projective_fold	66	rand018	0.5	5.0239090342074633e-05	None	0	12	11	0	0	1	1	1	Converged	2.2051890413061224	3.9658126620165433e-09	0	Converged	0.54244300000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	66	rand018	0.5	5.0239090342074633e-05	ValueFirst	0	12	11	0	0	1	1	1	Converged	2.2051890413061224	3.965812674459813e-09	0	Converged	0.63472099999999998	-1.7529199378060258	-3.3153392828513977	0.012086091151483284	-1.7669219006412857	7.7263444527445164e-09	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	FiniteUncertified	1.8426412231441062e-06	69	3	0
projective_fold	67	rand019	0	0.013221679953858256	None	0	12	12	0	0	1	1	1	Converged	1.9896879913079708	0.00017002725659026662	0	Converged	0.31002099999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	67	rand019	0	0.013221679953858256	ValueFirst	0	12	12	0	0	1	1	1	Converged	1.9896879913079708	0.00017002725659027984	0	Converged	0.33771099999999998	-0.71357201782044666	2.7595386533449648	0.048603578698938242	-0.80209811153470589	1.4518953022614953e-06	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	1.8995382525414784e-08	77	3	0
projective_fold	68	rand019	0.5	0.013326146057806909	None	0	12	12	0	0	1	1	1	Converged	1.9896271005530604	8.7544573916133204e-09	0	Converged	0.303869	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	68	rand019	0.5	0.013326146057806909	ValueFirst	0	12	12	0	0	1	1	1	Converged	1.9896271005530604	8.7544573819405962e-09	0	Converged	0.38845600000000002	-0.71349337524090128	2.7592345065127515	0.044710425715701725	-0.80209720603509116	1.45198506575907e-06	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	2.5873270749058281e-07	77	3	0
projective_fold	69	rand020	0	0.01363008189946413	None	0	12	13	0	0	1	1	1	Converged	1.3529873798436631	6.7937331587747017e-05	0	Converged	0.19642499999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	61	3	0
projective_fold	69	rand020	0	0.01363008189946413	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.3529873798436631	6.7937331587748467e-05	0	Converged	0.25445600000000002	-0.0837903189300718	0.71780747471592132	0.02384998803309572	0.18468193365743954	0.15385456262865843	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	3.2647107278182629e-07	93	3	0
projective_fold	70	rand020	0.5	0.013608999026473612	None	0	12	13	0	0	1	1	1	Converged	1.3529153270348575	2.5683246344158324e-06	0	Converged	0.22062899999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	77	3	0
projective_fold	70	rand020	0.5	0.013608999026473612	ValueFirst	0	12	13	0	0	1	1	1	Converged	1.3529153270348575	2.5683246344357737e-06	0	Converged	0.30553799999999998	-0.083815424610407266	0.71761882626566031	0.021942147747540042	0.18466913778420416	0.15359344285997428	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	2.4065432583494245e-07	93	3	0
projective_fold	71	rand021	0	4.9997936002910137e-05	None	0	10	10	0	0	1	1	1	Converged	2.5772087267295714	5.7950850332551813e-11	0	Converged	0.33003900000000003	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	71	rand021	0	4.9997936002910137e-05	ValueFirst	0	10	10	0	0	1	1	1	Converged	2.5772087267295714	5.7950850252149534e-11	0	Converged	0.34377600000000003	-4.323475111271426	-3.441221909180507	0.004492105259954823	0.52018015498052073	8.6291466155666976e-06	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	FiniteUncertified	4.6122009814589171e-06	69	3	0
projective_fold	72	rand021	0.5	4.9273017793893814e-05	None	0	10	10	0	0	1	1	1	Converged	2.5772085120680575	4.7418210829808429e-09	0	Converged	0.34826800000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	72	rand021	0.5	4.9273017793893814e-05	ValueFirst	0	10	10	0	0	1	1	1	Converged	2.5772085120680575	4.7418210917599175e-09	0	Converged	0.39563700000000002	-4.3234739264282469	-3.4412209661095936	0.0041327360667027914	0.52017999812434246	8.6283738936297524e-06	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	FiniteUncertified	1.4613607053798242e-05	69	3	0
projective_fold	73	rand022	0	0.012783297977875918	None	0	12	11	0	0	1	1	1	Converged	4.2757145375619912	8.6439136193021077e-10	0	Converged	0.38605600000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	73	rand022	0	0.012783297977875918	ValueFirst	0	12	11	0	0	1	1	1	Converged	4.2757145375619912	8.6439140999552767e-10	0	Converged	0.40025100000000002	5.702436669254392	-16.187207618714091	0.15505512304044333	-0.067186214001893951	1.0360159664101616e-07	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	4.8696751907535418e-08	69	3	0
projective_fold	74	rand022	0.5	0.012761237914673984	None	0	12	11	0	0	1	1	1	Converged	4.2756631923195068	1.5162188482691811e-08	0	Converged	0.41100500000000001	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	74	rand022	0.5	0.012761237914673984	ValueFirst	0	12	11	0	0	1	1	1	Converged	4.2756631923195068	1.5162188578678061e-08	0	Converged	1.1821489999999999	5.7022250644012891	-16.186606947191606	0.14264450085739239	-0.067095100962739157	1.0359315520539301e-07	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	FiniteUncertified	1.5333719932930349e-07	300	3	0
projective_fold	75	rand023	0	0.033106797898653895	None	0	12	12	0	0	1	1	1	Converged	2.7812379933851084	1.9603747609513659e-08	0	Converged	0.48613499999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	75	rand023	0	0.033106797898653895	ValueFirst	0	12	12	0	0	1	1	1	Converged	2.7812379933851084	1.9603747630162969e-08	0	Converged	0.50980099999999995	-2.0071389208540116	6.3883567022468082	0.59546425333501252	-1.0730858140600745	-5.1405483502331521e-08	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	1.3959926070496577e-07	69	3	0
projective_fold	76	rand023	0.5	0.036174965964164585	None	0	12	12	0	0	1	1	1	Converged	2.778436450834735	7.038118723981446e-08	0	Converged	0.46643699999999999	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	76	rand023	0.5	0.036174965964164585	ValueFirst	0	12	12	0	0	1	1	1	Converged	2.778436450834735	7.0381187279440805e-08	0	Converged	0.52237900000000004	-2.0004829696131043	6.3671719947605228	0.54581434654444927	-1.0729418762230813	-5.028705857386251e-08	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	4.4461516424291412e-07	69	3	0
projective_fold	77	rand024	0	5.2344053983688354e-05	None	0	12	11	0	0	1	1	0	TopologyUnresolved	1.8871043300111487	0.26533777363093819	8	TopologyUnresolved	0.70196999999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	77	rand024	0	5.2344053983688354e-05	ValueFirst	0	12	11	0	0	1	1	0	TopologyUnresolved	1.8871043300111487	0.26533777363093819	8	TopologyUnresolved	0.69859499999999997	0.061528599360205466	2.4540080337864039	0.61287061870607573	-0.87373110625518513	5.8482622140568837e-09	Invalid	Invalid	Invalid	Invalid	Invalid	7.9652189309850869e-06	15	3	0
projective_fold	78	rand024	0.5	4.9960974138230085e-05	None	0	12	11	0	0	1	1	0	TopologyUnresolved	1.8858419803189341	0.27282617367663164	8	TopologyUnresolved	0.71506400000000003	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	15	3	0
projective_fold	78	rand024	0.5	4.9960974138230085e-05	ValueFirst	0	12	11	0	0	1	1	0	TopologyUnresolved	1.8858419803189341	0.27282617367663159	8	TopologyUnresolved	0.69956799999999997	0.061544932864087964	2.4546594571084817	4.2158774261764691	-0.87217525843685284	5.8187674757031488e-09	Invalid	Invalid	Invalid	Invalid	Invalid	2.5430969140813033e-05	15	3	0
projective_fold	79	rand025	0	4.364793167100288	None	0	12	13	0	0	1	1	1	Converged	2.5955745574482019	0.00011882155540702428	0	Converged	0.416018	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	111	9	0
projective_fold	79	rand025	0	4.364793167100288	ValueFirst	0	12	13	0	0	1	1	1	Converged	2.5955745574482019	0.00011882155540701665	0	Converged	0.53284699999999996	-4.7862900498030303	3.1377083057988715	0.64197903889578511	-12.841570575617222	0.0016336071876883076	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	FiniteUncertified	4.3080247627617968e-06	159	9	0
projective_fold	80	rand025	0.5	4.3644793418934569	None	0	12	13	0	0	1	1	1	Converged	2.5914836569287747	0.00013102746591277307	0	Converged	0.423649	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	119	9	0
projective_fold	80	rand025	0.5	4.3644793418934569	ValueFirst	0	12	13	0	0	1	1	1	Converged	2.5914836569287747	0.00013102746591275397	0	Converged	0.62737399999999999	-4.7602350549874402	3.1228633497060039	0.58785284012630945	-12.34260069057459	0.0013724210629962297	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	FiniteUncertified	6.5319865977748978e-06	159	9	0
projective_fold	81	rand026	0	4.8931920900940895e-05	None	0	12	12	0	0	1	1	1	Converged	3.0881588461739802	2.3130182340520747e-10	0	Converged	0.36960500000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	81	rand026	0	4.8931920900940895e-05	ValueFirst	0	12	12	0	0	1	1	1	Converged	3.0881588461739802	2.3130182584164842e-10	0	Converged	0.39650299999999999	6.3132026170683089	-5.5680973407512857	0.025741794085591539	-2.950579935942192	-6.1830327344408475e-07	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	9.8848208158452084e-08	77	3	0
projective_fold	82	rand026	0.5	4.6868983190506697e-05	None	0	12	12	0	0	1	1	1	Converged	3.0881549216819213	5.5854319690546964e-09	0	Converged	0.38977099999999998	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	69	3	0
projective_fold	82	rand026	0.5	4.6868983190506697e-05	ValueFirst	0	12	12	0	0	1	1	1	Converged	3.0881549216819213	5.5854319405084809e-09	0	Converged	0.46570699999999998	6.3131770282381812	-5.5680747720414452	0.023682341982243997	-2.9505593753946	-6.1823620763269032e-07	ToleranceMet	ToleranceMet	FiniteUncertified	ToleranceMet	ToleranceMet	3.7330364231765707e-07	77	3	0
projective_fold	83	rand027	0	0.013053981936536729	None	0	12	13	0	0	1	1	1	Converged	2.2454434764191169	0.0002117623019471042	0	Converged	0.25889800000000002	0	0	0	0	0	NotRequested	NotRequested	NotRequested	NotRequested	NotRequested	0	53	3	0
projective_fold	83	rand027	0	0.013053981936536729	ValueFirst	0	12	13	0	0	1	1	1	Converged	2.2454434764191169	0.0002117623019470791	0	Converged	0.30005399999999999	-0.13239473223321463	3.9281816916041685	0.075309722669759854	0.040893390644096458	0.0025169795404999446	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	ToleranceMet	1.1882129213830025e-07	77	3	0
