name,u,jac,warm,rtol,cache,repeat,stop,mu,error,nodes,evaluations,reused,splits,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,event_double_checks,event_dd_checks,event_dd_accepts,event_qf_refinements,qf_family_constructions,first_value_pass_nodes,first_gradient_error_pass_nodes,first_gradient_contract_nodes,gradient_error_pass_mask,gradient_contract_mask,physics_ms,estimator_ms,scheduler_ms,fixed64_ms,fixed64_mu,fixed64_status,inner,geometry,event,roundoff,grad0,grad1,grad2,grad3,grad4,graderr0,graderr1,graderr2,graderr3,graderr4
wide-planet,0.0,0,0,1.0e-03,0,0,Converged,1.1591934436470934,9.2917863e-05,53,82,0,0,0.853427,0.401527,0.450936,0.000020,0.001080,0.323222,0.000867,6,2,2,4,1,82,21,21,0,0,1756469828,0.003249,0.000712,0.510763,1.159193,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-04,1,0,Converged,1.1591934436470934,9.2917863e-05,53,53,29,0,0.790035,0.386578,0.402413,0.000019,0.000984,0.308454,0.000779,6,2,2,4,1,53,21,21,0,0,1652016222,0.003468,0.000648,0.508644,1.159193,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-04,0,0,Converged,1.1591934436470934,9.2917863e-05,53,82,0,0,0.822535,0.389389,0.432238,0.000023,0.001033,0.309192,0.000720,6,2,2,4,1,82,21,21,0,0,1684451813,0.003112,0.000607,0.502258,1.159193,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-05,1,0,Converged,1.1591934436472051,1.0370566e-06,69,69,44,0,0.835563,0.393960,0.440675,0.000027,0.000981,0.308799,0.000683,6,2,2,4,1,69,21,21,0,0,1653665488,0.004613,0.000833,0.509815,1.159193,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-05,0,0,Converged,1.1591934436472053,1.0370566e-06,69,113,0,0,0.930023,0.390253,0.538878,0.000019,0.001077,0.316615,0.000733,6,2,2,4,1,113,21,21,0,0,644588689,0.004591,0.000888,0.507082,1.159193,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-06,1,0,Converged,1.1591934436472051,1.0370566e-06,69,69,44,0,0.830939,0.394768,0.435198,0.000021,0.001016,0.305322,0.000706,6,2,2,4,1,69,21,21,0,0,3149276180,0.004284,0.000854,0.516161,1.159193,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-06,0,0,Converged,1.1591934436472053,1.0370566e-06,69,113,0,0,0.891978,0.389092,0.502005,0.000020,0.001096,0.299132,0.000757,6,2,2,4,1,113,21,21,0,0,1830137103,0.003801,0.000746,0.507461,1.159193,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-08,1,0,Converged,1.1591934443442491,4.6529509e-09,77,77,51,0,0.844683,0.388192,0.455434,0.000019,0.001005,0.315418,0.000711,6,2,2,4,1,77,21,21,0,0,524741923,0.004642,0.000928,0.508001,1.159193,0,0,4.6703665e-14,5.320987e-16,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,0,1.0e-08,0,0,Converged,1.1591934443442493,4.6529509e-09,77,128,0,0,0.927320,0.397377,0.528904,0.000021,0.001064,0.306065,0.000697,6,2,2,4,1,128,21,21,0,0,1974997763,0.004134,0.000854,0.508114,1.159193,0,0,4.6719141e-14,5.320987e-16,5.147853e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-03,1,0,Converged,1.15911069692811,9.2869681e-05,53,53,29,0,0.732860,0.264109,0.467662,0.000020,0.001130,0.365289,0.000816,6,1,1,5,1,53,21,21,140724603453440,0,2599245487,0.003494,0.000783,0.405659,1.159111,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-03,0,0,Converged,1.15911069692811,9.2869681e-05,53,82,0,0,0.777077,0.263166,0.512843,0.000018,0.001071,0.366185,0.000733,6,1,1,5,1,82,21,21,140724603453440,0,1935140467,0.003404,0.000690,0.394441,1.159111,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-04,1,0,Converged,1.15911069692811,9.2869681e-05,53,53,29,0,0.734315,0.272778,0.460701,0.000021,0.001073,0.360173,0.000672,6,1,1,5,1,53,21,21,140724603453440,0,3957142348,0.003078,0.000595,0.396327,1.159111,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-04,0,0,Converged,1.15911069692811,9.2869681e-05,53,82,0,0,0.769768,0.264201,0.504556,0.000020,0.001060,0.358753,0.000685,6,1,1,5,1,82,21,21,140724603453440,0,2302927104,0.003248,0.000657,0.403381,1.159111,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-05,1,0,Converged,1.1591106969282219,1.0387937e-06,69,69,44,0,0.781892,0.267291,0.513603,0.000021,0.001001,0.369157,0.000651,6,1,1,5,1,69,21,21,140724603453440,0,3753182942,0.004372,0.000762,0.402029,1.159111,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-05,0,0,Converged,1.1591106969282217,1.0387937e-06,69,113,0,0,0.852466,0.269848,0.581519,0.000018,0.001026,0.356557,0.000689,6,1,1,5,1,113,21,21,140724603453440,0,4210854659,0.004302,0.000786,0.400519,1.159111,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-06,1,0,Converged,1.1591106969282219,1.0387937e-06,69,69,44,0,0.783294,0.268297,0.514119,0.000020,0.001120,0.363891,0.000657,6,1,1,5,1,69,21,21,140724603453440,0,3393092884,0.003970,0.000782,0.403548,1.159111,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-06,0,0,Converged,1.1591106969282217,1.0387937e-06,69,113,0,0,0.852338,0.270675,0.580543,0.000023,0.001028,0.356873,0.000662,6,1,1,5,1,113,21,21,140724603453440,0,1948334604,0.003781,0.000741,0.394909,1.159111,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-08,1,0,Converged,1.1591106976264338,4.6601408e-09,77,77,51,0,0.780549,0.263002,0.516657,0.000024,0.000988,0.360791,0.000685,6,1,1,5,1,77,21,21,140724603453440,0,3517337699,0.004620,0.000942,0.408102,1.159111,0,0,4.6570618e-14,4.174566e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,0,1,1.0e-08,0,0,Converged,1.1591106976264336,4.6601405e-09,77,128,0,0,0.874000,0.265047,0.607770,0.000025,0.001065,0.361761,0.000673,6,1,1,5,1,128,21,21,140724603453440,0,2602544025,0.005117,0.000894,0.397345,1.159111,0,0,4.627905e-14,4.174566e-16,5.1474855e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.0,1,0,1.0e-03,1,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,77,77,51,0,0.894272,0.399341,0.494343,0.000019,0.001418,0.320994,0.001380,6,2,2,4,1,53,0,0,140724603453451,11,1655039879,0.019643,0.002768,0.722312,1.159193,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-03,0,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,77,128,0,0,0.972403,0.389972,0.581380,0.000019,0.001067,0.329179,0.000746,6,2,2,4,1,82,0,0,140724603453451,11,3369453384,0.016995,0.002179,0.720447,1.159193,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-04,1,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,93,93,66,0,0.904885,0.389299,0.514442,0.000022,0.001084,0.323335,0.000741,6,2,2,4,1,53,0,0,140724603453451,11,590437742,0.020685,0.002498,0.711065,1.159193,0,0,4.6684268e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,-0.27591187622465485,-0.027827322670835257,0.0026796088752161096,1.5221070548096096,-0.0043240454978420578,7.6145552e-06,5.664142e-07,7.64714e-06,2.0640348e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-04,0,0,EventLocationLimited,1.1591934436470934,9.2917863e-05,93,159,0,0,0.994069,0.394204,0.598816,0.000029,0.001070,0.314515,0.000723,6,2,2,4,1,82,0,0,140724603453451,11,875761011,0.020242,0.002364,0.719371,1.159193,0,0,4.673298e-14,1.3991861e-15,5.147853e-16,3.3596464e-322,-0.27591187621558289,-0.02782732267018416,0.0026796088834790694,1.5221070548203492,-0.004324045497838571,7.6145636e-06,5.6641484e-07,7.6471364e-06,2.0640374e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-05,1,0,EventLocationLimited,1.1591934436472051,1.0370566e-06,93,93,66,0,0.888676,0.388563,0.498805,0.000028,0.001043,0.316039,0.000716,6,2,2,4,1,69,0,0,140724603453442,2,3092376452,0.018190,0.002304,0.744834,1.159193,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,-0.27591187622465485,-0.027827322670835257,0.0026796088752161096,1.5221070548096096,-0.0043240454978420578,7.6145552e-06,5.664142e-07,7.64714e-06,2.0640348e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-05,0,0,EventLocationLimited,1.1591934436472053,1.0370566e-06,93,159,0,0,1.007426,0.393404,0.612905,0.000028,0.001049,0.319344,0.000708,6,2,2,4,1,113,0,0,140724603453442,2,1161359161,0.019583,0.002354,0.721359,1.159193,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,-0.27591187621558289,-0.02782732267018416,0.0026796088834790694,1.5221070548203492,-0.004324045497838571,7.6145636e-06,5.6641484e-07,7.6471364e-06,2.0640374e-05,3.5125323e-06
wide-planet,0.0,1,0,1.0e-06,1,0,EventLocationLimited,1.1591934436472051,1.0370566e-06,77,77,51,0,0.865966,0.395939,0.468679,0.000027,0.001027,0.312311,0.000688,6,2,2,4,1,69,0,0,140724603453442,2,357341280,0.013676,0.001970,0.715640,1.159193,0,0,4.6710049e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-06,0,0,EventLocationLimited,1.1591934436472053,1.0370566e-06,77,128,0,0,0.951795,0.387130,0.563637,0.000020,0.001014,0.316996,0.000656,6,2,2,4,1,113,0,0,140724603453442,2,108301895,0.019327,0.002435,0.718285,1.159193,0,0,4.6725525e-14,1.3021997e-15,5.147853e-16,3.3596464e-322,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-08,1,0,EventLocationLimited,1.1591934443442491,4.6529509e-09,77,77,51,0,0.882293,0.388460,0.492671,0.000035,0.001077,0.321054,0.000669,6,2,2,4,1,77,0,0,140724603453442,2,294394239,0.015829,0.002116,0.711265,1.159193,0,0,4.6703665e-14,5.320987e-16,5.147853e-16,3.3596464e-322,-0.27591187622458185,-0.027827322670856969,0.0026796088751863921,1.5221070548638476,-0.004324045458167552,7.624196e-06,5.6922143e-07,7.9441335e-06,2.7653761e-05,8.5405036e-06
wide-planet,0.0,1,0,1.0e-08,0,0,EventLocationLimited,1.1591934443442493,4.6529509e-09,77,128,0,0,0.963503,0.397898,0.564614,0.000033,0.000991,0.321019,0.000722,6,2,2,4,1,128,0,0,140724603453442,2,1302371523,0.014948,0.001901,0.715798,1.159193,0,0,4.6719141e-14,5.320987e-16,5.147853e-16,3.3596464e-322,-0.27591187621550994,-0.027827322670205872,0.0026796088834493519,1.522107054874587,-0.004324045458164066,7.6242044e-06,5.6922206e-07,7.9441299e-06,2.7653787e-05,8.5405036e-06
wide-planet,0.0,1,1,1.0e-03,1,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,77,51,0,0.908436,0.274880,0.567219,0.000086,0.002926,0.374145,0.002189,6,1,1,5,1,53,0,0,140724603453451,11,3465660649,0.019627,0.002925,0.668187,1.159111,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-03,0,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,128,0,0,0.929857,0.276726,0.651881,0.000019,0.001011,0.371240,0.000780,6,1,1,5,1,82,0,0,140724603453451,11,2165213273,0.018352,0.002012,0.619677,1.159111,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.0,1,1,1.0e-04,1,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,77,51,0,0.811801,0.269877,0.540884,0.000022,0.001110,0.361377,0.000738,6,1,1,5,1,53,0,0,140724603453451,11,434581971,0.016589,0.002121,0.643231,1.159111,0,0,4.6263592e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-04,0,0,EventLocationLimited,1.15911069692811,9.2869681e-05,77,128,0,0,0.913063,0.269454,0.642286,0.000030,0.001016,0.371323,0.000770,6,1,1,5,1,82,0,0,140724603453451,11,965646091,0.015086,0.002101,0.611934,1.159111,0,0,4.5997986e-14,9.095711e-16,5.1474855e-16,3.3596464e-322,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.0,1,1,1.0e-05,1,0,EventLocationLimited,1.1591106969282219,1.0387937e-06,77,77,51,0,0.813362,0.267146,0.545110,0.000028,0.001005,0.368212,0.000680,6,1,1,5,1,69,0,0,140724603453442,2,3804585110,0.014739,0.001982,0.641237,1.159111,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-05,0,0,EventLocationLimited,1.1591106969282217,1.0387937e-06,77,128,0,0,0.921394,0.273372,0.646672,0.000028,0.001110,0.372379,0.000746,6,1,1,5,1,113,0,0,140724603453442,2,4008269640,0.016154,0.002178,0.614677,1.159111,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.0,1,1,1.0e-06,1,0,EventLocationLimited,1.1591106969282219,1.0387937e-06,77,77,51,0,0.809481,0.268049,0.540484,0.000027,0.001066,0.362330,0.000728,6,1,1,5,1,69,0,0,140724603453442,2,2582752812,0.015219,0.002100,0.643889,1.159111,0,0,4.6570861e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-06,0,0,EventLocationLimited,1.1591106969282217,1.0387937e-06,77,128,0,0,0.930519,0.278405,0.650988,0.000029,0.001058,0.370917,0.000718,6,1,1,5,1,113,0,0,140724603453442,2,911770018,0.019533,0.002370,0.609163,1.159111,0,0,4.6279293e-14,8.0720076e-16,5.1474855e-16,3.3596464e-322,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.0,1,1,1.0e-08,1,0,EventLocationLimited,1.1591106976264338,4.6601408e-09,77,77,51,0,0.811966,0.268825,0.542196,0.000018,0.001094,0.365495,0.000839,6,1,1,5,1,77,0,0,140724603453442,2,2785612711,0.015142,0.002093,0.642591,1.159111,0,0,4.6570618e-14,4.174566e-16,5.1474855e-16,3.3596464e-322,-0.27573293113340602,-0.027816586795094706,0.0026774252975869423,1.5226822803616211,-0.004326717651227204,7.8267068e-06,5.8355118e-07,8.1475597e-06,2.6014962e-05,6.973003e-06
wide-planet,0.0,1,1,1.0e-08,0,0,EventLocationLimited,1.1591106976264336,4.6601405e-09,77,128,0,0,0.914344,0.265561,0.647673,0.000021,0.001102,0.373806,0.000673,6,1,1,5,1,128,0,0,140724603453442,2,1088516513,0.016279,0.001834,0.612675,1.159111,0,0,4.627905e-14,4.174566e-16,5.1474855e-16,3.3596464e-322,-0.27573293113110081,-0.027816586794943646,0.0026774253062553381,1.5226822803855447,-0.0043267176512392829,7.8266536e-06,5.8354753e-07,8.1475361e-06,2.6014928e-05,6.9730029e-06
wide-planet,0.5,0,0,1.0e-03,1,0,Converged,1.1591902257554043,0.00044447822,53,53,29,0,0.829959,0.393610,0.435524,0.000020,0.001576,0.314344,0.001388,6,2,2,4,1,53,21,21,0,0,1648442810,0.004337,0.000879,0.640099,1.159190,0,134223633,5.6021121e-14,9.0024938e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-03,0,0,Converged,1.1591902257554041,0.00044447822,53,82,0,0,0.856937,0.391673,0.464350,0.000022,0.001095,0.311943,0.000781,6,2,2,4,1,82,21,21,0,0,2212217394,0.003571,0.000692,0.642043,1.159190,0,226385532,5.6079576e-14,9.0024938e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-04,1,0,Converged,1.1591902258251667,1.4117769e-06,69,69,44,0,0.855125,0.386136,0.467986,0.000022,0.000961,0.307215,0.000850,6,2,2,4,1,69,21,21,0,0,2202321792,0.004855,0.000935,0.641121,1.159190,0,-973363920,5.6052059e-14,8.4033266e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-04,0,0,Converged,1.1591902258251665,1.4117769e-06,69,113,0,0,0.960196,0.401658,0.557681,0.000019,0.001076,0.308082,0.000712,6,2,2,4,1,113,21,21,0,0,2372196339,0.004359,0.000859,0.650262,1.159190,0,-1992933449,5.6070631e-14,8.4033266e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-05,1,0,Converged,1.1591902258251667,1.4117769e-06,69,69,44,0,0.851090,0.386659,0.463394,0.000024,0.001003,0.307719,0.000737,6,2,2,4,1,69,21,21,0,0,2606667193,0.004990,0.000834,0.641636,1.159190,0,-973363920,5.6052059e-14,8.4033266e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-05,0,0,Converged,1.1591902258251665,1.4117769e-06,69,113,0,0,0.933586,0.396476,0.536294,0.000018,0.001100,0.298570,0.000686,6,2,2,4,1,113,21,21,0,0,3035751602,0.004177,0.000794,0.642643,1.159190,0,-1992933449,5.6070631e-14,8.4033266e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-06,1,0,Converged,1.1591902291417386,3.6265952e-08,77,77,51,0,0.890040,0.388753,0.500235,0.000019,0.001064,0.320590,0.000714,6,2,2,4,1,77,21,21,0,0,1323537121,0.005222,0.001071,0.639539,1.159190,0,-1191216114,5.6044398e-14,3.2394168e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-06,0,0,Converged,1.1591902291417384,3.6265952e-08,77,128,0,0,0.989017,0.388416,0.599629,0.000018,0.000931,0.314815,0.000682,6,2,2,4,1,128,21,21,0,0,485709260,0.005375,0.000989,0.634372,1.159190,0,2084181653,5.606297e-14,3.2394168e-16,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-08,1,0,Converged,1.1591902291417402,1.033213e-09,125,125,97,0,0.947591,0.389648,0.556782,0.000022,0.001011,0.300254,0.000646,6,2,2,4,1,125,21,21,0,0,641839910,0.009873,0.001311,0.640584,1.159190,0,1130475149,5.6101649e-14,9.4936598e-17,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,0,1.0e-08,0,0,Converged,1.1591902291417402,1.0332132e-09,125,222,0,0,1.136206,0.387748,0.747140,0.000021,0.001048,0.302939,0.000633,6,2,2,4,1,222,21,21,0,0,3037400871,0.008519,0.001164,0.639042,1.159190,0,-54466298,5.6218448e-14,9.4936598e-17,5.1478387e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-03,1,0,Converged,1.1591074816517033,0.0004442461,53,53,29,0,0.766462,0.265108,0.500244,0.000019,0.001118,0.373940,0.000785,6,1,1,5,1,53,21,21,140724603453440,0,960698286,0.003467,0.000732,0.544171,1.159107,0,1163797084,5.5516311e-14,5.767429e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-03,0,0,Converged,1.1591074816517033,0.0004442461,53,82,0,0,0.795024,0.265879,0.528072,0.000025,0.001062,0.355884,0.000683,6,1,1,5,1,82,21,21,140724603453440,0,2159440837,0.003728,0.000698,0.536069,1.159107,0,257608867,5.5197583e-14,5.767429e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-04,1,0,Converged,1.1591074817214295,1.4141152e-06,69,69,44,0,0.807271,0.266632,0.539821,0.000020,0.001083,0.370371,0.000732,6,1,1,5,1,69,21,21,140724603453440,0,2570658183,0.004556,0.000890,0.526203,1.159107,0,934084291,5.5885033e-14,5.1349798e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-04,0,0,Converged,1.1591074817214295,1.4141152e-06,69,113,0,0,0.888923,0.263798,0.624163,0.000019,0.001070,0.355700,0.000655,6,1,1,5,1,113,21,21,140724603453440,0,2905459475,0.004202,0.000874,0.530079,1.159107,0,332764728,5.5535152e-14,5.1349798e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-05,1,0,Converged,1.1591074817214295,1.4141152e-06,69,69,44,0,0.797242,0.268285,0.528131,0.000021,0.000957,0.359457,0.000867,6,1,1,5,1,69,21,21,140724603453440,0,1167956227,0.004258,0.000737,0.532268,1.159107,0,934084291,5.5885033e-14,5.1349798e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-05,0,0,Converged,1.1591074817214295,1.4141152e-06,69,113,0,0,0.898332,0.266470,0.630828,0.000029,0.001063,0.369204,0.000723,6,1,1,5,1,113,21,21,140724603453440,0,2493692369,0.005189,0.000912,0.534807,1.159107,0,332764728,5.5535152e-14,5.1349798e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-06,1,0,Converged,1.1591074850435368,3.6300434e-08,77,77,51,0,0.818204,0.263063,0.554235,0.000023,0.000999,0.359402,0.000666,6,1,1,5,1,77,21,21,140724603453440,0,71468256,0.005309,0.001046,0.529445,1.159107,0,-846518994,5.5884742e-14,2.5329346e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-06,0,0,Converged,1.1591074850435368,3.6300434e-08,77,128,0,0,0.936312,0.264909,0.670312,0.000018,0.001051,0.363701,0.000656,6,1,1,5,1,128,21,21,140724603453440,0,2103365744,0.005661,0.000966,0.527905,1.159107,0,-1447838557,5.553486e-14,2.5329346e-16,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-08,1,0,Converged,1.1591074850435374,1.0325009e-09,125,125,97,0,0.923278,0.267629,0.654363,0.000022,0.001056,0.359387,0.000674,6,1,1,5,1,125,21,21,140724603453440,0,628370891,0.010251,0.001188,0.529429,1.159107,0,1213442848,5.6297141e-14,7.8391466e-17,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,0,1,1.0e-08,0,0,Converged,1.1591074850435374,1.032501e-09,125,222,0,0,1.125625,0.264175,0.859670,0.000023,0.001001,0.360844,0.000706,6,1,1,5,1,222,21,21,140724603453440,0,551954834,0.009818,0.001189,0.540253,1.159107,0,484479443,5.6268197e-14,7.8391466e-17,5.1474713e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
wide-planet,0.5,1,0,1.0e-03,1,0,EventLocationLimited,1.1591902257554043,0.00044447822,93,93,66,0,1.028119,0.403888,0.623667,0.000020,0.001454,0.312748,0.001371,6,2,2,4,1,53,0,0,140724603453467,27,917817333,0.025083,0.003274,0.716264,1.159190,0,1785653499,5.6021121e-14,9.0024938e-16,5.1478387e-16,3.3596464e-322,-0.27590314071364408,-0.027833463596110605,0.0024651817985172461,1.5224415421212334,-0.0043250543493133621,4.6330763e-06,3.4547491e-07,6.0155699e-06,1.3335485e-05,2.1367323e-06
