name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
plan15,0,0,0.000125,128,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.561679338846659,8.76606131e-07
plan15,0,0,0.000125,256,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.561679338846659,8.76606131e-07
plan15,0,0,3.7499999999999997e-05,128,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.5616785412837553,7.90432271e-08
plan15,0,0,3.7499999999999997e-05,256,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.5616785412837553,7.90432271e-08
plan15,0,0,1.2500000000000001e-05,128,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.5616784711531864,8.91265817e-09
plan15,0,0,1.2500000000000001e-05,256,EventLocationLimited,5.5616784622405282,3.62629558e-06,5.5616784711887135,8.9481853e-09
plan15,0,1,0.000125,128,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.137992869255214,6.38035457e-06
plan15,0,1,0.000125,256,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.137992869251661,6.38035102e-06
plan15,0,1,3.7499999999999997e-05,128,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.137987063217491,5.7431685e-07
plan15,0,1,3.7499999999999997e-05,256,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.137987063205649,5.74305009e-07
plan15,0,1,1.2500000000000001e-05,128,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.13798655277543,6.38747899e-08
plan15,0,1,1.2500000000000001e-05,256,EventLocationLimited,-17.137986488900641,4.40892378e-06,-17.137986552810958,6.3910317e-08
plan15,0,2,0.000125,128,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351490887035908,5.32254968e-06
plan15,0,2,0.000125,256,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351490887035908,5.32254968e-06
plan15,0,2,3.7499999999999997e-05,128,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351486043340687,4.78854458e-07
plan15,0,2,3.7499999999999997e-05,256,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351486043352528,4.788663e-07
plan15,0,2,1.2500000000000001e-05,128,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351485617583478,5.30972493e-08
plan15,0,2,1.2500000000000001e-05,256,EventLocationLimited,-10.351485564486229,6.23914931e-06,-10.351485617547951,5.30617221e-08
plan15,0,3,0.00050000000000000001,128,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880838047027254,1.68009034e-06
plan15,0,3,0.00050000000000000001,256,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880838047027254,1.68009034e-06
plan15,0,3,0.00014999999999999999,128,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880853334283159,1.51364747e-07
plan15,0,3,0.00014999999999999999,256,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880853334283159,1.51364747e-07
plan15,0,3,5.0000000000000002e-05,128,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880854678008291,1.69922334e-08
plan15,0,3,5.0000000000000002e-05,256,EventLocationLimited,-4.9880854847930625,3.13996561e-06,-4.9880854678008291,1.69922334e-08
plan15,0,4,0.0011999999999999999,128,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384948581985653,6.96336148e-06
plan15,0,4,0.0011999999999999999,256,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384948581981952,6.96336111e-06
plan15,0,4,0.00035999999999999997,128,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384885219250841,6.27088e-07
plan15,0,4,0.00035999999999999997,256,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384885219250841,6.27088e-07
plan15,0,4,0.00012,128,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384879649052216,7.00681377e-08
plan15,0,4,0.00012,256,EventLocationLimited,1.2384878948370839,3.59052882e-06,1.2384879649052216,7.00681377e-08
plan15,0.5,0,0.000125,128,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097575748555244,4.6868956e-07
plan15,0.5,0,0.000125,256,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097575748519716,4.68693113e-07
plan15,0.5,0,3.7499999999999997e-05,128,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097580014547257,4.20903588e-08
plan15,0.5,0,3.7499999999999997e-05,256,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097580014547257,4.20903588e-08
plan15,0.5,0,1.2500000000000001e-05,128,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097580389358541,4.60923033e-09
plan15,0.5,0,1.2500000000000001e-05,256,EventLocationLimited,7.3097580435450844,3.2221962e-06,7.3097580389358541,4.60923033e-09
plan15,0.5,1,0.000125,128,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352266256327908,5.46111315e-06
plan15,0.5,1,0.000125,256,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352266256324356,5.4611096e-06
plan15,0.5,1,3.7499999999999997e-05,128,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352261286767146,4.91552388e-07
plan15,0.5,1,3.7499999999999997e-05,256,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352261286755304,4.91540547e-07
plan15,0.5,1,1.2500000000000001e-05,128,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352260849889944,5.4675187e-08
plan15,0.5,1,1.2500000000000001e-05,256,EventLocationLimited,-17.352260795214757,3.95102402e-06,-17.352260849889944,5.4675187e-08
plan15,0.5,2,0.000125,128,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.441460681034243,6.84605444e-06
plan15,0.5,2,0.000125,256,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.441460681034243,6.84605444e-06
plan15,0.5,2,3.7499999999999997e-05,128,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.441454451031065,6.1605126e-07
plan15,0.5,2,3.7499999999999997e-05,256,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.441454451031065,6.1605126e-07
plan15,0.5,2,1.2500000000000001e-05,128,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.44145390338025,6.84004444e-08
plan15,0.5,2,1.2500000000000001e-05,256,EventLocationLimited,-11.441453834979805,6.71547167e-06,-11.44145390338025,6.84004444e-08
plan15,0.5,3,0.00050000000000000001,128,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831788781424251,3.18565296e-06
plan15,0.5,3,0.00050000000000000001,256,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831788781433133,3.18565207e-06
plan15,0.5,3,0.00014999999999999999,128,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831817769921782,2.86803207e-07
plan15,0.5,3,0.00014999999999999999,256,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831817769951394,2.86800246e-07
plan15,0.5,3,5.0000000000000002e-05,128,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831820318135271,3.19818581e-08
plan15,0.5,3,5.0000000000000002e-05,256,EventLocationLimited,-5.4831820637953852,2.9991027e-06,-5.4831820318135271,3.19818581e-08
